# time dx dy dz
2.524999999999999965e-06 -1.613849974630000128e+00 1.613580541149999936e+00 -1.410792430000082538e-04
2.286999999999999957e-05 -1.595931728320000076e+00 2.819229100000915453e-04 -1.595161729400000006e+00
2.464000000000000126e-05 1.608929634400000142e+00 2.192214380000163769e-03 1.606025811490999988e+00
2.574000000000000089e-05 -1.595744376020000299e+00 -1.595432118969999813e+00 8.544311226999778963e-04
2.684999999999999873e-05 1.608307450249999881e+00 1.608114839289999765e+00 -2.159222171899982667e-03
2.951000000000000037e-05 -2.431346479999935009e-04 -1.595793419160000060e+00 1.596355244672399865e+00
3.571999999999999682e-05 -5.923400620000404205e-04 -1.604248264539999802e+00 -1.587276052210000010e+00
4.586999999999999959e-05 1.615438442392999940e+00 1.599820849481000229e+00 -8.132878364299926666e-03
6.818000000000000113e-05 1.614668997538000195e+00 -8.778133338001314900e-04 1.613590551032299869e+00
7.289999999999999660e-05 -1.612307650038199869e+00 -2.858308719997645431e-05 1.614631740923000214e+00
8.284999999999999450e-05 2.920880201997908682e-04 -1.613140988837399981e+00 -1.611724756952999993e+00
8.702000000000000371e-05 1.614911588679000420e+00 -1.183485400000671220e-04 1.614917689009999879e+00
8.823000000000000059e-05 -1.613764976024000042e+00 -1.614633584313000192e+00 -1.558710400020174580e-05
9.422000000000000253e-05 -2.333088100001513669e-04 1.612604637065000235e+00 1.614476485954000395e+00
1.005000000000000034e-04 -7.735634359999272493e-04 -1.613805416742000176e+00 1.614497770156000156e+00
1.030999999999999988e-04 -1.613304582426000167e+00 -6.435176269998788001e-04 1.615125130800000086e+00
1.111000000000000035e-04 -1.272117709999949584e-03 1.613183209935000306e+00 -1.611913211876000229e+00
1.303999999999999983e-04 -1.614589418850000069e+00 -1.613513175535000066e+00 8.524033639999593556e-04
1.345999999999999920e-04 -1.596388447419999856e+00 -1.377686460000150312e-03 1.594305052798000055e+00
1.415999999999999995e-04 -1.625064126502999917e+00 1.616065006421700145e+00 9.484422699999807416e-03
1.442000000000000085e-04 -1.616053227646999879e+00 1.612705566449999850e+00 2.810992600000012786e-03
1.456999999999999908e-04 -8.848395000000675026e-04 -1.595170352679800008e+00 -1.594908309347999875e+00
1.479999999999999925e-04 1.614536380667999982e+00 1.602038799959800031e+00 -1.172474554660005164e-02
1.498000000000000091e-04 -1.616008897697999824e+00 1.614227443670000151e+00 6.679679639998966148e-04
1.498000000000000091e-04 1.596118254239999867e+00 1.451288554999928624e-03 -1.596868802483999872e+00
1.510000000000000112e-04 1.623805145572000397e+00 1.617050170624999783e+00 -1.204759749800004068e-02
1.557999999999999923e-04 -1.612362576960999716e+00 1.614634910925000000e+00 -1.293283050000072765e-03
1.634999999999999897e-04 -1.517828560000090933e-04 1.615145805244800226e+00 1.615962684602999966e+00
1.800000000000000113e-04 -7.740465250000395578e-04 1.614528342690199958e+00 -1.613447829033999970e+00
1.938999999999999968e-04 -1.613907592761999910e+00 1.615143322329999798e+00 -4.698454010000599652e-04
2.026999999999999939e-04 -1.615192614367999990e+00 -1.611824266550999862e+00 -6.116587220000857528e-04
2.089000000000000091e-04 1.617656914367999965e+00 1.615727666551000086e+00 1.145639657999908412e-03
2.170999999999999916e-04 1.613041104319299812e+00 1.651733909999794549e-03 1.613324948223999744e+00
2.224000000000000120e-04 1.613455173302700496e+00 9.575708800001470067e-04 1.614719789492000235e+00
2.258999999999999886e-04 -1.612814903215999962e+00 1.614213023630000077e+00 1.218805859999943977e-03
2.611000000000000040e-04 3.139701030000761374e-04 -1.595585719259999813e+00 1.595491101350000385e+00
2.910000000000000260e-04 -3.015948699998936052e-05 1.605635340769999697e+00 -1.604430157716260297e+00
2.978999999999999769e-04 1.596114317779999903e+00 1.207585500000191159e-03 1.595687493246260136e+00
3.103000000000000072e-04 9.642788504999666443e-03 1.617113042429999759e+00 1.625491880430000258e+00
3.218000000000000157e-04 3.245728325999965112e-03 -1.611728789490000091e+00 1.618754579600000243e+00
3.236000000000000053e-04 -1.613550524377600048e+00 1.613140312940000154e+00 8.617463599999417891e-04
3.399000000000000220e-04 -1.614948015026399730e+00 -1.613134591719999955e+00 1.049382869999870935e-03
3.757999999999999730e-04 -1.616077563651000304e+00 -1.396377707999996165e-03 1.612715393300000022e+00
3.803999999999999764e-04 1.612606293949999881e+00 -1.613979245546000030e+00 8.753343199999763513e-04
3.941999999999999866e-04 1.616836880682999800e+00 1.612689146210000146e+00 -3.436243499999659147e-04
3.988999999999999924e-04 -2.255694340999970376e-03 -1.595489606302999963e+00 1.597443926830000027e+00
4.009999999999999893e-04 1.616649589050000113e+00 -1.160432287900000498e-02 -1.600761081389999951e+00
4.020000000000000136e-04 1.082819989999796173e-03 -1.614521112869999886e+00 -1.613595758029999772e+00
4.056999999999999951e-04 -1.613042913851999938e+00 -1.413419607999923805e-03 -1.614832229766999916e+00
4.077999999999999919e-04 -9.790323280001382404e-04 -1.614331216033000338e+00 -1.614910183337099792e+00
4.176000000000000133e-04 -1.614325471979999982e+00 -1.614970850849999806e+00 -1.681657555899940260e-03
4.321999999999999887e-04 -2.140006960000043722e-03 -1.617730509126000360e+00 1.613883857200000049e+00
4.352000000000000074e-04 1.705122769999963418e-03 1.619651257206000006e+00 -1.617343757200000010e+00
4.403000000000000230e-04 -1.596221839512000029e+00 1.594542501519999878e+00 -5.774090099999566739e-04
4.569999999999999952e-04 -1.613136135437999830e+00 -1.595295833450000034e+00 2.516456300000395434e-04
4.574000000000000049e-04 1.589488890569999979e+00 -1.599505027320000217e+00 -6.614839900000067056e-04
4.633999999999999881e-04 -1.606533130299999890e+00 -1.129344876200003012e-02 -1.615473705165000107e+00
4.756000000000000136e-04 1.613159348169999951e+00 1.611134282475999768e+00 -2.864938014999951835e-03
4.825000000000000187e-04 1.614021384319999974e+00 1.614451433633999677e+00 -7.965346099999463889e-04
4.825000000000000187e-04 -1.612827557310000159e+00 1.614752043480000232e+00 -2.909434200000130628e-04
4.998000000000000055e-04 1.595667751699400227e+00 6.285505499996069112e-04 -1.595338433499999820e+00
5.016000000000000493e-04 1.077466582600011824e-02 1.616514009620000358e+00 -1.625462690900000506e+00
5.044000000000000089e-04 -1.108731768999984824e-02 -1.623888901600000212e+00 1.627240791129999753e+00
5.129000000000000529e-04 -1.603324244233999885e+00 -1.614372418717999746e+00 -1.317605599000013818e-02
5.155999999999999559e-04 1.595516167191000090e+00 2.230332149998309581e-04 1.595242585790000112e+00
5.201999999999999593e-04 1.097871493899993389e-02 -1.616375926757000148e+00 1.623870674220000421e+00
5.347999999999999889e-04 -1.612827239440000060e+00 -2.394589479999782462e-03 1.616076371839999748e+00
5.370999999999999906e-04 -1.614795823359999938e+00 -1.614252716041999935e+00 1.534782429999947918e-03
5.393000000000000441e-04 -2.109465719999934277e-03 1.612697614819999625e+00 -1.611998029180000014e+00
