# t dx dy dz
1.645999999999999995e-06 1.769998600000000089e+00 0.000000000000000000e+00 -1.770000100000000076e+00
9.923999999999998496e-06 0.000000000000000000e+00 -1.770001399999999947e+00 -1.769998599999999866e+00
6.400000000000006487e-07 -1.769998600000000089e+00 -1.769998600000000089e+00 0.000000000000000000e+00
7.099999999999999785e-07 -1.770000500000000088e+00 1.769998600000000089e+00 0.000000000000000000e+00
1.377999999999999851e-05 0.000000000000000000e+00 -1.769998600000000089e+00 1.769998600000000089e+00
1.090000000000000067e-05 0.000000000000000000e+00 1.769998600000000089e+00 -1.769998600000000089e+00
1.277000000000000140e-05 0.000000000000000000e+00 1.770001399999999947e+00 -1.770002400000000087e+00
1.438000000000000123e-05 -1.770001399999999947e+00 0.000000000000000000e+00 -1.770000500000000088e+00
8.550000000000004536e-06 0.000000000000000000e+00 1.770000500000000088e+00 1.770000500000000088e+00
7.199999999999931065e-07 0.000000000000000000e+00 1.769998600000000089e+00 1.770002400000000087e+00
1.960999999999999690e-05 -1.769998600000000089e+00 0.000000000000000000e+00 1.769998600000000089e+00
4.300000000000077415e-07 0.000000000000000000e+00 1.770000500000000088e+00 -1.769998600000000089e+00
1.339999999999997335e-06 0.000000000000000000e+00 -1.770000500000000088e+00 -1.770002400000000087e+00
1.439999999999999765e-05 1.769998600000000089e+00 -1.769998600000000089e+00 0.000000000000000000e+00
1.330000000000001157e-05 0.000000000000000000e+00 -1.770000500000000088e+00 1.770002400000000087e+00
8.399999999999987338e-06 1.770001399999999947e+00 1.770000500000000088e+00 0.000000000000000000e+00
4.099999999999991238e-06 -1.770001399999999947e+00 0.000000000000000000e+00 1.769998600000000089e+00
8.899999999999999491e-06 -1.769998600000000089e+00 1.769998600000000089e+00 0.000000000000000000e+00
4.399999999999998530e-06 0.000000000000000000e+00 1.770000500000000088e+00 1.770000100000000076e+00
8.500000000000016874e-06 1.769998600000000089e+00 0.000000000000000000e+00 1.770000000000000018e+00
5.999999999999983211e-06 0.000000000000000000e+00 1.770002400000000087e+00 -1.770000000000000018e+00
5.000000000000013115e-06 1.770001399999999947e+00 0.000000000000000000e+00 -1.770000100000000076e+00
5.299999999999993302e-06 -1.770001399999999947e+00 0.000000000000000000e+00 -1.769998600000000089e+00
2.099999999999996834e-06 1.770001399999999947e+00 0.000000000000000000e+00 1.769998600000000089e+00
1.549999999999999729e-05 1.770000500000000088e+00 -1.770002400000000087e+00 0.000000000000000000e+00
5.000000000000013115e-06 -1.770000500000000088e+00 0.000000000000000000e+00 1.770000100000000076e+00
3.000000000000072921e-07 0.000000000000000000e+00 1.770002400000000087e+00 1.770000000000000018e+00
1.299999999999999073e-05 0.000000000000000000e+00 1.769998600000000977e+00 1.769999999999999796e+00
1.400000000000006925e-06 0.000000000000000000e+00 1.770000100000000742e+00 -1.770000000000000018e+00
3.099999999999994036e-06 0.000000000000000000e+00 -1.770000100000000742e+00 1.770000000000000018e+00
6.100000000000012747e-06 1.770000500000000088e+00 -1.769998600000000089e+00 0.000000000000000000e+00
7.699999999999997428e-06 0.000000000000000000e+00 -1.770002400000000087e+00 -1.770000000000000018e+00
1.089999999999999390e-05 1.769998600000000089e+00 -1.770000500000000088e+00 0.000000000000000000e+00
1.039999999999998174e-05 0.000000000000000000e+00 1.770000500000000088e+00 -1.770000000000000018e+00
6.299999999999990503e-06 -1.769998600000000089e+00 0.000000000000000000e+00 1.770000000000000018e+00
3.800000000000038156e-06 0.000000000000000000e+00 1.770002400000000087e+00 1.770000000000000018e+00
6.399999999999992934e-06 -1.770000500000000088e+00 0.000000000000000000e+00 1.770000000000000462e+00
3.099999999999966931e-06 1.770000500000000088e+00 0.000000000000000000e+00 1.770000500000000088e+00
9.000000000000218763e-07 0.000000000000000000e+00 1.769998600000000089e+00 -1.770000500000000088e+00
3.400000000000028434e-06 -1.770000500000000088e+00 -1.769998600000000089e+00 0.000000000000000000e+00
1.479999999999998027e-05 -1.770001399999999947e+00 0.000000000000000000e+00 -1.770000000000000018e+00
3.499999999999976654e-06 0.000000000000000000e+00 -1.770002400000000087e+00 1.770000000000000018e+00
8.000000000000031825e-06 0.000000000000000000e+00 -1.769998600000000089e+00 -1.770000000000000018e+00
3.599999999999979085e-06 1.769998600000000089e+00 -1.770000500000000088e+00 0.000000000000000000e+00
2.000000000000048614e-07 1.770001399999999947e+00 -1.770001399999999947e+00 0.000000000000000000e+00
1.360000000000000531e-05 0.000000000000000000e+00 -1.769998600000000089e+00 -1.770000000000000018e+00
3.499999999999976654e-06 -1.770001399999999947e+00 0.000000000000000000e+00 1.770000000000000018e+00
5.000000000000121535e-07 -1.769998600000000089e+00 0.000000000000000000e+00 1.770000000000000018e+00
1.000000000000024307e-07 0.000000000000000000e+00 -1.769999499999999948e+00 1.770000500000000088e+00
2.619999999999998632e-05 -1.769999499999999948e+00 -1.770000500000000088e+00 0.000000000000000000e+00
3.700000000000035726e-06 0.000000000000000000e+00 -1.770000500000000976e+00 -1.770000500000000088e+00
1.199999999999974958e-06 -1.770000500000000088e+00 1.770000500000000088e+00 0.000000000000000000e+00
4.399999999999998530e-06 1.770000500000000088e+00 1.770000500000000088e+00 0.000000000000000000e+00
4.700000000000005822e-06 0.000000000000000000e+00 -1.770000500000000088e+00 1.770000500000000088e+00
4.399999999999998530e-06 0.000000000000000000e+00 -1.770000500000000088e+00 -1.770000500000000088e+00
3.300000000000026003e-06 -1.770000500000000088e+00 0.000000000000000000e+00 -1.770000000000000018e+00
2.599999999999954778e-06 -1.770000500000000088e+00 -1.769999999999999574e+00 0.000000000000000000e+00
7.600000000000022102e-06 1.770000500000000088e+00 -1.769999999999999574e+00 0.000000000000000000e+00
1.289999999999998830e-05 0.000000000000000000e+00 -1.769999999999999574e+00 1.770000000000000018e+00
3.600000000000033295e-06 -1.770000500000000088e+00 0.000000000000000000e+00 1.770000500000000088e+00
1.649999999999996738e-05 -1.769999999999999574e+00 0.000000000000000000e+00 -1.770000500000000088e+00
4.000000000000097228e-07 -1.769999999999999574e+00 0.000000000000000000e+00 -1.770000000000000018e+00
9.700000000000018937e-06 0.000000000000000000e+00 -1.770000100000000742e+00 -1.770000000000000018e+00
1.299999999999977389e-06 -1.769999999999999574e+00 -1.769998600000000977e+00 0.000000000000000000e+00
1.100000000000026738e-06 -1.770000099999998966e+00 1.769998600000000977e+00 0.000000000000000000e+00
2.300000000000001696e-06 -1.769998600000000977e+00 -1.769998600000000977e+00 0.000000000000000000e+00
8.199999999999982477e-06 0.000000000000000000e+00 -1.770002399999999199e+00 1.770000000000000018e+00
1.850000000000001600e-05 0.000000000000000000e+00 1.770002399999999199e+00 -1.770000000000000018e+00
3.999999999999555127e-07 0.000000000000000000e+00 1.769998600000000977e+00 1.770000000000000018e+00
2.500000000000006557e-06 0.000000000000000000e+00 -1.769998600000000977e+00 -1.770000000000000018e+00
9.500000000000014076e-06 0.000000000000000000e+00 -1.770002399999999199e+00 -1.770000000000000018e+00
4.800000000000008253e-06 0.000000000000000000e+00 1.770002399999999199e+00 1.770000000000000018e+00
2.000000000000048614e-07 1.769998600000000977e+00 1.769998600000000977e+00 0.000000000000000000e+00
