# time dx dy dz
2.706000000000000142e-11 1.307558790199999932e-01 1.107212199999999758e+00 -1.343921599999999827e+00
2.931000000000000012e-11 -1.506510530239999923e+00 9.152229999999994536e-02 -1.184047784839999951e+00
3.143999999999999690e-11 1.506484030239999994e+00 -9.150699999999992174e-02 1.183990384839999965e+00
3.340999999999999759e-11 -1.506484030239999994e+00 9.150699999999992174e-02 -1.183994184839999964e+00
3.376999999999999686e-11 1.132923302400000443e-01 -1.386336799999999814e+00 -1.218484915159999904e+00
7.307999999999999476e-11 -1.247892789300999894e+00 -5.093378418000010788e-02 -1.209913300000000191e+00
7.467999999999999440e-11 -1.315264400000000222e+00 1.123061694530000043e+00 1.943403170000007618e-02
7.704999999999999501e-11 -3.132286030000111521e-03 -1.049667194530000458e+00 -1.009388199999999847e+00
7.833000000000000248e-11 -1.147270313969999789e+00 7.131580230000018894e-02 -1.126597249320000049e+00
8.274999999999999859e-11 1.048626000000000696e-01 -1.334034002300000132e+00 1.332812300000000061e+00
8.324999999999999686e-11 -1.269607700000000117e+00 3.371781757000008595e-02 -1.185476899999999834e+00
8.815000000000000062e-11 -1.507452000000000514e-01 -1.103872200000000081e+00 -1.199709900000000218e+00
1.011999999999999969e-10 1.353418695450000042e+00 -3.885260000000000102e-02 -1.251349414529999926e+00
1.024999999999999950e-10 1.391590544800000107e+00 -6.588749999999998774e-02 1.154743914530000026e+00
1.025999999999999998e-10 -1.391572786009999785e+00 6.587410000000000487e-02 -1.154749710059999934e+00
1.032000000000000029e-10 1.252136097950000249e+00 1.383966599999999936e+00 3.705968112999988295e-02
1.053000000000000009e-10 6.358430000000014903e-02 -9.971273000000000497e-01 1.399067928930000093e+00
1.080999999999999938e-10 4.792190000000004502e-02 -1.297658999999999896e+00 1.213037899999999780e+00
1.199999999999999992e-10 -9.521408000000002314e-01 -1.565005449599976561e-02 -1.204454580000000163e+00
1.202000000000000089e-10 -5.312637011700001022e-01 1.557085544959997403e-01 -8.251761167600000224e-01
1.202000000000000089e-10 5.312646011699999615e-01 -1.557143324431997100e-01 8.251894167599997942e-01
1.234000000000000081e-10 -5.312608011699997412e-01 1.557143324431997100e-01 -8.251875167599999061e-01
1.234000000000000081e-10 5.312576011699997602e-01 -1.557218250972999263e-01 8.251932167599999035e-01
1.337999999999999929e-10 -7.684943085999992873e-02 -1.129316174902699865e+00 1.163926200000000355e+00
1.368000000000000084e-10 8.752259308600000010e-01 -1.031337697540000153e+00 1.378831000000000362e-01
1.381999999999999984e-10 6.890941999999999901e-01 -6.836549017000002060e-01 1.568891350299999876e-01
1.386999999999999967e-10 5.367560999999999582e-01 -6.908263167499999469e-01 -1.034610821299999789e-01
1.455999999999999935e-10 1.359391040319999799e+00 2.886010000000001352e-02 -1.372241152900000261e+00
1.524000000000000114e-10 -1.334362402220000021e+00 5.594168549999958828e-03 -1.205694400000000055e+00
1.534000000000000079e-10 1.334395490409999940e+00 -5.600068549999948075e-03 1.205685000000000118e+00
1.554000000000000010e-10 -1.334394611499999828e+00 5.600068549999948075e-03 -1.205685000000000118e+00
1.576000000000000038e-10 1.334403011499999847e+00 -5.605568549999967454e-03 1.205662899999999871e+00
1.595999999999999969e-10 -1.362113728509999788e+00 -3.562739999999994800e-02 1.348162700000000047e+00
1.751999999999999999e-10 -1.421699109690000240e+00 -1.467357599999999929e+00 -3.950389783000000932e-02
2.118000000000000079e-10 1.421698309689999995e+00 1.467357599999999929e+00 3.950859783000000569e-02
2.483999999999999901e-10 1.348390539209999961e+00 4.301470000000008620e-02 -1.357048499999999880e+00
2.505000000000000138e-10 -1.284606480919999960e+00 -1.439937400000000034e+00 4.934189999999999410e-02
