# bin_edges hist err
5.945570708544394801e-08 1.053895593118870011e+03 1.986009233286563713e+01
1.077105056036769092e-07 1.365531998433256433e+02 5.311303902898314000e+00
1.951293422635962260e-07 1.762629817984982992e+03 1.417746256558128159e+01
3.534981105030109478e-07 3.045916803418793734e+03 1.384664995153797484e+01
6.404004271197283230e-07 6.287353242875618889e+03 1.478044015258351784e+01
1.160155301739971458e-06 1.414755912722218636e+04 1.647259183892927226e+01
2.101748011332487029e-06 1.311943222868863450e+04 1.178545735803945327e+01
3.807546021222368109e-06 1.296886414524906650e+04 8.705778895412938923e+00
6.897785379387658029e-06 1.551980112779553019e+04 7.075668544320355302e+00
1.249609141291986705e-05 8.480713908032885229e+03 3.886049719608862141e+00
2.263803409521446413e-05 8.532099524742017820e+03 2.895928564981376852e+00
4.101127070551304339e-05 8.450101010810099979e+03 2.141206635309356177e+00
7.429639507594950265e-05 2.957050871598278263e+03 9.410761568032495195e-01
1.345960324155364384e-04 4.241109217250024699e+02 2.647907699678717641e-01
2.438354098268826614e-04 1.495612899606167616e+02 1.168262555766225314e-01
4.417344703140064317e-04 6.194842543519094846e+01 5.586164675170637861e-02
8.002502278161052448e-04 2.024925263455007851e+01 2.372853028345435489e-02
1.449740670372631464e-03 7.224069465177282545e+00 1.052991919837504772e-02
2.626363527653329932e-03 2.432088387020457709e+00 4.539327331146542598e-03
4.757944314009414019e-03 6.821802784159313182e-01 1.786155008732304150e-03
8.619535664753033219e-03 2.266208562631148726e-01 7.648693282823756196e-04
1.561523006000496532e-02 4.733370565838068006e-02 2.597109749500485553e-04
2.828869434625966642e-02 2.019792604629280092e-02 1.260451619072838346e-04
5.124805876960925738e-02 2.434944529675878329e-03 3.251509816808032996e-05
9.284145445194744162e-02 1.344078257866532667e-03 1.794818566397900464e-05
5.519954321281572707e-01 1.130318958224611016e-04 2.134577892540417314e-06
