# time Ni NiV
0.000000000000000000e+00 1.387793287050353282e-14 9.050291335293929909e-15
4.691999999999999596e-13 2.025769234289982127e-03 4.959938599890941556e-08
7.912000000000000012e-13 4.198551130726058470e-03 6.952465502251204601e-08
9.560999999999999347e-13 6.719590133024081445e-03 8.315792119624281722e-08
1.715999999999999958e-12 4.198553693238973004e-03 6.951996792190650657e-08
2.630999999999999997e-12 2.029430979604526439e-03 2.660877346473185343e-08
2.650999999999999912e-12 2.198384663057919176e-03 6.120338625213476661e-09
2.979000000000000130e-12 4.425692802229210313e-03 3.397198701764234027e-08
3.649000000000000304e-12 2.198368803501434248e-03 5.825669125912121654e-09
4.483999999999999877e-12 4.401231680365371053e-03 3.105090767970812462e-08
5.517000000000000019e-12 6.793538788361455118e-03 2.331031918413291309e-08
5.885999999999999759e-12 9.109539030305485383e-03 2.402064222403353641e-08
6.779999999999999787e-12 9.360554394370439180e-03 1.546474566837447421e-09
7.163000000000000073e-12 1.144853322531052923e-02 1.584414728846453136e-08
7.811000000000000543e-12 1.178629309739745099e-02 3.383549980593076380e-09
8.730000000000000162e-12 1.167612881632056065e-02 3.314170306629407623e-09
1.053999999999999992e-11 1.388368977774660611e-02 4.920868917015989712e-08
1.195999999999999993e-11 1.653267272665710427e-02 6.771741042772861146e-08
1.298000000000000003e-11 2.313579809634806056e-02 7.751945125989754351e-08
1.353999999999999926e-11 2.540696018141071558e-02 2.746590356466387816e-08
1.427999999999999974e-11 2.313580118989106912e-02 7.751945125989754351e-08
1.528000000000000113e-11 2.350928540323739269e-02 3.122908057211610267e-08
1.531999999999999854e-11 2.570421648667454984e-02 5.113835696941469480e-08
1.544000000000000045e-11 2.591651714515278912e-02 9.706569912435956127e-08
1.768999999999999914e-11 2.811714605766321012e-02 9.919265320680024075e-08
1.774000000000000155e-11 2.814821014569730134e-02 6.703556918054701975e-03
1.775000000000000010e-11 2.594315519822579241e-02 6.385996697447180424e-03
1.925999999999999992e-11 2.814820841120089373e-02 6.703667234260625614e-03
2.014000000000000102e-11 2.817460838391592712e-02 1.386913563414845368e-02
2.043000000000000079e-11 3.057705528460374564e-02 1.508810699399506204e-02
2.043000000000000079e-11 2.817460834262959860e-02 1.386913261342434707e-02
2.043999999999999934e-11 3.065549439861992020e-02 6.128866398522312547e-02
2.096000000000000116e-11 3.306972947759320713e-02 6.312779373414095785e-02
2.214000000000000058e-11 3.538594111210320581e-02 6.351835730837425420e-02
2.272999999999999867e-11 3.775161575836830097e-02 6.349473047183891439e-02
