step time ezz temp pe pxx pyy szz vol
0 0 0 1733 -6106.54554814351 21990.7577772151 22461.6769225099 -2.20914469716791 14788.7980023657
10 0.05 0 1478.67401580682 -6061.46305412214 29328.3361392034 29731.1546729793 -2.94880978021332 14788.8911755891
20 0.1 0 867.554587798202 -5953.08290675523 51040.7915026888 51204.734567816 -5.15974612095693 14789.2301247391
30 0.15 0 412.452563405191 -5872.3646499786 67010.8780084662 67008.7509359282 -6.82664877437825 14789.9726526076
40 0.2 0 447.85939226817 -5878.65483322236 61705.0208236965 61574.8030749906 -6.34041641355026 14791.2348435249
50 0.25 0 692.892711919262 -5922.0093456601 47764.0244487225 47053.77842058 -4.90908175508655 14792.9822380178
60 0.3 0 825.099468443826 -5945.2196262774 42875.6470459297 40599.5817138233 -4.32719546634926 14795.1120552886
70 0.35 0 815.39248907621 -5943.20620757927 46191.7556641638 41786.9157888049 -4.56981838327085 14797.5763579261
80 0.4 0 793.246811171897 -5938.97845031856 49310.1085645858 43967.1693196578 -4.82435330411659 14800.3870666735
90 0.45 0 850.25070809278 -5948.75706100644 47383.5709143569 43452.3125055217 -4.59450496020291 14803.5608436445
100 0.5 0 956.764923406431 -5967.23895713142 42083.9954923474 41050.2013404251 -4.04398496366124 14807.0848900232
110 0.55 0 1025.03762917719 -5978.86669495942 38076.6801936366 39704.7201221475 -3.67047447688221 14810.9257946281
120 0.6 0 986.979070522024 -5971.62361506311 38350.5273352445 41506.9659165731 -3.79317562420961 14815.0601473429
130 0.65 0 868.556215941718 -5950.18652203964 42562.1946665188 45761.0272714988 -4.32424319659963 14819.4954207886
140 0.7 0 782.989087589117 -5934.65526602388 46104.3069820815 47875.266427928 -4.74298224801989 14824.2639822729
150 0.75 0 811.510167795176 -5939.37942279636 44685.4163465107 44481.7411747196 -4.61156638488664 14829.3880595045
160 0.8 0 909.773774204847 -5956.41963452763 40185.7727532471 38474.8338750074 -4.09055177867134 14834.8515785449
170 0.85 0 968.19867864617 -5966.33920709118 37518.0003592739 35115.5810176883 -3.68653869112883 14840.6148311321
180 0.9 0 933.935890571031 -5959.83057272384 38774.890033125 36459.4555148012 -3.69566796141353 14846.6513586832
190 0.95 0 855.989916024845 -5945.64179114284 41531.3809945015 39794.2483521493 -3.95127070341638 14852.9655852463
200 1 0 820.394249317382 -5939.0244854895 42061.3357866494 41029.7879823768 -4.03612964881951 14859.5766441453
210 1.05 0 856.476619999867 -5945.12591061008 39207.394553805 39131.3432046441 -3.75044618430347 14866.4892149501
220 1.1 0 919.226986760629 -5955.92323748934 35181.3908455617 36059.7168466095 -3.31814913415528 14873.6829432181
230 1.15 0 945.065347575087 -5960.14784244444 32845.1844127772 34130.8701960043 -3.06925194954297 14881.1276126241
240 1.2 0 915.106523705508 -5954.49149518478 33606.8936682466 34286.003746829 -3.12879310027924 14888.8044303476
250 1.25 0 864.343540067939 -5945.1854582692 35565.828025157 34629.7490006566 -3.31889612009444 14896.7146584545
260 1.3 0 851.771679210708 -5942.68089909583 35193.5556741066 33012.1770424283 -3.34332001380387 14904.8659345125
270 1.35 0 885.235802570485 -5948.32964140776 32217.9749126425 29898.0353546149 -3.14770623774668 14913.2517441618
280 1.4 0 913.145443352509 -5952.96049879092 29840.1382506425 27446.0877516353 -2.90584270261393 14921.8502684687
290 1.45 0 905.297833261379 -5951.23885821713 29603.5790224917 26698.0124437869 -2.77003389494719 14930.6409848044
300 1.5 0 876.189216358024 -5945.75958634454 30275.5583975837 26970.383329857 -2.75756739036184 14939.6152632146
310 1.55 0 856.812825711098 -5942.02017439814 30100.8033922519 27191.4246603238 -2.74279757700856 14948.7724037594
320 1.6 0 868.862523038313 -5943.84881466498 27846.2210954882 26650.155000979 -2.62301053630449 14958.1094073914
330 1.65 0 907.653050502461 -5950.38955322298 24209.2165869288 25035.9173769247 -2.399885977045 14967.6133656818
340 1.7 0 945.742593349436 -5956.76676148828 21248.2814008728 22693.9577160977 -2.1745272736421 14977.262551943
350 1.75 0 956.071776697873 -5958.19628488985 20075.6444499055 20843.5940294827 -2.02749779426093 14987.0349194236
360 1.8 0 930.826944851991 -5953.31850823824 20649.9427087701 19990.173703697 -2.00883321921438 14996.916283645
370 1.85 0 890.978559367852 -5945.87129020811 21914.6786185036 19414.5796456448 -2.05860635034158 15006.9026055152
380 1.9 0 865.539671249329 -5940.9961627159 22245.6302558481 18680.8476883564 -2.04582552369273 15016.9941293672
390 1.95 0 868.468041174624 -5941.14650599616 20594.1919232239 17410.9854290453 -1.88732978656854 15027.1865252556
400 2 0 890.818820360436 -5944.71455848356 17657.2169762458 15744.347818596 -1.65688380718672 15037.4654893609
