# dx dy dz
1.747000000000000108e+00 1.747000000000000108e+00 -5.721999999999999595e-06
1.745999999999999774e+00 -1.745369000000000170e+00 0.000000000000000000e+00
-1.746999999999999886e+00 -1.747630999999999935e+00 8.201200000000000016e-05
1.746999999999999886e+00 1.747630999999999935e+00 -8.201200000000000016e-05
0.000000000000000000e+00 -1.746631000000000045e+00 -1.748994278000000069e+00
1.000000000000333955e-03 -1.745999999999999996e+00 1.746268000000000153e+00
1.749999999999999556e+00 0.000000000000000000e+00 1.747732000000000063e+00
0.000000000000000000e+00 1.747999999999999998e+00 1.746999999999999886e+00
-1.747999999999999776e+00 1.000000000000111910e-03 -1.745999999999999996e+00
0.000000000000000000e+00 1.750245999999999968e+00 1.746999999999999886e+00
-9.999999999998898659e-04 -1.746245999999999965e+00 1.745999999999999996e+00
-1.749000000000000110e+00 1.746904999999999930e+00 0.000000000000000000e+00
1.749000000000000110e+00 -1.746904999999999930e+00 0.000000000000000000e+00
-1.749000000000000110e+00 -1.000000000000111910e-03 -1.746999999999999886e+00
1.750000000000000000e+00 0.000000000000000000e+00 1.748000000000000220e+00
0.000000000000000000e+00 -1.745999999999999774e+00 1.745999999999999552e+00
1.747999999999999776e+00 0.000000000000000000e+00 1.747000000000000774e+00
1.748000000000000220e+00 -1.747999999999999776e+00 9.999999999994457767e-04
1.745999999999999552e+00 1.744999999999999662e+00 0.000000000000000000e+00
-1.747999999999999332e+00 9.999999999998898659e-04 -1.751000000000000334e+00
-1.748000000000000220e+00 1.747000000000000108e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.747460999999999931e+00 -1.748999999999999666e+00
1.751000000000000334e+00 -1.747460999999999931e+00 -1.000000000000333955e-03
1.747999999999999332e+00 1.746685000000000043e+00 0.000000000000000000e+00
1.749000000000000554e+00 1.748314999999999841e+00 0.000000000000000000e+00
1.750000000000000000e+00 1.745999999999999996e+00 0.000000000000000000e+00
-1.750000000000000000e+00 -1.744999999999999885e+00 1.000000000000333955e-03
1.750000000000000000e+00 -1.747382999999999909e+00 -1.000000000000333955e-03
1.740000000000000213e+00 1.746382999999999797e+00 0.000000000000000000e+00
-1.740000000000000213e+00 1.000000000000111910e-03 -1.747999999999999776e+00
1.740000000000000213e+00 -1.750043000000000015e+00 -9.999999999998898659e-04
0.000000000000000000e+00 1.746043000000000012e+00 1.748999999999999666e+00
1.750000000000000000e+00 9.999999999998898659e-04 -1.746999999999999442e+00
1.750000000000000000e+00 0.000000000000000000e+00 -1.746000000000000218e+00
0.000000000000000000e+00 1.750000000000000222e+00 1.748999999999999888e+00
0.000000000000000000e+00 -1.750000000000000222e+00 -1.748999999999999888e+00
0.000000000000000000e+00 1.751000000000000112e+00 1.747999999999999998e+00
-1.750000000000000000e+00 1.747000000000000330e+00 0.000000000000000000e+00
-1.750000000000000000e+00 0.000000000000000000e+00 1.750999999999999890e+00
-1.740000000000000213e+00 1.747999999999999332e+00 0.000000000000000000e+00
-1.750000000000000000e+00 0.000000000000000000e+00 -1.748999999999999666e+00
-1.746000000000000441e+00 0.000000000000000000e+00 1.746999999999999886e+00
-1.746999999999999886e+00 0.000000000000000000e+00 -1.746999999999999886e+00
1.746000000000000441e+00 -1.747999999999999332e+00 -1.000000000000333955e-03
1.746999999999999886e+00 -1.000000000000333955e-03 1.749000000000000554e+00
1.750000000000000000e+00 0.000000000000000000e+00 1.745999999999999552e+00
-1.750000000000000000e+00 0.000000000000000000e+00 -1.745999999999999552e+00
-1.745000000000000995e+00 0.000000000000000000e+00 1.745999999999999552e+00
0.000000000000000000e+00 -1.750000000000000000e+00 -1.748999999999999666e+00
-1.747999999999999332e+00 0.000000000000000000e+00 -1.748000000000000220e+00
0.000000000000000000e+00 -1.750999999999999890e+00 1.746999999999999886e+00
1.750000000000000000e+00 1.749000000000000110e+00 0.000000000000000000e+00
-1.750000000000000000e+00 -1.749000000000000110e+00 0.000000000000000000e+00
1.746999999999999886e+00 -1.746873000000000120e+00 0.000000000000000000e+00
9.999999999994457767e-04 1.744873000000000118e+00 -1.747999999999999776e+00
0.000000000000000000e+00 -1.745602000000000098e+00 -1.746000000000000218e+00
0.000000000000000000e+00 -1.748398000000000119e+00 1.747000000000000108e+00
1.745000000000000995e+00 1.747981900000000088e+00 0.000000000000000000e+00
-1.743999999999999773e+00 6.430999999999999651e-04 -1.749000000000000110e+00
-1.748000000000000220e+00 -1.748625000000000096e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.746629500000000057e+00 1.748000000000000220e+00
-1.748000000000000220e+00 -1.746629500000000057e+00 9.999999999998898659e-04
-1.000000000000333955e-03 -1.747000000000000108e+00 1.748999999999999666e+00
1.749000000000000554e+00 0.000000000000000000e+00 -1.746999999999999886e+00
0.000000000000000000e+00 1.749000000000000110e+00 1.746999999999999886e+00
-1.749000000000000554e+00 1.000000000000111910e-03 -1.746999999999999886e+00
-9.999999999994457767e-04 -1.747999999999999998e+00 1.746999999999999886e+00
9.999999999994457767e-04 1.747999999999999998e+00 -1.746999999999999886e+00
1.746000000000000441e+00 1.747311000000000059e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.748688999999999938e+00 -1.750999999999999890e+00
1.748999999999999666e+00 0.000000000000000000e+00 -1.750080000000000080e+00
-9.999999999994457767e-04 -1.748021999999999965e+00 -1.746919999999999806e+00
0.000000000000000000e+00 -1.748978000000000144e+00 -1.748000000000000220e+00
-1.746999999999999886e+00 0.000000000000000000e+00 -1.746999999999999442e+00
-1.748000000000000220e+00 1.000000000000111910e-03 -1.748000000000000220e+00
0.000000000000000000e+00 -1.747999999999999998e+00 1.746999999999999886e+00
0.000000000000000000e+00 -1.746000000000000441e+00 -1.746000000000000441e+00
-1.749000000000000110e+00 0.000000000000000000e+00 -1.746999999999998998e+00
-1.748000000000000220e+00 1.748000000000000220e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.748000000000000220e+00 -1.752000000000000668e+00
-1.748866999999999949e+00 -1.745999999999999996e+00 0.000000000000000000e+00
1.748866999999999949e+00 1.745999999999999996e+00 0.000000000000000000e+00
1.749000000000000110e+00 -1.745999999999999996e+00 0.000000000000000000e+00
0.000000000000000000e+00 -1.747000000000000330e+00 1.750000000000000000e+00
0.000000000000000000e+00 1.747000000000000330e+00 -1.750000000000000000e+00
-1.747000000000000108e+00 -9.999999999998898659e-04 1.750000000000000000e+00
0.000000000000000000e+00 -1.748000000000000220e+00 1.748000000000000220e+00
1.000000000000111910e-03 1.749000000000000110e+00 -1.747000000000000774e+00
-1.746728999999999976e+00 0.000000000000000000e+00 -1.740999999999999659e+00
-2.639999999999994781e-04 1.748999999999999888e+00 -1.750000000000000000e+00
-1.749006999999999978e+00 -1.747000000000000108e+00 0.000000000000000000e+00
0.000000000000000000e+00 -1.746999999999999442e+00 -1.750000000000000000e+00
-1.749000000000000110e+00 1.745999999999999552e+00 0.000000000000000000e+00
-9.999999999998898659e-04 1.747000000000000108e+00 1.750000000000000000e+00
0.000000000000000000e+00 1.746547999999999989e+00 -1.750000000000000000e+00
1.748999999999999888e+00 2.599999999999998146e-04 -1.750000000000000000e+00
-1.747000000000000108e+00 -1.749808000000000030e+00 0.000000000000000000e+00
-1.746999999999999886e+00 0.000000000000000000e+00 -1.740000000000000213e+00
0.000000000000000000e+00 1.749081000000000108e+00 1.740000000000000213e+00
-1.748999999999999666e+00 -1.746080999999999994e+00 0.000000000000000000e+00
0.000000000000000000e+00 -1.747999999999999998e+00 -1.749999999999998224e+00
-1.750000000000000888e+00 -1.747000000000000330e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.745000000000000107e+00 -1.740000000000001990e+00
1.751000000000000334e+00 0.000000000000000000e+00 -1.750000000000000000e+00
-1.751000000000000334e+00 0.000000000000000000e+00 1.750000000000000000e+00
0.000000000000000000e+00 -1.745000000000000107e+00 1.740000000000001990e+00
1.750000000000000888e+00 1.748000000000000220e+00 0.000000000000000000e+00
0.000000000000000000e+00 -1.746999999999999886e+00 1.749999999999998224e+00
0.000000000000000000e+00 -1.746000000000000441e+00 1.750000000000000000e+00
-1.748999999999999666e+00 1.746000000000000441e+00 0.000000000000000000e+00
-1.000000000001222134e-03 -1.748000000000000220e+00 1.750000000000000000e+00
1.750000000000000888e+00 1.748000000000000220e+00 0.000000000000000000e+00
0.000000000000000000e+00 -1.746000000000000441e+00 1.740000000000000213e+00
0.000000000000000000e+00 -1.746999999999999886e+00 1.750000000000000000e+00
1.747999999999999332e+00 0.000000000000000000e+00 1.746999999999999886e+00
1.000000000000333955e-03 -1.753000000000000114e+00 -1.746000000000000441e+00
-1.748000000000000220e+00 0.000000000000000000e+00 -1.750999999999999446e+00
-1.748000000000000220e+00 0.000000000000000000e+00 -1.740000000000000213e+00
0.000000000000000000e+00 -1.740000000000000213e+00 -1.750000000000000000e+00
1.000000000001222134e-03 -1.750000000000000000e+00 -1.750000000000000000e+00
1.746999999999998998e+00 0.000000000000000000e+00 -1.740000000000000213e+00
1.746999999999999886e+00 1.750000000000000000e+00 0.000000000000000000e+00
1.746000000000000441e+00 1.740000000000000213e+00 0.000000000000000000e+00
9.999999999998898659e-04 1.751000000000001222e+00 -1.750000000000000000e+00
0.000000000000000000e+00 -1.741000000000001435e+00 -1.750000000000000000e+00
-1.752000000000000224e+00 1.743000000000000327e+00 0.000000000000000000e+00
1.000000000000333955e-03 1.746000000000000441e+00 1.750000000000000000e+00
-1.000000000000333955e-03 -1.746000000000000441e+00 -1.750000000000000000e+00
0.000000000000000000e+00 -1.743000000000000327e+00 -1.750000000000000000e+00
-1.750000000000000000e+00 -1.750000000000000000e+00 0.000000000000000000e+00
-1.746999999999999886e+00 -1.750000000000000000e+00 0.000000000000000000e+00
-1.750000000000000000e+00 0.000000000000000000e+00 1.750000000000000000e+00
-1.740000000000000213e+00 0.000000000000000000e+00 1.750000000000000000e+00
-1.750000000000000000e+00 1.750000000000000000e+00 0.000000000000000000e+00
1.750000000000000000e+00 0.000000000000000000e+00 1.750000000000000000e+00
1.740000000000000213e+00 -1.740000000000000213e+00 0.000000000000000000e+00
-1.740000000000000213e+00 -9.999999999999786837e-03 -1.750000000000000000e+00
1.750000000000000000e+00 -1.740000000000000213e+00 0.000000000000000000e+00
0.000000000000000000e+00 -1.750000000000000000e+00 -1.750000000000000000e+00
0.000000000000000000e+00 -1.750000000000000000e+00 1.750000000000000000e+00
-1.750000000000000000e+00 0.000000000000000000e+00 1.750000000000000000e+00
1.750000000000000000e+00 0.000000000000000000e+00 1.740000000000000213e+00
-1.750000000000000000e+00 0.000000000000000000e+00 1.750000000000000000e+00
1.750000000000000000e+00 0.000000000000000000e+00 1.750000000000000000e+00
0.000000000000000000e+00 1.750000000000000000e+00 -1.750000000000000000e+00
1.746999999999999886e+00 0.000000000000000000e+00 -1.750000000000000000e+00
0.000000000000000000e+00 1.750000000000000000e+00 -1.740000000000000213e+00
1.747000000000000774e+00 0.000000000000000000e+00 -1.750000000000000000e+00
-1.748000000000000220e+00 1.750000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.750000000000000000e+00 1.750000000000000000e+00
-1.746000000000000441e+00 -1.750000000000000000e+00 0.000000000000000000e+00
1.746000000000000441e+00 1.750000000000000000e+00 0.000000000000000000e+00
1.748999999999999666e+00 0.000000000000000000e+00 -1.750000000000000000e+00
1.746000000000000441e+00 0.000000000000000000e+00 1.740000000000001990e+00
-1.748000000000000220e+00 0.000000000000000000e+00 1.749999999999998224e+00
0.000000000000000000e+00 1.740000000000000213e+00 1.750000000000000000e+00
