# dx dy dz
-5.959999999999999688e-06 1.747000000000000108e+00 -1.747000000000000108e+00
1.749005960000000082e+00 1.747000000000000108e+00 0.000000000000000000e+00
1.747999999999999776e+00 0.000000000000000000e+00 -1.749999999999999778e+00
1.746000000000000441e+00 -1.748000000000000220e+00 0.000000000000000000e+00
0.000000000000000000e+00 -1.747157000000000071e+00 -1.749000000000000554e+00
9.999999999994457767e-04 -1.745843000000000034e+00 1.746000000000000441e+00
-1.749999999999999556e+00 -1.747000000000000108e+00 0.000000000000000000e+00
-1.746000000000000218e+00 1.746000000000000218e+00 0.000000000000000000e+00
1.747000000000000108e+00 1.747526099999999971e+00 0.000000000000000000e+00
1.746999999999999886e+00 -1.746526100000000081e+00 0.000000000000000000e+00
-1.745000000000000107e+00 -1.745999999999999774e+00 0.000000000000000000e+00
-9.999999999998898659e-04 1.746999999999999886e+00 -1.751000000000000334e+00
-1.746999999999999886e+00 -1.746999999999999886e+00 -9.999999999994457767e-04
0.000000000000000000e+00 -1.745999999999999996e+00 -1.748000000000000220e+00
0.000000000000000000e+00 -1.746999999999999886e+00 1.746000000000000441e+00
-1.748982570000000125e+00 -1.745999999999999552e+00 0.000000000000000000e+00
-1.747017430000000093e+00 -1.000000000001222134e-03 -1.749000000000000554e+00
-9.999999999998898659e-04 1.749000000000000554e+00 -1.746999999999999886e+00
1.749179000000000039e+00 1.000000000000333955e-03 1.746000000000000441e+00
8.400000000000000348e-04 -1.748999999999999666e+00 -1.746999999999999886e+00
1.749981000000000009e+00 1.746999999999998998e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.746999999999999886e+00 -1.749000000000000554e+00
-1.748655000000000070e+00 1.747000000000000330e+00 0.000000000000000000e+00
-4.599999999999999055e-04 1.747000000000000108e+00 -1.750000000000000000e+00
-1.749885000000000135e+00 1.747638000000000025e+00 0.000000000000000000e+00
0.000000000000000000e+00 -1.747638000000000025e+00 1.750000000000000000e+00
-1.747000000000000108e+00 -1.000000000000111910e-03 1.746999999999999886e+00
-1.749000000000000110e+00 0.000000000000000000e+00 1.748000000000000220e+00
-1.746999999999999886e+00 1.747832000000000052e+00 1.000000000000333955e-03
1.746999999999999886e+00 1.061000000000000311e-03 1.747999999999999332e+00
-1.746999999999999886e+00 -1.061000000000000311e-03 -1.747999999999999332e+00
1.746999999999999886e+00 1.061000000000000311e-03 1.747999999999999332e+00
0.000000000000000000e+00 -1.748893000000000031e+00 -1.745999999999999552e+00
0.000000000000000000e+00 -1.745999999999999996e+00 1.745000000000000107e+00
0.000000000000000000e+00 -1.747999999999999776e+00 1.747999999999999776e+00
1.747000000000000330e+00 -1.746999999999999886e+00 0.000000000000000000e+00
0.000000000000000000e+00 -1.747000000000000774e+00 -1.749000000000000110e+00
-1.747999999999999776e+00 -9.999999999994457767e-04 1.746999999999999886e+00
-1.746999999999999886e+00 0.000000000000000000e+00 -1.745999999999999552e+00
-1.746999999999999886e+00 -1.746000000000000441e+00 0.000000000000000000e+00
1.746999999999999886e+00 1.746000000000000441e+00 0.000000000000000000e+00
0.000000000000000000e+00 -1.756000000000000227e+00 1.747999999999999776e+00
0.000000000000000000e+00 1.756000000000000227e+00 -1.747999999999999776e+00
0.000000000000000000e+00 1.748999999999999666e+00 -1.746999999999999886e+00
1.748999999999999666e+00 1.000000000000333955e-03 1.745999999999999552e+00
0.000000000000000000e+00 -1.749000000000000554e+00 1.746999999999999886e+00
1.749000000000000110e+00 0.000000000000000000e+00 1.747000000000000108e+00
-1.747000000000000330e+00 -1.746999999999999886e+00 0.000000000000000000e+00
-9.999999999994457767e-04 1.745000000000000995e+00 -1.748999999999999888e+00
1.748999999999999666e+00 1.747999999999999332e+00 0.000000000000000000e+00
9.999999999998898659e-04 -1.746000000000000441e+00 1.748999999999999888e+00
0.000000000000000000e+00 -1.746999999999999886e+00 1.747519999999999962e+00
0.000000000000000000e+00 -1.750000000000000000e+00 -1.747519999999999962e+00
0.000000000000000000e+00 -1.740000000000000213e+00 -1.747000000000000108e+00
-1.749000000000000110e+00 0.000000000000000000e+00 1.746000000000000218e+00
1.745999999999999996e+00 0.000000000000000000e+00 1.746170000000000000e+00
1.747000000000000108e+00 -1.750000000000000000e+00 2.500000000000002220e-04
-1.747000000000000108e+00 0.000000000000000000e+00 1.749580000000000135e+00
0.000000000000000000e+00 -1.749999999999998224e+00 -1.746510000000000007e+00
-1.749999999999999556e+00 -1.750000000000000000e+00 -1.999999999999987899e-04
0.000000000000000000e+00 -1.750000000000000000e+00 -1.748290000000000122e+00
-1.749000000000000554e+00 0.000000000000000000e+00 -1.747999999999999998e+00
-9.999999999994457767e-04 -1.750000000000000000e+00 1.747000000000000108e+00
0.000000000000000000e+00 -1.740000000000001990e+00 -1.746000000000000218e+00
0.000000000000000000e+00 -1.750000000000000000e+00 1.748000000000000220e+00
0.000000000000000000e+00 1.740000000000001990e+00 1.746319999999999872e+00
-1.749000000000000554e+00 1.750000000000000000e+00 3.900000000000014566e-04
-1.746999999999999886e+00 0.000000000000000000e+00 1.748289999999999900e+00
0.000000000000000000e+00 1.750000000000000000e+00 -1.746280000000000054e+00
1.747999999999999332e+00 0.000000000000000000e+00 -1.748719999999999830e+00
0.000000000000000000e+00 1.750000000000000000e+00 -1.746999999999999886e+00
-1.747999999999999332e+00 -1.750000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 -1.740000000000001990e+00 -1.749000000000000554e+00
-1.750000000000000000e+00 -1.750000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 -1.750000000000000000e+00 1.748000000000000220e+00
0.000000000000000000e+00 1.750000000000000000e+00 1.747000000000000108e+00
-1.750000000000000000e+00 -1.750000000000000000e+00 1.000000000000111910e-03
