# bin_edges hist err
5.907837911587943396e-08 1.427849120854938008e+02 1.908043646516270542e+01
1.930697728883249708e-07 3.542129460206372187e+02 1.662403725996625425e+01
3.490254878959579243e-07 4.902798577455594113e+02 1.454637856385803651e+01
6.309573444801929638e-07 1.071220641167114309e+03 1.599193064612943083e+01
1.140624923851320228e-06 1.662668756132758290e+03 1.481811192541608335e+01
2.061986009502219260e-06 6.958283721284635703e+02 7.129673480089947724e+00
3.727593720314938057e-06 1.479347813783563879e+03 7.731829933112267739e+00
6.738627168030940877e-06 1.109978126487054169e+03 4.981187934109205351e+00
1.218187912010114744e-05 9.540904285552047668e+02 3.434781049308990308e+00
2.202201949987373474e-05 8.155102209055462481e+02 2.361824178537400787e+00
3.981071705534969458e-05 7.359136155780086028e+02 1.668686876882983006e+00
7.196856730011514085e-05 6.365682588292930859e+02 1.154283513402974082e+00
1.301025216910830151e-04 6.086940865695238472e+02 8.394950034375101566e-01
2.351952635070956471e-04 6.625049096595162155e+02 6.513909137058581100e-01
4.251786303382885782e-04 7.123607921838328139e+02 5.023723418419784315e-01
7.686246100397730154e-04 3.351460826296022901e+02 2.562839224774068891e-01
1.389495494373136101e-03 1.124006097529736365e+02 1.103868126706016861e-01
2.511886431509576835e-03 3.039117363724509602e+01 4.269088592138683275e-02
4.540909610972469757e-03 9.566723336605882366e+00 1.781441684109072790e-02
8.208914159638244779e-03 2.532508147951067823e+00 6.817011081301804255e-03
1.483981788967563172e-02 6.492159276765848697e-01 2.567093746771844341e-03
2.682695795279721809e-02 3.202583742421845625e-01 1.340991313046598771e-03
4.849693428528190769e-02 7.603612757073228978e-02 4.859753977856994347e-04
8.767123872968668463e-02 1.291031713975062008e-02 1.489365588738909439e-04
5.179474679231201861e-01 1.163314496247386644e-03 1.839361721616571452e-05
1.692666615037872635e+00 8.650031704265402697e-05 2.774498962753570606e-06
