# time Ni NiV
0.000000000000000000e+00 3.070745214786932028e-13 1.598428831185045236e-13
5.351000000000000120e-13 1.760097960356866016e-05 1.339129913926724775e-06
1.256000000000000101e-12 3.070745214786932028e-13 1.598428831185045236e-13
2.220999999999999927e-12 1.760847546970075619e-05 1.338646448689785217e-06
3.938000000000000386e-12 3.608931120043050298e-05 3.846258972639573994e-06
4.841000000000000072e-12 1.760849193088034358e-05 1.338651504300016359e-06
5.245000000000000370e-12 6.116579732169891069e-07 7.757989029783361691e-07
5.477000000000000189e-12 1.744095955690720765e-05 1.304551730725440515e-06
5.495000000000000315e-12 3.628392072336268247e-05 4.148928746872942923e-06
5.796999999999999634e-12 4.838592949047096511e-05 6.847006346430522904e-06
7.041000000000000391e-12 5.505902670806975225e-05 8.609709832866569768e-06
7.317999999999999312e-12 5.150819342685453910e-05 8.177701335136079169e-06
7.705000000000000793e-12 5.505904515868498766e-05 8.609545095785466469e-06
8.311999999999999317e-12 6.153580711188474505e-05 9.145838470817893915e-06
9.131999999999999458e-12 2.778489502750188574e-03 6.678792833060248664e-06
9.896000000000000646e-12 2.723591842917874421e-03 6.089910714119100063e-06
1.139000000000000054e-11 2.778489404172262370e-03 6.678748171794961215e-06
1.252000000000000077e-11 2.723557459828376045e-03 6.089910714119100063e-06
1.324999999999999948e-11 2.778489262976828987e-03 6.678632060075295866e-06
1.380000000000000017e-11 2.894031519266516538e-03 8.135928488066284037e-06
1.484999999999999913e-11 2.771929919186327546e-03 9.659320515670296117e-06
1.495999999999999926e-11 5.463340027784820141e-03 8.149871861273226558e-06
1.499999999999999990e-11 8.132303665650434527e-03 5.999060433259872059e-06
1.557999999999999945e-11 8.173603787015417885e-03 7.920898921513543845e-06
1.624000000000000027e-11 8.099484568125203676e-03 8.256065790073161014e-06
1.630999999999999977e-11 8.173604068509487258e-03 7.920898921513543845e-06
1.732000000000000132e-11 8.099483441149408006e-03 8.256065790073161014e-06
1.806999999999999873e-11 1.082146189438556311e-02 6.143777163918241955e-06
1.954000000000000115e-11 1.077100441384911539e-02 5.524807924001482702e-06
1.961999999999999920e-11 1.082149420705133536e-02 6.140269131292681477e-06
1.994999999999999961e-11 8.095327594879473190e-03 6.878861079777012399e-06
2.030000000000000034e-11 1.081988916005899998e-02 6.007803253212037061e-06
2.034999999999999952e-11 1.091984088287738068e-02 7.541570106865326013e-06
2.058000000000000157e-11 1.081975064156345291e-02 6.004086055057686923e-06
2.143999999999999912e-11 1.097814229023573104e-02 6.723999172264808207e-06
2.147999999999999975e-11 1.081989105852632950e-02 8.665652031719175917e-06
2.152999999999999893e-11 1.082781986213082227e-02 8.439712025898897364e-06
2.161000000000000021e-11 1.091479047682438960e-02 8.042285555655449627e-06
2.176000000000000098e-11 1.087812219341985354e-02 8.081673718724615311e-06
2.272000000000000012e-11 1.080615331750529873e-02 8.162037489604810210e-06
2.318999999999999954e-11 1.087811121457461956e-02 8.081618770559958188e-06
2.327999999999999935e-11 1.080618784588357681e-02 8.157255239203477394e-06
2.445999999999999877e-11 1.077357135865154511e-02 7.354111980540707157e-06
2.558999999999999900e-11 1.074555278382858040e-02 5.565235673771481642e-06
2.567999999999999882e-11 1.075509651629630477e-02 3.842269127301264172e-06
2.596999999999999860e-11 1.075530735505216516e-02 3.172769497815894457e-06
2.642999999999999946e-11 1.075532181974147954e-02 4.693183978005503516e-06
2.671999999999999924e-11 1.076094231565555108e-02 8.291600260157820068e-06
2.691999999999999919e-11 1.076706213967943207e-02 1.374589363599716770e-05
2.915999999999999934e-11 1.077120100755200004e-02 1.912999723391644585e-05
2.966999999999999939e-11 1.340473661849513748e-02 1.152958727364388862e-05
3.015000000000000057e-11 1.348743437188583937e-02 1.815415334701079547e-05
3.119999999999999953e-11 1.340674799486279989e-02 2.367179885864820210e-05
3.173999999999999844e-11 1.348969082780493781e-02 2.223218887452135261e-05
3.332000000000000100e-11 1.340412084263765263e-02 2.481843306097948382e-05
3.361000000000000078e-11 1.599360800443881681e-02 2.507821724956162189e-05
3.572000000000000047e-11 1.612398727510442123e-02 2.564278979044836923e-05
3.878000000000000076e-11 1.608325607431148815e-02 2.238090335580441182e-05
3.936000000000000031e-11 1.612398722719110555e-02 2.564265657163002421e-05
3.948999999999999753e-11 1.601417895062202251e-02 2.787856954062230180e-05
4.002000000000000113e-11 1.612394381289859735e-02 2.564125362879607329e-05
4.003000000000000290e-11 1.600673735250334601e-02 2.736879468321444577e-05
4.225000000000000273e-11 1.598326824535428736e-02 2.967127593342180360e-05
4.311000000000000028e-11 1.601703302631647674e-02 2.914763154748726038e-05
4.363999999999999742e-11 1.610858942595046542e-02 2.672471308816546127e-05
4.684000000000000317e-11 1.604686099670209892e-02 2.260744358121875914e-05
4.760000000000000235e-11 1.599637031951896271e-02 1.738804758866854071e-05
4.785999999999999680e-11 1.603864312323835181e-02 1.987150244465489559e-05
4.975999999999999800e-11 1.602849286500336590e-02 1.067372009330456416e-05
5.058000000000000137e-11 1.597967247386071488e-02 9.392080900771183688e-06
5.063999999999999909e-11 1.595997894036010889e-02 5.332928316064275423e-06
5.066999999999999796e-11 1.595668821330407938e-02 1.633269076173919948e-06
5.106999999999999787e-11 1.593921383119447505e-02 2.849218069062454071e-08
5.114999999999999914e-11 1.594827612734496525e-02 1.293512641394794425e-06
5.131000000000000169e-11 1.593921385479584590e-02 2.848749892871401735e-08
5.150999999999999842e-11 1.597047683902414264e-02 1.159193794160252695e-06
5.215999999999999746e-11 1.868765990642735561e-02 3.004430795952592300e-06
5.249999999999999965e-11 1.881492365818143372e-02 3.176404978757254066e-06
5.329999999999999947e-11 1.866849799851008629e-02 1.771773212876092471e-06
5.368000000000000230e-11 1.867282804665888404e-02 2.870340573004203798e-06
5.415000000000000171e-11 1.866849801730402145e-02 1.771774771037118451e-06
5.444999999999999679e-11 1.867285501097794634e-02 2.869250847717681165e-06
5.591999999999999921e-11 1.864938124374506540e-02 4.543049574484960776e-07
5.609999999999999885e-11 1.862503927891173000e-02 7.815171513737835838e-07
5.637999999999999685e-11 1.867822975508100225e-02 7.448460343062799825e-07
5.731000000000000036e-11 1.862503925737204330e-02 7.815364462959381919e-07
5.780999999999999863e-11 1.867819932168517799e-02 7.441024427512187675e-07
5.851999999999999541e-11 1.863146348735386995e-02 8.387175361060985968e-07
5.883000000000000519e-11 1.866745994534083075e-02 7.568525571801639761e-07
5.897000000000000419e-11 1.863146341033516951e-02 8.387209130664916218e-07
5.934999999999999409e-11 1.864903972452695499e-02 2.441069845925052306e-06
6.040000000000000597e-11 1.865473398548357989e-02 6.394535316370087468e-06
6.206999999999999866e-11 1.868381991212433174e-02 1.171876677151670809e-05
6.237000000000000021e-11 1.865468412536738091e-02 6.394777818632241444e-06
6.256000000000000162e-11 1.865002577822272301e-02 4.778300206189354809e-06
6.322999999999999775e-11 1.865517224457638804e-02 1.930866845357918769e-06
6.352000000000000399e-11 1.866647847391511225e-02 6.375870700986561966e-07
6.374000000000000426e-11 1.867114042400063248e-02 1.778556411956522295e-06
6.446999999999999812e-11 1.865403002292941384e-02 4.556943295145603669e-06
6.454999999999999940e-11 1.867880122677930549e-02 7.287068493507034798e-06
6.560999999999999367e-11 1.865403001485307216e-02 4.556838244856202465e-06
6.565999999999999608e-11 1.868347671451124625e-02 7.289696627790503240e-06
6.637999999999999463e-11 1.870546059139686218e-02 8.829394935184810367e-06
6.810999999999999796e-11 1.868346636861235519e-02 7.287073008907086309e-06
6.818000000000000392e-11 2.142583522150558195e-02 5.913483165440045504e-06
6.970999999999999761e-11 2.131910126175442372e-02 5.220861074545042723e-07
6.975000000000000471e-11 2.140501693592415308e-02 3.357932396859467241e-06
7.008000000000000512e-11 2.409612000166175272e-02 4.795620697796747451e-06
7.169000000000000007e-11 2.418552230300153108e-02 3.969346063995268124e-06
7.191000000000000035e-11 2.408020331571172901e-02 2.619756666347389418e-06
7.229999999999999849e-11 2.418538892385681954e-02 3.967003612405803598e-06
7.260999999999999535e-11 2.392117326759015880e-02 2.602728392968594196e-06
7.273999999999999903e-11 2.418534119127125834e-02 3.965115198202492355e-06
7.303000000000000527e-11 2.409858005379074061e-02 5.208640305930870125e-06
7.386000000000000395e-11 2.666805947548971101e-02 4.272760973011712535e-06
7.704999999999999501e-11 2.680089939828914775e-02 7.567550741223654932e-06
7.706000000000000324e-11 2.696421218271111142e-02 9.332425330064574387e-06
7.722000000000000579e-11 2.675409284109884350e-02 9.148610383399559875e-06
7.825000000000000120e-11 2.668883708150127446e-02 8.846944715438408635e-06
7.858000000000000161e-11 2.695013000101631126e-02 7.771351719496579548e-06
7.877000000000000303e-11 2.685664902250582686e-02 6.448876606806049519e-06
7.913999999999999761e-11 2.695018843386153690e-02 7.771351719496579548e-06
7.941999999999999561e-11 2.946116668276856088e-02 7.341758712738076451e-06
