# event_id	barrier
4.075000000000000000e+04 1.239620610000000012e+00
8.502500000000000000e+05 1.254886560000000095e+00
5.985800000000000000e+04 7.178355499999999889e-01
9.940960000000000000e+05 6.529204800000000253e-01
6.634330000000000000e+05 5.979174499999999615e-01
9.565550000000000000e+05 5.459001799999999571e-01
2.160600000000000000e+04 1.472432720000000028e+00
4.168950000000000000e+05 1.732247050000000010e+00
1.646900000000000000e+05 9.087944100000000525e-01
4.669690000000000000e+05 8.568125800000000458e-01
1.195919000000000000e+06 4.341991700000000232e-01
1.078480000000000000e+05 5.276384600000000313e-01
9.254430000000000000e+05 3.530988299999999747e-01
1.127245000000000000e+06 5.088447000000000386e-01
1.111816000000000000e+06 3.519263499999999989e-01
9.515120000000000000e+05 2.132096900000000073e-01
3.745620000000000000e+05 1.631561159999999955e+00
1.082921000000000000e+06 1.617641820000000008e+00
9.120490000000000000e+05 5.619138500000000480e-01
7.699460000000000000e+05 4.224304400000000181e-01
1.915840000000000000e+05 5.360785399999999923e-01
1.834770000000000000e+05 3.324542400000000120e-01
2.286110000000000000e+05 1.582015570000000038e+00
6.862500000000000000e+05 1.597267669999999917e+00
6.651550000000000000e+05 7.346772400000000092e-01
3.991090000000000000e+05 7.387404199999999532e-01
9.112500000000000000e+05 6.751120900000000535e-01
1.954990000000000000e+05 5.377852400000000532e-01
8.422410000000000000e+05 9.059813899999999975e-01
1.157019000000000000e+06 5.919766400000000539e-01
2.249030000000000000e+05 4.266692799999999841e-01
8.086920000000000000e+05 2.894189099999999737e-01
3.153800000000000000e+04 7.984238099999999561e-01
5.182140000000000000e+05 6.903776499999999539e-01
1.117524000000000000e+06 7.150785400000000402e-01
1.029342000000000000e+06 1.480182600000000126e-01
4.948730000000000000e+05 4.426786200000000226e-01
1.181386000000000000e+06 2.816355600000000070e-01
7.419080000000000000e+05 1.026719809999999899e+00
6.651660000000000000e+05 4.053170600000000068e-01
3.553990000000000000e+05 1.323088540000000091e+00
8.389100000000000000e+05 1.073154139999999979e+00
1.078490000000000000e+05 5.231771499999999797e-01
1.195920000000000000e+06 4.294499700000000142e-01
1.160376000000000000e+06 4.500192310000000084e+00
9.118460000000000000e+05 1.101952720000000108e+00
1.227713000000000000e+06 1.025940939999999912e+00
1.056147000000000000e+06 8.761449700000000229e-01
6.511930000000000000e+05 8.614843399999999596e-01
7.044500000000000000e+04 9.916990000000000527e-02
1.277216000000000000e+06 3.397390000000000132e-02
3.672140000000000000e+05 1.474145299999999881e-01
9.515130000000000000e+05 2.137855600000000134e-01
1.111817000000000000e+06 3.520917100000000022e-01
3.054190000000000000e+05 4.591668000000000138e-02
1.051044000000000000e+06 1.470174829999999933e+00
5.212890000000000000e+05 1.637851809999999908e+00
2.453070000000000000e+05 4.269108799999999926e-01
1.023097000000000000e+06 5.650302799999999959e-01
7.342870000000000000e+05 7.641436799999999918e-01
2.307360000000000000e+05 8.824674000000000129e-01
4.059070000000000000e+05 7.534337700000000027e-01
9.272500000000000000e+04 8.081597200000000258e-01
4.432600000000000000e+04 3.925058799999999737e-01
1.116910000000000000e+05 2.795782399999999779e-01
9.234260000000000000e+05 1.800805369999999961e+00
4.494200000000000000e+05 1.895432159999999921e+00
3.672150000000000000e+05 1.479308900000000093e-01
1.277217000000000000e+06 3.462972000000000272e-02
1.237070000000000000e+05 6.731430699999999545e-01
5.768580000000000000e+05 5.619950599999999907e-01
9.521950000000000000e+05 1.473192880000000038e+00
4.640990000000000000e+05 1.380029629999999896e+00
4.997800000000000000e+04 8.725122199999999495e-01
8.277900000000000000e+05 5.051953000000000138e-01
7.446980000000000000e+05 2.696990300000000063e-01
3.783470000000000000e+05 2.501323000000000088e-02
3.329750000000000000e+05 1.179365999999999921e-02
1.044898000000000000e+06 3.893933000000000116e-02
5.623300000000000000e+04 2.137064200000000080e-01
3.329760000000000000e+05 1.435933000000000001e-02
9.434340000000000000e+05 2.586808299999999727e-01
4.570230000000000000e+05 2.034803599999999990e-01
8.034400000000000000e+05 4.477939799999999804e-01
6.675080000000000000e+05 3.151086300000000007e-01
5.662470000000000000e+05 5.595873300000000494e-01
6.526280000000000000e+05 5.655210099999999906e-01
1.376530000000000000e+05 3.072647499999999754e-01
7.212510000000000000e+05 5.830224200000000412e-01
8.441180000000000000e+05 6.610394299999999834e-01
7.977170000000000000e+05 9.683608900000000297e-01
6.937850000000000000e+05 3.840630300000000275e-01
1.211130000000000000e+05 5.674839400000000200e-01
6.147990000000000000e+05 3.699538299999999835e-01
5.762700000000000000e+04 8.533990399999999976e-01
5.714970000000000000e+05 8.094394099999999703e-01
3.357510000000000000e+05 8.240308100000000024e-01
5.992210000000000000e+05 7.615087600000000068e-01
7.075330000000000000e+05 3.644949299999999948e-01
1.545790000000000000e+05 3.864499900000000210e-01
1.257310000000000000e+06 5.021016799999999947e-01
1.286951000000000000e+06 6.430190500000000364e-01
1.234702000000000000e+06 8.800140499999999921e-01
1.042663000000000000e+06 7.995259900000000197e-01
6.715500000000000000e+05 5.732283799999999818e-01
7.604540000000000000e+05 4.931785799999999775e-01
1.007888000000000000e+06 8.076302800000000337e-01
7.679840000000000000e+05 1.089695129999999956e+00
7.830110000000000000e+05 1.119747799999999960e-01
9.424390000000000000e+05 2.151577799999999929e-01
9.874430000000000000e+05 4.026426999999999784e-02
1.800880000000000000e+05 4.155157600000000118e-01
1.110679000000000000e+06 1.246703200000000011e-01
1.090800000000000000e+05 3.680866500000000152e-01
1.067206000000000000e+06 2.413426700000000091e-01
5.602880000000000000e+05 7.581400000000000292e-03
1.241713000000000000e+06 3.666089499999999890e-01
5.156810000000000000e+05 5.166057299999999852e-01
1.278995000000000000e+06 1.837155000000000038e-01
1.013006000000000000e+06 7.636804900000000451e-01
1.199787000000000000e+06 8.867888099999999829e-01
5.929320000000000000e+05 5.756317199999999579e-01
8.191400000000000000e+05 9.906177900000000536e-01
3.114600000000000000e+05 3.550996109999999817e+00
3.812060000000000000e+05 1.272806400000000004e-01
5.602890000000000000e+05 8.979759999999999825e-03
1.110680000000000000e+06 1.146206399999999959e-01
8.532300000000000000e+04 1.132069690000000017e+00
1.128043000000000000e+06 1.290467849999999972e+00
1.083866000000000000e+06 8.091872999999999427e-02
7.581610000000000000e+05 3.317943899999999946e-01
8.056720000000000000e+05 8.922964500000000188e-01
2.953500000000000000e+04 8.581563700000000017e-01
1.013790000000000000e+06 1.005540829999999941e+00
3.453440000000000000e+05 1.043773950000000061e+00
9.565560000000000000e+05 5.836932799999999810e-01
6.634340000000000000e+05 6.226151399999999558e-01
1.730870000000000000e+05 2.801137300000000052e-01
4.171220000000000000e+05 5.307309099999999447e-01
3.877530000000000000e+05 1.153058829999999979e+00
1.074165000000000000e+06 1.104325870000000043e+00
3.578470000000000000e+05 1.562290170000000034e+00
1.195701000000000000e+06 1.993932129999999914e+00
2.192980000000000000e+05 3.401318099999999789e-01
4.549250000000000000e+05 6.294220499999999552e-01
3.132450000000000000e+05 2.444391099999999872e-01
4.761220000000000000e+05 9.465746299999999724e-01
8.741580000000000000e+05 9.598872999999999434e-02
6.816800000000000000e+04 6.500592600000000276e-01
7.869860000000000000e+05 4.464588400000000235e-01
2.115640000000000000e+05 1.222517459999999945e+00
7.806170000000000000e+05 1.324489770000000011e+00
6.818660000000000000e+05 6.549328500000000108e-01
1.329790000000000000e+05 4.300510599999999850e-01
9.842680000000000000e+05 1.445740210000000081e+00
1.011662000000000000e+06 1.145336679999999996e+00
8.669280000000000000e+05 7.799499100000000240e-01
8.138860000000000000e+05 1.919916999999999874e-01
1.087109000000000000e+06 8.647900800000000165e-01
2.044500000000000000e+04 9.345609299999999564e-01
1.031590000000000000e+05 1.570446419999999899e+00
3.763770000000000000e+05 6.592492300000000194e-01
5.872280000000000000e+05 1.151151269999999949e+00
1.056633000000000000e+06 1.132017379999999962e+00
5.312440000000000000e+05 3.327145300000000083e-01
5.018600000000000000e+05 8.173323000000000393e-02
2.752630000000000000e+05 1.535897889999999988e+00
1.267618000000000000e+06 1.694506700000000032e+00
1.970330000000000000e+05 1.467459829999999910e+00
1.141285000000000000e+06 1.197370950000000045e+00
1.164024000000000000e+06 4.347026549999999823e+00
7.070370000000000000e+05 1.408472069999999965e+00
7.224800000000000000e+05 1.097792840000000103e+00
9.045700000000000000e+05 8.280579500000000426e-01
4.267220000000000000e+05 1.352960659999999926e+00
2.568790000000000000e+05 1.511281569999999963e+00
1.798310000000000000e+05 9.616537899999999528e-01
8.182420000000000000e+05 7.779347800000000479e-01
3.976420000000000000e+05 7.506125799999999737e-01
5.838830000000000000e+05 8.501806600000000325e-01
1.000568000000000000e+06 5.276957399999999687e-01
5.229310000000000000e+05 5.947715700000000272e-01
1.044005000000000000e+06 6.905089699999999997e-01
5.382600000000000000e+05 5.114391799999999932e-01
3.132460000000000000e+05 2.451858600000000055e-01
4.549260000000000000e+05 6.303738800000000531e-01
9.878110000000000000e+05 9.612300200000000183e-01
5.467630000000000000e+05 8.277848500000000165e-01
6.556770000000000000e+05 8.941447200000000040e-01
5.841070000000000000e+05 1.021265120000000026e+00
6.667300000000000000e+05 7.828871200000000474e-01
4.593790000000000000e+05 8.861795000000000089e-01
1.124658000000000000e+06 8.684191999999999467e-01
9.934000000000000000e+03 6.888249400000000522e-01
3.510270000000000000e+05 6.843406199999999551e-01
1.216881000000000000e+06 7.883506599999999809e-01
1.798320000000000000e+05 1.241660250000000021e+00
8.182430000000000000e+05 1.056460989999999933e+00
1.114635000000000000e+06 1.099072899999999908e+00
1.795630000000000000e+05 1.321368550000000086e+00
2.813290000000000000e+05 3.820876530000000049e+00
7.258440000000000000e+05 5.730685500000000099e-01
1.060920000000000000e+06 8.282722000000000140e-01
7.124170000000000000e+05 8.956317000000000306e-01
8.704810000000000000e+05 4.445788500000000254e-01
6.030250000000000000e+05 8.296697299999999942e-01
