# event_id	barrier
1.297407000000000000e+06 6.103073799999999549e-01
4.367890000000000000e+05 3.841367700000000163e-01
3.423000000000000000e+03 7.440745800000000409e-01
5.784470000000000000e+05 4.416193099999999871e-01
2.359760000000000000e+05 1.257243260000000085e+00
1.257707000000000000e+06 1.267062560000000060e+00
1.843480000000000000e+05 7.169698599999999589e-01
6.014490000000000000e+05 8.088926600000000411e-01
5.626760000000000000e+05 9.662642700000000362e-01
2.920740000000000000e+05 1.046819029999999984e+00
1.597390000000000000e+05 4.989005100000000192e-01
6.876960000000000000e+05 7.149674200000000202e-01
3.604900000000000000e+04 3.719582499999999903e-01
5.044620000000000000e+05 3.672549900000000034e-01
4.931820000000000000e+05 4.406077899999999992e-01
8.351960000000000000e+05 4.471942700000000048e-01
1.725170000000000000e+05 5.614928599999999825e-01
1.287697000000000000e+06 6.712191600000000369e-01
3.424000000000000000e+03 7.453528400000000165e-01
5.784480000000000000e+05 3.264872899999999856e-01
7.735900000000000000e+04 1.052752460000000001e+00
5.979300000000000000e+05 9.234389699999999701e-01
1.994000000000000000e+04 7.540356900000000362e-01
9.220820000000000000e+05 4.623501799999999995e-01
8.168960000000000000e+05 6.643407700000000249e-01
3.500740000000000000e+05 6.647597499999999826e-01
2.023480000000000000e+05 8.282027499999999876e-01
3.024210000000000000e+05 6.072557499999999830e-01
9.074370000000000000e+05 7.398365000000000080e-01
1.064215000000000000e+06 4.215384999999999827e-01
1.541220000000000000e+05 9.661985199999999496e-01
6.881950000000000000e+05 7.568418300000000487e-01
9.762060000000000000e+05 1.109272559999999963e+00
1.282353000000000000e+06 9.752668199999999787e-01
9.937040000000000000e+05 1.119885639999999905e+00
1.124184000000000000e+06 1.098509790000000041e+00
8.749410000000000000e+05 8.508406600000000264e-01
8.558360000000000000e+05 8.837175600000000131e-01
6.876970000000000000e+05 7.095009399999999689e-01
1.597400000000000000e+05 4.930298100000000128e-01
7.908000000000000000e+03 9.911179399999999751e-01
4.941300000000000000e+05 1.062139500000000014e+00
3.261330000000000000e+05 3.899265579999999787e+00
1.175535000000000000e+06 9.493115399999999537e-01
1.239019000000000000e+06 9.484038500000000482e-01
4.392770000000000000e+05 9.373444800000000354e-01
5.267430000000000000e+05 3.354726800000000231e-01
5.145160000000000000e+05 1.081560099999999969e-01
4.462010000000000000e+05 1.390446889999999991e+00
8.700570000000000000e+05 1.442773129999999959e+00
9.749510000000000000e+05 1.337225019999999986e+00
4.451170000000000000e+05 1.443439890000000059e+00
1.274260000000000000e+06 4.226903100000000135e-01
1.345400000000000000e+04 7.407456000000000040e-01
1.250966000000000000e+06 7.223479000000000427e-01
8.646610000000000000e+05 7.142302000000000373e-01
5.193110000000000000e+05 5.991978500000000318e-01
1.158783000000000000e+06 5.567598000000000269e-01
7.997980000000000000e+05 1.406954400000000049e+00
3.503580000000000000e+05 1.585907409999999906e+00
