# bin_edges hist err
5.907837911587943396e-08 9.859626481103992774e+03 1.213636124058402174e+03
1.068000432514575467e-07 1.652736679425813691e+03 3.695631564103397295e+02
1.930697728883249708e-07 3.574683253949113714e+04 1.278304121829171891e+03
3.490254878959579243e-07 4.288582840287657746e+04 1.041359970579840592e+03
6.309573444801929638e-07 2.271596146978656907e+04 5.636871192508986042e+02
1.140624923851320228e-06 1.643450976342427748e+04 3.565984881006539808e+02
2.061986009502219260e-06 1.639298940353092576e+03 8.376426289589659291e+01
3.727593720314938057e-06 3.254327613099641894e+04 2.775804651118911579e+02
6.738627168030940877e-06 7.563549586341092436e+03 9.952900540490762182e+01
1.218187912010114744e-05 3.664457066355244933e+03 5.152526395329652331e+01
2.202201949987373474e-05 3.870572054402032791e+03 3.938506405592574566e+01
3.981071705534969458e-05 3.652999367280512615e+03 2.845753952564011868e+01
7.196856730011514085e-05 2.640257415994971780e+03 1.799385664725884837e+01
1.301025216910830151e-04 8.943480790904862943e+02 7.789022912132907983e+00
2.351952635070956471e-04 3.917197102796359900e+02 3.833945860138010531e+00
4.251786303382885782e-04 2.106879571253261076e+02 2.091253549109806098e+00
7.686246100397730154e-04 1.383049159549690899e+02 1.260184736017927909e+00
1.389495494373136101e-03 5.931189846236477337e+01 6.137830492349478639e-01
2.511886431509576835e-03 1.065657163743704139e+01 1.935001489334464142e-01
4.540909610972469757e-03 3.068911547526512074e+00 7.723129309022723488e-02
8.208914159638244779e-03 8.988053764818197955e-01 3.108583395565336568e-02
1.483981788967563172e-02 2.355112800663989869e-01 1.183488711934170372e-02
2.682695795279721809e-02 6.119086804980603672e-02 4.486732132578179558e-03
4.849693428528190769e-02 1.437665675607640615e-02 1.617500257202794450e-03
8.767123872968668463e-02 4.127354881455146465e-03 6.445845384861519567e-04
1.584893192461110933e-01 9.466599846143045624e-04 2.295987710653157020e-04
2.865120269663776198e-01 1.540182716890460047e-04 6.887906505474764268e-05
5.179474679231201861e-01 3.407919910367188728e-05 2.409763278361290236e-05
9.363292088239397737e-01 1.885152649116356917e-05 1.333004221761960079e-05
