# AtomId eventId barrier
1.980000000000000000e+02 6.069080000000000000e+05 7.106130000000000502e-01
4.460000000000000000e+02 6.848640000000000000e+05 8.400320000000000009e-01
7.210000000000000000e+02 9.527450000000000000e+05 6.540500000000000203e-01
8.400000000000000000e+02 4.968000000000000000e+03 6.516880000000000450e-01
1.169000000000000000e+03 4.674800000000000000e+04 7.682729999999999837e-01
1.236000000000000000e+03 3.666590000000000000e+05 1.058699000000000057e+00
7.210000000000000000e+02 9.290010000000000000e+05 8.336289999999999534e-01
7.430000000000000000e+02 1.389510000000000000e+05 6.560289999999999733e-01
7.620000000000000000e+02 6.298450000000000000e+05 1.127845999999999904e+00
1.158000000000000000e+03 1.114635000000000000e+06 6.849910000000000165e-01
1.236000000000000000e+03 1.205127000000000000e+06 1.253811999999999927e+00
7.210000000000000000e+02 8.024090000000000000e+05 8.306029999999999802e-01
7.210000000000000000e+02 1.218916000000000000e+06 1.248177000000000092e+00
7.210000000000000000e+02 9.290010000000000000e+05 8.336500000000000021e-01
7.430000000000000000e+02 1.389510000000000000e+05 6.560500000000000220e-01
7.620000000000000000e+02 6.298450000000000000e+05 1.127857000000000109e+00
1.158000000000000000e+03 1.114635000000000000e+06 6.850070000000000325e-01
1.236000000000000000e+03 1.205127000000000000e+06 1.253822999999999910e+00
4.460000000000000000e+02 6.032300000000000000e+04 7.457989999999999897e-01
7.620000000000000000e+02 5.740700000000000000e+05 1.034234000000000098e+00
1.236000000000000000e+03 5.784400000000000000e+05 1.020995000000000097e+00
4.460000000000000000e+02 6.819020000000000000e+05 7.431090000000000195e-01
7.620000000000000000e+02 6.244760000000000000e+05 1.200434999999999919e+00
1.236000000000000000e+03 7.701130000000000000e+05 9.066980000000000040e-01
4.460000000000000000e+02 6.819020000000000000e+05 7.431079999999999908e-01
4.460000000000000000e+02 6.032300000000000000e+04 7.453060000000000240e-01
7.620000000000000000e+02 5.740700000000000000e+05 1.034445000000000059e+00
1.236000000000000000e+03 1.205127000000000000e+06 1.020407000000000064e+00
7.620000000000000000e+02 6.729570000000000000e+05 9.477700000000000014e-01
7.500000000000000000e+01 2.332500000000000000e+05 4.042749999999999955e-01
4.490000000000000000e+02 1.045431000000000000e+06 7.876290000000000235e-01
4.490000000000000000e+02 1.157558000000000000e+06 1.320044999999999913e+00
4.490000000000000000e+02 1.238272000000000000e+06 1.068186000000000080e+00
5.510000000000000000e+02 1.164490000000000000e+06 3.738270000000000204e-01
5.510000000000000000e+02 3.845750000000000000e+05 1.004620000000000068e+00
1.114000000000000000e+03 7.170250000000000000e+05 6.476990000000000247e-01
3.900000000000000000e+01 4.257100000000000000e+05 8.135270000000000001e-01
7.500000000000000000e+01 1.185736000000000000e+06 4.948020000000000196e-01
4.490000000000000000e+02 1.534000000000000000e+04 6.539070000000000160e-01
4.490000000000000000e+02 8.326100000000000000e+05 1.320105000000000084e+00
5.180000000000000000e+02 1.840660000000000000e+05 7.286970000000000391e-01
5.510000000000000000e+02 6.265190000000000000e+05 4.962520000000000264e-01
9.720000000000000000e+02 5.201460000000000000e+05 6.540150000000000130e-01
1.114000000000000000e+03 2.105290000000000000e+05 6.243509999999999893e-01
1.268000000000000000e+03 1.110533000000000000e+06 6.408979999999999677e-01
3.900000000000000000e+01 3.259280000000000000e+05 4.601290000000000102e-01
3.900000000000000000e+01 1.188391000000000000e+06 9.773969999999999603e-01
1.114000000000000000e+03 9.525890000000000000e+05 6.602559999999999540e-01
1.185000000000000000e+03 6.003750000000000000e+05 4.031839999999999868e-01
2.780000000000000000e+02 7.371370000000000000e+05 8.360819999999999919e-01
2.780000000000000000e+02 2.426220000000000000e+05 1.146628999999999898e+00
7.290000000000000000e+02 1.176053000000000000e+06 7.865100000000000424e-01
1.114000000000000000e+03 9.560700000000000000e+04 6.349820000000000464e-01
1.185000000000000000e+03 2.224200000000000000e+04 7.310879999999999601e-01
