# time dx dy dz
2.964999999999999988e-12 -1.178957099999999869e+00 -5.917169999999997987e-02 1.289783300000000299e+00
1.057999999999999991e-10 1.178957099999999869e+00 5.917169999999997987e-02 -1.289783300000000299e+00
1.072000000000000020e-10 -1.178956200000000010e+00 -5.917829999999997537e-02 1.289805400000000102e+00
1.107999999999999948e-10 -2.859790000000017596e-02 1.320923907639999673e+00 1.385798599999999992e+00
1.115000000000000027e-10 1.349263119980000036e+00 1.258112692360000118e+00 2.122186355999992891e-02
1.967000000000000032e-10 -1.310051568080000006e+00 1.415237500000000148e+00 3.357015101999996642e-02
2.043000000000000079e-10 1.315236480999999735e-01 1.441879499999999759e+00 1.358393836007999900e+00
2.097999999999999890e-10 1.218008499999999827e+00 -1.152862700000000018e+00 -5.973784676900013857e-02
2.179999999999999968e-10 -1.293791299999999644e+00 -1.352243099999999698e+00 8.862519999999993181e-02
2.187000000000000047e-10 1.293795099999999643e+00 1.352242999999999640e+00 -8.861589999999988643e-02
2.204000000000000092e-10 -5.330580000000012530e-02 1.415476100000000459e+00 -1.182499459728999724e+00
3.246999999999999747e-10 1.240444199999999775e+00 -1.393911699999999865e+00 -1.227486000000001520e-01
3.344000000000000033e-10 -1.240443199999999635e+00 1.393911699999999865e+00 1.227486000000001520e-01
3.966000000000000056e-10 1.240431800000000084e+00 -1.393904000000000032e+00 -1.227588000000002788e-01
5.206000000000000427e-10 -1.240433700000000083e+00 1.393904000000000032e+00 1.227580000000002836e-01
5.384000000000000226e-10 1.240433599999999803e+00 -1.393896300000000199e+00 -1.227684000000000830e-01
5.739999999999999824e-10 -1.437158499999999783e+00 -1.449661000000000310e+00 -5.788300000000027451e-02
6.007000000000000039e-10 -1.340525399999999978e+00 -1.273872445219999872e+00 -3.322260000000018532e-02
6.198999999999999997e-10 1.341157500000000002e+00 1.274909745219999557e+00 3.269700000000044793e-02
6.446000000000000281e-10 -1.341157500000000002e+00 -1.274909745219999557e+00 -3.269600000000047468e-02
6.663999999999999942e-10 1.341198600000000019e+00 1.275768345219999933e+00 3.246490000000045589e-02
6.666999999999999828e-10 1.442681299999999833e+00 1.432046800000000175e+00 5.879719999999977881e-02
6.875999999999999830e-10 -1.235123299999999924e+00 1.390546599999999966e+00 1.113054999999998351e-01
