# bin_edges hist err
5.907837911587943396e-08 1.653369604540168325e+02 2.170980649708596388e+01
1.068000432514575467e-07 1.419193482540001838e+01 4.730644941800005832e+00
1.930697728883249708e-07 3.114041941581818946e+02 1.648125768052764073e+01
3.490254878959579243e-07 4.873430288349576358e+02 1.533465717411233165e+01
6.309573444801929638e-07 1.123171974417728961e+03 1.731443772780927404e+01
1.140624923851320228e-06 2.587236508883785973e+03 1.954483014440328503e+01
2.061986009502219260e-06 6.406523121728764636e+02 7.233585271229014957e+00
3.727593720314938057e-06 2.142685608839030920e+03 9.838982865197838379e+00
6.738627168030940877e-06 2.724665818573470006e+03 8.251942080473563479e+00
1.218187912010114744e-05 1.726637996567592381e+03 4.885722178525956139e+00
2.202201949987373474e-05 1.981324702007611677e+03 3.892552862796567315e+00
3.981071705534969458e-05 1.777150640876188618e+03 2.741873314937494310e+00
7.196856730011514085e-05 1.518628765514608403e+03 1.885122799405220873e+00
1.301025216910830151e-04 1.354285789596243831e+03 1.324029212476589334e+00
2.351952635070956471e-04 1.041915283881075311e+03 8.637482535304120690e-01
4.251786303382885782e-04 4.946007558800708352e+02 4.426158248209501878e-01
7.686246100397730154e-04 1.781558971496264689e+02 1.975732855417061118e-01
1.389495494373136101e-03 6.103540881521395534e+01 8.600973727522101542e-02
2.511886431509576835e-03 1.990383852308883661e+01 3.653033739811381575e-02
4.540909610972469757e-03 6.234818301962405940e+00 1.520637638371590342e-02
8.208914159638244779e-03 1.876195200129868512e+00 6.204137533991407709e-03
1.483981788967563172e-02 5.256440516278774178e-01 2.442400358022510896e-03
2.682695795279721809e-02 1.449202176122040275e-01 9.538147585243611460e-04
4.849693428528190769e-02 3.487544069415560166e-02 3.480069945098474547e-04
8.767123872968668463e-02 8.319583176897184587e-03 1.264175811001017188e-04
1.584893192461110933e-01 1.944561204154425819e-03 4.545650822791600976e-05
2.865120269663776198e-01 1.216740644088442665e-04 8.456932082050978248e-06
5.179474679231201861e-01 3.352304640059136621e-04 1.044032806219173963e-05
9.363292088239397737e-01 8.147796205027499437e-05 3.828168600537519972e-06
1.692666615037872635e+00 3.979780226875744875e-07 1.989890113437872437e-07
