# bin_edges hist err
5.945570708544394801e-08 1.017906204889896571e+03 1.899726869911161486e+01
1.077105056036769092e-07 1.512827975655114301e+02 5.441264031010756064e+00
1.951293422635962260e-07 1.660965689769545406e+03 1.339532019383598183e+01
3.534981105030109478e-07 2.962528984204453081e+03 1.329143324515365343e+01
6.404004271197283230e-07 6.095747945340189290e+03 1.416516875583152846e+01
1.160155301739971458e-06 1.385707503330506916e+04 1.586761953242624479e+01
2.101748011332487029e-06 1.328628907685832201e+04 1.154371470469508765e+01
3.807546021222368109e-06 1.292078276694027772e+04 8.457770385693942572e+00
6.897785379387658029e-06 1.547957932024667753e+04 6.877946558829780344e+00
1.249609141291986705e-05 8.348018127389395886e+03 3.752655123822342453e+00
2.263803409521446413e-05 8.547770122262636505e+03 2.821247069572430544e+00
4.101127070551304339e-05 8.688549088928466517e+03 2.113275292474901423e+00
7.429639507594950265e-05 2.852706246157451005e+03 8.996606270880637135e-01
1.345960324155364384e-04 4.241387319376178198e+02 2.577341083520547360e-01
2.438354098268826614e-04 1.493030605641178283e+02 1.136109069796633342e-01
4.417344703140064317e-04 6.192925519682385271e+01 5.436274051421161047e-02
8.002502278161052448e-04 2.020509467263063286e+01 2.307021279750522472e-02
1.449740670372631464e-03 7.223578366289139296e+00 1.024861295026341379e-02
2.626363527653329932e-03 2.429806049378165245e+00 4.416136044825948702e-03
4.757944314009414019e-03 6.831812725541293041e-01 1.739772083485608724e-03
8.619535664753033219e-03 2.267578619686506924e-01 7.446861900469161841e-04
1.561523006000496532e-02 4.727277194677137473e-02 2.526186440525741571e-04
2.828869434625966642e-02 2.023061344440786613e-02 1.227812733662363609e-04
5.124805876960925738e-02 2.435075353270631585e-03 3.164838489139907239e-05
9.284145445194744162e-02 1.344150471893251157e-03 1.746976389428612234e-05
5.519954321281572707e-01 1.130379687488678630e-04 2.077679186898763492e-06
