# time dx dy dz
1.610999999999999901e-13 7.919322855999999522e-02 1.114574999999999871e+00 1.682992804890000027e+00
2.186999999999999920e-13 -1.435359928559999831e+00 -9.773649624999991570e-02 1.137334977410000114e+00
2.619999999999999943e-13 -1.509991871079999992e+00 1.049841400000000036e+00 1.986121790799999509e-01
1.679000000000000015e-12 -1.484055528919999922e+00 -1.621778900000000245e+00 -9.825877907999994165e-02
3.000000000000000142e-12 1.492801963380000041e+00 2.339699836000022973e-02 1.505716868599999980e+00
3.109000000000000182e-12 -1.444779281200002929e-01 -1.694879263970000105e+00 1.505215599999999654e+00
3.189999999999999938e-12 -1.445628199999999808e+00 5.552468158999999265e-02 1.391027700000000200e+00
3.259000000000000149e-12 -1.366170099999999943e+00 -1.475477331155000016e+00 5.378003005999981712e-02
3.359000000000000127e-12 1.437390500000000237e+00 1.466531719329999817e+00 -6.272649999999996284e-02
3.852000000000000146e-12 -1.399947091063999949e+00 1.528094231559999905e+00 3.609613686000004429e-02
3.889999999999999782e-12 1.578384308469999775e+00 1.664429799999999737e+00 -1.541049999999995201e-02
3.981000000000000101e-12 1.814175739000020715e-02 -1.588208199999999959e+00 1.641424558740000039e+00
4.627000000000000378e-12 1.425570518049999791e+00 1.112450640899998455e-01 1.344071941259999958e+00
4.848000000000000345e-12 5.080357383400001536e-01 1.900473465199999934e-01 5.209210999999999148e-01
4.852999999999999617e-12 1.012894623509999814e+00 -3.289919465200000226e-01 8.939693000000001888e-01
5.587000000000000326e-12 1.377042718040000224e+00 1.436984893989999845e+00 6.921364261000000073e-02
5.811000000000000180e-12 -1.290073296700000149e+00 -1.491139693990000126e+00 -5.057950000000012436e-02
5.901999999999999691e-12 -7.997678034599999819e-01 2.395334952400000050e-01 -7.184591999999998535e-01
5.956999999999999760e-12 -6.254213234700000124e-01 -1.739593326899999681e-01 -6.170265269199999292e-01
6.111999999999999806e-12 1.202525918951399930e+00 -6.060774000000003214e-01 -5.090073035400000112e-01
6.239000000000000376e-12 -1.581082377781400261e+00 1.438226799999999583e+00 1.733739999999986403e-02
