# time dx dy dz
3.467999999999999965e-13 -9.755486483899999950e-01 7.741671999999999443e-01 1.051306893199999565e-01
3.936000000000000091e-13 -5.811358516100000315e-01 6.070246000000000253e-01 -5.698888932000005514e-02
1.667000000000000066e-12 -1.559775075239999920e+00 -1.460549400000000109e+00 -7.427048599999999667e-02
1.694000000000000052e-12 -1.539407299999999923e+00 1.190153000000001016e-01 1.471446199999999926e+00
1.800000000000000004e-12 1.196474000000000704e-01 1.345480999999999705e+00 1.489998906700000125e+00
1.823999999999999902e-12 -1.604626607340000177e+00 -1.325046027669999571e+00 3.173659330000003220e-02
1.889999999999999823e-12 1.384137912499999956e+00 2.135369999999975343e-02 -1.365210899999999894e+00
1.984000000000000028e-12 1.368322000000000038e+00 1.229822549400000131e+00 -4.716920000000002222e-02
2.364000000000000024e-12 -1.390514299999999981e+00 1.335472506000001669e-01 -1.184927657119999811e+00
2.616000000000000162e-12 -4.501999999998451685e-04 -1.343868899999999922e+00 1.414072257119999954e+00
2.666000000000000151e-12 -1.296279468739999885e+00 -1.315667792999980490e-02 1.440511258159999919e+00
2.996000000000000159e-12 -1.443753631259999892e+00 1.375513557019999888e+00 -8.147789999999995036e-02
3.150000000000000108e-12 -7.851410000000025313e-02 1.715382200000000079e+00 -1.494050708518999793e+00
3.507999999999999996e-12 9.884674960000006116e-03 -1.372207900000000036e+00 -1.394129861178000196e+00
4.030000000000000398e-12 -1.484914799999999868e+00 -1.477780212840000162e+00 -2.625079636000005046e-02
5.119000000000000301e-12 1.430455277810000148e+00 1.549804312840000309e+00 -2.509408374000057784e-03
5.145000000000000392e-12 -1.484881100000000176e+00 -1.477742551250000203e+00 -2.621759635999999782e-02
7.440000000000000610e-12 2.505040000000019473e-02 -1.474959513509999764e+00 1.644446100000000133e+00
7.601999999999999314e-12 -1.599439902499999899e+00 -4.508160736000016433e-02 -1.559101602939999776e+00
7.901999999999999247e-12 4.490020000000000816e-02 3.130001501469999781e+00 -3.021828457350000274e+00
8.180999999999999977e-12 1.487230999999999970e+00 4.910991161399969052e-02 1.490672499999999845e+00
8.495999999999999341e-12 -1.642383295459999726e+00 -1.249122677599999176e-01 1.571498199999999734e+00
