# n msd err cf err var err
1.000000000000000000e+00 2.707131333656371836e-03 1.956763590750234346e-06 9.999999999999998890e-01 2.168404344971008627e-19 2.707131333656372270e-03 1.956763590750234346e-06
2.000000000000000000e+00 2.639779974371671972e-03 1.910077753014821611e-06 4.875603820089266516e-01 3.688305357239499376e-07 2.707131333656372270e-03 1.956763590750234346e-06
3.000000000000000000e+00 4.162151880088682705e-03 3.014785902209726862e-06 5.124922986856711438e-01 7.766019460363248730e-07 2.707131333656372270e-03 1.956763590750234346e-06
4.000000000000000000e+00 4.068958821115587106e-03 2.950380563944264770e-06 3.757629682136505167e-01 8.554612790911061682e-07 2.707131333656372270e-03 1.956763590750234346e-06
5.000000000000000000e+00 5.340422477828943998e-03 3.876390415879544104e-06 3.945447648907326466e-01 1.199517835075273401e-06 2.707131333656372270e-03 1.956763590750234346e-06
6.000000000000000000e+00 5.267789648698482236e-03 3.827704804059408204e-06 3.243156069062702040e-01 1.234454024733122982e-06 2.707131333656372270e-03 1.956763590750234346e-06
7.000000000000000000e+00 6.379095971779154967e-03 4.640109548581883006e-06 3.366291886951187085e-01 1.540025997381216328e-06 2.707131333656372270e-03 1.956763590750234346e-06
8.000000000000000000e+00 6.337243170608481552e-03 4.614551825367791752e-06 2.926180146776033442e-01 1.564276176620733035e-06 2.707131333656372270e-03 1.956763590750234346e-06
9.000000000000000000e+00 7.352644326708033216e-03 5.359616908758127766e-06 3.017808816988253873e-01 1.846658899439841892e-06 2.707131333656372270e-03 1.956763590750234346e-06
1.000000000000000000e+01 7.376487671560813184e-03 5.382720468549266420e-06 2.724835540800231715e-01 1.878796602765957360e-06 2.707131333656372270e-03 1.956763590750234346e-06
1.100000000000000000e+01 8.334740262429186225e-03 6.088457475435008413e-06 2.798917255327419973e-01 2.147733352808986410e-06 2.707131333656372270e-03 1.956763590750234346e-06
1.200000000000000000e+01 8.375250120733130840e-03 6.124589458459560550e-06 2.578144256926126476e-01 2.179640652370663243e-06 2.707131333656372270e-03 1.956763590750234346e-06
1.300000000000000000e+01 9.207007493361941269e-03 6.740043149922739464e-06 2.616169141253510411e-01 2.416729960644542021e-06 2.707131333656372270e-03 1.956763590750234346e-06
1.400000000000000000e+01 9.327241727083145431e-03 6.835391497609037642e-06 2.461024124140546721e-01 2.466821442525552920e-06 2.707131333656372270e-03 1.956763590750234346e-06
1.500000000000000000e+01 1.010780622942609140e-02 7.415390955320576229e-06 2.489180115684558048e-01 2.691297171914974280e-06 2.707131333656372270e-03 1.956763590750234346e-06
1.600000000000000000e+01 1.022378804811814243e-02 7.508565481106089209e-06 2.360383277542504321e-01 2.738742929043255335e-06 2.707131333656372270e-03 1.956763590750234346e-06
1.700000000000000000e+01 1.092203431180079759e-02 8.030039329046226009e-06 2.373259836303417691e-01 2.942011214573049316e-06 2.707131333656372270e-03 1.956763590750234346e-06
1.800000000000000000e+01 1.107141639964777553e-02 8.148681376566957059e-06 2.272068152816834885e-01 2.997452360729957828e-06 2.707131333656372270e-03 1.956763590750234346e-06
1.900000000000000000e+01 1.177775908165388900e-02 8.677964186619844381e-06 2.289811540439420368e-01 3.203749992301792335e-06 2.707131333656372270e-03 1.956763590750234346e-06
2.000000000000000000e+01 1.197369367891635769e-02 8.831925356573856520e-06 2.211509565504558017e-01 3.271406850886840741e-06 2.707131333656372270e-03 1.956763590750234346e-06
2.100000000000000000e+01 1.265321184748246022e-02 9.343317641285082400e-06 2.225728356833562294e-01 3.471374442821487447e-06 2.707131333656372270e-03 1.956763590750234346e-06
2.200000000000000000e+01 1.282388795470749965e-02 9.479690752457914873e-06 2.153216545848013475e-01 3.531952843263367910e-06 2.707131333656372270e-03 1.956763590750234346e-06
2.300000000000000000e+01 1.345789188053082147e-02 9.959250321159002675e-06 2.161423521133072345e-01 3.720321348655384249e-06 2.707131333656372270e-03 1.956763590750234346e-06
2.400000000000000000e+01 1.364625514256482749e-02 1.010972403118972647e-05 2.100356038159279515e-01 3.785733947928227014e-06 2.707131333656372270e-03 1.956763590750234346e-06
2.500000000000000000e+01 1.424701286456809407e-02 1.056639585818579855e-05 2.105108486971770942e-01 3.965773660624043858e-06 2.707131333656372270e-03 1.956763590750234346e-06
2.600000000000000000e+01 1.446463041806333658e-02 1.073961468892496376e-05 2.055060765762241337e-01 4.039440185983249611e-06 2.707131333656372270e-03 1.956763590750234346e-06
2.700000000000000000e+01 1.503214203587706355e-02 1.117330318082338243e-05 2.056590289532847227e-01 4.211078948270417473e-06 2.707131333656372270e-03 1.956763590750234346e-06
2.800000000000000000e+01 1.522266483089227893e-02 1.132744109142842105e-05 2.008275676706808843e-01 4.277367326120160273e-06 2.707131333656372270e-03 1.956763590750234346e-06
2.900000000000000000e+01 1.577033764751463452e-02 1.174799081971081803e-05 2.008785978371928349e-01 4.444263621720403235e-06 2.707131333656372270e-03 1.956763590750234346e-06
3.000000000000000000e+01 1.598210816568806925e-02 1.191898359200066696e-05 1.967902082300272970e-01 4.516788097420956760e-06 2.707131333656372270e-03 1.956763590750234346e-06
3.100000000000000000e+01 1.651807090422143312e-02 1.233241431381662236e-05 1.968286467249780736e-01 4.681223584943727863e-06 2.707131333656372270e-03 1.956763590750234346e-06
3.200000000000000000e+01 1.673441712348962968e-02 1.250614406863604443e-05 1.931751624339298756e-01 4.735225623348788139e-06 2.707131333656372270e-03 1.956763590750234346e-06
3.300000000000000000e+01 1.727951983259325835e-02 1.292615602545021924e-05 1.934231289775142359e-01 4.882792786737826635e-06 2.707131333656372270e-03 1.956763590750234346e-06
3.400000000000000000e+01 1.754216385809312037e-02 1.313549993209407489e-05 1.905877226611715769e-01 4.951040454841103831e-06 2.707131333656372270e-03 1.956763590750234346e-06
3.500000000000000000e+01 1.804448761002241594e-02 1.352491527540499644e-05 1.904439516650451025e-01 5.087436969856108425e-06 2.707131333656372270e-03 1.956763590750234346e-06
3.600000000000000000e+01 1.827518321133096008e-02 1.371131579834248278e-05 1.875210012093798673e-01 5.147742721785125990e-06 2.707131333656372270e-03 1.956763590750234346e-06
3.700000000000000000e+01 1.878084596217107285e-02 1.410460027947899743e-05 1.875012213480070633e-01 5.285982850556261913e-06 2.707131333656372270e-03 1.956763590750234346e-06
3.800000000000000000e+01 1.905298352014356267e-02 1.432312256732013731e-05 1.852124043366847606e-01 5.358952683851563143e-06 2.707131333656372270e-03 1.956763590750234346e-06
3.900000000000000000e+01 1.953388801455625129e-02 1.469918798392879698e-05 1.850183318493323348e-01 5.491096951686797488e-06 2.707131333656372270e-03 1.956763590750234346e-06
