# n msd err cf err var err
1.000000000000000000e+00 2.946022435131830271e-03 2.129438408447398869e-06 1.000000000000000000e+00 0.000000000000000000e+00 2.946022435131830271e-03 2.129438408447398869e-06
2.000000000000000000e+00 5.869825944185967648e-03 4.247256990699578086e-06 9.962289957787272554e-01 7.536290637536267546e-07 2.946022435131830271e-03 2.129438408447398869e-06
3.000000000000000000e+00 8.763518828325860682e-03 6.347709977566550160e-06 9.915650702247854609e-01 1.502561824115247755e-06 2.946022435131830271e-03 2.129438408447398869e-06
4.000000000000000000e+00 1.163748878971923584e-02 8.438281695093012206e-06 9.875594166341162827e-01 2.248275943072448223e-06 2.946022435131830271e-03 2.129438408447398869e-06
5.000000000000000000e+00 1.452513756006169887e-02 1.054319283931353187e-05 9.860846534532056173e-01 2.997951649513526193e-06 2.946022435131830271e-03 2.129438408447398869e-06
6.000000000000000000e+00 1.738748278968661395e-02 1.263417027690681002e-05 9.836699692856972765e-01 3.744177975821998803e-06 2.946022435131830271e-03 2.129438408447398869e-06
7.000000000000000000e+00 2.023332442252743016e-02 1.471757789314771628e-05 9.811449101794005312e-01 4.488584827511749159e-06 2.946022435131830271e-03 2.129438408447398869e-06
8.000000000000000000e+00 2.306779793915259696e-02 1.679713815954315788e-05 9.787687656441907968e-01 5.232298032657020087e-06 2.946022435131830271e-03 2.129438408447398869e-06
9.000000000000000000e+00 2.588308218139988987e-02 1.886714476400044673e-05 9.761969175319098468e-01 5.973548474038603462e-06 2.946022435131830271e-03 2.129438408447398869e-06
1.000000000000000000e+01 2.869636943746526475e-02 2.094011974555530506e-05 9.740716531977511305e-01 6.716304472236390475e-06 2.946022435131830271e-03 2.129438408447398869e-06
1.100000000000000000e+01 3.147106009341225225e-02 2.298934400503499148e-05 9.711417771024040135e-01 7.452001594613059191e-06 2.946022435131830271e-03 2.129438408447398869e-06
1.200000000000000000e+01 3.426503493419166130e-02 2.505707515912715614e-05 9.692457001677684536e-01 8.194294499020511854e-06 2.946022435131830271e-03 2.129438408447398869e-06
1.300000000000000000e+01 3.702908225639878204e-02 2.710735408764536019e-05 9.668598951699581834e-01 8.931529844753366564e-06 2.946022435131830271e-03 2.129438408447398869e-06
1.400000000000000000e+01 3.979202500811873655e-02 2.916125445997207606e-05 9.647881382996736921e-01 9.670608441853700599e-06 2.946022435131830271e-03 2.129438408447398869e-06
1.500000000000000000e+01 4.255807533077410332e-02 3.122188531522656290e-05 9.630629380881297052e-01 1.041261958233145092e-05 2.946022435131830271e-03 2.129438408447398869e-06
1.600000000000000000e+01 4.528326086014118623e-02 3.325698144035404351e-05 9.606864394541437813e-01 1.114680491984367647e-05 2.946022435131830271e-03 2.129438408447398869e-06
1.700000000000000000e+01 4.797758233679390305e-02 3.527382006672047593e-05 9.579732632170090412e-01 1.187551417899277474e-05 2.946022435131830271e-03 2.129438408447398869e-06
1.800000000000000000e+01 5.065341388891182739e-02 3.728145663722351477e-05 9.552128713704328700e-01 1.260175700600878319e-05 2.946022435131830271e-03 2.129438408447398869e-06
1.900000000000000000e+01 5.329555974936969059e-02 3.926867204571332025e-05 9.521412420498489571e-01 1.332171859131260859e-05 2.946022435131830271e-03 2.129438408447398869e-06
2.000000000000000000e+01 5.591502182165837553e-02 4.124352203110463473e-05 9.489917855828593485e-01 1.403809541326933328e-05 2.946022435131830271e-03 2.129438408447398869e-06
2.100000000000000000e+01 5.852500248303599967e-02 4.321572220137931219e-05 9.459890213021617811e-01 1.475419092206667930e-05 2.946022435131830271e-03 2.129438408447398869e-06
2.200000000000000000e+01 6.112728597527401081e-02 4.518659002864568321e-05 9.431404750153429273e-01 1.547047225115607066e-05 2.946022435131830271e-03 2.129438408447398869e-06
2.300000000000000000e+01 6.374309127283522836e-02 4.717183106137512580e-05 9.407391871640033987e-01 1.619234753070616481e-05 2.946022435131830271e-03 2.129438408447398869e-06
2.400000000000000000e+01 6.635420199655037155e-02 4.915800441122785878e-05 9.384716095684495496e-01 1.691524563913329114e-05 2.946022435131830271e-03 2.129438408447398869e-06
