# n msd err cf err var err
7.900000000000000000e+01 1.574543034101106969e+02 3.904759267074310536e+00 7.016939287241097389e-01 1.362550314950317911e-03 2.840401443765218303e+00 6.492452157261850709e-02
8.000000000000000000e+01 1.588289053469385408e+02 3.943094541101671791e+00 6.989720841026433318e-01 1.375951142177268263e-03 2.840401443765218303e+00 6.492452157261850709e-02
8.100000000000000000e+01 1.601478704168055742e+02 3.980134456234918794e+00 6.960756223443315127e-01 1.388918341893017423e-03 2.840401443765218303e+00 6.492452157261850709e-02
8.200000000000000000e+01 1.613358993349885395e+02 4.014001524856888103e+00 6.926876381571402952e-01 1.400796570542899543e-03 2.840401443765218303e+00 6.492452157261850709e-02
8.300000000000000000e+01 1.624617521153502366e+02 4.046398154845481265e+00 6.891175582628842333e-01 1.412179686584142790e-03 2.840401443765218303e+00 6.492452157261850709e-02
8.400000000000000000e+01 1.635711400081863474e+02 4.078459442338789209e+00 6.855634722205452558e-01 1.423463632777771616e-03 2.840401443765218303e+00 6.492452157261850709e-02
8.500000000000000000e+01 1.646608644942880062e+02 4.110104583339117212e+00 6.820115675414346601e-01 1.434620042184813317e-03 2.840401443765218303e+00 6.492452157261850709e-02
8.600000000000000000e+01 1.656148631592112110e+02 4.138432143361816529e+00 6.779866370680187604e-01 1.444635918389841926e-03 2.840401443765218303e+00 6.492452157261850709e-02
8.700000000000000000e+01 1.666232939899684311e+02 4.168188282033965741e+00 6.742745043841312791e-01 1.455167733997571105e-03 2.840401443765218303e+00 6.492452157261850709e-02
8.800000000000000000e+01 1.677056026384561846e+02 4.199864797681079231e+00 6.709423024379493894e-01 1.466387210094060624e-03 2.840401443765218303e+00 6.492452157261850709e-02
8.900000000000000000e+01 1.687813018033685353e+02 4.231450281953991421e+00 6.676588358835229275e-01 1.477592086934617719e-03 2.840401443765218303e+00 6.492452157261850709e-02
9.000000000000000000e+01 1.699642798867700435e+02 4.265802963243224610e+00 6.648679900114810026e-01 1.489780450417334950e-03 2.840401443765218303e+00 6.492452157261850709e-02
9.100000000000000000e+01 1.711296163615611476e+02 4.299793393854263179e+00 6.620702291467615019e-01 1.501859531186245083e-03 2.840401443765218303e+00 6.492452157261850709e-02
9.200000000000000000e+01 1.722022345502292922e+02 4.331532054152952504e+00 6.589784775433128461e-01 1.513169126891765514e-03 2.840401443765218303e+00 6.492452157261850709e-02
9.300000000000000000e+01 1.731886180314111243e+02 4.361174861607020503e+00 6.556267631557922693e-01 1.523763280721877195e-03 2.840401443765218303e+00 6.492452157261850709e-02
9.400000000000000000e+01 1.741998150606954425e+02 4.391514448679258109e+00 6.524392972655709277e-01 1.534617437673177487e-03 2.840401443765218303e+00 6.492452157261850709e-02
9.500000000000000000e+01 1.752186530762694758e+02 4.422119875672369638e+00 6.493472528453981818e-01 1.545581014398588089e-03 2.840401443765218303e+00 6.492452157261850709e-02
9.600000000000000000e+01 1.762710323621353723e+02 4.453646558358817842e+00 6.464426326553260882e-01 1.556883098333453151e-03 2.840401443765218303e+00 6.492452157261850709e-02
9.700000000000000000e+01 1.772940277600296781e+02 4.484506082553801676e+00 6.434912522925901879e-01 1.567968425076388681e-03 2.840401443765218303e+00 6.492452157261850709e-02
9.800000000000000000e+01 1.782923187340886386e+02 4.514814836769014406e+00 6.405113540661964144e-01 1.578877498450203653e-03 2.840401443765218303e+00 6.492452157261850709e-02
9.900000000000000000e+01 1.793872930209146261e+02 4.547648400566437488e+00 6.379354801323967594e-01 1.590685921557693757e-03 2.840401443765218303e+00 6.492452157261850709e-02
1.000000000000000000e+02 1.804738432411633084e+02 4.580347861694509248e+00 6.353814656632772451e-01 1.602463958972666835e-03 2.840401443765218303e+00 6.492452157261850709e-02
1.010000000000000000e+02 1.815784808242491124e+02 4.613586518870408604e+00 6.329410741500639537e-01 1.614447151995027216e-03 2.840401443765218303e+00 6.492452157261850709e-02
1.020000000000000000e+02 1.826193266855746060e+02 4.645283591293540404e+00 6.303283501249048459e-01 1.625907294792324886e-03 2.840401443765218303e+00 6.492452157261850709e-02
1.030000000000000000e+02 1.835868303809805582e+02 4.675190771289170044e+00 6.275156687369857211e-01 1.636757051062594226e-03 2.840401443765218303e+00 6.492452157261850709e-02
1.040000000000000000e+02 1.845930062425525762e+02 4.706157877911842036e+00 6.248879911775416796e-01 1.647993878978963990e-03 2.840401443765218303e+00 6.492452157261850709e-02
1.050000000000000000e+02 1.856726967506302799e+02 4.739077984423128775e+00 6.225568577661992897e-01 1.659930820782794811e-03 2.840401443765218303e+00 6.492452157261850709e-02
1.060000000000000000e+02 1.866965704073709844e+02 4.770653118788558800e+00 6.200843208045919708e-01 1.671412907321938443e-03 2.840401443765218303e+00 6.492452157261850709e-02
1.070000000000000000e+02 1.876239458728981901e+02 4.799838093426976648e+00 6.173404907573970535e-01 1.682073475644689075e-03 2.840401443765218303e+00 6.492452157261850709e-02
1.080000000000000000e+02 1.885221689422067755e+02 4.828349659529933113e+00 6.145524401789637103e-01 1.692513620774207736e-03 2.840401443765218303e+00 6.492452157261850709e-02
1.090000000000000000e+02 1.893762180167781537e+02 4.855800461968670767e+00 6.116728673619071799e-01 1.702597296465770691e-03 2.840401443765218303e+00 6.492452157261850709e-02
1.100000000000000000e+02 1.901687213371954783e+02 4.881741025145543311e+00 6.086486688019608904e-01 1.712166513594768485e-03 2.840401443765218303e+00 6.492452157261850709e-02
1.110000000000000000e+02 1.910364496522796003e+02 4.909681287074809219e+00 6.059175542753811872e-01 1.722452167308528110e-03 2.840401443765218303e+00 6.492452157261850709e-02
1.120000000000000000e+02 1.920453539284867190e+02 4.941325238357943128e+00 6.036789848278597548e-01 1.734052797325621358e-03 2.840401443765218303e+00 6.492452157261850709e-02
1.130000000000000000e+02 1.929315337526877272e+02 4.969887873840125536e+00 6.010976756555698186e-01 1.744587765430285695e-03 2.840401443765218303e+00 6.492452157261850709e-02
1.140000000000000000e+02 1.937858156782760943e+02 4.997700991781681701e+00 5.984631432491755998e-01 1.754874875413448563e-03 2.840401443765218303e+00 6.492452157261850709e-02
1.150000000000000000e+02 1.945671515836115759e+02 5.023702252015611158e+00 5.956511106392567978e-01 1.764540726234431521e-03 2.840401443765218303e+00 6.492452157261850709e-02
1.160000000000000000e+02 1.954814718463172483e+02 5.053208752905032242e+00 5.932911722117538700e-01 1.775452876056843668e-03 2.840401443765218303e+00 6.492452157261850709e-02
1.170000000000000000e+02 1.964423474513460519e+02 5.083996130919706147e+00 5.911116635806989983e-01 1.786830675325176525e-03 2.840401443765218303e+00 6.492452157261850709e-02
1.180000000000000000e+02 1.973331256148450166e+02 5.113046484607695952e+00 5.887599541696504346e-01 1.797613530142368578e-03 2.840401443765218303e+00 6.492452157261850709e-02
1.190000000000000000e+02 1.983178178890477170e+02 5.144608494605606097e+00 5.867256152963939986e-01 1.809295055849093406e-03 2.840401443765218303e+00 6.492452157261850709e-02
1.200000000000000000e+02 1.992542349446783874e+02 5.174998278197958435e+00 5.845835494546275379e-01 1.820580113925696379e-03 2.840401443765218303e+00 6.492452157261850709e-02
1.210000000000000000e+02 2.001492152402654767e+02 5.204389651426670760e+00 5.823563248139387305e-01 1.831529469406608995e-03 2.840401443765218303e+00 6.492452157261850709e-02
1.220000000000000000e+02 2.011139493034385737e+02 5.235673881411521791e+00 5.803669047940182013e-01 1.843160608462456789e-03 2.840401443765218303e+00 6.492452157261850709e-02
1.230000000000000000e+02 2.020228281210539194e+02 5.265583953976835652e+00 5.782499585928612129e-01 1.854323705763993857e-03 2.840401443765218303e+00 6.492452157261850709e-02
1.240000000000000000e+02 2.028672099731454352e+02 5.293889609670676677e+00 5.759840358028756047e-01 1.864937153924233057e-03 2.840401443765218303e+00 6.492452157261850709e-02
1.250000000000000000e+02 2.038345725882635122e+02 5.325483392774478020e+00 5.741007435007121629e-01 1.876724519919001485e-03 2.840401443765218303e+00 6.492452157261850709e-02
1.260000000000000000e+02 2.048343024573254638e+02 5.358007009390537867e+00 5.723377836925240825e-01 1.888855669151913398e-03 2.840401443765218303e+00 6.492452157261850709e-02
1.270000000000000000e+02 2.057851221041738086e+02 5.389335381746777287e+00 5.704670006120389214e-01 1.900581550345244565e-03 2.840401443765218303e+00 6.492452157261850709e-02
1.280000000000000000e+02 2.066882418039287188e+02 5.419496100705449848e+00 5.684942502186198787e-01 1.911911461125788891e-03 2.840401443765218303e+00 6.492452157261850709e-02
1.290000000000000000e+02 2.076858598315558879e+02 5.452218130798843099e+00 5.668099870899983017e-01 1.924160968687902524e-03 2.840401443765218303e+00 6.492452157261850709e-02
1.300000000000000000e+02 2.087858697723836769e+02 5.487718390875658159e+00 5.654289310479633235e-01 1.937407675884836311e-03 2.840401443765218303e+00 6.492452157261850709e-02
1.310000000000000000e+02 2.099237713501057101e+02 5.524309772371202243e+00 5.641707937239609505e-01 1.951056865669060147e-03 2.840401443765218303e+00 6.492452157261850709e-02
1.320000000000000000e+02 2.109570035475466625e+02 5.558240274601088160e+00 5.626525508541970755e-01 1.963783395692771279e-03 2.840401443765218303e+00 6.492452157261850709e-02
1.330000000000000000e+02 2.119006530488575777e+02 5.589898357595418865e+00 5.609200052850863427e-01 1.975723533036986487e-03 2.840401443765218303e+00 6.492452157261850709e-02
1.340000000000000000e+02 2.128192269809468371e+02 5.620979646724028278e+00 5.591474366805222473e-01 1.987475925722834158e-03 2.840401443765218303e+00 6.492452157261850709e-02
1.350000000000000000e+02 2.136920481047660587e+02 5.650935402685242970e+00 5.572818108193243747e-01 1.998846263272635333e-03 2.840401443765218303e+00 6.492452157261850709e-02
1.360000000000000000e+02 2.144367806947078066e+02 5.677581676572664549e+00 5.551120381173276774e-01 2.009061293432116632e-03 2.840401443765218303e+00 6.492452157261850709e-02
1.370000000000000000e+02 2.150919998796060213e+02 5.701929030402792087e+00 5.527439091779070557e-01 2.018477383532404912e-03 2.840401443765218303e+00 6.492452157261850709e-02
1.380000000000000000e+02 2.157203307858466701e+02 5.725631310373412219e+00 5.503415040952219783e-01 2.027679262356454817e-03 2.840401443765218303e+00 6.492452157261850709e-02
1.390000000000000000e+02 2.163776498677719928e+02 5.750171169295802187e+00 5.480470880173883286e-01 2.037191937255438887e-03 2.840401443765218303e+00 6.492452157261850709e-02
1.400000000000000000e+02 2.170464159609420278e+02 5.775085130981326920e+00 5.458142355127969525e-01 2.046851505095119515e-03 2.840401443765218303e+00 6.492452157261850709e-02
1.410000000000000000e+02 2.175847264119695694e+02 5.796594358044963258e+00 5.432873199721225399e-01 2.055318261846800741e-03 2.840401443765218303e+00 6.492452157261850709e-02
1.420000000000000000e+02 2.181961658382998621e+02 5.820116660456800872e+00 5.409773046496653137e-01 2.064512525973398634e-03 2.840401443765218303e+00 6.492452157261850709e-02
1.430000000000000000e+02 2.187377439136878934e+02 5.841840854883631806e+00 5.385276000970194987e-01 2.073082723292861331e-03 2.840401443765218303e+00 6.492452157261850709e-02
1.440000000000000000e+02 2.190647147477621388e+02 5.857889768528836250e+00 5.355872299822876936e-01 2.079651594738547542e-03 2.840401443765218303e+00 6.492452157261850709e-02
1.450000000000000000e+02 2.194305668163945882e+02 5.875029087298646147e+00 5.327818211147399285e-01 2.086619536092929224e-03 2.840401443765218303e+00 6.492452157261850709e-02
1.460000000000000000e+02 2.198933306441136892e+02 5.894818693742492677e+00 5.302485345329824851e-01 2.094541283595178268e-03 2.840401443765218303e+00 6.492452157261850709e-02
1.470000000000000000e+02 2.203639765916763622e+02 5.914879041646010194e+00 5.277685920003307718e-01 2.102572179922961981e-03 2.840401443765218303e+00 6.492452157261850709e-02
1.480000000000000000e+02 2.208415908744119918e+02 5.935186728511996357e+00 5.253387385043641888e-01 2.110704028364530915e-03 2.840401443765218303e+00 6.492452157261850709e-02
1.490000000000000000e+02 2.213643422381650794e+02 5.956769921975886284e+00 5.230481521165710745e-01 2.119302749124444760e-03 2.840401443765218303e+00 6.492452157261850709e-02
1.500000000000000000e+02 2.219155844779657230e+02 5.979185107009295841e+00 5.208549774189566994e-01 2.128211081695790836e-03 2.840401443765218303e+00 6.492452157261850709e-02
1.510000000000000000e+02 2.224675565453115382e+02 6.001686669481567371e+00 5.186925530167405540e-01 2.137163920877391786e-03 2.840401443765218303e+00 6.492452157261850709e-02
1.520000000000000000e+02 2.229447623091465971e+02 6.022235767096779213e+00 5.163854076037622809e-01 2.145434980528176331e-03 2.840401443765218303e+00 6.492452157261850709e-02
1.530000000000000000e+02 2.233554424157622975e+02 6.041047936673141550e+00 5.139553411078136014e-01 2.153100162871510789e-03 2.840401443765218303e+00 6.492452157261850709e-02
1.540000000000000000e+02 2.237666265022261314e+02 6.059931895436451832e+00 5.115579860768272313e-01 2.160803580777500080e-03 2.840401443765218303e+00 6.492452157261850709e-02
1.550000000000000000e+02 2.242362034977946053e+02 6.080457785536741433e+00 5.093241967723487473e-01 2.169105398608217779e-03 2.840401443765218303e+00 6.492452157261850709e-02
1.560000000000000000e+02 2.247193114435975758e+02 6.101414031009467109e+00 5.071495826238558990e-01 2.177574018586893572e-03 2.840401443765218303e+00 6.492452157261850709e-02
1.570000000000000000e+02 2.251914529096468129e+02 6.122136446236701168e+00 5.049780789053895935e-01 2.185972512299363957e-03 2.840401443765218303e+00 6.492452157261850709e-02
1.580000000000000000e+02 2.258063496799601353e+02 6.146808818862163903e+00 5.031521565500981508e-01 2.195795335684567768e-03 2.840401443765218303e+00 6.492452157261850709e-02
1.590000000000000000e+02 2.263169561704007151e+02 6.168712977565117050e+00 5.011182788816953559e-01 2.204643456957722583e-03 2.840401443765218303e+00 6.492452157261850709e-02
1.600000000000000000e+02 2.266677667900182769e+02 6.186323384826943439e+00 4.987582109378457251e-01 2.211970052122306640e-03 2.840401443765218303e+00 6.492452157261850709e-02
1.610000000000000000e+02 2.270753606451241069e+02 6.205542068308642634e+00 4.965516299943419365e-01 2.219884289619000316e-03 2.840401443765218303e+00 6.492452157261850709e-02
1.620000000000000000e+02 2.274625426244423352e+02 6.224263118186362576e+00 4.943279311340683657e-01 2.227633300842893696e-03 2.840401443765218303e+00 6.492452157261850709e-02
1.630000000000000000e+02 2.278100503071550520e+02 6.241956928079798850e+00 4.920458246012518466e-01 2.235027215111517682e-03 2.840401443765218303e+00 6.492452157261850709e-02
1.640000000000000000e+02 2.280888412953225952e+02 6.257822776050533164e+00 4.896440327853056051e-01 2.241778673937495914e-03 2.840401443765218303e+00 6.492452157261850709e-02
1.650000000000000000e+02 2.282945404973474410e+02 6.271733365824493589e+00 4.871153965854220225e-01 2.247841123821113507e-03 2.840401443765218303e+00 6.492452157261850709e-02
1.660000000000000000e+02 2.284631345526269968e+02 6.284670998312277490e+00 4.845385310266991929e-01 2.253565793982172452e-03 2.840401443765218303e+00 6.492452157261850709e-02
