# t dx dy dz
2.008999999999999990e-10 1.753273000000000081e+00 -1.753273000000000081e+00 0.000000000000000000e+00
1.938100000000000163e-09 1.753273000000000081e+00 -1.753273000000000081e+00 0.000000000000000000e+00
1.260999999999999678e-09 0.000000000000000000e+00 -1.753273000000000081e+00 1.753273499999999929e+00
3.560000000000000114e-10 0.000000000000000000e+00 -1.753273000000000081e+00 -1.753273499999999929e+00
2.798999999999999950e-09 0.000000000000000000e+00 1.753273000000000081e+00 1.753273499999999929e+00
7.199999999999999952e-10 0.000000000000000000e+00 -1.753273000000000081e+00 1.753272999999999859e+00
3.130000000000000565e-10 1.753273499999999707e+00 0.000000000000000000e+00 -1.753273000000000081e+00
1.564999999999999455e-09 0.000000000000000000e+00 1.753273000000000081e+00 -1.753273499999999929e+00
3.110000000000002702e-10 -1.753273499999999707e+00 1.753273000000000081e+00 0.000000000000000000e+00
2.600000000000003429e-10 -1.753273000000000081e+00 1.753273000000000081e+00 0.000000000000000000e+00
9.859999999999996970e-10 -1.753273000000000081e+00 0.000000000000000000e+00 -1.753273499999999929e+00
1.439999999999999990e-09 1.753273000000000081e+00 0.000000000000000000e+00 -1.753273000000000081e+00
3.599999999999995840e-10 1.753273000000000081e+00 -1.753273000000000081e+00 0.000000000000000000e+00
6.300000000000013400e-10 1.753273499999999707e+00 0.000000000000000000e+00 -1.753273000000000525e+00
6.899999999999998920e-10 1.753273499999999707e+00 0.000000000000000000e+00 1.753273000000000081e+00
2.789999999999998844e-09 -1.753273499999999707e+00 0.000000000000000000e+00 1.753273000000000081e+00
4.899999999999997555e-10 1.753273499999999707e+00 0.000000000000000000e+00 -1.753273000000000081e+00
1.000000000000141303e-11 0.000000000000000000e+00 -1.753273000000000081e+00 1.753273000000000081e+00
4.500000000000007208e-10 1.753273000000000081e+00 0.000000000000000000e+00 1.753273499999999929e+00
1.599999999999994475e-10 1.753272600000000736e+00 -1.753273000000000081e+00 0.000000000000000000e+00
8.000000000000005461e-10 0.000000000000000000e+00 1.753273000000000081e+00 -1.753273499999999929e+00
7.899999999999991331e-10 0.000000000000000000e+00 1.753273000000000081e+00 1.753273499999999929e+00
8.000000000000005461e-10 1.753272100000000222e+00 0.000000000000000000e+00 1.753273499999999929e+00
1.360000000000000267e-09 -1.753272100000000222e+00 1.753273000000000081e+00 0.000000000000000000e+00
9.999999999999758672e-11 0.000000000000000000e+00 1.753273000000000081e+00 1.753273000000000081e+00
3.800000000000007557e-10 -1.753272600000000736e+00 0.000000000000000000e+00 1.753272600000000292e+00
1.999999999999951734e-11 -1.753273000000000081e+00 0.000000000000000000e+00 -1.753272599999999848e+00
8.200000000000000635e-10 0.000000000000000000e+00 -1.753273000000000081e+00 -1.753273000000000081e+00
8.000000000000137810e-11 1.753273000000000081e+00 0.000000000000000000e+00 -1.753273499999999929e+00
1.599999999999994475e-10 0.000000000000000000e+00 -1.753273000000000081e+00 -1.753273499999999929e+00
1.620000000000000610e-09 0.000000000000000000e+00 1.753273000000000081e+00 1.753273499999999929e+00
7.999999999999806938e-11 1.753272600000000736e+00 -1.753273000000000081e+00 0.000000000000000000e+00
4.400000000000026165e-10 0.000000000000000000e+00 -1.753273000000000081e+00 1.753273499999999929e+00
1.599999999999994475e-10 0.000000000000000000e+00 1.753273000000000081e+00 1.753273000000000081e+00
3.699999999999993427e-10 1.753272100000000222e+00 -1.753273000000000081e+00 0.000000000000000000e+00
6.499999999999992030e-10 0.000000000000000000e+00 1.753273000000000081e+00 1.753272599999999848e+00
2.500000000000022386e-10 0.000000000000000000e+00 1.753273000000000081e+00 -1.753272599999999848e+00
7.999999999999806938e-11 0.000000000000000000e+00 1.753273000000000081e+00 -1.753273000000000081e+00
1.000000000000141303e-11 1.753274900000000969e+00 0.000000000000000000e+00 1.753273000000000081e+00
5.999999999999855203e-11 -1.753274900000000969e+00 -1.753273000000000081e+00 0.000000000000000000e+00
3.000000000000093038e-11 0.000000000000000000e+00 -1.753273000000000081e+00 1.753272599999999848e+00
1.399999999999999301e-10 -1.753272100000000222e+00 -1.753273000000000081e+00 0.000000000000000000e+00
3.000000000000093038e-11 0.000000000000000000e+00 -1.753273000000000081e+00 1.753272100000000222e+00
2.600000000000003429e-10 0.000000000000000000e+00 -1.753273000000000081e+00 1.753274899999999192e+00
1.099999999999989998e-10 1.753272100000000222e+00 -1.753273000000000081e+00 0.000000000000000000e+00
8.999999999999948241e-11 1.753274900000000969e+00 -1.753273999999999333e+00 0.000000000000000000e+00
2.799999999999998603e-10 -1.753274900000000969e+00 0.000000000000000000e+00 -1.753274900000000081e+00
4.500000000000007208e-10 0.000000000000000000e+00 1.753273999999999333e+00 1.753274900000000081e+00
1.599999999999994475e-10 1.753274900000000969e+00 -1.753273999999999333e+00 0.000000000000000000e+00
4.300000000000012034e-10 -1.753274900000000969e+00 0.000000000000000000e+00 1.753273000000000081e+00
2.499999999999989299e-10 1.753274900000000969e+00 1.753273999999999333e+00 0.000000000000000000e+00
1.999999999999984822e-10 -1.753274900000000969e+00 1.753273000000000081e+00 0.000000000000000000e+00
1.189999999999999406e-09 1.753274900000000969e+00 1.753273000000000081e+00 0.000000000000000000e+00
6.999999999999996507e-11 1.753273000000000081e+00 1.753273000000000081e+00 0.000000000000000000e+00
5.500000000000016162e-10 1.753274000000001109e+00 1.753273000000000081e+00 0.000000000000000000e+00
1.269999999999997476e-09 1.753273000000000081e+00 1.753273000000000081e+00 0.000000000000000000e+00
1.830000000000003814e-09 0.000000000000000000e+00 -1.753273000000000081e+00 1.753273999999999333e+00
2.580000000000000603e-09 1.753273000000000081e+00 -1.753273000000000081e+00 0.000000000000000000e+00
8.999999999999617369e-11 1.753273000000000081e+00 -1.753273000000000081e+00 0.000000000000000000e+00
1.600000000000027562e-10 -1.753273000000000081e+00 -1.753273000000000081e+00 0.000000000000000000e+00
4.999999999999713900e-11 0.000000000000000000e+00 1.753273000000000081e+00 1.753273000000000081e+00
6.999999999999996507e-11 -1.753273000000000081e+00 -1.753273000000000081e+00 0.000000000000000000e+00
1.300000000000018258e-10 1.753273000000000081e+00 0.000000000000000000e+00 1.753273000000000081e+00
2.000000000000282607e-11 -1.753273000000000081e+00 0.000000000000000000e+00 1.753272999999998305e+00
6.799999999999968246e-10 0.000000000000000000e+00 -1.753273000000000081e+00 1.753273000000000081e+00
1.150000000000000371e-09 0.000000000000000000e+00 -1.753273999999999333e+00 1.753273000000000081e+00
9.799999999999995110e-10 -1.753273000000000081e+00 -1.753273000000000081e+00 0.000000000000000000e+00
2.000000000000282607e-11 1.753273000000000081e+00 0.000000000000000000e+00 -1.753273000000000081e+00
1.469999999999999266e-09 -1.753273000000000081e+00 0.000000000000000000e+00 1.753273000000000081e+00
5.999999999999987552e-10 -1.753273999999999333e+00 0.000000000000000000e+00 -1.753273000000000081e+00
6.200000000000015813e-10 0.000000000000000000e+00 1.753273000000000081e+00 -1.753273000000000081e+00
7.999999999999806938e-11 0.000000000000000000e+00 -1.753273000000000081e+00 -1.753273000000000081e+00
2.300000000000027213e-10 0.000000000000000000e+00 1.753273000000000081e+00 -1.753273000000000081e+00
3.699999999999960340e-10 1.753273999999999333e+00 -1.753273000000000081e+00 0.000000000000000000e+00
4.400000000000026165e-10 -1.753273999999999333e+00 1.753273000000000081e+00 0.000000000000000000e+00
1.000000000000008954e-10 1.753273999999999333e+00 0.000000000000000000e+00 1.753273000000000081e+00
2.519999999999998742e-09 1.753273000000000081e+00 0.000000000000000000e+00 1.753273000000000081e+00
2.099999999999998952e-10 -1.753273000000000081e+00 0.000000000000000000e+00 1.753273000000000081e+00
5.399999999999968945e-10 1.753273000000000081e+00 0.000000000000000000e+00 1.753273000000000081e+00
3.300000000000036167e-10 1.753273000000000081e+00 0.000000000000000000e+00 1.753273000000000081e+00
6.999999999999996507e-11 1.753273000000000081e+00 -1.753273000000000081e+00 0.000000000000000000e+00
3.599999999999979297e-10 0.000000000000000000e+00 -1.753274899999999192e+00 1.753273499999998819e+00
5.500000000000016162e-10 -1.753273000000000081e+00 1.753274900000000969e+00 0.000000000000000000e+00
1.099999999999989998e-10 1.753273000000000081e+00 0.000000000000000000e+00 -1.753273499999998819e+00
9.199999999999976502e-10 -1.753273000000000081e+00 1.753273000000000081e+00 0.000000000000000000e+00
1.600000000000027562e-10 1.753273000000000081e+00 -1.753273000000000081e+00 0.000000000000000000e+00
1.799999999999989648e-10 -1.753273000000000081e+00 0.000000000000000000e+00 1.753273499999998819e+00
2.700000000000017560e-10 0.000000000000000000e+00 1.753273999999999333e+00 1.753273499999998819e+00
2.199999999999979995e-10 1.753273000000000081e+00 0.000000000000000000e+00 -1.753273499999998819e+00
9.900000000000042327e-10 -1.753273000000000081e+00 0.000000000000000000e+00 1.753273499999998819e+00
7.999999999999806938e-11 -1.753273000000000081e+00 0.000000000000000000e+00 1.753273000000000081e+00
1.300000000000018258e-10 0.000000000000000000e+00 -1.753273999999999333e+00 -1.753273000000000081e+00
3.999999999999969643e-10 -1.753273000000000081e+00 1.753273999999999333e+00 0.000000000000000000e+00
2.000000000000017909e-10 0.000000000000000000e+00 -1.753273999999999333e+00 1.753273000000000081e+00
4.199999999999997904e-10 0.000000000000000000e+00 1.753273999999999333e+00 -1.753273000000000081e+00
1.099999999999989998e-10 0.000000000000000000e+00 1.753273000000000081e+00 1.753273000000000081e+00
1.300000000000018258e-10 1.753273000000000081e+00 0.000000000000000000e+00 -1.753273000000000081e+00
4.899999999999997555e-10 0.000000000000000000e+00 -1.753273000000000081e+00 -1.753273499999998819e+00
3.999999999999903469e-11 -1.753273000000000081e+00 0.000000000000000000e+00 1.753273499999998819e+00
2.139000000000000162e-09 3.506546000000000163e+00 -3.506546000000000163e+00 0.000000000000000000e+00
3.199099999999999841e-09 1.753273000000000081e+00 -3.506546000000000163e+00 1.753273499999999929e+00
1.616999999999999689e-09 0.000000000000000000e+00 -3.506546000000000163e+00 0.000000000000000000e+00
3.518999999999999946e-09 0.000000000000000000e+00 0.000000000000000000e+00 3.506546499999999789e+00
1.033000000000000052e-09 1.753273499999999707e+00 -1.753273000000000081e+00 -2.220446049250313081e-16
1.877999999999999512e-09 1.753273499999999707e+00 1.753273000000000081e+00 -3.506546499999999789e+00
1.875999999999999726e-09 -1.753273499999999707e+00 3.506546000000000163e+00 -1.753273499999999929e+00
5.710000000000006131e-10 -3.506546499999999789e+00 3.506546000000000163e+00 0.000000000000000000e+00
1.246000000000000040e-09 -3.506546000000000163e+00 1.753273000000000081e+00 -1.753273499999999929e+00
2.425999999999999687e-09 0.000000000000000000e+00 0.000000000000000000e+00 -3.506546499999999789e+00
1.799999999999999574e-09 3.506546000000000163e+00 -1.753273000000000081e+00 -1.753273000000000081e+00
9.900000000000009240e-10 3.506546499999999789e+00 -1.753273000000000081e+00 -1.753273000000000525e+00
1.320000000000001232e-09 3.506546999999999414e+00 0.000000000000000000e+00 -4.440892098500626162e-16
3.479999999999998736e-09 0.000000000000000000e+00 0.000000000000000000e+00 3.506546000000000163e+00
5.000000000000011685e-10 1.753273499999999707e+00 -1.753273000000000081e+00 0.000000000000000000e+00
