# atom_type event_id atom_id barrier
1.000000000000000000e+00 6.974140000000000000e+05 1.284000000000000000e+03 1.024374590000000085e+00
1.000000000000000000e+00 6.974080000000000000e+05 1.005000000000000000e+03 1.022384659999999945e+00
1.000000000000000000e+00 6.974110000000000000e+05 9.110000000000000000e+02 1.023668809999999985e+00
1.000000000000000000e+00 6.974090000000000000e+05 1.100000000000000000e+03 1.022249729999999968e+00
1.000000000000000000e+00 6.974160000000000000e+05 1.400000000000000000e+01 1.023565140000000095e+00
1.000000000000000000e+00 6.974060000000000000e+05 1.262000000000000000e+03 1.025966769999999917e+00
1.000000000000000000e+00 6.974120000000000000e+05 5.400000000000000000e+02 1.025062890000000060e+00
1.000000000000000000e+00 6.974130000000000000e+05 7.100000000000000000e+02 1.022397690000000026e+00
1.000000000000000000e+00 6.974100000000000000e+05 4.040000000000000000e+02 1.025916260000000024e+00
1.000000000000000000e+00 6.974150000000000000e+05 1.336000000000000000e+03 1.020392140000000003e+00
1.000000000000000000e+00 6.974070000000000000e+05 1.760000000000000000e+02 1.023504320000000023e+00
