# time Ni NiV
0.000000000000000000e+00 4.328749897467019636e-13 2.333395390803984131e-13
5.556000000000000351e-15 2.777408743500311104e-03 2.546590820541439181e-07
3.408999999999999913e-13 2.894955301744573176e-03 1.896223147915539333e-07
8.399999999999999548e-13 2.770213399285550472e-03 6.008093396949131644e-07
1.084000000000000026e-12 2.769247468027328987e-03 1.584282347403305036e-06
1.567000000000000088e-12 2.759145542217186255e-03 3.609417934663212564e-06
2.304999999999999973e-12 2.779296136966021968e-03 7.541235065725731411e-06
2.421999999999999979e-12 2.759210699949003059e-03 3.605140951155216680e-06
4.559000000000000264e-12 2.770951766597723031e-03 2.278590916714738430e-06
6.155000000000000330e-12 2.770344332249061702e-03 1.019624523259130318e-06
6.606999999999999615e-12 2.770951610982134473e-03 2.278586822955780897e-06
6.737999999999999764e-12 2.770822394201120139e-03 1.001477609650807231e-06
7.089999999999999880e-12 2.745047568436516199e-03 1.827595242365347947e-06
8.182999999999999362e-12 2.777558163753502361e-03 3.704898866472621731e-06
8.251999999999999977e-12 2.778866524836155934e-03 7.566127885813742547e-06
1.007000000000000051e-11 2.761045677836970746e-03 5.870391982879861909e-06
1.147000000000000020e-11 2.778866753720664936e-03 7.566264819326540785e-06
1.211000000000000070e-11 2.761097275348076488e-03 5.862015354853683379e-06
1.366999999999999971e-11 2.770863941574040236e-03 2.645767649154766474e-06
1.373000000000000067e-11 2.770167434896981737e-03 7.522801475112470253e-07
1.418999999999999992e-11 2.770863875738719534e-03 2.645767649154766474e-06
1.434999999999999924e-11 2.770521684414228164e-03 7.401148620265623537e-07
1.584999999999999890e-11 2.744758097040563439e-03 1.640804784299912362e-06
1.595000000000000050e-11 2.765514710631768874e-03 4.702405344714550195e-06
1.610000000000000127e-11 2.745025804231575328e-03 1.622477480732529523e-06
1.648999999999999941e-11 2.765514117587843709e-03 4.702405344714550195e-06
1.650999999999999973e-11 5.408394840467409606e-03 7.654613653628569413e-06
1.657000000000000068e-11 5.384102391898234335e-03 1.535554502551609373e-05
1.825000000000000160e-11 5.394053055406007255e-03 2.382206127096707325e-05
1.908000000000000029e-11 5.409235639293046537e-03 3.117193113180873184e-05
1.941000000000000070e-11 5.410338972471611697e-03 2.933420470166754696e-05
2.008999999999999861e-11 5.409235639944521938e-03 3.117170522685297929e-05
2.198000000000000126e-11 5.396594523598959546e-03 2.935132482077628486e-05
2.447999999999999909e-11 5.398548283852305785e-03 3.326949423627383767e-05
2.720999999999999897e-11 5.396364902724402890e-03 2.917770545040499635e-05
2.746000000000000133e-11 5.408090776243677789e-03 2.300580997131543580e-05
2.788000000000000156e-11 5.405394424694215556e-03 1.574061552769830477e-05
2.918999999999999820e-11 5.379852036983759009e-03 1.906128829776504116e-05
3.135000000000000031e-11 5.405885295578908602e-03 1.565809201061210294e-05
3.169999999999999781e-11 5.407280696624112114e-03 1.905663730025360420e-05
3.315999999999999845e-11 5.398610459839053854e-03 2.907320852848676630e-05
3.435999999999999819e-11 5.404685127668756861e-03 1.854481075373622519e-05
3.461999999999999910e-11 5.405096422099128946e-03 1.438907695161190078e-05
3.544999999999999778e-11 5.384614674119637089e-03 2.234287275322667675e-05
3.646000000000000257e-11 5.409440191320714214e-03 2.466200544284490731e-05
3.690999999999999843e-11 5.410317555175491941e-03 3.116947563954572018e-05
3.976000000000000022e-11 5.409373400815657013e-03 2.463954102388827625e-05
4.029999999999999913e-11 8.034349984677939538e-03 2.316713866823298377e-05
4.093000000000000109e-11 8.124954088375586567e-03 2.850340219788418376e-05
4.152999999999999772e-11 8.039341308639764982e-03 3.323182199070136994e-05
4.265999999999999796e-11 8.124760375950087002e-03 2.836161107229625400e-05
4.342999999999999892e-11 8.042721059311230478e-03 2.365781739165343084e-05
4.470999999999999993e-11 8.044513505814830656e-03 1.696574016762353966e-05
4.475000000000000056e-11 8.060515408049986896e-03 1.061939896516400747e-05
4.590999999999999966e-11 8.096085668083905298e-03 3.655804844421345530e-06
4.753999999999999817e-11 8.060515460167968702e-03 1.061939896516400747e-05
4.826999999999999849e-11 8.057635803989288831e-03 5.469256227617505671e-06
4.869999999999999726e-11 8.062560444886627403e-03 7.754796263907451337e-06
5.106000000000000256e-11 8.043993142092318097e-03 1.307895693700467945e-05
5.131000000000000169e-11 8.036839472075580498e-03 1.942911802403544344e-05
5.178000000000000110e-11 8.043713406551016021e-03 1.294711201319847713e-05
5.271999999999999993e-11 8.041396042468710106e-03 1.959068429636519158e-05
5.358999999999999925e-11 8.056102991214538281e-03 1.583849389045325381e-05
5.506000000000000167e-11 1.083226007260485423e-02 1.079022931546793761e-05
5.699999999999999704e-11 1.069779449574203255e-02 4.400181633657956135e-06
5.743999999999999758e-11 1.083225988478509448e-02 1.079022931546793761e-05
5.806999999999999954e-11 1.067272755083157124e-02 4.361390920085881056e-06
5.873000000000000037e-11 1.071418650786567020e-02 1.506070704679751880e-06
5.934999999999999409e-11 1.073052659612848056e-02 9.035417143072444992e-07
5.967999999999999450e-11 1.066180115994193670e-02 1.337494085599610537e-06
6.129999999999999770e-11 1.344152796238055024e-02 1.931955113448519196e-06
6.303000000000000103e-11 1.337276314448721491e-02 6.277641910253173519e-06
6.311999999999999762e-11 1.344408114237352972e-02 1.932127842347500439e-06
6.319999999999999889e-11 1.353586822616823643e-02 1.799604009545345360e-06
6.358999999999999703e-11 1.344408114866507860e-02 1.932127842347500439e-06
6.416000000000000126e-11 1.066166654086639701e-02 1.241405689429387129e-06
6.532000000000000036e-11 1.069293724814478555e-02 7.715898463890317107e-07
6.606000000000000246e-11 1.071638944648724279e-02 1.295073135308988678e-06
6.642000000000000173e-11 1.076453746301235179e-02 1.257162714297910448e-06
6.705999999999999900e-11 1.071638941768443890e-02 1.295073135308988678e-06
6.722999999999999686e-11 1.067235996758856935e-02 2.041862068248459253e-06
6.755000000000000196e-11 1.071608766949929542e-02 1.268243610441829325e-06
