# event_id	barrier
7.853300000000000000e+05 8.449432700000000240e-01
2.177900000000000000e+04 4.405663200000000113e-01
1.199734000000000000e+06 7.362341700000000211e-01
4.758980000000000000e+05 7.471097500000000169e-01
6.662580000000000000e+05 8.290855599999999992e-01
1.777250000000000000e+05 8.114030500000000146e-01
1.838780000000000000e+05 6.857491500000000295e-01
4.712230000000000000e+05 6.129310700000000223e-01
4.107000000000000000e+04 9.420299100000000259e-01
9.892610000000000000e+05 7.895649999999999613e-01
1.247080000000000000e+05 1.286604410000000032e+00
3.306760000000000000e+05 1.170328739999999978e+00
1.484140000000000000e+05 8.230826999999999449e-01
5.798000000000000000e+04 7.501251100000000394e-01
8.528700000000000000e+05 5.530200800000000250e-01
1.087882000000000000e+06 4.104764599999999874e-01
8.302560000000000000e+05 9.965382400000000196e-01
2.016200000000000000e+05 8.850915499999999492e-01
3.452840000000000000e+05 1.183523620000000109e+00
5.795100000000000000e+05 1.116728630000000111e+00
3.463200000000000000e+05 1.060948500000000072e+00
3.081720000000000000e+05 1.109988350000000068e+00
9.217460000000000000e+05 5.399597200000000319e-01
9.600620000000000000e+05 5.716376499999999972e-01
4.392380000000000000e+05 1.233272420000000036e+00
9.567140000000000000e+05 8.852187299999999537e-01
2.606720000000000000e+05 4.206804039999999745e+00
3.862410000000000000e+05 4.134126870000000231e+00
9.979100000000000000e+04 5.120887200000000528e-01
2.281300000000000000e+04 4.248056700000000241e-01
1.177943000000000000e+06 8.638457899999999468e-01
8.477710000000000000e+05 8.795777700000000365e-01
4.711140000000000000e+05 9.418879999999999475e-01
6.419820000000000000e+05 9.646334699999999929e-01
3.034500000000000000e+05 1.069932220000000100e+00
8.265420000000000000e+05 9.863259800000000466e-01
6.999200000000000000e+04 4.037992000000000248e-01
1.360070000000000000e+05 2.030875600000000003e-01
7.124390000000000000e+05 8.603817299999999557e-01
5.005750000000000000e+05 8.024332800000000265e-01
1.087883000000000000e+06 4.083844600000000047e-01
7.348900000000000000e+05 7.111707499999999627e-01
3.710160000000000000e+05 6.133791400000000449e-01
1.169770000000000000e+05 6.843905999999999601e-01
1.015015000000000000e+06 8.668655600000000350e-01
3.249780000000000000e+05 1.029250570000000087e+00
3.186830000000000000e+05 7.101146900000000484e-01
4.074790000000000000e+05 1.089477529999999916e+00
7.397900000000000000e+04 1.008705949999999962e+00
1.269379000000000000e+06 4.583048000000000122e-01
5.806140000000000000e+05 5.806723200000000196e-01
5.260570000000000000e+05 6.755101199999999917e-01
3.517650000000000000e+05 5.883533699999999866e-01
7.908200000000000000e+04 1.543250250000000046e+00
6.569420000000000000e+05 1.420946779999999965e+00
1.265222000000000000e+06 4.891384200000000182e-01
5.535780000000000000e+05 2.274701299999999926e-01
9.186930000000000000e+05 1.153482109999999894e+00
6.554900000000000000e+04 1.275307380000000101e+00
1.198281000000000000e+06 1.409684699999999902e+00
1.768890000000000000e+05 1.398537099999999977e+00
6.847610000000000000e+05 7.720265200000000494e-01
3.567480000000000000e+05 5.377575500000000286e-01
7.822850000000000000e+05 1.328972559999999969e+00
1.246177000000000000e+06 1.245843140000000071e+00
1.108725000000000000e+06 5.265154399999999457e-01
3.775430000000000000e+05 4.770793899999999921e-01
7.690920000000000000e+05 7.139225300000000551e-01
5.477000000000000000e+04 4.541796100000000114e-01
1.076692000000000000e+06 6.993424599999999991e-01
1.135538000000000000e+06 2.658886400000000094e-01
9.600630000000000000e+05 5.698809299999999523e-01
9.217470000000000000e+05 5.377875600000000533e-01
5.102950000000000000e+05 1.185084580000000054e+00
1.893540000000000000e+05 4.441918999999999729e-02
8.113510000000000000e+05 1.223856080000000013e+00
9.101100000000000000e+04 1.276314919999999908e+00
7.822860000000000000e+05 1.501483860000000004e+00
1.246178000000000000e+06 1.418327310000000008e+00
6.754640000000000000e+05 8.856376700000000435e-01
1.101194000000000000e+06 4.522787300000000177e-01
8.809810000000000000e+05 1.089413619999999971e+00
1.238942000000000000e+06 8.898779999999999468e-01
4.772580000000000000e+05 1.143818240000000097e+00
3.841930000000000000e+05 1.114163519999999963e+00
1.068376000000000000e+06 9.205815600000000209e-01
6.401540000000000000e+05 8.655882000000000298e-01
1.777260000000000000e+05 8.205484100000000058e-01
6.662590000000000000e+05 8.381531899999999924e-01
9.611990000000000000e+05 4.630138799999999888e-01
1.051543000000000000e+06 3.560589000000000115e-01
1.018216000000000000e+06 1.165535320000000041e+00
5.485520000000000000e+05 9.204428799999999633e-01
1.176597000000000000e+06 4.973809100000000094e-01
7.622490000000000000e+05 5.109052400000000382e-01
3.775440000000000000e+05 4.752884099999999945e-01
1.108726000000000000e+06 5.248007799999999667e-01
2.040620000000000000e+05 8.860128299999999735e-01
4.414710000000000000e+05 6.401460700000000115e-01
1.190401000000000000e+06 1.358346330000000046e+00
1.086650000000000000e+06 5.931015299999999879e-01
1.155045000000000000e+06 1.189443840000000030e+00
1.145428000000000000e+06 4.232264099999999973e-01
9.189420000000000000e+05 1.243619260000000004e+00
1.228296000000000000e+06 6.509767499999999929e-01
3.509700000000000000e+04 3.380816240000000139e+00
3.335490000000000000e+05 5.891666000000000264e-02
1.188386000000000000e+06 1.310373680000000096e+00
1.173653000000000000e+06 1.348206239999999889e+00
5.145600000000000000e+04 5.090829799999999628e-01
4.171170000000000000e+05 6.893285500000000399e-01
2.883540000000000000e+05 6.422198799999999652e-01
1.082131000000000000e+06 4.418919700000000228e-01
1.199531000000000000e+06 4.316846599999999978e-01
1.102490000000000000e+05 5.934491800000000206e-01
6.556150000000000000e+05 1.000244200000000028e-01
1.131959000000000000e+06 8.188893800000000001e-01
2.540710000000000000e+05 8.616902699999999804e-01
1.226324000000000000e+06 8.091601000000000488e-01
9.592050000000000000e+05 8.774067100000000341e-01
1.582440000000000000e+05 1.312876729999999936e+00
9.135010000000000000e+05 1.179053909999999927e+00
7.486480000000000000e+05 7.449642499999999945e-01
1.276329000000000000e+06 2.920868699999999984e-01
3.103150000000000000e+05 1.353587770000000079e+00
7.140950000000000000e+05 1.310404450000000054e+00
5.145700000000000000e+04 5.076649800000000434e-01
5.159720000000000000e+05 4.943521200000000060e-01
6.652000000000000000e+04 3.572129499999999735e-01
1.252164000000000000e+06 2.777026300000000059e-01
1.020090000000000000e+05 1.137872449999999924e+00
1.296670000000000000e+05 8.518132299999999768e-01
7.299190000000000000e+05 1.042470149999999984e+00
4.665830000000000000e+05 1.126721169999999939e+00
7.036380000000000000e+05 2.049185749999999917e+00
3.819460000000000000e+05 1.915345019999999954e+00
4.712240000000000000e+05 6.554624399999999795e-01
1.838790000000000000e+05 7.108979800000000404e-01
2.702840000000000000e+05 3.742126599999999748e-01
3.091840000000000000e+05 4.006742500000000096e-01
