# n msd err cf err var err
1.000000000000000000e+00 3.658437806048054318e-03 1.392894880130260639e-06 1.000000000000000444e+00 -5.421010862427524577e-20 3.658437806048052583e-03 1.392894880130260003e-06
2.000000000000000000e+00 7.312967039968571933e-03 2.785109201163795892e-06 9.994658140530540136e-01 1.103709680423717967e-07 3.658437806048052583e-03 1.392894880130260003e-06
3.000000000000000000e+00 1.096865338286182393e-02 4.178572523099050830e-06 9.993931804014523079e-01 2.208219803730846057e-07 3.658437806048052583e-03 1.392894880130260003e-06
4.000000000000000000e+00 1.462434368413775485e-02 5.572846859060458748e-06 9.993571340724377583e-01 3.313652871075418822e-07 3.658437806048052583e-03 1.392894880130260003e-06
5.000000000000000000e+00 1.827868357866682669e-02 6.967417015795575677e-06 9.992616820463036120e-01 4.419707023019661192e-07 3.658437806048052583e-03 1.392894880130260003e-06
6.000000000000000000e+00 2.192849034398191427e-02 8.361070071068363015e-06 9.989915325666324231e-01 5.525548370694162340e-07 3.658437806048052583e-03 1.392894880130260003e-06
7.000000000000000000e+00 2.557968672571929794e-02 9.756064507470787439e-06 9.988528313303367545e-01 6.632629642093818626e-07 3.658437806048052583e-03 1.392894880130260003e-06
8.000000000000000000e+00 2.922817947903041946e-02 1.115084023726480726e-05 9.986564289377493076e-01 7.739923244997734972e-07 3.658437806048052583e-03 1.392894880130260003e-06
9.000000000000000000e+00 3.287281873843059948e-02 1.254495861188486743e-05 9.983866363240841979e-01 8.847098829424046562e-07 3.658437806048052583e-03 1.392894880130260003e-06
1.000000000000000000e+01 3.651614417103060672e-02 1.393938888526479533e-05 9.981348899976618672e-01 9.954824333312804643e-07 3.658437806048052583e-03 1.392894880130260003e-06
1.100000000000000000e+01 4.015292796261509672e-02 1.533213547939037607e-05 9.977663614740179820e-01 1.106166587375027774e-06 3.658437806048052583e-03 1.392894880130260003e-06
1.200000000000000000e+01 4.378805101372661157e-02 1.672506156143590091e-05 9.974214253721703782e-01 1.216894648086182650e-06 3.658437806048052583e-03 1.392894880130260003e-06
1.300000000000000000e+01 4.742194116237904988e-02 1.811833110797621320e-05 9.971036330984706098e-01 1.327679269676448012e-06 3.658437806048052583e-03 1.392894880130260003e-06
1.400000000000000000e+01 5.105292374361269925e-02 1.951130475726993676e-05 9.967744713958252012e-01 1.438474000785267722e-06 3.658437806048052583e-03 1.392894880130260003e-06
1.500000000000000000e+01 5.468229700818398598e-02 2.090447891581778510e-05 9.964598718025556856e-01 1.549315399808123210e-06 3.658437806048052583e-03 1.392894880130260003e-06
1.600000000000000000e+01 5.831171691944495028e-02 2.229848736085184572e-05 9.961853940609097791e-01 1.660250994348513731e-06 3.658437806048052583e-03 1.392894880130260003e-06
1.700000000000000000e+01 6.194195706909626231e-02 2.369362709291608906e-05 9.959563963210346094e-01 1.771303831451843915e-06 3.658437806048052583e-03 1.392894880130260003e-06
1.800000000000000000e+01 6.557466440836581811e-02 2.509052963070967964e-05 9.957903085172820079e-01 1.882522203538492669e-06 3.658437806048052583e-03 1.392894880130260003e-06
1.900000000000000000e+01 6.920775253097408153e-02 2.648839833819508191e-05 9.956471817238966571e-01 1.993847339610285292e-06 3.658437806048052583e-03 1.392894880130260003e-06
2.000000000000000000e+01 7.284254574553539197e-02 2.788774143759853815e-05 9.955416711623964465e-01 2.105318053724656313e-06 3.658437806048052583e-03 1.392894880130260003e-06
2.100000000000000000e+01 7.647414176530195618e-02 2.928668319943147693e-05 9.954045938207429778e-01 2.216793045716917008e-06 3.658437806048052583e-03 1.392894880130260003e-06
2.200000000000000000e+01 8.010719884909933697e-02 3.068700809285063494e-05 9.952981311594478742e-01 2.328407253825673282e-06 3.658437806048052583e-03 1.392894880130260003e-06
2.300000000000000000e+01 8.374008261733237313e-02 3.208809142729877797e-05 9.951988663730474416e-01 2.440113696983164976e-06 3.658437806048052583e-03 1.392894880130260003e-06
2.400000000000000000e+01 8.737098818891195218e-02 3.348924242613149409e-05 9.950853435819890791e-01 2.551859896419501830e-06 3.658437806048052583e-03 1.392894880130260003e-06
2.500000000000000000e+01 9.100397973380530692e-02 3.489201976599181233e-05 9.950037098715680539e-01 2.663764690174640238e-06 3.658437806048052583e-03 1.392894880130260003e-06
2.600000000000000000e+01 9.463544521858108238e-02 3.629503994350818794e-05 9.949123120480524163e-01 2.775722769766698505e-06 3.658437806048052583e-03 1.392894880130260003e-06
2.700000000000000000e+01 9.826401760886632752e-02 3.769777909407191893e-05 9.947983955258303812e-01 2.887693926077040286e-06 3.658437806048052583e-03 1.392894880130260003e-06
2.800000000000000000e+01 1.018910955540872909e-01 3.910077406950433776e-05 9.946780268737643871e-01 2.999719098499890345e-06 3.658437806048052583e-03 1.392894880130260003e-06
2.900000000000000000e+01 1.055153761648498223e-01 4.050352533191325303e-05 9.945395931150610158e-01 3.111759875139263475e-06 3.658437806048052583e-03 1.392894880130260003e-06
3.000000000000000000e+01 1.091397784263794662e-01 4.190715385718482919e-05 9.944114966771870900e-01 3.223902313989347594e-06 3.658437806048052583e-03 1.392894880130260003e-06
3.100000000000000000e+01 1.127619694670912720e-01 4.331076475768735662e-05 9.942721672135007571e-01 3.336077658197819648e-06 3.658437806048052583e-03 1.392894880130260003e-06
