# n msd err cf err var err
1.000000000000000000e+00 4.786327470317607968e+00 5.762687569750079425e-02 1.000000000000000222e+00 0.000000000000000000e+00 4.786327470317607080e+00 5.762687569750078037e-02
2.000000000000000000e+00 9.629556708846171986e+00 1.159724700495618627e-01 1.005944199238751890e+00 3.512859646919713679e-06 4.786327470317607080e+00 5.762687569750078037e-02
3.000000000000000000e+00 1.448427312713240234e+01 1.744903191951736598e-01 1.008725598555229919e+00 7.048212038239500645e-06 4.786327470317607080e+00 5.762687569750078037e-02
4.000000000000000000e+00 1.938689527394446088e+01 2.336194452812474232e-01 1.012618515666354968e+00 1.061774175173468202e-05 4.786327470317607080e+00 5.762687569750078037e-02
5.000000000000000000e+00 2.432181972936597703e+01 2.931723141844292391e-01 1.016304040214450755e+00 1.421470657864317623e-05 4.786327470317607080e+00 5.762687569750078037e-02
6.000000000000000000e+00 2.926435002456607037e+01 3.528515356378374990e-01 1.019025902637907377e+00 1.782373848294718248e-05 4.786327470317607080e+00 5.762687569750078037e-02
7.000000000000000000e+00 3.422489066192932938e+01 4.127827226139568206e-01 1.021507643361663886e+00 2.144992920136100435e-05 4.786327470317607080e+00 5.762687569750078037e-02
8.000000000000000000e+00 3.918670145903777779e+01 4.727641499985702489e-01 1.023402120468510867e+00 2.508227148438845510e-05 4.786327470317607080e+00 5.762687569750078037e-02
9.000000000000000000e+00 4.412160482209916523e+01 5.324558321095991253e-01 1.024250966151191378e+00 2.870175822714760098e-05 4.786327470317607080e+00 5.762687569750078037e-02
1.000000000000000000e+01 4.905705768037852010e+01 5.921889754325243560e-01 1.024941523215987527e+00 3.232536608435467718e-05 4.786327470317607080e+00 5.762687569750078037e-02
1.100000000000000000e+01 5.397469887858086679e+01 6.517419214062550870e-01 1.025168218759197059e+00 3.594072323490105656e-05 4.786327470317607080e+00 5.762687569750078037e-02
1.200000000000000000e+01 5.888361251573377331e+01 7.112242496669601843e-01 1.025205178725238531e+00 3.955351458656690579e-05 4.786327470317607080e+00 5.762687569750078037e-02
1.300000000000000000e+01 6.386635680630169531e+01 7.716333820555174583e-01 1.026423015950018724e+00 4.321945214735745837e-05 4.786327470317607080e+00 5.762687569750078037e-02
1.400000000000000000e+01 6.883855154436527357e+01 8.319503664368749218e-01 1.027309440592833134e+00 4.688202793097739186e-05 4.786327470317607080e+00 5.762687569750078037e-02
1.500000000000000000e+01 7.385266595006820012e+01 8.928094411871474456e-01 1.028661556040830094e+00 5.057693799997739861e-05 4.786327470317607080e+00 5.762687569750078037e-02
1.600000000000000000e+01 7.887099424408791037e+01 9.537551365923481184e-01 1.029899682131108163e+00 5.427858322856933955e-05 4.786327470317607080e+00 5.762687569750078037e-02
1.700000000000000000e+01 8.386968709771323915e+01 1.014499059668696912e+00 1.030750828551324494e+00 5.797041767969852869e-05 4.786327470317607080e+00 5.762687569750078037e-02
1.800000000000000000e+01 8.889348999742615831e+01 1.075582454834118407e+00 1.031798858875722535e+00 6.168325102997694197e-05 4.786327470317607080e+00 5.762687569750078037e-02
1.900000000000000000e+01 9.382933569830660758e+01 1.135637158296788130e+00 1.031769372239977667e+00 6.533848589348036171e-05 4.786327470317607080e+00 5.762687569750078037e-02
2.000000000000000000e+01 9.872560571017905318e+01 1.195248025049157725e+00 1.031329409891253102e+00 6.896927707620819216e-05 4.786327470317607080e+00 5.762687569750078037e-02
2.100000000000000000e+01 1.036390222573445214e+02 1.255101604380624236e+00 1.031101939152637925e+00 7.261512901035722890e-05 4.786327470317607080e+00 5.762687569750078037e-02
2.200000000000000000e+01 1.085819866177330510e+02 1.315348352939844867e+00 1.031175755705884489e+00 7.628487670151126363e-05 4.786327470317607080e+00 5.762687569750078037e-02
2.300000000000000000e+01 1.135537363351076010e+02 1.375979393607513090e+00 1.031504635173660978e+00 7.997815365519928097e-05 4.786327470317607080e+00 5.762687569750078037e-02
2.400000000000000000e+01 1.185112474521380079e+02 1.436473587842309607e+00 1.031682155987420302e+00 8.366473045626909725e-05 4.786327470317607080e+00 5.762687569750078037e-02
2.500000000000000000e+01 1.234435743515563786e+02 1.496698120055678816e+00 1.031635007149771965e+00 8.733679059973809336e-05 4.786327470317607080e+00 5.762687569750078037e-02
2.600000000000000000e+01 1.283548014852494532e+02 1.556702304808643467e+00 1.031421933552003400e+00 9.099711956338326529e-05 4.786327470317607080e+00 5.762687569750078037e-02
2.700000000000000000e+01 1.332224743978323431e+02 1.616213552841733625e+00 1.030887616661719575e+00 9.462968752380484670e-05 4.786327470317607080e+00 5.762687569750078037e-02
2.800000000000000000e+01 1.381517564692852318e+02 1.676507629451815307e+00 1.030851176204010899e+00 9.830917119838233085e-05 4.786327470317607080e+00 5.762687569750078037e-02
2.900000000000000000e+01 1.430419634638381012e+02 1.736363052744986923e+00 1.030535735246241424e+00 1.019640448439884282e-04 4.786327470317607080e+00 5.762687569750078037e-02
3.000000000000000000e+01 1.479822158599558577e+02 1.796861588472294047e+00 1.030589853965397928e+00 1.056578088266016369e-04 4.786327470317607080e+00 5.762687569750078037e-02
3.100000000000000000e+01 1.529107215613423989e+02 1.857253294880375716e+00 1.030561312806771213e+00 1.093464541490346288e-04 4.786327470317607080e+00 5.762687569750078037e-02
3.200000000000000000e+01 1.578546820133677784e+02 1.917868579527117090e+00 1.030635459756874095e+00 1.130494277150984137e-04 4.786327470317607080e+00 5.762687569750078037e-02
3.300000000000000000e+01 1.628244477837242812e+02 1.978833448676785567e+00 1.030868490687905314e+00 1.167742052808891742e-04 4.786327470317607080e+00 5.762687569750078037e-02
3.400000000000000000e+01 1.678282468802496794e+02 2.040248254226688651e+00 1.031296947159173527e+00 1.205267749284617905e-04 4.786327470317607080e+00 5.762687569750078037e-02
3.500000000000000000e+01 1.728024178556928803e+02 2.101339265463856965e+00 1.031524058759494489e+00 1.242614547609343083e-04 4.786327470317607080e+00 5.762687569750078037e-02
3.600000000000000000e+01 1.777667537487326115e+02 2.162346972901065811e+00 1.031681474477459837e+00 1.279924130491476503e-04 4.786327470317607080e+00 5.762687569750078037e-02
3.700000000000000000e+01 1.827703142241342391e+02 2.223868255041293818e+00 1.032051871274514143e+00 1.317549913059187935e-04 4.786327470317607080e+00 5.762687569750078037e-02
3.800000000000000000e+01 1.877295811528591969e+02 2.284887071862588659e+00 1.032159242391690546e+00 1.354890146919037570e-04 4.786327470317607080e+00 5.762687569750078037e-02
3.900000000000000000e+01 1.926631313306719164e+02 2.345629161139068053e+00 1.032123339066526313e+00 1.392077964493996470e-04 4.786327470317607080e+00 5.762687569750078037e-02
4.000000000000000000e+01 1.975837244316161900e+02 2.406249685079218992e+00 1.032021553356571086e+00 1.429205082188587819e-04 4.786327470317607080e+00 5.762687569750078037e-02
4.100000000000000000e+01 2.024488095786639406e+02 2.466230197142219804e+00 1.031641874485949018e+00 1.465963135351373641e-04 4.786327470317607080e+00 5.762687569750078037e-02
4.200000000000000000e+01 2.072423433038892426e+02 2.525374643948679942e+00 1.030924343943401045e+00 1.502234637243015270e-04 4.786327470317607080e+00 5.762687569750078037e-02
4.300000000000000000e+01 2.120210871693863623e+02 2.584374176188092953e+00 1.030168325925346906e+00 1.538429968684885355e-04 4.786327470317607080e+00 5.762687569750078037e-02
4.400000000000000000e+01 2.167395284878588484e+02 2.642673750863548499e+00 1.029160333318605014e+00 1.574218372653290988e-04 4.786327470317607080e+00 5.762687569750078037e-02
4.500000000000000000e+01 2.213649942612288726e+02 2.699874263542648922e+00 1.027765468451649733e+00 1.609361174373048677e-04 4.786327470317607080e+00 5.762687569750078037e-02
4.600000000000000000e+01 2.260604167586576807e+02 2.757962540567353571e+00 1.026748987931590973e+00 1.645042276050840541e-04 4.786327470317607080e+00 5.762687569750078037e-02
4.700000000000000000e+01 2.307601718095746151e+02 2.816138529825042092e+00 1.025795021342243762e+00 1.680785276585453829e-04 4.786327470317607080e+00 5.762687569750078037e-02
4.800000000000000000e+01 2.355250635108614574e+02 2.875144584289122562e+00 1.025164322104078707e+00 1.717033679194640658e-04 4.786327470317607080e+00 5.762687569750078037e-02
4.900000000000000000e+01 2.403298621176886627e+02 2.934673381212306253e+00 1.024729522591741437e+00 1.753604778152383320e-04 4.786327470317607080e+00 5.762687569750078037e-02
5.000000000000000000e+01 2.450942293570564914e+02 2.993744099294325167e+00 1.024143169797751884e+00 1.789912722896427183e-04 4.786327470317607080e+00 5.762687569750078037e-02
5.100000000000000000e+01 2.498619354275063245e+02 3.052891142372200939e+00 1.023593489207782259e+00 1.826276770283462932e-04 4.786327470317607080e+00 5.762687569750078037e-02
5.200000000000000000e+01 2.546194595399540503e+02 3.111949344309812293e+00 1.023024040549218805e+00 1.862598168448423427e-04 4.786327470317607080e+00 5.762687569750078037e-02
5.300000000000000000e+01 2.593098795503297538e+02 3.170222733314126184e+00 1.022211553041525001e+00 1.898460086652558752e-04 4.786327470317607080e+00 5.762687569750078037e-02
5.400000000000000000e+01 2.640377768131619973e+02 3.228989575080652319e+00 1.021574158856819903e+00 1.934627707267973641e-04 4.786327470317607080e+00 5.762687569750078037e-02
5.500000000000000000e+01 2.687572990367293073e+02 3.287689420585207856e+00 1.020928128387775580e+00 1.970765557794908380e-04 4.786327470317607080e+00 5.762687569750078037e-02
5.600000000000000000e+01 2.734280283419095667e+02 3.345827648539482446e+00 1.020123130631591879e+00 2.006576976297177746e-04 4.786327470317607080e+00 5.762687569750078037e-02
5.700000000000000000e+01 2.780720960819542711e+02 3.403674663724835625e+00 1.019248652803832700e+00 2.042223767082371926e-04 4.786327470317607080e+00 5.762687569750078037e-02
5.800000000000000000e+01 2.827147490685642879e+02 3.461539340342308702e+00 1.018399233138267412e+00 2.077891143473136262e-04 4.786327470317607080e+00 5.762687569750078037e-02
5.900000000000000000e+01 2.873200137287081475e+02 3.518981120162888221e+00 1.017446209304478932e+00 2.113314588609424745e-04 4.786327470317607080e+00 5.762687569750078037e-02
6.000000000000000000e+01 2.920055633545408682e+02 3.577441286499246864e+00 1.016804516494857369e+00 2.149359748841688086e-04 4.786327470317607080e+00 5.762687569750078037e-02
6.100000000000000000e+01 2.966658518730626497e+02 3.635627310095113529e+00 1.016097342070737986e+00 2.185250559833754188e-04 4.786327470317607080e+00 5.762687569750078037e-02
6.200000000000000000e+01 3.013201846034861546e+02 3.693775616876807888e+00 1.015392909828020329e+00 2.221129010641420326e-04 4.786327470317607080e+00 5.762687569750078037e-02
6.300000000000000000e+01 3.059873025599042649e+02 3.752115997306289419e+00 1.014753240474032481e+00 2.257133338464676676e-04 4.786327470317607080e+00 5.762687569750078037e-02
6.400000000000000000e+01 3.106522392379970938e+02 3.810465061457807501e+00 1.014126439988781492e+00 2.293153348370711108e-04 4.786327470317607080e+00 5.762687569750078037e-02
6.500000000000000000e+01 3.152791673477452150e+02 3.868383242950161005e+00 1.013396755342564903e+00 2.328924436565625025e-04 4.786327470317607080e+00 5.762687569750078037e-02
6.600000000000000000e+01 3.199469515996896689e+02 3.926838107015192314e+00 1.012818515846786616e+00 2.365029067020055025e-04 4.786327470317607080e+00 5.762687569750078037e-02
6.700000000000000000e+01 3.245780096492190410e+02 3.984877668585241395e+00 1.012143012623990312e+00 2.400894065098909866e-04 4.786327470317607080e+00 5.762687569750078037e-02
