# n msd err cf err var err
1.000000000000000000e+00 4.786327470317608856e+00 5.762687569750080119e-02 1.000000000000000444e+00 0.000000000000000000e+00 4.786327470317607080e+00 5.762687569750078037e-02
2.000000000000000000e+00 8.114270928353652934e+00 9.772329824363019946e-02 8.476510412914991521e-01 2.960083809694157761e-06 4.786327470317607080e+00 5.762687569750078037e-02
3.000000000000000000e+00 1.198773561064226811e+01 1.444148280530555828e-01 8.348596904400550356e-01 5.833368488742999471e-06 4.786327470317607080e+00 5.762687569750078037e-02
4.000000000000000000e+00 1.527748532527045455e+01 1.840994958991135078e-01 7.979753485325505880e-01 8.367115595742023558e-06 4.786327470317607080e+00 5.762687569750078037e-02
5.000000000000000000e+00 1.899182788345403239e+01 2.289252281753398899e-01 7.935866486876121950e-01 1.109963250115867516e-05 4.786327470317607080e+00 5.762687569750078037e-02
6.000000000000000000e+00 2.240911961881600689e+01 2.701953832274962553e-01 7.803171205823979939e-01 1.364849338473493533e-05 4.786327470317607080e+00 5.762687569750078037e-02
7.000000000000000000e+00 2.609858015308089563e+01 3.147721662097491269e-01 7.789622871436890916e-01 1.635688780044367908e-05 4.786327470317607080e+00 5.762687569750078037e-02
8.000000000000000000e+00 2.960086452724137729e+01 3.571167522755748225e-01 7.730578588388236083e-01 1.894665518150256175e-05 4.786327470317607080e+00 5.762687569750078037e-02
9.000000000000000000e+00 3.330709941549828557e+01 4.019472865038123399e-01 7.732000885636602927e-01 2.166676208913378868e-05 4.786327470317607080e+00 5.762687569750078037e-02
1.000000000000000000e+01 3.686658182646955595e+01 4.450324652929302238e-01 7.702477955195823345e-01 2.429264636260692492e-05 4.786327470317607080e+00 5.762687569750078037e-02
1.100000000000000000e+01 4.050972493517483031e+01 4.891530015624961925e-01 7.694212921435779062e-01 2.697465372604167605e-05 4.786327470317607080e+00 5.762687569750078037e-02
1.200000000000000000e+01 4.402972260984443409e+01 5.318119097713916998e-01 7.665884905649582581e-01 2.957580557792097726e-05 4.786327470317607080e+00 5.762687569750078037e-02
1.300000000000000000e+01 4.769461870563191042e+01 5.762464273528714598e-01 7.665202279330658452e-01 3.227576135407690254e-05 4.786327470317607080e+00 5.762687569750078037e-02
1.400000000000000000e+01 5.126602505005428156e+01 6.195770737370462911e-01 7.650665264455346337e-01 3.491437812659154609e-05 4.786327470317607080e+00 5.762687569750078037e-02
1.500000000000000000e+01 5.496640950648635737e+01 6.644923202735739665e-01 7.656031316614578808e-01 3.764295641771972392e-05 4.786327470317607080e+00 5.762687569750078037e-02
1.600000000000000000e+01 5.856846003888058760e+01 7.082447754051641731e-01 7.647886140534246868e-01 4.030649116646343435e-05 4.786327470317607080e+00 5.762687569750078037e-02
1.700000000000000000e+01 6.223849133446412907e+01 7.528451949564239909e-01 7.649053994447593263e-01 4.301901513248350542e-05 4.786327470317607080e+00 5.762687569750078037e-02
1.800000000000000000e+01 6.582575027304778814e+01 7.964702710179606404e-01 7.640484586479340257e-01 4.567653130107215579e-05 4.786327470317607080e+00 5.762687569750078037e-02
1.900000000000000000e+01 6.949089384312246409e+01 8.410636249759957384e-01 7.641381598122876095e-01 4.839030089366834839e-05 4.786327470317607080e+00 5.762687569750078037e-02
2.000000000000000000e+01 7.314407733961247970e+01 8.855383905251718035e-01 7.640939508758565202e-01 5.109813305505204057e-05 4.786327470317607080e+00 5.762687569750078037e-02
2.100000000000000000e+01 7.686423296972486696e+01 9.308503690843252798e-01 7.647202563313156842e-01 5.385525713972261279e-05 4.786327470317607080e+00 5.762687569750078037e-02
2.200000000000000000e+01 8.059029699416001336e+01 9.762605908786091691e-01 7.653457354586908901e-01 5.661915996417808103e-05 4.786327470317607080e+00 5.762687569750078037e-02
2.300000000000000000e+01 8.432504115654877808e+01 1.021802740634642825e+00 7.659956741317505147e-01 5.939180265012872228e-05 4.786327470317607080e+00 5.762687569750078037e-02
2.400000000000000000e+01 8.800524146993723207e+01 1.066710609170698598e+00 7.661166278294913035e-01 6.212857399290114117e-05 4.786327470317607080e+00 5.762687569750078037e-02
2.500000000000000000e+01 9.174182774841310106e+01 1.112328623363380231e+00 7.666991305325405737e-01 6.490768629626295007e-05 4.786327470317607080e+00 5.762687569750078037e-02
2.600000000000000000e+01 9.541208135539342550e+01 1.157169075358662091e+00 7.667037952383125576e-01 6.764238247749212909e-05 4.786327470317607080e+00 5.762687569750078037e-02
2.700000000000000000e+01 9.904214263241127014e+01 1.201548417025886550e+00 7.663971025076368182e-01 7.035094529925414568e-05 4.786327470317607080e+00 5.762687569750078037e-02
2.800000000000000000e+01 1.026677138127663795e+02 1.245899508659130683e+00 7.660788125093213052e-01 7.305862850907544990e-05 4.786327470317607080e+00 5.762687569750078037e-02
2.900000000000000000e+01 1.062447763005884980e+02 1.289688002375160680e+00 7.654329960919400433e-01 7.573404945529436916e-05 4.786327470317607080e+00 5.762687569750078037e-02
3.000000000000000000e+01 1.098251560976781036e+02 1.333542705068333056e+00 7.648533367789703830e-01 7.841405320151162168e-05 4.786327470317607080e+00 5.762687569750078037e-02
3.100000000000000000e+01 1.133915517976511751e+02 1.377253544011970421e+00 7.642168272347437119e-01 8.108629658487173598e-05 4.786327470317607080e+00 5.762687569750078037e-02
3.200000000000000000e+01 1.169712635366439031e+02 1.421152088637558819e+00 7.637070401448238233e-01 8.377030211121471316e-05 4.786327470317607080e+00 5.762687569750078037e-02
3.300000000000000000e+01 1.204794812980846928e+02 1.464207806118598576e+00 7.627755090537026161e-01 8.640530259881465467e-05 4.786327470317607080e+00 5.762687569750078037e-02
3.400000000000000000e+01 1.240189441306447122e+02 1.507668935099637730e+00 7.620907734506611186e-01 8.906488415365180838e-05 4.786327470317607080e+00 5.762687569750078037e-02
3.500000000000000000e+01 1.275709082533698933e+02 1.551307915538300941e+00 7.615197906029529396e-01 9.173567616383432994e-05 4.786327470317607080e+00 5.762687569750078037e-02
3.600000000000000000e+01 1.311265736779074587e+02 1.595017874152597326e+00 7.610020097819630847e-01 9.441139147775905150e-05 4.786327470317607080e+00 5.762687569750078037e-02
3.700000000000000000e+01 1.345719759837467677e+02 1.637412216961194655e+00 7.598895927093366476e-01 9.700989792037776000e-05 4.786327470317607080e+00 5.762687569750078037e-02
3.800000000000000000e+01 1.380641012716646401e+02 1.680400489612178250e+00 7.590926123359148514e-01 9.964422724828604920e-05 4.786327470317607080e+00 5.762687569750078037e-02
3.900000000000000000e+01 1.414920336454798360e+02 1.722632856091606657e+00 7.579926123324501885e-01 1.022343718950852540e-04 4.786327470317607080e+00 5.762687569750078037e-02
4.000000000000000000e+01 1.449279610491915093e+02 1.764987787516309137e+00 7.569893720601116316e-01 1.048324091868318942e-04 4.786327470317607080e+00 5.762687569750078037e-02
4.100000000000000000e+01 1.484693846069407641e+02 1.808653162400956527e+00 7.565726593228729868e-01 1.075089772150582913e-04 4.786327470317607080e+00 5.762687569750078037e-02
4.200000000000000000e+01 1.519729963551382923e+02 1.851883864280591707e+00 7.559876956940083659e-01 1.101604505192886661e-04 4.786327470317607080e+00 5.762687569750078037e-02
4.300000000000000000e+01 1.554851826138283855e+02 1.895244931019711698e+00 7.554716015181917044e-01 1.128204122585473349e-04 4.786327470317607080e+00 5.762687569750078037e-02
4.400000000000000000e+01 1.590218302994454689e+02 1.938930197359745033e+00 7.550951181712093341e-01 1.155004297817156030e-04 4.786327470317607080e+00 5.762687569750078037e-02
4.500000000000000000e+01 1.625205933869689545e+02 1.982179562064608103e+00 7.545594747391970447e-01 1.181552367419039630e-04 4.786327470317607080e+00 5.762687569750078037e-02
4.600000000000000000e+01 1.660525837209259521e+02 2.025860220171423975e+00 7.541980357441631089e-01 1.208365109580526085e-04 4.786327470317607080e+00 5.762687569750078037e-02
4.700000000000000000e+01 1.695497100206558798e+02 2.069141599980472979e+00 7.536969965195422505e-01 1.234947322223424720e-04 4.786327470317607080e+00 5.762687569750078037e-02
4.800000000000000000e+01 1.730961594069744365e+02 2.113051060730351427e+00 7.534315213509629183e-01 1.261912133726324681e-04 4.786327470317607080e+00 5.762687569750078037e-02
4.900000000000000000e+01 1.766242317399855324e+02 2.156762488011509937e+00 7.530985249782123914e-01 1.288766589334867040e-04 4.786327470317607080e+00 5.762687569750078037e-02
5.000000000000000000e+01 1.801674325819573141e+02 2.200684975701626911e+00 7.528420639802229086e-01 1.315755090097317840e-04 4.786327470317607080e+00 5.762687569750078037e-02
5.100000000000000000e+01 1.836986169967363196e+02 2.244487059366715442e+00 7.525464333437383857e-01 1.342679573742732899e-04 4.786327470317607080e+00 5.762687569750078037e-02
5.200000000000000000e+01 1.872765210670987130e+02 2.288886513200419248e+00 7.524498859129845618e-01 1.369969544995577220e-04 4.786327470317607080e+00 5.762687569750078037e-02
