# AtomId eventId barrier
2.540000000000000000e+02 1.117696000000000000e+06 6.916330000000000533e-01
3.050000000000000000e+02 1.081140000000000000e+06 5.155929999999999680e-01
7.750000000000000000e+02 1.291630000000000000e+06 8.379699999999999926e-01
9.550000000000000000e+02 2.631680000000000000e+05 4.198810000000000042e-01
9.750000000000000000e+02 8.287320000000000000e+05 1.130441999999999947e+00
9.830000000000000000e+02 9.561260000000000000e+05 5.817379999999999773e-01
2.540000000000000000e+02 8.794820000000000000e+05 9.023400000000000309e-01
7.300000000000000000e+02 2.622960000000000000e+05 8.240220000000000322e-01
7.300000000000000000e+02 3.359860000000000000e+05 4.715146999999999977e+00
7.300000000000000000e+02 8.431020000000000000e+05 1.168544999999999945e+00
9.550000000000000000e+02 1.018806000000000000e+06 1.042132000000000058e+00
9.750000000000000000e+02 1.060484000000000000e+06 1.071221999999999897e+00
6.540000000000000000e+02 4.855530000000000000e+05 7.004879999999999995e-01
6.540000000000000000e+02 4.296480000000000000e+05 1.240439000000000069e+00
6.570000000000000000e+02 1.074311000000000000e+06 6.702289999999999637e-01
6.780000000000000000e+02 6.067700000000000000e+05 1.042116000000000042e+00
6.780000000000000000e+02 9.549950000000000000e+05 1.348824000000000023e+00
7.300000000000000000e+02 6.376130000000000000e+05 8.542830000000000146e-01
7.750000000000000000e+02 6.165090000000000000e+05 1.119833000000000078e+00
9.750000000000000000e+02 4.424210000000000000e+05 8.845790000000000042e-01
9.750000000000000000e+02 5.795020000000000000e+05 8.042629999999999502e-01
3.350000000000000000e+02 5.957580000000000000e+05 7.047919999999999741e-01
6.570000000000000000e+02 4.173240000000000000e+05 8.541480000000000183e-01
7.750000000000000000e+02 2.736530000000000000e+05 1.129394000000000009e+00
7.750000000000000000e+02 7.188600000000000000e+04 1.816926999999999959e+00
3.050000000000000000e+02 9.219170000000000000e+05 6.158810000000000118e-01
9.750000000000000000e+02 7.589210000000000000e+05 5.419279999999999653e-01
6.570000000000000000e+02 9.764930000000000000e+05 7.557930000000000481e-01
9.750000000000000000e+02 9.425530000000000000e+05 3.635550000000000170e-01
1.012000000000000000e+03 4.957100000000000000e+05 5.756539999999999990e-01
1.012000000000000000e+03 4.007200000000000000e+04 1.021756000000000109e+00
3.050000000000000000e+02 4.138390000000000000e+05 6.098799999999999777e-01
9.750000000000000000e+02 1.248772000000000000e+06 5.205870000000000219e-01
9.750000000000000000e+02 9.256060000000000000e+05 1.030918999999999919e+00
1.450000000000000000e+02 1.095361000000000000e+06 5.287429999999999630e-01
1.450000000000000000e+02 5.767100000000000000e+05 1.065676000000000068e+00
4.870000000000000000e+02 1.023394000000000000e+06 3.514419999999999766e-01
9.640000000000000000e+02 1.147552000000000000e+06 4.275209999999999844e-01
3.050000000000000000e+02 8.137880000000000000e+05 6.130590000000000206e-01
9.750000000000000000e+02 3.258230000000000000e+05 6.068940000000000445e-01
3.350000000000000000e+02 5.957580000000000000e+05 7.309879999999999711e-01
6.570000000000000000e+02 1.257825000000000000e+06 7.833750000000000435e-01
7.750000000000000000e+02 2.736530000000000000e+05 1.170001000000000069e+00
7.750000000000000000e+02 7.188600000000000000e+04 1.864503000000000021e+00
9.750000000000000000e+02 2.385330000000000000e+05 8.167489999999999473e-01
9.750000000000000000e+02 1.267113000000000000e+06 1.444744999999999946e+00
2.310000000000000000e+02 1.225450000000000000e+06 5.127829999999999888e-01
3.350000000000000000e+02 5.491680000000000000e+05 6.122809999999999642e-01
3.670000000000000000e+02 1.205600000000000000e+04 2.541019999999999945e-01
5.890000000000000000e+02 1.206980000000000000e+05 8.494930000000000536e-01
7.950000000000000000e+02 5.956510000000000000e+05 5.579549999999999788e-01
1.205000000000000000e+03 6.422580000000000000e+05 5.060130000000000461e-01
2.910000000000000000e+02 3.715000000000000000e+04 7.055780000000000385e-01
3.510000000000000000e+02 7.466820000000000000e+05 9.505569999999999853e-01
3.670000000000000000e+02 1.147003000000000000e+06 6.369660000000000322e-01
3.670000000000000000e+02 2.664200000000000000e+04 1.240421999999999914e+00
5.890000000000000000e+02 5.422000000000000000e+03 8.118969999999999798e-01
1.205000000000000000e+03 1.215821000000000000e+06 8.605129999999999724e-01
2.910000000000000000e+02 3.715000000000000000e+04 7.055810000000000137e-01
3.510000000000000000e+02 7.466820000000000000e+05 9.505569999999999853e-01
3.670000000000000000e+02 4.469250000000000000e+05 6.377439999999999776e-01
3.670000000000000000e+02 2.664200000000000000e+04 1.240421999999999914e+00
5.890000000000000000e+02 5.422000000000000000e+03 8.118980000000000086e-01
1.205000000000000000e+03 1.215821000000000000e+06 8.605120000000000546e-01
2.300000000000000000e+01 5.060800000000000000e+05 5.343050000000000299e-01
3.670000000000000000e+02 2.754210000000000000e+05 8.228969999999999896e-01
3.670000000000000000e+02 1.097420000000000000e+05 1.402238000000000095e+00
5.890000000000000000e+02 5.506600000000000000e+04 4.025569999999999982e-01
1.205000000000000000e+03 1.925850000000000000e+05 8.224280000000000479e-01
3.510000000000000000e+02 2.824000000000000000e+05 2.972110000000000030e-01
2.300000000000000000e+01 4.272620000000000000e+05 9.015779999999999905e-01
2.300000000000000000e+01 9.420330000000000000e+05 3.978585999999999956e+00
2.300000000000000000e+01 5.887480000000000000e+05 1.244820000000000038e+00
3.510000000000000000e+02 5.691310000000000000e+05 5.921699999999999742e-01
5.890000000000000000e+02 4.831910000000000000e+05 6.275150000000000450e-01
2.300000000000000000e+01 5.060800000000000000e+05 5.344179999999999486e-01
3.670000000000000000e+02 2.754210000000000000e+05 8.228809999999999736e-01
3.670000000000000000e+02 1.097420000000000000e+05 1.403369000000000089e+00
5.890000000000000000e+02 1.052254000000000000e+06 4.030730000000000146e-01
1.205000000000000000e+03 1.925850000000000000e+05 8.224270000000000191e-01
3.510000000000000000e+02 2.824000000000000000e+05 2.970360000000000222e-01
2.300000000000000000e+01 5.060800000000000000e+05 5.344179999999999486e-01
3.670000000000000000e+02 2.754210000000000000e+05 8.228830000000000311e-01
3.670000000000000000e+02 1.097420000000000000e+05 1.403367000000000031e+00
5.890000000000000000e+02 1.052254000000000000e+06 4.030719999999999859e-01
1.205000000000000000e+03 1.925850000000000000e+05 8.224280000000000479e-01
3.510000000000000000e+02 2.824000000000000000e+05 2.970260000000000122e-01
2.300000000000000000e+01 4.272620000000000000e+05 9.015769999999999618e-01
2.300000000000000000e+01 9.420330000000000000e+05 3.977357000000000031e+00
2.300000000000000000e+01 5.887480000000000000e+05 1.244818999999999898e+00
3.510000000000000000e+02 5.691310000000000000e+05 5.921729999999999494e-01
5.890000000000000000e+02 4.831910000000000000e+05 6.275150000000000450e-01
3.510000000000000000e+02 2.824000000000000000e+05 2.970320000000000182e-01
2.300000000000000000e+01 4.272620000000000000e+05 9.015720000000000400e-01
2.300000000000000000e+01 9.420330000000000000e+05 3.977367000000000097e+00
2.300000000000000000e+01 5.887480000000000000e+05 1.244820000000000038e+00
3.510000000000000000e+02 5.691310000000000000e+05 5.921729999999999494e-01
5.890000000000000000e+02 4.831910000000000000e+05 6.275140000000000162e-01
3.510000000000000000e+02 2.824000000000000000e+05 2.970300000000000162e-01
2.300000000000000000e+01 4.272620000000000000e+05 9.015760000000000440e-01
