# bin_edges hist err
5.907837911587943396e-08 2.121744932600943230e+02 1.241657304845955778e+01
1.068000432514575467e-07 4.019457722537077338e+00 1.271064136197027183e+00
1.930697728883249708e-07 4.791504301654967435e+02 1.032162900882035395e+01
3.490254878959579243e-07 6.088172508405841654e+02 8.653351600591062009e+00
6.309573444801929638e-07 1.135249012615963466e+03 8.788505183683366084e+00
1.140624923851320228e-06 2.633120095630169089e+03 9.954818632857373117e+00
2.061986009502219260e-06 7.895900573252409913e+02 4.054407766660538925e+00
3.727593720314938057e-06 2.721883944247286308e+03 5.598735658545786364e+00
6.738627168030940877e-06 2.057241475828013336e+03 3.620148353499896388e+00
1.218187912010114744e-05 1.975150644503799413e+03 2.638228553247083052e+00
2.202201949987373474e-05 1.854697978539537189e+03 1.901417447421338336e+00
3.981071705534969458e-05 1.797194273709080790e+03 1.392088865689851129e+00
7.196856730011514085e-05 1.586905168043412687e+03 9.729118777247469652e-01
1.301025216910830151e-04 1.368857694685566003e+03 6.720564297247717533e-01
2.351952635070956471e-04 1.033620287802169969e+03 4.343458472374308044e-01
4.251786303382885782e-04 4.843402731969186448e+02 2.211357831321686951e-01
7.686246100397730154e-04 1.764882567966379554e+02 9.928192991484598162e-02
1.389495494373136101e-03 6.276729635058675427e+01 4.403597195448007151e-02
2.511886431509576835e-03 2.009706101766487407e+01 1.853257312198643841e-02
4.540909610972469757e-03 6.138924188060697062e+00 7.618055868132046597e-03
8.208914159638244779e-03 1.835833500755495340e+00 3.098441030033101829e-03
1.483981788967563172e-02 5.120247443358572070e-01 1.217028184056374515e-03
2.682695795279721809e-02 1.402345313113089464e-01 4.737085421208538354e-04
4.849693428528190769e-02 3.299101316940696721e-02 1.708874347603269069e-04
8.767123872968668463e-02 7.849017061119905811e-03 6.199383626302757690e-05
1.584893192461110933e-01 1.838301505157852915e-03 2.231402000992501524e-05
2.865120269663776198e-01 1.225601658906131416e-04 4.285215708842871350e-06
5.179474679231201861e-01 3.403908537672180952e-04 5.311479758167294448e-06
9.363292088239397737e-01 7.477635357327412397e-05 1.851557922527771430e-06
1.692666615037872635e+00 1.268053185431207733e-07 5.670906243418652949e-08
