step time ezz temp pe pxx pyy szz vol
0 0 0 1866 -5928.50919615009 22579.0159406263 23100.3174835398 -2.30540287715841 15416.5292932205
10 0.05 0 1624.37289634655 -5885.6829289357 35053.2762250377 35323.3010804969 -3.60062067141315 15416.6298492149
20 0.1 0 1016.25707686313 -5777.84974352927 68778.7288374171 68989.9057137631 -7.03138568334572 15417.0311483619
30 0.15 0 529.985877359154 -5691.61913148618 94516.5772116694 95029.2867642615 -9.71049980415878 15417.983572455
40 0.2 0 539.098542106615 -5693.28896974543 91025.6937914284 92321.0728954956 -9.45647192476612 15419.6805183305
50 0.25 0 756.810381061135 -5731.85651261333 74565.8742334499 76326.2264573686 -7.82309013142501 15422.107571223
60 0.3 0 874.303000807627 -5752.5344157111 67527.8940239908 68571.6175857493 -7.05544455986101 15425.1472533848
70 0.35 0 864.325961791113 -5750.56206037853 70578.3267985808 69431.5056480999 -7.24591619539646 15428.7369042792
80 0.4 0 830.113929838737 -5744.29553482863 75284.0993164265 71849.2949757083 -7.59017964113784 15432.8848771593
90 0.45 0 856.733249421897 -5748.81277664979 75513.8653082132 71070.5103169807 -7.45004450148966 15437.613824387
100 0.5 0 940.281237711669 -5763.37367211458 70946.7864634564 67217.0679673502 -6.76090024039387 15442.9165637955
110 0.55 0 1018.3206639011 -5776.88551381497 65466.1896443788 63444.935257144 -6.02451754353792 15448.7528682169
120 0.6 0 1033.66856619224 -5779.23776780697 63377.2751630815 63066.000908273 -5.81071063324517 15455.0793695483
130 0.65 0 979.719447347266 -5769.33003443306 65189.3230900407 66377.427090303 -6.16354237075615 15461.8822123551
140 0.7 0 912.956395254625 -5757.21833941486 67426.1048472393 69457.9192795957 -6.61467187070111 15469.1801797269
150 0.75 0 900.668910389552 -5754.81760132345 66051.6889748583 68096.2265241583 -6.71469808403044 15476.9948077037
160 0.8 0 943.967640733698 -5762.27046777463 61695.7875700948 63121.3843056728 -6.38888315624181 15485.3195057474
170 0.85 0 997.991856828859 -5771.58736168947 57149.7674277244 58132.2915765884 -5.8983279743138 15494.1200493915
180 0.9 0 1015.69896355708 -5774.44832442903 54799.5174927116 55499.2267723486 -5.5987890663865 15503.3567959772
190 0.95 0 981.756117447165 -5768.18012310623 55655.1484232199 55975.2375679354 -5.56900854128295 15513.0062612952
200 1 0 935.66509471065 -5759.81977925782 57865.5423769338 57178.9454212035 -5.59476053028004 15523.0671100087
210 1.05 0 919.185503817188 -5756.75310084081 57953.6447510689 56375.895920559 -5.44596372292476 15533.5443860665
220 1.1 0 944.428073013819 -5761.08967240758 54785.1953897846 53280.0316770205 -5.15843640725871 15544.4286447833
230 1.15 0 983.405085824553 -5767.83976427261 50707.8094297011 50055.414544385 -4.917374162895 15555.6931402895
240 1.2 0 994.247598527928 -5769.58737740965 48123.6715628697 48947.0559037358 -4.78342415709489 15567.3089328723
250 1.25 0 969.472636492014 -5765.03608822832 47656.4910944748 49723.4283698025 -4.77878383718996 15579.2586510005
260 1.3 0 942.226027205442 -5760.07761068842 47555.8247420272 49924.4808177153 -4.812242096442 15591.5377209292
270 1.35 0 942.619754513409 -5760.03853283499 46029.0978913847 48482.496637842 -4.71924603487828 15604.1419054204
280 1.4 0 961.114340056714 -5763.18995017945 43458.2772443784 45733.4136027522 -4.45470324030744 15617.0559335981
290 1.45 0 974.786730822729 -5765.46095526663 41617.2827855673 42565.6373068695 -4.18687288228318 15630.2540120421
300 1.5 0 964.82133643921 -5763.52518405401 41697.5402052094 40736.2165261821 -4.0842724720972 15643.7110383336
310 1.55 0 940.999454091776 -5759.14490017551 42617.3162148867 40230.3166697946 -4.06892102132031 15657.4136027352
320 1.6 0 929.008358902443 -5756.87331820089 42238.5094817543 39360.4252982562 -3.95535551924374 15671.3555802816
330 1.65 0 934.284726376711 -5757.64895317673 39312.8629581538 37247.904486377 -3.65782042530986 15685.523884957
340 1.7 0 950.058752165554 -5760.24684147738 35078.2964960965 34473.6789108269 -3.32299086600775 15699.8912313963
350 1.75 0 963.909964446518 -5762.46505239433 30974.9874849309 31837.9181083297 -3.08947462453616 15714.4236428226
360 1.8 0 963.771395687624 -5762.17260284416 28118.9891095889 30204.1054855429 -2.93053986693887 15729.0902529337
