# AtomId eventId barrier
1.794000000000000000e+03 6.974060000000000000e+05 1.783384000000000080e+00
2.170000000000000000e+03 6.974060000000000000e+05 1.783384000000000080e+00
2.944000000000000000e+03 6.974060000000000000e+05 1.783384000000000080e+00
3.103000000000000000e+03 6.974060000000000000e+05 1.783384000000000080e+00
3.138000000000000000e+03 6.974060000000000000e+05 1.783384000000000080e+00
5.593000000000000000e+03 6.974060000000000000e+05 1.783384000000000080e+00
5.751000000000000000e+03 6.974060000000000000e+05 1.783384000000000080e+00
5.784000000000000000e+03 6.974060000000000000e+05 1.783384000000000080e+00
8.680000000000000000e+03 6.974060000000000000e+05 1.783384000000000080e+00
9.265000000000000000e+03 6.974060000000000000e+05 1.783384000000000080e+00
1.017900000000000000e+04 6.974060000000000000e+05 1.783384000000000080e+00
1.336700000000000000e+04 6.974060000000000000e+05 1.783384000000000080e+00
1.039000000000000000e+03 6.974060000000000000e+05 1.783355000000000024e+00
1.114000000000000000e+03 6.974060000000000000e+05 1.783258000000000010e+00
1.794000000000000000e+03 6.974060000000000000e+05 1.783314000000000066e+00
2.065000000000000000e+03 6.974060000000000000e+05 1.783257000000000092e+00
3.403000000000000000e+03 6.974060000000000000e+05 1.783250000000000002e+00
9.907000000000000000e+03 6.974060000000000000e+05 1.783354000000000106e+00
1.152300000000000000e+04 6.974060000000000000e+05 1.783355000000000024e+00
1.166200000000000000e+04 6.974060000000000000e+05 1.783355000000000024e+00
3.099000000000000000e+03 6.974060000000000000e+05 1.783304999999999918e+00
5.746000000000000000e+03 6.974060000000000000e+05 1.783392000000000088e+00
8.978000000000000000e+03 6.974060000000000000e+05 1.783293000000000017e+00
9.016000000000000000e+03 6.974060000000000000e+05 1.783395000000000064e+00
1.149100000000000000e+04 6.974060000000000000e+05 1.783357999999999999e+00
1.165000000000000000e+04 6.974060000000000000e+05 1.783352999999999966e+00
1.166200000000000000e+04 6.974060000000000000e+05 1.783384000000000080e+00
1.207900000000000000e+04 6.974060000000000000e+05 1.783301000000000025e+00
3.099000000000000000e+03 6.974060000000000000e+05 1.783273000000000108e+00
3.190000000000000000e+03 6.974060000000000000e+05 1.783365000000000089e+00
5.751000000000000000e+03 6.974060000000000000e+05 1.783233999999999986e+00
6.564000000000000000e+03 6.974060000000000000e+05 1.783226999999999896e+00
6.604000000000000000e+03 6.974060000000000000e+05 1.783365000000000089e+00
8.724000000000000000e+03 6.974060000000000000e+05 1.783366999999999924e+00
1.328900000000000000e+04 6.974060000000000000e+05 1.783228999999999953e+00
1.335100000000000000e+04 6.974060000000000000e+05 1.783368000000000064e+00
3.804000000000000000e+03 6.974060000000000000e+05 1.782867999999999897e+00
4.359000000000000000e+03 6.974060000000000000e+05 1.782867999999999897e+00
5.593000000000000000e+03 6.974060000000000000e+05 1.783408000000000104e+00
6.604000000000000000e+03 6.974060000000000000e+05 1.783206999999999987e+00
8.485000000000000000e+03 6.974060000000000000e+05 1.783301999999999943e+00
9.900000000000000000e+03 6.974060000000000000e+05 1.783403000000000072e+00
1.058200000000000000e+04 6.974060000000000000e+05 1.782823999999999964e+00
1.336700000000000000e+04 6.974060000000000000e+05 1.783309000000000033e+00
2.944000000000000000e+03 6.974060000000000000e+05 1.783379000000000048e+00
3.099000000000000000e+03 6.974060000000000000e+05 1.783239999999999936e+00
3.190000000000000000e+03 6.974060000000000000e+05 1.783368999999999982e+00
5.746000000000000000e+03 6.974060000000000000e+05 1.783368999999999982e+00
5.751000000000000000e+03 6.974060000000000000e+05 1.783239000000000019e+00
6.564000000000000000e+03 6.974060000000000000e+05 1.783231999999999928e+00
6.604000000000000000e+03 6.974060000000000000e+05 1.783369999999999900e+00
8.724000000000000000e+03 6.974060000000000000e+05 1.783371999999999957e+00
9.016000000000000000e+03 6.974060000000000000e+05 1.783371000000000040e+00
9.907000000000000000e+03 6.974060000000000000e+05 1.783379000000000048e+00
1.328900000000000000e+04 6.974060000000000000e+05 1.783233999999999986e+00
1.335100000000000000e+04 6.974060000000000000e+05 1.783373000000000097e+00
3.804000000000000000e+03 6.974060000000000000e+05 1.782871000000000095e+00
4.005000000000000000e+03 6.974060000000000000e+05 1.783306999999999976e+00
4.743000000000000000e+03 6.974060000000000000e+05 1.783398999999999957e+00
7.781000000000000000e+03 6.974060000000000000e+05 1.783403999999999989e+00
8.978000000000000000e+03 6.974060000000000000e+05 1.782874000000000070e+00
9.016000000000000000e+03 6.974060000000000000e+05 1.783212999999999937e+00
1.066900000000000000e+04 6.974060000000000000e+05 1.782829999999999915e+00
1.149100000000000000e+04 6.974060000000000000e+05 1.783311000000000091e+00
1.335100000000000000e+04 6.974070000000000000e+05 1.783344000000000040e+00
2.931000000000000000e+03 6.974060000000000000e+05 1.783403000000000072e+00
2.944000000000000000e+03 6.974060000000000000e+05 1.783441999999999972e+00
3.804000000000000000e+03 6.974060000000000000e+05 1.782823000000000047e+00
4.710000000000000000e+03 6.974060000000000000e+05 1.782704000000000066e+00
4.743000000000000000e+03 6.974060000000000000e+05 1.783409999999999940e+00
5.593000000000000000e+03 6.974060000000000000e+05 1.783396999999999899e+00
6.125000000000000000e+03 6.974060000000000000e+05 1.782683000000000018e+00
6.604000000000000000e+03 6.974060000000000000e+05 1.782720000000000082e+00
7.254000000000000000e+03 6.974060000000000000e+05 1.783400000000000096e+00
7.781000000000000000e+03 6.974060000000000000e+05 1.783412999999999915e+00
9.900000000000000000e+03 6.974060000000000000e+05 1.783393000000000006e+00
1.335100000000000000e+04 6.974060000000000000e+05 1.783444999999999947e+00
7.080000000000000000e+02 6.974060000000000000e+05 1.782759999999999900e+00
4.710000000000000000e+03 6.974060000000000000e+05 1.782756999999999925e+00
5.612000000000000000e+03 6.974060000000000000e+05 1.783447999999999922e+00
6.050000000000000000e+03 6.974060000000000000e+05 1.783422000000000063e+00
6.181000000000000000e+03 6.974060000000000000e+05 1.782780999999999949e+00
7.254000000000000000e+03 6.974070000000000000e+05 1.783477999999999897e+00
7.781000000000000000e+03 6.974080000000000000e+05 1.783487000000000045e+00
8.184000000000000000e+03 6.974060000000000000e+05 1.783417999999999948e+00
1.066900000000000000e+04 6.974060000000000000e+05 1.782794999999999908e+00
1.322600000000000000e+04 6.974060000000000000e+05 1.783447000000000005e+00
1.563000000000000000e+03 6.974060000000000000e+05 1.783211000000000102e+00
4.710000000000000000e+03 6.974060000000000000e+05 1.783522999999999969e+00
4.743000000000000000e+03 6.974060000000000000e+05 1.783238000000000101e+00
4.769000000000000000e+03 6.974060000000000000e+05 1.783468000000000053e+00
5.181000000000000000e+03 6.974060000000000000e+05 1.782979000000000092e+00
5.690000000000000000e+03 6.974060000000000000e+05 1.782945999999999920e+00
6.125000000000000000e+03 6.974060000000000000e+05 1.782991999999999910e+00
6.181000000000000000e+03 6.974060000000000000e+05 1.783512999999999904e+00
7.254000000000000000e+03 6.974060000000000000e+05 1.783506000000000036e+00
8.184000000000000000e+03 6.974060000000000000e+05 1.783226999999999896e+00
9.900000000000000000e+03 6.974060000000000000e+05 1.783217000000000052e+00
1.219500000000000000e+04 6.974060000000000000e+05 1.783489000000000102e+00
1.347000000000000000e+03 6.974060000000000000e+05 1.783401000000000014e+00
1.563000000000000000e+03 6.974060000000000000e+05 1.783320999999999934e+00
2.485000000000000000e+03 6.974060000000000000e+05 1.783333000000000057e+00
3.334000000000000000e+03 6.974060000000000000e+05 1.783323999999999909e+00
4.777000000000000000e+03 6.974060000000000000e+05 1.783217000000000052e+00
1.079300000000000000e+04 6.974060000000000000e+05 1.783392000000000088e+00
1.088300000000000000e+04 6.974060000000000000e+05 1.783228000000000035e+00
1.125300000000000000e+04 6.974060000000000000e+05 1.783225999999999978e+00
9.600000000000000000e+02 6.974060000000000000e+05 1.783214999999999995e+00
1.347000000000000000e+03 6.974060000000000000e+05 1.783379000000000048e+00
4.769000000000000000e+03 6.974060000000000000e+05 1.783395000000000064e+00
4.974000000000000000e+03 6.974060000000000000e+05 1.783217000000000052e+00
5.883000000000000000e+03 6.974060000000000000e+05 1.783376000000000072e+00
6.181000000000000000e+03 6.974060000000000000e+05 1.783395000000000064e+00
8.184000000000000000e+03 6.974060000000000000e+05 1.783223000000000003e+00
9.729000000000000000e+03 6.974060000000000000e+05 1.783384000000000080e+00
1.079300000000000000e+04 6.974060000000000000e+05 1.783376000000000072e+00
1.125300000000000000e+04 6.974060000000000000e+05 1.783239000000000019e+00
1.191100000000000000e+04 6.974060000000000000e+05 1.783387999999999973e+00
1.207800000000000000e+04 6.974060000000000000e+05 1.783376999999999990e+00
1.347000000000000000e+03 6.974060000000000000e+05 1.783327000000000107e+00
1.563000000000000000e+03 6.974060000000000000e+05 1.782893999999999979e+00
2.931000000000000000e+03 6.974060000000000000e+05 1.782850000000000046e+00
3.573000000000000000e+03 6.974060000000000000e+05 1.782885000000000053e+00
6.050000000000000000e+03 6.974060000000000000e+05 1.783400000000000096e+00
6.125000000000000000e+03 6.974060000000000000e+05 1.783301000000000025e+00
6.181000000000000000e+03 6.974060000000000000e+05 1.783247000000000027e+00
7.254000000000000000e+03 6.974060000000000000e+05 1.783301000000000025e+00
7.581000000000000000e+03 6.974060000000000000e+05 1.783401000000000014e+00
8.184000000000000000e+03 6.974060000000000000e+05 1.783433000000000046e+00
1.125300000000000000e+04 6.974060000000000000e+05 1.783430000000000071e+00
1.207800000000000000e+04 6.974060000000000000e+05 1.783323999999999909e+00
7.080000000000000000e+02 6.974060000000000000e+05 1.783312999999999926e+00
2.931000000000000000e+03 6.974070000000000000e+05 1.783395999999999981e+00
3.573000000000000000e+03 6.974070000000000000e+05 1.783398000000000039e+00
5.612000000000000000e+03 6.974060000000000000e+05 1.783376999999999990e+00
6.021000000000000000e+03 6.974060000000000000e+05 1.783377999999999908e+00
6.050000000000000000e+03 6.974060000000000000e+05 1.783565999999999985e+00
7.838000000000000000e+03 6.974060000000000000e+05 1.783331999999999917e+00
9.634000000000000000e+03 6.974060000000000000e+05 1.783328999999999942e+00
1.003300000000000000e+04 6.974060000000000000e+05 1.783298999999999968e+00
1.055200000000000000e+04 6.974060000000000000e+05 1.783311000000000091e+00
1.347000000000000000e+03 6.974060000000000000e+05 1.783350999999999908e+00
3.573000000000000000e+03 6.974060000000000000e+05 1.783230000000000093e+00
5.248000000000000000e+03 6.974060000000000000e+05 1.783349000000000073e+00
5.825000000000000000e+03 6.974060000000000000e+05 1.782834000000000030e+00
6.050000000000000000e+03 6.974060000000000000e+05 1.783403000000000072e+00
7.581000000000000000e+03 6.974060000000000000e+05 1.782874000000000070e+00
7.838000000000000000e+03 6.974060000000000000e+05 1.783371000000000040e+00
1.055200000000000000e+04 6.974060000000000000e+05 1.783395000000000064e+00
1.191100000000000000e+04 6.974060000000000000e+05 1.783371999999999957e+00
1.207800000000000000e+04 6.974060000000000000e+05 1.783379000000000048e+00
1.287200000000000000e+04 6.974060000000000000e+05 1.782872000000000012e+00
1.338800000000000000e+04 6.974060000000000000e+05 1.783366000000000007e+00
3.573000000000000000e+03 6.974060000000000000e+05 1.783390999999999948e+00
6.021000000000000000e+03 6.974060000000000000e+05 1.783282999999999952e+00
7.838000000000000000e+03 6.974060000000000000e+05 1.783528000000000002e+00
9.596000000000000000e+03 6.974060000000000000e+05 1.783384999999999998e+00
9.776000000000000000e+03 6.974060000000000000e+05 1.783271000000000051e+00
9.866000000000000000e+03 6.974060000000000000e+05 1.783379999999999965e+00
1.003300000000000000e+04 6.974060000000000000e+05 1.783327000000000107e+00
1.055200000000000000e+04 6.974060000000000000e+05 1.783330000000000082e+00
1.107200000000000000e+04 6.974060000000000000e+05 1.783277999999999919e+00
1.287200000000000000e+04 6.974060000000000000e+05 1.783387999999999973e+00
1.337300000000000000e+04 6.974060000000000000e+05 1.783325000000000049e+00
1.338800000000000000e+04 6.974060000000000000e+05 1.783325000000000049e+00
1.347000000000000000e+03 6.974060000000000000e+05 1.783350999999999908e+00
3.573000000000000000e+03 6.974060000000000000e+05 1.782874000000000070e+00
5.248000000000000000e+03 6.974060000000000000e+05 1.783349000000000073e+00
5.825000000000000000e+03 6.974060000000000000e+05 1.782834999999999948e+00
6.050000000000000000e+03 6.974060000000000000e+05 1.783403999999999989e+00
7.581000000000000000e+03 6.974060000000000000e+05 1.782874000000000070e+00
7.838000000000000000e+03 6.974060000000000000e+05 1.783371000000000040e+00
1.055200000000000000e+04 6.974060000000000000e+05 1.783395000000000064e+00
1.191100000000000000e+04 6.974060000000000000e+05 1.783371999999999957e+00
1.207800000000000000e+04 6.974060000000000000e+05 1.783379000000000048e+00
1.287200000000000000e+04 6.974060000000000000e+05 1.782872000000000012e+00
1.338800000000000000e+04 6.974060000000000000e+05 1.783366000000000007e+00
2.931000000000000000e+03 6.974060000000000000e+05 1.783280999999999894e+00
5.407000000000000000e+03 6.974060000000000000e+05 1.783268999999999993e+00
8.951000000000000000e+03 6.974060000000000000e+05 1.783301000000000025e+00
9.596000000000000000e+03 6.974060000000000000e+05 1.783350999999999908e+00
9.634000000000000000e+03 6.974060000000000000e+05 1.783300000000000107e+00
1.055200000000000000e+04 6.974060000000000000e+05 1.783533000000000035e+00
1.107200000000000000e+04 6.974060000000000000e+05 1.783274000000000026e+00
1.240100000000000000e+04 6.974060000000000000e+05 1.783347000000000016e+00
1.313000000000000000e+03 6.974060000000000000e+05 1.783373000000000097e+00
2.170000000000000000e+03 6.974060000000000000e+05 1.783363000000000032e+00
2.857000000000000000e+03 6.974060000000000000e+05 1.783236999999999961e+00
5.407000000000000000e+03 6.974060000000000000e+05 1.783279000000000059e+00
5.573000000000000000e+03 6.974060000000000000e+05 1.783226999999999896e+00
5.784000000000000000e+03 6.974060000000000000e+05 1.783239999999999936e+00
6.778000000000000000e+03 6.974060000000000000e+05 1.783363000000000032e+00
8.951000000000000000e+03 6.974060000000000000e+05 1.783381000000000105e+00
9.596000000000000000e+03 6.974060000000000000e+05 1.783368999999999982e+00
9.634000000000000000e+03 6.974060000000000000e+05 1.783381000000000105e+00
1.091900000000000000e+04 6.974060000000000000e+05 1.783374000000000015e+00
1.240100000000000000e+04 6.974060000000000000e+05 1.783366999999999924e+00
7.630000000000000000e+02 6.974060000000000000e+05 1.783401999999999932e+00
1.313000000000000000e+03 6.974060000000000000e+05 1.783333000000000057e+00
1.794000000000000000e+03 6.974060000000000000e+05 1.783306999999999976e+00
2.170000000000000000e+03 6.974060000000000000e+05 1.783198000000000061e+00
3.103000000000000000e+03 6.974060000000000000e+05 1.782815999999999956e+00
3.138000000000000000e+03 6.974060000000000000e+05 1.783409000000000022e+00
5.573000000000000000e+03 6.974060000000000000e+05 1.783433000000000046e+00
5.784000000000000000e+03 6.974060000000000000e+05 1.783436999999999939e+00
6.599000000000000000e+03 6.974060000000000000e+05 1.783293999999999935e+00
8.951000000000000000e+03 6.974060000000000000e+05 1.783334999999999892e+00
9.098000000000000000e+03 6.974060000000000000e+05 1.782863000000000087e+00
9.265000000000000000e+03 6.974060000000000000e+05 1.782859999999999889e+00
1.039000000000000000e+03 6.974060000000000000e+05 1.783214999999999995e+00
1.794000000000000000e+03 6.974060000000000000e+05 1.783403000000000072e+00
2.065000000000000000e+03 6.974060000000000000e+05 1.783398000000000039e+00
2.316000000000000000e+03 6.974060000000000000e+05 1.783395999999999981e+00
5.573000000000000000e+03 6.974060000000000000e+05 1.783360000000000056e+00
5.784000000000000000e+03 6.974060000000000000e+05 1.783357000000000081e+00
