# time Ni NiV
0.000000000000000000e+00 3.977162362409449208e-13 9.891337163253594673e-14
2.127000000000000050e-15 2.037323934727338672e-03 2.571581178921381993e-07
1.907999999999999948e-12 3.899782111241392908e-03 2.482617617692031864e-06
2.662000000000000168e-12 6.043466618354500358e-03 5.262963052901107172e-06
5.280000000000000120e-12 3.899782083479724944e-03 2.482617617692031864e-06
5.367999999999999745e-12 6.043583783355462903e-03 5.260617248178873846e-06
7.128000000000000324e-12 7.935719932129462958e-03 5.854815637800341224e-06
7.279000000000000791e-12 6.043482306232367783e-03 5.220586780304579015e-06
7.772999999999999292e-12 3.901336582423270243e-03 5.860397106550597804e-06
8.711999999999999229e-12 5.853047114625509716e-03 7.016868264408844773e-06
9.415999999999999460e-12 3.901336583380149350e-03 5.860250249884359869e-06
9.628000000000000576e-12 6.064380210137712210e-03 5.094453291729165098e-06
1.002999999999999987e-11 8.090663983282796873e-03 3.794297054837917115e-06
1.007000000000000051e-11 6.066871131045209128e-03 4.870671617869221472e-06
1.199000000000000041e-11 8.427332489776307237e-03 3.736379590776084831e-06
1.327999999999999996e-11 1.042949280103717957e-02 2.485558885359326844e-06
1.397999999999999980e-11 1.208984799530853950e-02 1.566908672766669525e-06
1.407999999999999978e-11 1.444900245948628481e-02 1.952475433605958557e-06
1.479999999999999994e-11 1.672287314280535703e-02 1.503804819991427517e-07
1.546000000000000077e-11 1.873464094534964264e-02 7.105369336428930838e-07
1.591999999999999840e-11 1.672311998088912496e-02 1.501993179693938104e-07
1.633999999999999863e-11 1.857426260538574611e-02 6.046952047583564078e-07
1.684999999999999868e-11 2.080777122323890921e-02 3.065974945229324869e-06
1.693999999999999850e-11 2.273900787740626775e-02 3.900388144403044685e-06
1.766000000000000028e-11 2.080940411085428765e-02 2.709182417153133283e-06
2.027000000000000148e-11 2.300308183154288130e-02 3.940578778757957169e-06
2.139999999999999848e-11 2.080937715495956644e-02 2.708947405091268572e-06
2.241999999999999858e-11 2.300308063972183667e-02 3.940578778757957169e-06
2.249000000000000131e-11 2.493133739630698856e-02 7.558432190541841480e-06
2.276999999999999931e-11 2.300306089875670673e-02 3.941002468949697680e-06
2.744999999999999956e-11 2.485415953701820835e-02 5.635455782577238962e-06
2.833999999999999920e-11 2.703174941711565527e-02 8.762315749272983690e-06
3.168000000000000072e-11 2.908542133173528180e-02 7.560959607057616683e-06
3.278000000000000209e-11 2.754172231836231333e-02 4.360572238127604351e-06
3.282000000000000273e-11 3.308570609255800932e-02 6.284126745369797255e-06
3.402000000000000246e-11 3.542654379413347210e-02 9.952033192716584669e-06
3.602000000000000202e-11 3.783843420728675438e-02 9.426444733045174416e-06
3.650999999999999852e-11 3.992118925303125149e-02 4.468413902445098126e-06
3.730999999999999834e-11 3.783843473428433191e-02 9.426284238821735104e-06
3.770000000000000294e-11 3.979218834882133904e-02 4.518094665327070352e-06
3.777000000000000244e-11 3.783843478182487285e-02 9.426418390955730226e-06
3.809000000000000107e-11 3.969825973093489557e-02 1.008202481047080568e-05
3.898999999999999926e-11 4.185155596255066973e-02 8.607719731884993871e-06
4.003999999999999822e-11 4.444371953673993680e-02 5.160822686133879614e-06
4.188000000000000169e-11 4.701351138671082397e-02 3.062201774330773950e-06
4.239999999999999705e-11 5.675662252799619500e-02 3.782477338816954335e-06
4.254000000000000251e-11 6.298823444934452398e-02 5.727903240276354385e-06
4.388000000000000124e-11 5.675704870107180916e-02 3.782595295525539880e-06
4.497000000000000084e-11 5.517514493926142100e-02 1.700993146442678070e-06
4.509000000000000275e-11 5.365789529877797864e-02 5.930900538984838520e-07
4.568999999999999939e-11 5.540938864579141726e-02 3.537860103466195128e-07
4.650000000000000098e-11 5.365772923342763956e-02 5.928257137073843807e-07
4.785000000000000149e-11 5.517891709298639730e-02 1.374698283629871447e-06
4.949000000000000177e-11 5.766062803009758958e-02 5.246794954111488182e-07
5.073000000000000214e-11 5.517891203235212455e-02 1.374673774293588494e-06
5.219000000000000279e-11 6.136609614921081923e-02 9.570162325440064001e-07
5.437000000000000198e-11 5.935387218571994139e-02 6.479628165597019918e-07
5.444000000000000148e-11 5.777495153502693048e-02 1.877491346370746716e-06
5.474000000000000303e-11 5.935387206143850902e-02 6.479628165597019918e-07
5.539999999999999739e-11 5.777504499044765207e-02 1.875546969196961312e-06
5.554000000000000285e-11 5.963736838386590744e-02 2.166687917431322354e-06
5.590999999999999744e-11 6.187014249860011555e-02 3.699350249478403731e-06
5.656999999999999826e-11 5.963737750646907337e-02 2.166687917431322354e-06
5.685999999999999804e-11 6.158487190697239239e-02 2.888319945678199565e-06
5.753000000000000063e-11 5.963706257308852565e-02 2.166687917431322354e-06
5.782000000000000041e-11 6.160214973494889529e-02 2.944305279470035211e-06
5.850000000000000478e-11 6.370047302129044908e-02 2.396900726219531633e-06
5.923999999999999395e-11 6.567418040476888375e-02 3.632437706536252248e-06
5.958999999999999791e-11 6.785828850449598937e-02 7.460766042228050127e-06
6.267000000000000175e-11 7.017867315887278690e-02 6.177886628919750676e-06
6.369000000000000185e-11 7.208720849100674899e-02 3.208887519063651174e-06
