# time Ni NiV
0.000000000000000000e+00 3.082040804442169027e-13 1.172698864546107674e-13
1.679000000000000015e-12 1.731645245442371261e-03 5.631749594173141499e-07
1.757999999999999981e-12 3.867153202995847906e-03 1.708414725612322629e-06
2.244999999999999825e-12 1.731644949941330740e-03 5.631037553181343740e-07
2.340000000000000127e-12 3.649299629396487565e-03 1.585294052439876396e-06
2.507000000000000122e-12 6.034041013904126519e-03 3.875998760730705976e-07
2.875999999999999862e-12 8.079179867244346350e-03 1.762394752340397633e-06
3.281999999999999950e-12 1.011193340192781745e-02 9.449068300163614447e-07
3.644000000000000225e-12 1.206831888590530026e-02 1.451916336331514710e-06
3.817000000000000396e-12 1.426229574900230238e-02 1.945522397292548749e-06
4.912999999999999765e-12 1.669300583618140918e-02 1.231490682172773609e-06
5.319000000000000257e-12 1.426201834386786951e-02 1.945522397292548749e-06
6.108000000000000227e-12 1.642608599976700529e-02 1.755199985030702607e-06
7.502999999999999836e-12 1.837321443494458958e-02 2.996874578308593536e-06
7.582999999999999495e-12 1.642608523144753474e-02 1.755199985030702607e-06
7.737999999999999542e-12 1.426437564397352135e-02 2.008739734484340494e-06
9.586999999999999438e-12 1.642588417348899571e-02 1.755508363062921120e-06
9.618000000000000417e-12 1.860461540662743107e-02 2.957056404161854300e-06
1.059000000000000072e-11 2.059864967323021823e-02 5.137811282230265290e-06
1.401000000000000028e-11 1.860461560423095490e-02 2.957056404161854300e-06
1.610000000000000127e-11 1.642586407117986244e-02 3.170048524708497724e-06
1.657999999999999923e-11 1.837102387305433390e-02 3.265997578858335806e-06
1.719000000000000087e-11 1.642586339686917529e-02 3.170030731976198188e-06
1.808999999999999905e-11 1.426424594048345505e-02 2.219269073382349844e-06
1.817000000000000033e-11 1.642604536057059444e-02 3.166923979124518892e-06
1.874999999999999988e-11 1.860439042469150955e-02 3.277041954673787249e-06
1.972000000000000079e-11 1.642604400366526676e-02 3.166767185489427687e-06
2.152000000000000039e-11 1.426452879031853832e-02 2.272228360260612125e-06
2.312999999999999858e-11 1.642591076754345777e-02 3.166657315459273502e-06
2.327999999999999935e-11 1.846828023548776135e-02 1.502361517565647608e-06
2.385000000000000036e-11 1.642587777707329999e-02 3.164425628481361138e-06
2.394999999999999872e-11 1.837115868546778524e-02 3.367172903000693075e-06
2.403000000000000000e-11 2.051529914891841999e-02 5.223155383580158131e-06
2.573000000000000123e-11 2.289130398903559127e-02 4.694693650024349410e-06
2.909999999999999838e-11 2.477454610637187457e-02 5.422408917677590792e-06
2.994999999999999739e-11 2.696357592322141603e-02 9.645029737955782410e-06
3.010999999999999994e-11 2.892221496217180915e-02 1.212480342048206727e-05
3.090999999999999976e-11 3.093317739585605547e-02 1.181978367725896918e-05
3.224000000000000318e-11 3.322126927061086477e-02 1.577812662478808177e-05
3.551999999999999728e-11 3.538116057537050302e-02 1.245338839474072364e-05
3.650000000000000320e-11 3.758616888335861855e-02 1.812529573542073758e-05
3.652000000000000029e-11 3.538116187915785887e-02 1.245332969751901721e-05
3.679000000000000298e-11 3.764176567137639262e-02 1.200031596433783571e-05
3.805000000000000044e-11 3.976379760745222397e-02 1.373493705859028281e-05
3.825999999999999894e-11 3.764176805061235365e-02 1.200021475006675746e-05
3.974999999999999844e-11 3.976324494693989769e-02 1.376493002675050633e-05
3.984000000000000149e-11 4.162499005262204621e-02 1.399542529367179796e-05
4.185999999999999814e-11 4.401308591872588050e-02 1.584808951253841819e-05
4.186999999999999991e-11 4.641673945168398735e-02 1.320650226919111961e-05
4.221999999999999741e-11 4.837011422337025163e-02 1.741467132628240911e-05
4.228999999999999691e-11 4.641695807379622035e-02 1.310052035628007983e-05
4.261000000000000201e-11 4.846808093051346161e-02 1.284995611359493661e-05
4.306999999999999964e-11 4.641695780711080355e-02 1.310056748720695206e-05
4.568999999999999939e-11 4.846308823265357835e-02 1.277924833269445771e-05
4.585000000000000194e-11 5.056116972842486512e-02 1.055078366234435286e-05
4.599000000000000093e-11 4.902351606027986752e-02 9.328694810448685801e-06
4.727999999999999726e-11 5.065507556594348731e-02 1.213235085585235677e-05
4.785999999999999680e-11 5.255160378768856250e-02 1.215399118240335074e-05
4.862999999999999776e-11 5.065735426574718980e-02 1.216579479411038112e-05
4.909999999999999717e-11 5.105109533089392804e-02 1.370159013110076316e-05
4.989000000000000168e-11 5.290901402328131858e-02 1.276003636940250997e-05
5.099000000000000306e-11 5.104952313535687097e-02 1.385044004594007346e-05
5.102999999999999723e-11 5.290901408405779965e-02 1.276019679459656556e-05
5.145000000000000069e-11 5.527367094970658118e-02 3.264205424182300508e-05
5.215999999999999746e-11 5.714810016144569044e-02 5.565545482213563706e-05
5.230000000000000293e-11 5.721146633363900780e-02 1.236978937855146010e-02
5.248999999999999788e-11 5.714819336971086600e-02 5.566764075833160097e-05
5.251000000000000143e-11 5.710483238600552736e-02 1.279790717045646564e-02
5.265000000000000043e-11 5.711527158591016284e-02 2.595333839936610210e-02
5.300999999999999970e-11 5.710478321698271575e-02 1.279791001258387580e-02
5.313000000000000161e-11 5.714329244152805548e-02 2.540131016533220959e-02
5.320000000000000111e-11 5.714183342773191537e-02 4.669842680692224551e-02
5.517000000000000180e-11 5.527305563731677029e-02 4.683932027918549096e-02
5.550999999999999753e-11 5.720609779416260809e-02 4.682791323955010770e-02
5.616999999999999835e-11 5.730767725311788907e-02 6.853466850085979112e-02
5.620999999999999899e-11 5.720645650656410591e-02 4.682932377796708567e-02
5.681000000000000209e-11 5.934804869218699569e-02 4.689662479253769306e-02
5.693999999999999931e-11 6.145605611641079963e-02 4.685106823781871183e-02
5.721000000000000200e-11 5.934802417132660490e-02 4.689714421668775973e-02
5.732000000000000213e-11 6.145605527975391003e-02 4.685106869037442695e-02
5.986999999999999591e-11 5.934987484506509120e-02 4.689774632608071508e-02
6.011999999999999505e-11 6.166532098061175415e-02 4.692224277764896895e-02
6.030999999999999646e-11 6.355818570272979418e-02 4.692346630569602106e-02
6.033999999999999532e-11 6.166532090686457218e-02 4.692224055480947315e-02
6.049999999999999787e-11 5.935765443932971425e-02 4.691482148387135509e-02
6.082999999999999829e-11 5.722097859962247540e-02 4.687206474762469627e-02
