# time Ni NiV
0.000000000000000000e+00 1.387793287050353282e-14 9.050291335293929909e-15
5.745999999999999952e-13 2.025131021242562290e-03 4.718911927184426075e-08
1.594999999999999969e-12 4.368030129180841012e-12 1.368051260661064082e-14
2.360000000000000041e-12 2.025131046366617036e-03 4.718890846118281484e-08
2.628000000000000111e-12 4.195406952602960537e-03 6.990935774025773963e-08
3.167999999999999830e-12 6.569771842395373367e-03 8.320283863763387119e-08
3.226999999999999881e-12 9.291260442921778218e-03 1.353654128939605086e-08
3.513000000000000076e-12 1.167959269788612989e-02 5.385708676292503536e-08
4.017000000000000352e-12 9.292146029937695811e-03 9.198513678776587639e-09
4.283999999999999921e-12 1.167959234330436837e-02 5.384916655488278822e-08
4.378999999999999819e-12 9.292044819264978078e-03 9.171556063499451215e-09
4.483999999999999877e-12 1.167959156748828164e-02 5.384838617605964692e-08
4.617000000000000219e-12 1.363119439011773772e-02 3.044974486648034973e-08
6.916000000000000015e-12 1.627923017283166435e-02 6.238705086166743736e-08
6.984000000000000129e-12 1.909814333660829130e-02 8.766294641282411026e-08
9.360000000000000506e-12 2.139264231847522180e-02 9.260995094056367265e-08
9.789999999999999280e-12 1.909814439596642724e-02 8.765896249417798581e-08
1.005000000000000019e-11 1.628577587046894232e-02 2.875921420276353607e-08
1.043999999999999994e-11 1.874098269998264801e-02 6.542404685995960855e-08
1.230000000000000050e-11 2.116623455199664883e-02 7.468842969181805861e-08
1.309000000000000016e-11 2.354036297806654660e-02 8.578346136624745040e-08
1.334999999999999946e-11 2.361745808643478384e-02 2.419868383480827861e-08
1.394000000000000078e-11 2.593187024234179516e-02 1.382208837214717575e-08
1.513000000000000036e-11 2.833571338755982646e-02 3.090702314314548184e-08
1.586000000000000068e-11 3.056115754176418065e-02 4.541296300341563640e-08
1.808000000000000051e-11 3.275311827749858434e-02 1.862679198649278100e-08
1.919000000000000042e-11 3.056203465640689246e-02 4.128820526005278118e-08
2.032000000000000066e-11 3.275312034098861597e-02 1.862648371370905073e-08
2.103000000000000066e-11 3.526876434983374636e-02 3.819003235910572932e-08
2.187000000000000112e-11 3.275560180461832560e-02 1.774683666278527916e-08
2.227999999999999958e-11 3.056712159809910415e-02 2.636292346219531449e-08
2.267000000000000094e-11 3.066701256529429098e-02 6.982136978730009166e-09
2.267999999999999949e-11 3.292466498108929246e-02 6.639328256792423053e-08
2.289000000000000122e-11 3.356433212283832512e-02 1.543372407700667274e-08
2.338000000000000095e-11 3.968464598380228719e-02 2.193431809656886497e-08
2.345000000000000045e-11 3.772495198633249447e-02 3.696356127076539246e-08
2.362000000000000154e-11 3.980738991166286184e-02 4.663830318273560357e-08
2.489000000000000077e-11 4.227736737373307546e-02 2.032805086554882064e-08
2.520000000000000087e-11 4.470547431551281231e-02 3.945548113103557613e-08
2.522999999999999973e-11 4.227736712225540344e-02 2.032695154789628539e-08
2.578000000000000041e-11 4.436139774120537171e-02 3.853487045179317192e-08
2.602999999999999955e-11 4.227820231342665352e-02 1.929606079568388644e-08
2.644000000000000124e-11 3.981330859484880080e-02 2.384324836205557782e-08
2.678000000000000019e-11 4.241040555445969168e-02 4.162457442012110271e-08
2.698000000000000015e-11 3.981224513319654018e-02 2.240077747244215042e-08
3.078000000000000254e-11 3.838468037008902628e-02 4.065541696941465903e-08
3.129999999999999790e-11 3.981224558081891685e-02 2.239871439217512209e-08
3.170999999999999958e-11 4.227870448159138511e-02 2.381997009781091245e-08
3.195999999999999872e-11 3.981050830978280497e-02 2.053228147182113643e-08
3.213000000000000304e-11 4.024073583068007304e-02 1.886607223257256911e-09
3.227999999999999736e-11 4.252611163423946489e-02 1.385173062567924710e-08
3.230000000000000091e-11 4.472138636435972481e-02 1.561812447834187669e-08
3.264000000000000309e-11 4.706861446698788060e-02 1.743124548362056281e-08
3.343000000000000114e-11 4.738871671203116753e-02 3.678156739636707650e-09
