step time ezz temp pe pxx pyy szz vol
0 0 0 1933 -6106.54554814351 24528.6409689976 25053.9073901485 -2.46409503820955 14788.7980023657
10 0.05 0 1648.37907434399 -6056.09407290101 32848.860548847 33296.3256567265 -3.30315017442633 14788.8912091114
20 0.1 0 962.838118173171 -5934.51317465856 57674.5110518885 57860.2715196654 -5.83155714511557 14789.2316074644
30 0.15 0 464.494873776176 -5846.12583621014 75409.5972361927 75468.6544627442 -7.68399888096617 14789.9804293077
40 0.2 0 517.727292460072 -5855.57873830503 69324.4176797925 69306.0368615477 -7.12381221010875 14791.2538291354
50 0.25 0 783.863258145194 -5902.66085903048 54221.8656982654 53577.8156520493 -5.57220546515958 14793.0166804157
60 0.3 0 912.01364136977 -5925.1282471001 49564.1178103831 47089.2512751072 -5.00783024847245 14795.1692947241
70 0.35 0 891.725639731211 -5921.21638004466 53441.0021014155 48455.8290919453 -5.30105916271085 14797.6686713386
80 0.4 0 872.940146701263 -5917.56294110205 56491.2567720166 50372.0792460762 -5.53705184412151 14800.5277867491
90 0.45 0 943.629886948848 -5929.73811649012 53907.3609433141 49365.5248779731 -5.22613601350416 14803.7602623755
100 0.5 0 1060.7445929411 -5950.05771035477 47973.6452239194 46691.6360242176 -4.5992120842711 14807.3501556412
110 0.55 0 1131.39727329969 -5962.05969373705 43794.6229214993 45478.4221484706 -4.20599709678229 14811.2636079418
120 0.6 0 1088.86068651171 -5953.97522856099 44340.8901303916 47635.4198990211 -4.3668111154803 14815.4789007866
130 0.65 0 968.006586041522 -5932.06385675089 48823.2149964738 52088.9243954862 -4.94039984773178 14820.0047343513
140 0.7 0 888.156998313733 -5917.50466969646 52200.1233296847 53986.394191857 -5.35096645848378 14824.8718598217
150 0.75 0 924.021214255699 -5923.48526333064 50371.6217342314 50221.0333956543 -5.18758471762319 14830.0991000126
160 0.8 0 1021.92593695226 -5940.41494895909 45802.6713308829 44199.0903141432 -4.66197670390848 14835.6696063826
170 0.85 0 1071.61580043133 -5948.74475441248 43568.6684894634 41178.46715652 -4.2777157808912 14841.5473194763
180 0.9 0 1027.91681742933 -5940.53183381418 45405.0867360895 42924.4908185229 -4.31208908761185 14847.7105212409
190 0.95 0 949.040993589994 -5926.1537995751 48304.2234332911 46264.752926725 -4.57262080748292 14854.1656841858
200 1 0 921.102520388267 -5920.8696871923 48545.9773468095 47056.7308281186 -4.62748875192877 14860.9302013773
210 1.05 0 963.822825448358 -5928.11936445921 45431.9448083188 44849.37402366 -4.3012060180051 14868.0058514068
220 1.1 0 1024.44647814894 -5938.51064671316 41377.3297129088 41897.8625102585 -3.86907104389613 14875.3720289493
230 1.15 0 1043.22948413118 -5941.4607443923 39114.8098271342 40295.8746807219 -3.65063323626051 14883.0015276312
240 1.2 0 1010.12956275584 -5935.23040579222 39899.4118154512 40758.8831204008 -3.73510897309127 14890.8788077584
250 1.25 0 962.101462393615 -5926.39360798237 41647.2275419415 41071.0011869522 -3.92123035799172 14899.0059673479
260 1.3 0 956.601653887251 -5925.12509618957 40912.0625741588 39125.2172267203 -3.91719201427024 14907.3889233759
270 1.35 0 994.90827605392 -5931.61088248988 37776.7490900525 35646.3558256221 -3.7011625216433 14916.0193480897
280 1.4 0 1019.10172032453 -5935.56079651646 35707.2834084087 33114.0481078792 -3.46563453574101 14924.875759567
290 1.45 0 1003.39637449758 -5932.42943410134 35915.2877984023 32509.244277904 -3.34777763423572 14933.9399707113
300 1.5 0 970.537780182303 -5926.27414169521 36804.9463637801 32997.5063527107 -3.34447944531052 14943.2056109702
310 1.55 0 953.935194147324 -5923.01625692344 36464.7602615404 33154.858255355 -3.30658718340706 14952.6727518295
320 1.6 0 971.360759050301 -5925.78379147402 33778.3801610249 32344.1254009516 -3.15818917157066 14962.3372554719
330 1.65 0 1012.3326700533 -5932.69259823314 29779.0992879702 30602.8297185871 -2.93179996556103 14972.1848935715
340 1.7 0 1048.89110855465 -5938.77923887195 26764.9319618472 28270.4710648281 -2.72269794827427 14982.1944626955
350 1.75 0 1056.8784526998 -5939.77598215611 25734.1865871294 26485.985790373 -2.58589553535802 14992.3458838787
360 1.8 0 1031.47084819637 -5934.85294493399 26449.6764937688 25570.9168280211 -2.56779877338846 15002.6265916218
370 1.85 0 994.377323245409 -5927.87736291338 27708.4518654319 24765.1115007181 -2.60807281435686 15013.0325844587
380 1.9 0 971.653303143549 -5923.46440425904 27943.0220101506 23856.7479774266 -2.58257064562795 15023.562781699
