# time Ni NiV
0.000000000000000000e+00 3.303307184410907815e-13 3.302054497520828656e-13
1.959000000000000034e-13 1.727525916690147122e-03 5.227138519710965331e-07
2.595000000000000151e-12 3.847088759062686214e-03 3.927183975398415669e-07
3.067999999999999852e-12 5.867713661425552445e-03 8.786756588967566958e-07
3.463000000000000087e-12 7.909981832835158433e-03 1.780822128984615421e-06
4.491999999999999843e-12 1.012647126151915503e-02 1.741171424430989048e-06
5.238000000000000097e-12 1.207753826072913324e-02 1.459296216963736706e-05
5.238000000000000097e-12 1.441854539963967688e-02 1.179095472063843195e-05
6.682000000000000003e-12 1.615706728564420339e-02 1.136699615559203823e-05
7.573999999999999837e-12 1.831685830658150854e-02 1.304517781951047558e-05
8.446000000000000160e-12 1.615706856921213241e-02 1.136676744615408718e-05
8.737999999999999320e-12 1.456785963029152628e-02 1.313340582420758857e-05
9.386000000000000598e-12 1.628847680637847059e-02 1.458721068549817266e-05
9.858999999999999895e-12 1.852739805451671107e-02 8.265935084847846656e-06
9.922999999999999622e-12 2.035958245452866230e-02 7.802533565378821023e-06
1.104999999999999997e-11 2.251914849899147239e-02 8.023883464996894781e-06
1.126000000000000008e-11 2.503847492416185275e-02 6.456907952566370283e-06
1.173999999999999965e-11 2.252022438251951447e-02 7.950269435923769170e-06
1.269000000000000025e-11 2.280109702612207606e-02 5.265729446897221051e-06
1.381000000000000033e-11 2.473757223106445510e-02 6.438077127810120909e-06
1.542999999999999867e-11 2.731475143350118456e-02 6.776788317193756178e-06
1.653000000000000005e-11 3.289842275899089452e-02 7.905463423888371477e-06
1.697999999999999914e-11 2.731497885950764926e-02 6.774540572926566273e-06
1.741999999999999969e-11 2.474148920487847028e-02 7.602372379158514713e-06
1.744999999999999855e-11 2.279909088062767597e-02 8.400043259323861723e-06
1.828999999999999901e-11 2.474135313643382669e-02 7.602372379158514713e-06
2.036000000000000129e-11 2.700035808299758658e-02 4.819409325884177692e-06
2.083999999999999925e-11 2.901386593954976417e-02 8.398115862109145543e-06
2.161999999999999875e-11 3.122895029757115706e-02 1.043496736366132301e-05
2.170999999999999857e-11 3.341251420058355404e-02 1.566847040987678213e-05
2.274999999999999899e-11 3.122874068267736739e-02 1.036234826889954227e-05
2.332999999999999854e-11 2.901930673384181536e-02 1.400920806989287268e-05
2.363999999999999863e-11 3.122898694444929332e-02 1.036234826889954227e-05
2.383000000000000004e-11 3.288550205364022122e-02 1.408066585651374279e-05
