# dx dy dz
-3.338000000000000059e-06 1.747000000000000108e+00 1.747000000000000108e+00
1.749003338000000074e+00 0.000000000000000000e+00 1.747000000000000108e+00
1.745999999999999996e+00 0.000000000000000000e+00 -1.745000000000000107e+00
1.748999999999999666e+00 0.000000000000000000e+00 -1.748160000000000158e+00
-1.746999999999999886e+00 1.747999999999999998e+00 2.099999999999996834e-06
-1.747999999999999776e+00 0.000000000000000000e+00 -1.749842100000000178e+00
-1.746535000000000171e+00 0.000000000000000000e+00 -1.746999999999999886e+00
-5.200000000000002797e-04 -1.749000000000000110e+00 1.746999999999999886e+00
-1.748945000000000194e+00 0.000000000000000000e+00 1.746335000000000193e+00
0.000000000000000000e+00 1.748000000000000220e+00 -1.746335000000000193e+00
0.000000000000000000e+00 1.746999999999999442e+00 -1.745999999999999996e+00
1.748754000000000142e+00 -1.746999999999999442e+00 0.000000000000000000e+00
-1.748754000000000142e+00 1.746999999999999442e+00 0.000000000000000000e+00
1.748482000000000092e+00 0.000000000000000000e+00 -1.745999999999999552e+00
7.510000000000001483e-04 -1.748999999999999666e+00 1.745999999999999552e+00
-1.748232999999999926e+00 1.746999999999999886e+00 0.000000000000000000e+00
-1.000000000000111910e-03 -1.746999999999999886e+00 -1.748999999999999666e+00
-1.751000000000000112e+00 0.000000000000000000e+00 1.747999999999999776e+00
-1.746999999999999886e+00 1.746999999999999886e+00 0.000000000000000000e+00
-1.748000000000000220e+00 1.748000000000000220e+00 9.999999999998898659e-04
-9.999999999994457767e-04 1.746999999999999886e+00 -1.748000000000000220e+00
9.999999999994457767e-04 -1.746999999999999886e+00 1.748000000000000220e+00
1.746000000000000441e+00 0.000000000000000000e+00 -1.746999999999999886e+00
1.747999999999999776e+00 1.750000000000000000e+00 -1.000000000000333955e-03
1.746000000000000218e+00 -1.746999999999999886e+00 1.000000000000333955e-03
1.746360999999999830e+00 1.746999999999999886e+00 0.000000000000000000e+00
-1.748360999999999832e+00 0.000000000000000000e+00 -1.750000000000000000e+00
-1.000000000000111910e-03 1.743000000000000327e+00 1.745999999999999552e+00
1.748944999999999972e+00 9.999999999999786837e-03 -1.745999999999999552e+00
4.679999999999996663e-04 -1.753999999999999559e+00 -1.747000000000000774e+00
-1.749413000000000107e+00 -1.749000000000000554e+00 0.000000000000000000e+00
1.746069000000000093e+00 -1.746000000000000441e+00 -9.999999999994457767e-04
-1.746069000000000093e+00 -1.746999999999999442e+00 0.000000000000000000e+00
0.000000000000000000e+00 -1.747000000000000108e+00 1.749000000000000554e+00
1.748861999999999917e+00 0.000000000000000000e+00 -1.746000000000000441e+00
-1.745861999999999803e+00 0.000000000000000000e+00 -1.743000000000000327e+00
0.000000000000000000e+00 -1.749287000000000036e+00 -1.750000000000000000e+00
1.748204999999999787e+00 -1.746713000000000182e+00 0.000000000000000000e+00
3.519999999999998824e-04 -1.747999999999999776e+00 -1.750000000000000000e+00
-7.900000000000007710e-05 -1.746999999999999886e+00 -1.750000000000000000e+00
4.660000000000002682e-04 1.745999999999999552e+00 -1.739999999999998437e+00
7.399999999999941347e-05 -1.746999999999999886e+00 1.739999999999998437e+00
-1.749017999999999962e+00 -1.746999999999999886e+00 0.000000000000000000e+00
1.746546999999999850e+00 -1.745999999999999552e+00 0.000000000000000000e+00
2.300000000000001696e-04 -1.752000000000000668e+00 -1.750000000000000000e+00
1.199999999999985800e-05 -1.740000000000000213e+00 -1.739999999999998437e+00
5.000000000000056483e-05 -1.750000000000000000e+00 1.739999999999998437e+00
1.900000000000000647e-04 -1.750000000000000000e+00 1.750000000000000000e+00
1.748971000000000053e+00 1.750000000000000000e+00 0.000000000000000000e+00
1.747999999999999998e+00 0.000000000000000000e+00 -1.750000000000000000e+00
0.000000000000000000e+00 -1.750000000000000000e+00 1.750000000000000000e+00
1.749000000000000110e+00 0.000000000000000000e+00 1.740000000000000213e+00
1.746999999999999886e+00 0.000000000000000000e+00 -1.740000000000000213e+00
0.000000000000000000e+00 1.750000000000000000e+00 -1.750000000000000000e+00
-1.748999999999999666e+00 0.000000000000000000e+00 -1.750000000000000000e+00
-1.747000000000000330e+00 0.000000000000000000e+00 -1.739999999999998437e+00
1.745999999999999996e+00 0.000000000000000000e+00 -1.750000000000000000e+00
0.000000000000000000e+00 1.750000000000000000e+00 -1.740000000000001990e+00
-1.749000000000000110e+00 1.750000000000000000e+00 0.000000000000000000e+00
-9.999999999998898659e-04 1.745000000000000995e+00 1.740000000000001990e+00
-1.747000000000000108e+00 -1.745000000000000995e+00 9.999999999998010480e-03
1.744999999999999885e+00 0.000000000000000000e+00 1.740000000000001990e+00
-1.745999999999999774e+00 1.746999999999999886e+00 0.000000000000000000e+00
-1.747518000000000127e+00 1.000000000001222134e-03 1.750000000000000000e+00
-1.746481999999999868e+00 -1.748000000000001108e+00 0.000000000000000000e+00
1.745752999999999888e+00 0.000000000000000000e+00 1.750000000000000000e+00
1.746247000000000105e+00 0.000000000000000000e+00 1.749999999999998224e+00
-1.747060000000000057e+00 1.748000000000001108e+00 0.000000000000000000e+00
1.746059999999999945e+00 1.746999999999998998e+00 0.000000000000000000e+00
1.747999999999999998e+00 0.000000000000000000e+00 1.750000000000000000e+00
0.000000000000000000e+00 -1.748000000000000220e+00 -1.750000000000000000e+00
0.000000000000000000e+00 -1.746999999999999886e+00 -1.740000000000000213e+00
-1.747999999999999998e+00 0.000000000000000000e+00 -1.750000000000000000e+00
-9.999999999998898659e-04 1.749000000000000554e+00 -1.750000000000000000e+00
-1.749350000000000183e+00 9.999999999994457767e-04 -1.739999999999998437e+00
1.750350000000000072e+00 -9.999999999994457767e-04 1.750000000000000000e+00
0.000000000000000000e+00 -1.749000000000000554e+00 1.739999999999998437e+00
-1.749879999999999880e+00 -1.740000000000000213e+00 0.000000000000000000e+00
-4.699999999999999317e-04 -1.750000000000000000e+00 -1.750000000000000000e+00
-1.100000000000007222e-04 1.740000000000000213e+00 -1.739999999999998437e+00
1.748459999999999903e+00 1.750000000000000000e+00 0.000000000000000000e+00
1.000000000000111910e-03 -1.750000000000000000e+00 -1.750000000000000000e+00
-1.000000000000111910e-03 1.750000000000000000e+00 1.750000000000000000e+00
1.000000000000111910e-03 1.748000000000001108e+00 -1.750000000000000000e+00
-1.750269999999999992e+00 1.747999999999999332e+00 0.000000000000000000e+00
1.747269999999999879e+00 0.000000000000000000e+00 -1.750000000000000000e+00
1.746000000000000218e+00 1.748000000000000220e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.747999999999999776e+00 -1.750000000000000000e+00
-1.749000000000000110e+00 9.999999999998898659e-04 1.750000000000000000e+00
-1.747260000000000035e+00 1.747999999999999998e+00 0.000000000000000000e+00
1.746259999999999923e+00 -1.747999999999999998e+00 0.000000000000000000e+00
1.747000000000000108e+00 -1.748000000000000220e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.746000000000000441e+00 -1.750000000000000000e+00
-1.747999999999999998e+00 1.746999999999999886e+00 0.000000000000000000e+00
-1.746680000000000010e+00 -1.745000000000000107e+00 0.000000000000000000e+00
-1.747319999999999984e+00 -9.999999999998898659e-04 -1.750000000000000000e+00
0.000000000000000000e+00 1.750000000000000000e+00 1.750000000000000000e+00
0.000000000000000000e+00 1.746353999999999962e+00 1.739999999999998437e+00
0.000000000000000000e+00 1.746645999999999921e+00 -1.739999999999998437e+00
0.000000000000000000e+00 -1.747726999999999808e+00 -1.750000000000000000e+00
-1.748000000000000220e+00 1.747726999999999808e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.746999999999999886e+00 -1.750000000000000000e+00
