# event_id	barrier
6.313770000000000000e+05 4.690602400000000172e-01
2.996270000000000000e+05 5.614361900000000016e-01
5.917610000000000000e+05 3.800949299999999975e-01
9.436310000000000000e+05 4.685704500000000272e-01
4.735040000000000000e+05 8.615192799999999984e-01
2.617320000000000000e+05 8.267879599999999884e-01
9.526830000000000000e+05 3.618588400000000149e-01
7.400860000000000000e+05 3.333607199999999993e-01
2.767980000000000000e+05 4.964415699999999987e-01
8.997240000000000000e+05 5.805649600000000188e-01
4.047530000000000000e+05 5.688085600000000186e-01
6.955460000000000000e+05 6.367500499999999564e-01
1.289110000000000000e+05 6.870470199999999528e-01
7.318960000000000000e+05 6.991702199999999534e-01
7.943700000000000000e+04 9.184160399999999891e-01
4.852370000000000000e+05 1.122564069999999914e+00
1.270516000000000000e+06 5.266538299999999895e-01
3.670150000000000000e+05 5.486356000000000011e-01
1.222053000000000000e+06 1.504144099999999984e-01
1.700460000000000000e+05 8.285004999999999453e-02
6.313780000000000000e+05 6.711676600000000548e-01
2.996280000000000000e+05 7.634778500000000134e-01
9.501240000000000000e+05 6.143943000000000321e-02
7.958700000000000000e+05 8.618046299999999604e-01
1.071892000000000000e+06 1.044656510000000038e+00
1.289120000000000000e+05 6.472334499999999879e-01
8.913470000000000000e+05 5.851586000000000287e-02
3.109050000000000000e+05 1.267541100000000032e-01
6.867390000000000000e+05 1.295283930000000083e+00
4.261110000000000000e+05 1.424172039999999972e+00
9.522330000000000000e+05 1.184595599999999971e+00
1.175056000000000000e+06 1.229347769999999951e+00
1.064047000000000000e+06 9.503314000000000206e-02
7.400870000000000000e+05 3.349526099999999840e-01
9.526840000000000000e+05 3.633875599999999984e-01
5.709980000000000000e+05 4.323130499999999765e-01
7.577370000000000000e+05 6.760302700000000442e-01
1.102270000000000000e+06 3.438912639999999854e+00
3.725480000000000000e+05 2.952264879999999980e+00
6.856960000000000000e+05 3.475976240000000050e+00
2.733640000000000000e+05 3.515923729999999914e+00
8.345200000000000000e+05 5.667583999999999816e-02
1.034708000000000000e+06 1.403517699999999868e-01
2.962840000000000000e+05 9.554025499999999615e-01
1.020248000000000000e+06 1.179278859999999929e+00
1.183326000000000000e+06 5.921171699999999705e-01
1.209094000000000000e+06 7.513600099999999671e-01
6.246160000000000000e+05 4.594789499999999971e-01
