# n msd err_msd cf err_cf var err_var
1.660000000000000000e+02 8.620071862909867377e+02 2.354824183343098909e+01 8.505971189076562133e-01 4.216612752162768492e-03 6.104904730826696380e+00 1.365098197428854798e-01
1.670000000000000000e+02 8.663574437053521251e+02 2.370248509330946263e+01 8.497706930279388393e-01 4.247241435885425534e-03 6.104904730826696380e+00 1.365098197428854798e-01
1.680000000000000000e+02 8.706448111133771590e+02 2.385552087495054963e+01 8.488927867771658420e-01 4.277699311068339748e-03 6.104904730826696380e+00 1.365098197428854798e-01
1.690000000000000000e+02 8.746482298878958090e+02 2.400127892623436310e+01 8.477500536270117237e-01 4.306896844756414287e-03 6.104904730826696380e+00 1.365098197428854798e-01
1.700000000000000000e+02 8.783878407054886566e+02 2.414028109246035925e+01 8.463665734498516668e-01 4.334925158354499541e-03 6.104904730826696380e+00 1.365098197428854798e-01
1.710000000000000000e+02 8.824134805867336127e+02 2.428763169962567403e+01 8.452732646116851711e-01 4.364496106839335816e-03 6.104904730826696380e+00 1.365098197428854798e-01
1.720000000000000000e+02 8.864577402161122563e+02 2.443599861391306760e+01 8.442104010238998812e-01 4.394294570873859447e-03 6.104904730826696380e+00 1.365098197428854798e-01
1.730000000000000000e+02 8.906196885474585088e+02 2.458812283965009371e+01 8.432712568388098795e-01 4.424814409308283451e-03 6.104904730826696380e+00 1.365098197428854798e-01
1.740000000000000000e+02 8.946333886926548757e+02 2.473666972070679648e+01 8.422033473218226707e-01 4.454736409354204119e-03 6.104904730826696380e+00 1.365098197428854798e-01
1.750000000000000000e+02 8.985552715924089853e+02 2.488318684999449815e+01 8.410617001162146167e-01 4.484338294270034594e-03 6.104904730826696380e+00 1.365098197428854798e-01
1.760000000000000000e+02 9.023332213334925882e+02 2.502622074671157293e+01 8.397990679761105914e-01 4.513357355450158849e-03 6.104904730826696380e+00 1.365098197428854798e-01
1.770000000000000000e+02 9.062409206137236879e+02 2.517335890593676595e+01 8.386707781620290625e-01 4.543161797371375078e-03 6.104904730826696380e+00 1.365098197428854798e-01
1.780000000000000000e+02 9.101764792349116533e+02 2.532178700904865210e+01 8.375808030415048400e-01 4.573245148878190246e-03 6.104904730826696380e+00 1.365098197428854798e-01
1.790000000000000000e+02 9.140763537393081606e+02 2.546974182846187773e+01 8.364703519145628707e-01 4.603289448919860478e-03 6.104904730826696380e+00 1.365098197428854798e-01
1.800000000000000000e+02 9.179293877496742198e+02 2.561691116759192255e+01 8.353296135761070218e-01 4.633238260917073130e-03 6.104904730826696380e+00 1.365098197428854798e-01
1.810000000000000000e+02 9.216938635542940119e+02 2.576212666689771780e+01 8.341213360205295135e-01 4.662880022062125020e-03 6.104904730826696380e+00 1.365098197428854798e-01
1.820000000000000000e+02 9.255102302538041386e+02 2.590931233660666066e+01 8.329730388211900038e-01 4.692924930918698258e-03 6.104904730826696380e+00 1.365098197428854798e-01
1.830000000000000000e+02 9.295245792406500414e+02 2.606257502911402213e+01 8.320145046358831120e-01 4.724118393707983990e-03 6.104904730826696380e+00 1.365098197428854798e-01
1.840000000000000000e+02 9.337692186998629040e+02 2.622285217469955754e+01 8.312714012882118642e-01 4.756633081521030940e-03 6.104904730826696380e+00 1.365098197428854798e-01
1.850000000000000000e+02 9.378477491430146529e+02 2.637902888678776492e+01 8.303892552273234307e-01 4.788454378143666701e-03 6.104904730826696380e+00 1.365098197428854798e-01
1.860000000000000000e+02 9.419250118173843020e+02 2.653573104575568919e+01 8.295154781349671769e-01 4.820421215317309202e-03 6.104904730826696380e+00 1.365098197428854798e-01
1.870000000000000000e+02 9.458123507130255803e+02 2.668763941865012512e+01 8.284846824471249205e-01 4.851567050250221724e-03 6.104904730826696380e+00 1.365098197428854798e-01
1.880000000000000000e+02 9.499245185075997142e+02 2.684645416674969809e+01 8.276607440813374961e-01 4.884018744411363668e-03 6.104904730826696380e+00 1.365098197428854798e-01
1.890000000000000000e+02 9.539893458262649801e+02 2.700450567744266195e+01 8.268044955463093038e-01 4.916382989425148974e-03 6.104904730826696380e+00 1.365098197428854798e-01
1.900000000000000000e+02 9.583647489748633461e+02 2.717193961264498725e+01 8.262250136574214032e-01 4.950508179687014565e-03 6.104904730826696380e+00 1.365098197428854798e-01
1.910000000000000000e+02 9.627295934613127883e+02 2.733968328931090852e+01 8.256425444711442685e-01 4.984744153978527999e-03 6.104904730826696380e+00 1.365098197428854798e-01
1.920000000000000000e+02 9.670580352654226317e+02 2.750700475029703185e+01 8.250350861181562356e-01 5.018957740465137228e-03 6.104904730826696380e+00 1.365098197428854798e-01
1.930000000000000000e+02 9.714554276073308756e+02 2.767690513374387606e+01 8.244924422850645751e-01 5.053697023512921001e-03 6.104904730826696380e+00 1.365098197428854798e-01
1.940000000000000000e+02 9.759491196910297504e+02 2.785017915581788728e+01 8.240367028195132448e-01 5.089108531740281320e-03 6.104904730826696380e+00 1.365098197428854798e-01
1.950000000000000000e+02 9.803555154584364573e+02 2.802159730629613676e+01 8.235123074815520194e-01 5.124237598390225627e-03 6.104904730826696380e+00 1.365098197428854798e-01
1.960000000000000000e+02 9.847844700830445390e+02 2.819429736138583564e+01 8.230121161887165027e-01 5.159657961450294164e-03 6.104904730826696380e+00 1.365098197428854798e-01
1.970000000000000000e+02 9.889837242799301293e+02 2.836105336146518496e+01 8.223260103159267809e-01 5.194047054858883308e-03 6.104904730826696380e+00 1.365098197428854798e-01
1.980000000000000000e+02 9.932644244238316560e+02 2.853077512782283520e+01 8.217142139350380736e-01 5.229035678846934328e-03 6.104904730826696380e+00 1.365098197428854798e-01
1.990000000000000000e+02 9.973749491906403364e+02 2.869623953248039072e+01 8.209684899316564977e-01 5.263300501402115410e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.000000000000000000e+02 1.001121315345233029e+03 2.885183665622260207e+01 8.199319723124213199e-01 5.295810330350195737e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.010000000000000000e+02 1.004912536727920269e+03 2.900932617959472637e+01 8.189423225718168720e-01 5.328721490159366025e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.020000000000000000e+02 1.008777210864148401e+03 2.916954620349967797e+01 8.180220345158640827e-01 5.362189099194856166e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.030000000000000000e+02 1.012498928231160107e+03 2.932624405420084202e+01 8.169954600977327175e-01 5.395064278337615739e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.040000000000000000e+02 1.016234886518663188e+03 2.948396449092891203e+01 8.159903849460103942e-01 5.428182551709838551e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.050000000000000000e+02 1.020059599734297990e+03 2.964487996176939433e+01 8.150660339354646178e-01 5.461944886013369270e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.060000000000000000e+02 1.023730881529336330e+03 2.980195815709624085e+01 8.140286548569588554e-01 5.495056242608985751e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.070000000000000000e+02 1.027371480539279673e+03 2.995876075724920184e+01 8.129770189403008329e-01 5.528172512813920268e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.080000000000000000e+02 1.031224171444698186e+03 3.012237967831350716e+01 8.121025200486112761e-01 5.562603503500929483e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.090000000000000000e+02 1.034738467634093695e+03 3.027674432496513290e+01 8.109711743764386194e-01 5.595382411017381895e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.100000000000000000e+02 1.038355853486958949e+03 3.043474906379455192e+01 8.099310146976963498e-01 5.628890406787974941e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.110000000000000000e+02 1.041986601356113624e+03 3.059378003898584097e+01 8.089110875022232916e-01 5.662645524464137055e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.120000000000000000e+02 1.045654519393740202e+03 3.075454468805118324e+01 8.079295019533917488e-01 5.696779536440546403e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.130000000000000000e+02 1.049622610381103414e+03 3.092480272863348745e+01 8.071879742295490212e-01 5.732731951271563715e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.140000000000000000e+02 1.053464385654202488e+03 3.109201825493673255e+01 8.063566904210226483e-01 5.768181490851681179e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.150000000000000000e+02 1.057351255925448413e+03 3.126124522716712661e+01 8.055674961518917154e-01 5.804065495425759190e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.160000000000000000e+02 1.061284641080763322e+03 3.143253830635756430e+01 8.048208836099242092e-01 5.840395305538620407e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.170000000000000000e+02 1.065317257040670256e+03 3.160747452033135474e+01 8.041560567858363484e-01 5.877465388060026073e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.180000000000000000e+02 1.069365999247246464e+03 3.178360524143169386e+01 8.035094463686994759e-01 5.914821971039566258e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.190000000000000000e+02 1.073587981532127515e+03 3.196561697386280088e+01 8.029983173071174596e-01 5.953338732524775072e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.200000000000000000e+02 1.077621276676840353e+03 3.214274789039347979e+01 8.023513463880005414e-01 5.991012710029362115e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.210000000000000000e+02 1.081335207489907134e+03 3.231106940681199546e+01 8.014735211505883417e-01 6.027109297990630547e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.220000000000000000e+02 1.085093249079784300e+03 3.248141678803152388e+01 8.006361513892835680e-01 6.063647699801984724e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.230000000000000000e+02 1.088549788749842264e+03 3.264343889736736770e+01 7.995848260449446299e-01 6.098695268472825032e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.240000000000000000e+02 1.091667758893110204e+03 3.279597932298019458e+01 7.982953044564325973e-01 6.132032441983961517e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.250000000000000000e+02 1.095068842936189867e+03 3.295769921112985656e+01 7.972233556235844842e-01 6.167147277412957616e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.260000000000000000e+02 1.097973963439733780e+03 3.310516060280904327e+01 7.958014232548481504e-01 6.199654924357504357e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.270000000000000000e+02 1.101043757241301137e+03 3.325824297363689652e+01 7.945108468282190417e-01 6.233275174281552658e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.280000000000000000e+02 1.103994192922948969e+03 3.340838407317210823e+01 7.931458404373847859e-01 6.266404849830161695e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.290000000000000000e+02 1.107159208701167927e+03 3.356569383713370058e+01 7.919462437244939590e-01 6.300940797176186707e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.300000000000000000e+02 1.110224027632674279e+03 3.372065338207077190e+01 7.906857195220509116e-01 6.335098269964300859e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.310000000000000000e+02 1.112918184757712424e+03 3.386502191386117744e+01 7.891732716673155457e-01 6.367327111500921226e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.320000000000000000e+02 1.116008878024638307e+03 3.402213110677068642e+01 7.879538349949627429e-01 6.402013230656691464e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.330000000000000000e+02 1.119293517083899815e+03 3.418586676343866770e+01 7.868812125786350808e-01 6.438011313353981212e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.340000000000000000e+02 1.122550882546604953e+03 3.434949917458907009e+01 7.857986660406562907e-01 6.474056353468432209e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.350000000000000000e+02 1.125920556518492049e+03 3.451730931681466785e+01 7.848036153850371788e-01 6.510956188244316004e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.360000000000000000e+02 1.129124880572230722e+03 3.468079502156198402e+01 7.837022314030347436e-01 6.547108054783218160e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.370000000000000000e+02 1.132367919485192715e+03 3.484621388664934472e+01 7.826368996033429282e-01 6.583692624776929340e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.380000000000000000e+02 1.135418366175941173e+03 3.500644788854512512e+01 7.814479692059949079e-01 6.619365226009394677e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.390000000000000000e+02 1.138498756874155788e+03 3.516834404824057003e+01 7.802895106524300184e-01 6.655419599824308370e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.400000000000000000e+02 1.141771336397583354e+03 3.533693573886894512e+01 7.792718769714598315e-01 6.692810222393159869e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.410000000000000000e+02 1.144871155666450250e+03 3.550094748298212721e+01 7.781452668081828561e-01 6.729403280572365809e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.420000000000000000e+02 1.148132640989982065e+03 3.567074552351424899e+01 7.771373944953428037e-01 6.767163628931101294e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.430000000000000000e+02 1.150897449094539297e+03 3.582587273603753175e+01 7.758030146319511156e-01 6.802210221616969942e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.440000000000000000e+02 1.153776251989263073e+03 3.598529260281896569e+01 7.745560995899415380e-01 6.838140101028881805e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.450000000000000000e+02 1.156433489993945386e+03 3.613854656231079332e+01 7.731712290313923486e-01 6.872966643618492154e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.460000000000000000e+02 1.158697996922957827e+03 3.628024158524310394e+01 7.715361118171925048e-01 6.905660802274492596e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.470000000000000000e+02 1.160914623603695873e+03 3.642113099249596786e+01 7.698824817265909060e-01 6.938265983407122112e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.480000000000000000e+02 1.163261986624735528e+03 3.656682725179982896e+01 7.683285380405058262e-01 6.971852260641296477e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.490000000000000000e+02 1.165789941804927821e+03 3.671893174947977201e+01 7.669058769819092625e-01 7.006727904005815438e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.500000000000000000e+02 1.168330913059721524e+03 3.687219666447211353e+01 7.655031254854729461e-01 7.041894162274599071e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.510000000000000000e+02 1.170760356329939668e+03 3.702269320232939265e+01 7.640387680757612099e-01 7.076601049259510605e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.520000000000000000e+02 1.173188562273275693e+03 3.717390211752606888e+01 7.625852282744252086e-01 7.111513521874309254e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.530000000000000000e+02 1.175981095513986475e+03 3.733743712002485893e+01 7.613790595476658263e-01 7.148855976525383960e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.540000000000000000e+02 1.178472078142453483e+03 3.749219134572216205e+01 7.599879204546181599e-01 7.184590169393757948e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.550000000000000000e+02 1.181013764676744358e+03 3.764934370825788079e+01 7.586402626002863858e-01 7.220856274884607587e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.560000000000000000e+02 1.183401023771271866e+03 3.780235905422011911e+01 7.572043222500136617e-01 7.256401446032947553e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.570000000000000000e+02 1.186182246045566217e+03 3.796876845386725563e+01 7.560306547445272418e-01 7.294592170954075465e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.580000000000000000e+02 1.189079942416817403e+03 3.813975693568524150e+01 7.549400341727510177e-01 7.333740532740654593e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.590000000000000000e+02 1.191715184364924426e+03 3.830317673215522234e+01 7.536918479359835388e-01 7.371511421120437862e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.600000000000000000e+02 1.194546963232922280e+03 3.847376709567382846e+01 7.525770834473853865e-01 7.410740590033363176e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.610000000000000000e+02 1.197474115173612972e+03 3.864831087984887148e+01 7.515307170342475640e-01 7.450811888963962230e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.620000000000000000e+02 1.200363243782613836e+03 3.882252178470871229e+01 7.504685659175738266e-01 7.490900746860834451e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.630000000000000000e+02 1.203295111712832977e+03 3.899901859721880015e+01 7.494411110719955138e-01 7.531513244097415988e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.640000000000000000e+02 1.206421331490476859e+03 3.918274329908833664e+01 7.485420284647822387e-01 7.573606281576500052e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.650000000000000000e+02 1.209778729050204902e+03 3.937494381570283508e+01 7.477926277998856452e-01 7.617425474851484239e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.660000000000000000e+02 1.212789665515209663e+03 3.955683727623327428e+01 7.468355110885760428e-01 7.659338783766138706e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.670000000000000000e+02 1.215681344241352690e+03 3.973578779870106104e+01 7.458123999631124379e-01 7.700768655352047999e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.680000000000000000e+02 1.218496641243984413e+03 3.991318455353816574e+01 7.447502391666960264e-01 7.741983584025601342e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.690000000000000000e+02 1.221463186817448104e+03 4.009649348261699942e+01 7.437880755780306163e-01 7.784432773474954208e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.700000000000000000e+02 1.224779803798897547e+03 4.029229739309889879e+01 7.430454193078290803e-01 7.829398973862516237e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.710000000000000000e+02 1.227883754322785308e+03 4.048212856001772053e+01 7.421797001902024071e-01 7.873297491350886648e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.720000000000000000e+02 1.231135485143685855e+03 4.067786141316242521e+01 7.414093422962605429e-01 7.918437311748691490e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.730000000000000000e+02 1.234265529886733020e+03 4.087061578862524414e+01 7.405716151907962841e-01 7.963091938368940109e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.740000000000000000e+02 1.237243035881029982e+03 4.105935225144801137e+01 7.396488121446989084e-01 8.007057716558073010e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.750000000000000000e+02 1.240407176211157093e+03 4.125532900407733194e+01 7.388438884365609027e-01 8.052530602124616244e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.760000000000000000e+02 1.243629812522474822e+03 4.145432708408249312e+01 7.380795141785753133e-01 8.098690807586036641e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.770000000000000000e+02 1.247029667529462813e+03 4.166033720569524235e+01 7.374254563570311616e-01 8.146320922945799944e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.780000000000000000e+02 1.250918221378653243e+03 4.188383996214248839e+01 7.370640543456909999e-01 8.197476592461625314e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.790000000000000000e+02 1.255001287218703965e+03 4.211508566091140437e+01 7.368194422884375427e-01 8.250257913560965148e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.800000000000000000e+02 1.259273946347906076e+03 4.235396619483042002e+01 7.366874913760538268e-01 8.304648567396761064e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.810000000000000000e+02 1.263400070907968029e+03 4.258920770211012297e+01 7.364710605378037567e-01 8.358440837898349629e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.820000000000000000e+02 1.267216722411198589e+03 4.281528529330662280e+01 7.360764039308071993e-01 8.410548216467455401e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.830000000000000000e+02 1.271094001172244134e+03 4.304467435833094413e+01 7.357196279702691299e-01 8.463419382211479283e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.840000000000000000e+02 1.275051502109657577e+03 4.327806796851802318e+01 7.354116342724463795e-01 8.517193294683249316e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.850000000000000000e+02 1.278809859239197976e+03 4.350599490522798618e+01 7.349913447500731056e-01 8.570007235977963878e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.860000000000000000e+02 1.282414952459343567e+03 4.372998692147843514e+01 7.344862144368407009e-01 8.622160993078456515e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.870000000000000000e+02 1.285223708706496154e+03 4.392804201751029325e+01 7.335301018882295354e-01 8.669311021343772961e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.880000000000000000e+02 1.288079075649531660e+03 4.412886200000711057e+01 7.326071392835837859e-01 8.717113386410381415e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.890000000000000000e+02 1.291180415094367390e+03 4.433931749421617496e+01 7.318299790666170646e-01 8.766928848134916685e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.900000000000000000e+02 1.293870553447503653e+03 4.453686115206035367e+01 7.308259169984900883e-01 8.814301199223977673e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.910000000000000000e+02 1.296421708784879229e+03 4.473079858081041493e+01 7.297505227246121606e-01 8.861067377934368078e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.920000000000000000e+02 1.299156446304237988e+03 4.493226523667453876e+01 7.287854779346132350e-01 8.909434110381418345e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.930000000000000000e+02 1.301612209503220356e+03 4.512528425128689946e+01 7.276710588685174619e-01 8.956235417469121662e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.940000000000000000e+02 1.304148641747115107e+03 4.532229831287160238e+01 7.266091658129839592e-01 9.003939198009890468e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.950000000000000000e+02 1.307213927038070096e+03 4.553895498546086884e+01 7.258481248038169964e-01 9.055660111603228493e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.960000000000000000e+02 1.310632366211776571e+03 4.576926755892365861e+01 7.252876569317349142e-01 9.110218596033741248e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.970000000000000000e+02 1.313778597608279597e+03 4.599145012632806129e+01 7.245808340476806997e-01 9.163282778393212757e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.980000000000000000e+02 1.316484337377113206e+03 4.619954324725778605e+01 7.236366283416018064e-01 9.213660344504447791e-03 6.104904730826696380e+00 1.365098197428854798e-01
2.990000000000000000e+02 1.319122811989313959e+03 4.640657858566998328e+01 7.226618881733063438e-01 9.263945442406112604e-03 6.104904730826696380e+00 1.365098197428854798e-01
3.000000000000000000e+02 1.321792885434755135e+03 4.661604084072455123e+01 7.217108995222406564e-01 9.314834630426385709e-03 6.104904730826696380e+00 1.365098197428854798e-01
3.010000000000000000e+02 1.324368537747071514e+03 4.682349869155331845e+01 7.207148462162733527e-01 9.365443867738390896e-03 6.104904730826696380e+00 1.365098197428854798e-01
3.020000000000000000e+02 1.327144266473113930e+03 4.703938134186825692e+01 7.198339093585840454e-01 9.417860915246559217e-03 6.104904730826696380e+00 1.365098197428854798e-01
3.030000000000000000e+02 1.330199479076838770e+03 4.726658030584031422e+01 7.191098770984670763e-01 9.472671137794447943e-03 6.104904730826696380e+00 1.365098197428854798e-01
3.040000000000000000e+02 1.333430361098287449e+03 4.750148979628303891e+01 7.184852632362350722e-01 9.529158838403706949e-03 6.104904730826696380e+00 1.365098197428854798e-01
3.050000000000000000e+02 1.336473763429561586e+03 4.773120583677005158e+01 7.177640577167466729e-01 9.584738384133673419e-03 6.104904730826696380e+00 1.365098197428854798e-01
3.060000000000000000e+02 1.339946364032607789e+03 4.797777608494034496e+01 7.172773170840457402e-01 9.643839381563214588e-03 6.104904730826696380e+00 1.365098197428854798e-01
3.070000000000000000e+02 1.343044643768977494e+03 4.821249296908955273e+01 7.165940250023753455e-01 9.700696811603987113e-03 6.104904730826696380e+00 1.365098197428854798e-01
3.080000000000000000e+02 1.346195515568233077e+03 4.845063678466367918e+01 7.159431397619786530e-01 9.758382146733142470e-03 6.104904730826696380e+00 1.365098197428854798e-01
3.090000000000000000e+02 1.349712460334451862e+03 4.870355326891798597e+01 7.154905248069308721e-01 9.819185936491290137e-03 6.104904730826696380e+00 1.365098197428854798e-01
3.100000000000000000e+02 1.353519397567999931e+03 4.896861319254509226e+01 7.151940607706774866e-01 9.882587641607855355e-03 6.104904730826696380e+00 1.365098197428854798e-01
3.110000000000000000e+02 1.357097301216226697e+03 4.922709305603825669e+01 7.147788719879124564e-01 9.944813318926815776e-03 6.104904730826696380e+00 1.365098197428854798e-01
3.120000000000000000e+02 1.360472787556003823e+03 4.947991690399177145e+01 7.142600738201305699e-01 1.000604694471388112e-02 6.104904730826696380e+00 1.365098197428854798e-01
3.130000000000000000e+02 1.363971184533133510e+03 4.973891130882466882e+01 7.138089136493001030e-01 1.006868024149300440e-02 6.104904730826696380e+00 1.365098197428854798e-01
3.140000000000000000e+02 1.366909477060906283e+03 4.997916034263387530e+01 7.130684403831698548e-01 1.012766929531241228e-02 6.104904730826696380e+00 1.365098197428854798e-01
3.150000000000000000e+02 1.370027201626908663e+03 5.022763415484102012e+01 7.124259747438397294e-01 1.018847438097716419e-02 6.104904730826696380e+00 1.365098197428854798e-01
3.160000000000000000e+02 1.372339870256104405e+03 5.044821695473034850e+01 7.113702641016950157e-01 1.024376831748131239e-02 6.104904730826696380e+00 1.365098197428854798e-01
3.170000000000000000e+02 1.374993301378666729e+03 5.068292551378765864e+01 7.104972955559470948e-01 1.030207526795466795e-02 6.104904730826696380e+00 1.365098197428854798e-01
3.180000000000000000e+02 1.377611707748403205e+03 5.091799387418370770e+01 7.096117760269057273e-01 1.036060425964188160e-02 6.104904730826696380e+00 1.365098197428854798e-01
3.190000000000000000e+02 1.379787116430412880e+03 5.113831285959173556e+01 7.085043342811651046e-01 1.041627914380790533e-02 6.104904730826696380e+00 1.365098197428854798e-01
3.200000000000000000e+02 1.381794320407075247e+03 5.135398148380802041e+01 7.073177128330671026e-01 1.047115089844351775e-02 6.104904730826696380e+00 1.365098197428854798e-01
3.210000000000000000e+02 1.383776652143034426e+03 5.157031099781508487e+01 7.061257926379832517e-01 1.052630182002967790e-02 6.104904730826696380e+00 1.365098197428854798e-01
3.220000000000000000e+02 1.385544129643826636e+03 5.178021525261168989e+01 7.048319784437537816e-01 1.058028559397288307e-02 6.104904730826696380e+00 1.365098197428854798e-01
3.230000000000000000e+02 1.387516595697188677e+03 5.199938287413507965e+01 7.036501311562112226e-01 1.063630830696441279e-02 6.104904730826696380e+00 1.365098197428854798e-01
3.240000000000000000e+02 1.388572975647541625e+03 5.218576808687716806e+01 7.020124391130685426e-01 1.068576772432325121e-02 6.104904730826696380e+00 1.365098197428854798e-01
3.250000000000000000e+02 1.389352282135952464e+03 5.236318433487443258e+01 7.002451778311311603e-01 1.073352495227656613e-02 6.104904730826696380e+00 1.365098197428854798e-01
3.260000000000000000e+02 1.389661957359765893e+03 5.252428493744550764e+01 6.982527866229514268e-01 1.077806768864107180e-02 6.104904730826696380e+00 1.365098197428854798e-01
3.270000000000000000e+02 1.390021068232700827e+03 5.268861261803338891e+01 6.962973448832897594e-01 1.082340078814383530e-02 6.104904730826696380e+00 1.365098197428854798e-01
3.280000000000000000e+02 1.390619145110920499e+03 5.286340789379732286e+01 6.944731658421730014e-01 1.087101646074443810e-02 6.104904730826696380e+00 1.365098197428854798e-01
3.290000000000000000e+02 1.391042226729165122e+03 5.303298771212014628e+01 6.925729492889539651e-01 1.091769421452409329e-02 6.104904730826696380e+00 1.365098197428854798e-01
3.300000000000000000e+02 1.391514679503379739e+03 5.320589356498790323e+01 6.907087556531344985e-01 1.096519204188405559e-02 6.104904730826696380e+00 1.365098197428854798e-01
3.310000000000000000e+02 1.391481934737320216e+03 5.336089632785631665e+01 6.886058177757988785e-01 1.100913348504731042e-02 6.104904730826696380e+00 1.365098197428854798e-01
