# n msd err_msd cf err_cf var err_var
3.320000000000000000e+02 1.391334320286819548e+03 5.351285847256998807e+01 6.864588736002775748e-01 1.105257731795988504e-02 6.104904730826696380e+00 1.365098197428854798e-01
3.330000000000000000e+02 1.391578033329777554e+03 5.368128806911106921e+01 6.845173180018563341e-01 1.109955627040833809e-02 6.104904730826696380e+00 1.365098197428854798e-01
3.340000000000000000e+02 1.391625609906190220e+03 5.384361139674489038e+01 6.824911978061104501e-01 1.114541011972378787e-02 6.104904730826696380e+00 1.365098197428854798e-01
3.350000000000000000e+02 1.391577748608834099e+03 5.400369005719909410e+01 6.804305082285169171e-01 1.119093612977259920e-02 6.104904730826696380e+00 1.365098197428854798e-01
3.360000000000000000e+02 1.391467486898731295e+03 5.416279846928750175e+01 6.783516639539614035e-01 1.123639837540704733e-02 6.104904730826696380e+00 1.365098197428854798e-01
3.370000000000000000e+02 1.391408066981422280e+03 5.432535803566057098e+01 6.763098692713830351e-01 1.128271570617773480e-02 6.104904730826696380e+00 1.365098197428854798e-01
3.380000000000000000e+02 1.390912969263435798e+03 5.447235590996823618e+01 6.740690165432081660e-01 1.132593863585822092e-02 6.104904730826696380e+00 1.365098197428854798e-01
3.390000000000000000e+02 1.390744895649933369e+03 5.463361925636917960e+01 6.719994002258388166e-01 1.137226620550288968e-02 6.104904730826696380e+00 1.365098197428854798e-01
3.400000000000000000e+02 1.391281649955316880e+03 5.482417731696455121e+01 6.702815249756790550e-01 1.142484170807890262e-02 6.104904730826696380e+00 1.365098197428854798e-01
3.410000000000000000e+02 1.392128979078583143e+03 5.502872963266521111e+01 6.687229129232327152e-01 1.148049519066808404e-02 6.104904730826696380e+00 1.365098197428854798e-01
3.420000000000000000e+02 1.393237010778732383e+03 5.524544103396404182e+01 6.672982804476830232e-01 1.153885480930391672e-02 6.104904730826696380e+00 1.365098197428854798e-01
3.430000000000000000e+02 1.394525592828961180e+03 5.547124966722791584e+01 6.659681783026980550e-01 1.159929058853231137e-02 6.104904730826696380e+00 1.365098197428854798e-01
3.440000000000000000e+02 1.395973033759617692e+03 5.570538846570139668e+01 6.647214532536248610e-01 1.166165012752324280e-02 6.104904730826696380e+00 1.365098197428854798e-01
3.450000000000000000e+02 1.397583309888560507e+03 5.594810880031454303e+01 6.635592682001530962e-01 1.172599383133072874e-02 6.104904730826696380e+00 1.365098197428854798e-01
3.460000000000000000e+02 1.399361954305159315e+03 5.619972849143396587e+01 6.624835096021145509e-01 1.179239638514950443e-02 6.104904730826696380e+00 1.365098197428854798e-01
3.470000000000000000e+02 1.401545981087870132e+03 5.646989683490435397e+01 6.616053136881929753e-01 1.186289318773934426e-02 6.104904730826696380e+00 1.365098197428854798e-01
3.480000000000000000e+02 1.403472948633675060e+03 5.673203146974227451e+01 6.606111677444785890e-01 1.193190896809311757e-02 6.104904730826696380e+00 1.365098197428854798e-01
3.490000000000000000e+02 1.406170298745341597e+03 5.702773605358456166e+01 6.599842970202042247e-01 1.200820012445532117e-02 6.104904730826696380e+00 1.365098197428854798e-01
3.500000000000000000e+02 1.408816359730504018e+03 5.732392470383410910e+01 6.593370047045664650e-01 1.208481861746100137e-02 6.104904730826696380e+00 1.365098197428854798e-01
3.510000000000000000e+02 1.411075245761064025e+03 5.760690567978298304e+01 6.585127160184655049e-01 1.215887708567235312e-02 6.104904730826696380e+00 1.365098197428854798e-01
3.520000000000000000e+02 1.413490055937512352e+03 5.789880865801270460e+01 6.577656698794553947e-01 1.223504413818049009e-02 6.104904730826696380e+00 1.365098197428854798e-01
3.530000000000000000e+02 1.415981702355989228e+03 5.819648947756012092e+01 6.570585106461498404e-01 1.231266348765273737e-02 6.104904730826696380e+00 1.365098197428854798e-01
3.540000000000000000e+02 1.418452896839966115e+03 5.849601155881134673e+01 6.563458831528644621e-01 1.239090790802410864e-02 6.104904730826696380e+00 1.365098197428854798e-01
3.550000000000000000e+02 1.421335957062017997e+03 5.881530038734042165e+01 6.558273119501175641e-01 1.247358275359474258e-02 6.104904730826696380e+00 1.365098197428854798e-01
3.560000000000000000e+02 1.424428836277337268e+03 5.914618811307794033e+01 6.554081959838923277e-01 1.255897127547331814e-02 6.104904730826696380e+00 1.365098197428854798e-01
3.570000000000000000e+02 1.427661323957391687e+03 5.948588849822465363e+01 6.550554847184666407e-01 1.264649260129045022e-02 6.104904730826696380e+00 1.365098197428854798e-01
3.580000000000000000e+02 1.431103795250858411e+03 5.983745571346769765e+01 6.548008218037519867e-01 1.273680627621406533e-02 6.104904730826696380e+00 1.365098197428854798e-01
3.590000000000000000e+02 1.434741456550572821e+03 6.020041421563399098e+01 6.546366379412981162e-01 1.282982292093121784e-02 6.104904730826696380e+00 1.365098197428854798e-01
3.600000000000000000e+02 1.438146470445577052e+03 6.055689064303881963e+01 6.543675098845164184e-01 1.292174043294754861e-02 6.104904730826696380e+00 1.365098197428854798e-01
3.610000000000000000e+02 1.441292131499214065e+03 6.090570886216466562e+01 6.539821922301406465e-01 1.301230523499000667e-02 6.104904730826696380e+00 1.365098197428854798e-01
3.620000000000000000e+02 1.445159458422054058e+03 6.128841271279442537e+01 6.539255526630184390e-01 1.311040085039517737e-02 6.104904730826696380e+00 1.365098197428854798e-01
3.630000000000000000e+02 1.448679388124811567e+03 6.165988950584168293e+01 6.537124631498314464e-01 1.320639512131559744e-02 6.104904730826696380e+00 1.365098197428854798e-01
3.640000000000000000e+02 1.452529687137791143e+03 6.204899306335514098e+01 6.536492131164020059e-01 1.330646979465143799e-02 6.104904730826696380e+00 1.365098197428854798e-01
3.650000000000000000e+02 1.456224600455308973e+03 6.243511465695018359e+01 6.535165765090205081e-01 1.340621716464716895e-02 6.104904730826696380e+00 1.365098197428854798e-01
3.660000000000000000e+02 1.459666592022545956e+03 6.281404891020729053e+01 6.532714699633384026e-01 1.350473389534594983e-02 6.104904730826696380e+00 1.365098197428854798e-01
3.670000000000000000e+02 1.462900044666301710e+03 6.318765791843897262e+01 6.529346221920645510e-01 1.360241820318496171e-02 6.104904730826696380e+00 1.365098197428854798e-01
3.680000000000000000e+02 1.466155351004626482e+03 6.356589608636235056e+01 6.526093325462094530e-01 1.370141461952409725e-02 6.104904730826696380e+00 1.365098197428854798e-01
3.690000000000000000e+02 1.469240946989199074e+03 6.394050502150237492e+01 6.522104698969448666e-01 1.379994798408961179e-02 6.104904730826696380e+00 1.365098197428854798e-01
3.700000000000000000e+02 1.472596398608906838e+03 6.433067236445184278e+01 6.519332310647881767e-01 1.390216521815272437e-02 6.104904730826696380e+00 1.365098197428854798e-01
3.710000000000000000e+02 1.476038741963696566e+03 6.472858077235594010e+01 6.516958509394042975e-01 1.400639137722536377e-02 6.104904730826696380e+00 1.365098197428854798e-01
3.720000000000000000e+02 1.479664244062121497e+03 6.513858623710569873e+01 6.515403973211237876e-01 1.411358048148447959e-02 6.104904730826696380e+00 1.365098197428854798e-01
3.730000000000000000e+02 1.482722482754267958e+03 6.552769513583103844e+01 6.511366638592909206e-01 1.421658847556258459e-02 6.104904730826696380e+00 1.365098197428854798e-01
3.740000000000000000e+02 1.485580407645137939e+03 6.591197224924783882e+01 6.506473569253437006e-01 1.431889118044828851e-02 6.104904730826696380e+00 1.365098197428854798e-01
3.750000000000000000e+02 1.489025244405757348e+03 6.632645600980565348e+01 6.504170269900874102e-01 1.442811020499475648e-02 6.104904730826696380e+00 1.365098197428854798e-01
3.760000000000000000e+02 1.492497229906427492e+03 6.674650524601807433e+01 6.501997494413583878e-01 1.453890838704208037e-02 6.104904730826696380e+00 1.365098197428854798e-01
3.770000000000000000e+02 1.495883834826726343e+03 6.716716698775611860e+01 6.499465275525789787e-01 1.465021442210856853e-02 6.104904730826696380e+00 1.365098197428854798e-01
3.780000000000000000e+02 1.499580394482582506e+03 6.760630532237770751e+01 6.498289614112228163e-01 1.476593479696289464e-02 6.104904730826696380e+00 1.365098197428854798e-01
3.790000000000000000e+02 1.503607354144032797e+03 6.806510678122369029e+01 6.498548136125407160e-01 1.488634979743563500e-02 6.104904730826696380e+00 1.365098197428854798e-01
3.800000000000000000e+02 1.507886955642806697e+03 6.854031616558212647e+01 6.499894334868230317e-01 1.501076867006990480e-02 6.104904730826696380e+00 1.365098197428854798e-01
3.810000000000000000e+02 1.511814399704960579e+03 6.900457078996153371e+01 6.499719442122320334e-01 1.513321012528155533e-02 6.104904730826696380e+00 1.365098197428854798e-01
3.820000000000000000e+02 1.515721588696075742e+03 6.947298511354526340e+01 6.499458610706778661e-01 1.525698842917315445e-02 6.104904730826696380e+00 1.365098197428854798e-01
3.830000000000000000e+02 1.519382915493843029e+03 6.993526734359925001e+01 6.498147629690130822e-01 1.537984902842817747e-02 6.104904730826696380e+00 1.365098197428854798e-01
3.840000000000000000e+02 1.522574617253212409e+03 7.038103657982584593e+01 6.494840199130589298e-01 1.549950525265610460e-02 6.104904730826696380e+00 1.365098197428854798e-01
3.850000000000000000e+02 1.526678283330708609e+03 7.087426002766423494e+01 6.495430008101610309e-01 1.563005375778777142e-02 6.104904730826696380e+00 1.365098197428854798e-01
3.860000000000000000e+02 1.531009627590554601e+03 7.138369195952022039e+01 6.496982934786362796e-01 1.576464363787935530e-02 6.104904730826696380e+00 1.365098197428854798e-01
3.870000000000000000e+02 1.534817287426462826e+03 7.187440473869638424e+01 6.496311274432919891e-01 1.589557122363002839e-02 6.104904730826696380e+00 1.365098197428854798e-01
3.880000000000000000e+02 1.538265742277683785e+03 7.235393424401007678e+01 6.494126613526800540e-01 1.602449357401337926e-02 6.104904730826696380e+00 1.365098197428854798e-01
3.890000000000000000e+02 1.541830863934986610e+03 7.284466124456858438e+01 6.492444453195136411e-01 1.615636969118397492e-02 6.104904730826696380e+00 1.365098197428854798e-01
3.900000000000000000e+02 1.545027979869055116e+03 7.332378303770224193e+01 6.489225269623474235e-01 1.628615143032394880e-02 6.104904730826696380e+00 1.365098197428854798e-01
3.910000000000000000e+02 1.548398622045285265e+03 7.381700796798024555e+01 6.486749510787480633e-01 1.641955206258073965e-02 6.104904730826696380e+00 1.365098197428854798e-01
3.920000000000000000e+02 1.552256569655881322e+03 7.433960719118101679e+01 6.486322657751670828e-01 1.655999329337051046e-02 6.104904730826696380e+00 1.365098197428854798e-01
3.930000000000000000e+02 1.555101481338233043e+03 7.481985490565122632e+01 6.481675634999436442e-01 1.669150911092684084e-02 6.104904730826696380e+00 1.365098197428854798e-01
3.940000000000000000e+02 1.558277172318412795e+03 7.532217012635534559e+01 6.478427392786308969e-01 1.682845672363052561e-02 6.104904730826696380e+00 1.365098197428854798e-01
3.950000000000000000e+02 1.562705715334016531e+03 7.589169841644127246e+01 6.480391054865618505e-01 1.698096615122617059e-02 6.104904730826696380e+00 1.365098197428854798e-01
3.960000000000000000e+02 1.567027102654977170e+03 7.646309318966605417e+01 6.481901557180848039e-01 1.713446850717189121e-02 6.104904730826696380e+00 1.365098197428854798e-01
3.970000000000000000e+02 1.572027380129668927e+03 7.707498353060888974e+01 6.486205559578485103e-01 1.729764260415381921e-02 6.104904730826696380e+00 1.365098197428854798e-01
3.980000000000000000e+02 1.577088437312404494e+03 7.769757057691421664e+01 6.490738081599648490e-01 1.746383976887695699e-02 6.104904730826696380e+00 1.365098197428854798e-01
3.990000000000000000e+02 1.582408959369107151e+03 7.834091715517986643e+01 6.496313073487612888e-01 1.763534450516614574e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.000000000000000000e+02 1.587798359729487174e+03 7.899592092426291856e+01 6.502142251753351143e-01 1.781013470835748555e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.010000000000000000e+02 1.593078843881777175e+03 7.965394219408887011e+01 6.507497449799988232e-01 1.798628058784065148e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.020000000000000000e+02 1.598244057101121371e+03 8.031478576999651864e+01 6.512356311230754757e-01 1.816375039053275478e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.030000000000000000e+02 1.603291870968013427e+03 8.097846815591067582e+01 6.516713879720099634e-01 1.834256031361931535e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.040000000000000000e+02 1.608207402533621462e+03 8.164436094510054431e+01 6.520513534485419260e-01 1.852258054839133611e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.050000000000000000e+02 1.612478692967154302e+03 8.228645872665562422e+01 6.521688784789099191e-01 1.869791426570730636e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.060000000000000000e+02 1.615106725731049892e+03 8.285322684535957194e+01 6.516228440857783077e-01 1.885681683713293783e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.070000000000000000e+02 1.617767025239099894e+03 8.342996406642465956e+01 6.510924791011060142e-01 1.901866038212016857e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.080000000000000000e+02 1.619989433376450961e+03 8.399253941925461220e+01 6.503889105193806364e-01 1.917795599251370317e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.090000000000000000e+02 1.623528332009425867e+03 8.463226471350134261e+01 6.502160310847133751e-01 1.935558122738107942e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.100000000000000000e+02 1.627426628758919833e+03 8.530033289027231547e+01 6.501875812790786080e-01 1.954045282532600181e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.110000000000000000e+02 1.630977948066191630e+03 8.596008548994967668e+01 6.500209831785797032e-01 1.972420284388629388e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.120000000000000000e+02 1.634088837172262856e+03 8.660653515723282680e+01 6.496800878239358257e-01 1.990568738876234700e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.130000000000000000e+02 1.637957806456245862e+03 8.730344442418397932e+01 6.496415105947114244e-01 2.009958307132909267e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.140000000000000000e+02 1.641234945828477521e+03 8.797942790182699468e+01 6.493689570494496355e-01 2.028949862495592338e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.150000000000000000e+02 1.643123317725274319e+03 8.859127203277539309e+01 6.485495630637628794e-01 2.046543987463830816e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.160000000000000000e+02 1.645992616279686672e+03 8.926648295392001842e+01 6.481203547573287649e-01 2.065684961138763293e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.170000000000000000e+02 1.648817701801032854e+03 8.995038006769473782e+01 6.476758375816835667e-01 2.085114170630848751e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.180000000000000000e+02 1.651819230480969509e+03 9.065535773524169372e+01 6.473025905104560218e-01 2.105121897446398521e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.190000000000000000e+02 1.654977897108737125e+03 9.138086739892911226e+01 6.469925561299348926e-01 2.125699430181844304e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.200000000000000000e+02 1.659099054791517119e+03 9.217216971063983522e+01 6.470593758482429125e-01 2.147905560392759233e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.210000000000000000e+02 1.663850026844891090e+03 9.301204410975066139e+01 6.473709263682989601e-01 2.171348097024791354e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.220000000000000000e+02 1.668900706230474498e+03 9.388299962134017562e+01 6.477973341754817982e-01 2.195625839805309676e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.230000000000000000e+02 1.673185851445027993e+03 9.472549567234382550e+01 6.479252800558309433e-01 2.219349601699187671e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.240000000000000000e+02 1.677296823313247160e+03 9.557285643934856978e+01 6.479853345219475091e-01 2.243299856561608088e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.250000000000000000e+02 1.679892506519605377e+03 9.634844305171318979e+01 6.474610866039037793e-01 2.265677005964441409e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.260000000000000000e+02 1.682551576321033281e+03 9.714216055143778306e+01 6.469636729405958686e-01 2.288591755613507070e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.270000000000000000e+02 1.686231596660974901e+03 9.801022074352930247e+01 6.468602389083858428e-01 2.313375302377228618e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.280000000000000000e+02 1.689399048501665220e+03 9.886460135434315077e+01 6.465611197213200212e-01 2.337958143924648985e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.290000000000000000e+02 1.692004706334872935e+03 9.970233347074513119e+01 6.460488883009017913e-01 2.362270351434332324e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.300000000000000000e+02 1.694623671365026439e+03 1.005574145358570917e+02 6.455441085500082110e-01 2.387119028718936997e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.310000000000000000e+02 1.697869527674783740e+03 1.014671117196987780e+02 6.452799228970715895e-01 2.413395352264683172e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.320000000000000000e+02 1.701587694902550311e+03 1.024235431255455353e+02 6.451960478560381240e-01 2.440921609615486973e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.330000000000000000e+02 1.704147026433176507e+03 1.033290910524446815e+02 6.446741758424985314e-01 2.467376074046101139e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.340000000000000000e+02 1.706209044990860320e+03 1.042233054911177987e+02 6.439670101109594702e-01 2.493700580576956038e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.350000000000000000e+02 1.709278894106698772e+03 1.051988437875492792e+02 6.436426023521713002e-01 2.522117766993006369e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.360000000000000000e+02 1.713976883504694570e+03 1.062963339187717224e+02 6.439313657452403472e-01 2.553618495543233391e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.370000000000000000e+02 1.717999350881131022e+03 1.073749594300706889e+02 6.439655985403465177e-01 2.584834137369611956e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.380000000000000000e+02 1.722452654107341914e+03 1.085043182821710417e+02 6.441607985008834802e-01 2.617444278421304435e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.390000000000000000e+02 1.727122014686272905e+03 1.096723576049907791e+02 6.444357259833376483e-01 2.651168861739022081e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.400000000000000000e+02 1.732514824112312908e+03 1.109128962584153015e+02 6.449787285429343653e-01 2.686836920222794925e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.410000000000000000e+02 1.737206433346308586e+03 1.121361930879106268e+02 6.452588183954747203e-01 2.722285181718442360e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.420000000000000000e+02 1.742269415981508018e+03 1.134120789509142639e+02 6.456752697718444178e-01 2.759214216341945164e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.430000000000000000e+02 1.748534486553785428e+03 1.147969130807920237e+02 6.465343224370866393e-01 2.799011085273483274e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.440000000000000000e+02 1.754297287355016579e+03 1.161811760506576263e+02 6.472042055978670660e-01 2.839021960674180042e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.450000000000000000e+02 1.760169367098705607e+03 1.176062627567515193e+02 6.479113031894053742e-01 2.880265771165458830e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.460000000000000000e+02 1.765066987571708523e+03 1.190007920259254917e+02 6.482573396280049138e-01 2.921002613858494565e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.470000000000000000e+02 1.770184204786394957e+03 1.204457792350297609e+02 6.486822988198587270e-01 2.963226276494232425e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.480000000000000000e+02 1.773857334327835815e+03 1.218290219038948834e+02 6.485773575493898324e-01 3.004184519719113947e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.490000000000000000e+02 1.777280502136861742e+03 1.232322304103238793e+02 6.483816934969292012e-01 3.045892615619345822e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.500000000000000000e+02 1.780773607605382949e+03 1.246790908446263728e+02 6.482123567932636110e-01 3.088947373547241970e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.510000000000000000e+02 1.784747733407926034e+03 1.262007225000065063e+02 6.482184771017394098e-01 3.134136229419687281e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.520000000000000000e+02 1.787452071990223885e+03 1.276751479993017000e+02 6.477644052839710564e-01 3.178443365551538585e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.530000000000000000e+02 1.791009390458814096e+03 1.292549692128179686e+02 6.476207718085439380e-01 3.225676267300917055e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.540000000000000000e+02 1.794268216925971956e+03 1.308604591034246596e+02 6.473700754812009572e-01 3.273868032427702107e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.550000000000000000e+02 1.796332001608966493e+03 1.324273521104339295e+02 6.466902589295592252e-01 3.321420460791122548e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.560000000000000000e+02 1.800316190081275181e+03 1.341876460671721247e+02 6.467032647402257695e-01 3.374169076203771545e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.570000000000000000e+02 1.805059612138014927e+03 1.360614876746873563e+02 6.469883460751650883e-01 3.430148231307433848e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.580000000000000000e+02 1.808576059690725288e+03 1.379026317203055498e+02 6.468333577075929819e-01 3.485694756743695083e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.590000000000000000e+02 1.813085030177837552e+03 1.398825469612804113e+02 6.470332450110706235e-01 3.545159542555529480e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.600000000000000000e+02 1.815897023503860510e+03 1.417977346814602129e+02 6.466279817725881784e-01 3.603412099396102741e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.610000000000000000e+02 1.819266816202315113e+03 1.438256702690558484e+02 6.464226742409878712e-01 3.664974912646393190e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.620000000000000000e+02 1.821872414942423347e+03 1.458665331365729401e+02 6.459473094931751369e-01 3.727335412315433555e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.630000000000000000e+02 1.823641072546258101e+03 1.479168232104410095e+02 6.451779004579507593e-01 3.790422151717950938e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.640000000000000000e+02 1.825758426542206053e+03 1.500764181938806132e+02 6.445349057234559531e-01 3.856820426125438794e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.650000000000000000e+02 1.828843402007210670e+03 1.524036168339342225e+02 6.442355346835657581e-01 3.928075006623004545e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.660000000000000000e+02 1.831071512771086418e+03 1.547537879730664940e+02 6.436362537153452745e-01 4.000504767159656500e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.670000000000000000e+02 1.833125733307881546e+03 1.571892348253128375e+02 6.429785463440547133e-01 4.075751811050316864e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.680000000000000000e+02 1.831972558342184129e+03 1.594527443656851631e+02 6.412010426211617320e-01 4.147169606247409768e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.690000000000000000e+02 1.831423071555040451e+03 1.618764591397581114e+02 6.396419627215096382e-01 4.223406707241472713e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.700000000000000000e+02 1.828587522992422009e+03 1.642120071747230838e+02 6.372927871260750665e-01 4.298028181978987700e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.710000000000000000e+02 1.825304898480800375e+03 1.666267778704352622e+02 6.347981043007379087e-01 4.375435639912737817e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.720000000000000000e+02 1.820321387555087313e+03 1.690125978264811124e+02 6.317237171209117985e-01 4.452830289780392026e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.730000000000000000e+02 1.816756498566413256e+03 1.716673531416857941e+02 6.291536066984644293e-01 4.538112552074059086e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.740000000000000000e+02 1.813896231827595102e+03 1.745422462879516559e+02 6.268378407104365779e-01 4.630097911842517844e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.750000000000000000e+02 1.808110525844823769e+03 1.772998241156782342e+02 6.235229939366019325e-01 4.719906187055356028e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.760000000000000000e+02 1.798490946319357136e+03 1.798490946319357136e+02 6.189027496402365047e-01 4.805118876745263085e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.770000000000000000e+02 1.791427068001059297e+03 1.828367595005307464e+02 6.151795101609138783e-01 4.903066380704917959e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.780000000000000000e+02 1.784946660480611172e+03 1.860935535166235013e+02 6.116717949131040832e-01 5.009379582232244971e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.790000000000000000e+02 1.775985815297428417e+03 1.893207240294073017e+02 6.073304951029788734e-01 5.116132559169268845e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.800000000000000000e+02 1.766347903533938279e+03 1.927243564659720789e+02 6.027762312348798890e-01 5.228979244961585310e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.810000000000000000e+02 1.755192416899098816e+03 1.962364778889267711e+02 5.977240996662980255e-01 5.346206874574806894e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.820000000000000000e+02 1.743319764886402481e+03 1.999724916162346062e+02 5.924492100553587770e-01 5.471101808394403243e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.830000000000000000e+02 1.731908010580839345e+03 2.041073164455023914e+02 5.873524696727284722e-01 5.608655188596933794e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.840000000000000000e+02 1.723025953885667604e+03 2.089475883397421114e+02 5.831329293521252399e-01 5.767600605034340494e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.850000000000000000e+02 1.716024937984622056e+03 2.145031172480777570e+02 5.795660873388889245e-01 5.948626922992775873e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.860000000000000000e+02 1.707847703630074648e+03 2.204821904672619439e+02 5.756174879225186558e-01 6.144069982999796065e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.870000000000000000e+02 1.699461472382444072e+03 2.271000918456246609e+02 5.716148082993367519e-01 6.360354609777829626e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.880000000000000000e+02 1.691050105027240534e+03 2.345064562713261580e+02 5.676200958820086795e-01 6.602237344391220786e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.890000000000000000e+02 1.684159194347550056e+03 2.430874410536852963e+02 5.641510365605162391e-01 6.881338753219227999e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.900000000000000000e+02 1.678132542130782667e+03 2.529879995787764244e+02 5.609850507198754777e-01 7.202767138757920629e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.910000000000000000e+02 1.673992580181637095e+03 2.646814669798008026e+02 5.584613804988638464e-01 7.581292128487916726e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.920000000000000000e+02 1.657820094047832072e+03 2.763033490079719741e+02 5.519419524547268807e-01 7.964852815589387736e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.930000000000000000e+02 1.650209781294823642e+03 2.917186316834848299e+02 5.482938147647954397e-01 8.466534621113931680e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.940000000000000000e+02 1.645847770840045769e+03 3.110359926794845933e+02 5.457375334049836546e-01 9.093163738171902710e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.950000000000000000e+02 1.634983643241882646e+03 3.337396386449385659e+02 5.410399350535376461e-01 9.834129354592530126e-02 6.104904730826696380e+00 1.365098197428854798e-01
4.960000000000000000e+02 1.621958879847808021e+03 3.626810312049112213e+02 5.356477342353411775e-01 1.077970271169567812e-01 6.104904730826696380e+00 1.365098197428854798e-01
4.970000000000000000e+02 1.625585109440295355e+03 4.063962773600738387e+02 5.357651155959245459e-01 1.219612067145259410e-01 6.104904730826696380e+00 1.365098197428854798e-01
