# n msd err cf err var err
1.000000000000000000e+00 6.107507831859281033e+00 6.828401342574853816e-02 1.000000000000000444e+00 0.000000000000000000e+00 6.107507831859278369e+00 6.828401342574851041e-02
2.000000000000000000e+00 1.222673408607541568e+01 1.367332303779684732e-01 1.000959345667616684e+00 2.798816024283652164e-06 6.107507831859278369e+00 6.828401342574851041e-02
3.000000000000000000e+00 1.835352431797610251e+01 2.053013163421251175e-01 1.001691951570194528e+00 5.603831464576325694e-06 6.107507831859278369e+00 6.828401342574851041e-02
4.000000000000000000e+00 2.436845838820383392e+01 2.726522132154067246e-01 9.974796209465303098e-01 8.373542308286060931e-06 6.107507831859278369e+00 6.828401342574851041e-02
5.000000000000000000e+00 3.036707339826929797e+01 3.398542263048362488e-01 9.944178291466816422e-01 1.113463405757880754e-05 6.107507831859278369e+00 6.828401342574851041e-02
6.000000000000000000e+00 3.642022133640374193e+01 4.077003977308022997e-01 9.938647737358287104e-01 1.391577999587183935e-05 6.107507831859278369e+00 6.828401342574851041e-02
7.000000000000000000e+00 4.259697801737395650e+01 4.769646768214457211e-01 9.963609939503021984e-01 1.674717241689576723e-05 6.107507831859278369e+00 6.828401342574851041e-02
8.000000000000000000e+00 4.882170040217015838e+01 5.468009447927091315e-01 9.992148546150044774e-01 1.960170246951470406e-05 6.107507831859278369e+00 6.828401342574851041e-02
9.000000000000000000e+00 5.489651719396596974e+01 6.149929391988846472e-01 9.987073597734379415e-01 2.239899488940008560e-05 6.107507831859278369e+00 6.828401342574851041e-02
1.000000000000000000e+01 6.087494091482084002e+01 6.821390735350532086e-01 9.967230921468827054e-01 2.515827270699139706e-05 6.107507831859278369e+00 6.828401342574851041e-02
1.100000000000000000e+01 6.685237489636757857e+01 7.493078908144125139e-01 9.950848683713219289e-01 2.791820461213462149e-05 6.107507831859278369e+00 6.828401342574851041e-02
1.200000000000000000e+01 7.289412753169480652e+01 8.172316072111444063e-01 9.945972718944514623e-01 3.070654548000518688e-05 6.107507831859278369e+00 6.828401342574851041e-02
1.300000000000000000e+01 7.894073251955627768e+01 8.852439479742669759e-01 9.942458048583930896e-01 3.349883846254782211e-05 6.107507831859278369e+00 6.828401342574851041e-02
1.400000000000000000e+01 8.500871227086005888e+01 9.535303223998796707e-01 9.941945296927305886e-01 3.630222598288560166e-05 6.107507831859278369e+00 6.828401342574851041e-02
1.500000000000000000e+01 9.109060731509828202e+01 1.022007257542955516e+00 9.943019839716196184e-01 3.911368652165749167e-05 6.107507831859278369e+00 6.828401342574851041e-02
1.600000000000000000e+01 9.708776313701602589e+01 1.089567759775514233e+00 9.935288440254451681e-01 4.189074639137366825e-05 6.107507831859278369e+00 6.828401342574851041e-02
1.700000000000000000e+01 1.030070336021140918e+02 1.156288086311865859e+00 9.920965207944743014e-01 4.463589987536717641e-05 6.107507831859278369e+00 6.828401342574851041e-02
1.800000000000000000e+01 1.089657582029532961e+02 1.223485121385709418e+00 9.911822301592565498e-01 4.739984441301258079e-05 6.107507831859278369e+00 6.828401342574851041e-02
1.900000000000000000e+01 1.149970792821187331e+02 1.291531459948056293e+00 9.909897823432003428e-01 5.019729870245736837e-05 6.107507831859278369e+00 6.828401342574851041e-02
2.000000000000000000e+01 1.209803560290937696e+02 1.359072499789018673e+00 9.904232574046845095e-01 5.297577875678105314e-05 6.107507831859278369e+00 6.828401342574851041e-02
2.100000000000000000e+01 1.268638137516765312e+02 1.425526096382377927e+00 9.891324177534456252e-01 5.571237589466528637e-05 6.107507831859278369e+00 6.828401342574851041e-02
2.200000000000000000e+01 1.328299286325246840e+02 1.492942380182816331e+00 9.885740951908182916e-01 5.848711168518330240e-05 6.107507831859278369e+00 6.828401342574851041e-02
2.300000000000000000e+01 1.387910294467910717e+02 1.560336463891213832e+00 9.880286281689579786e-01 6.126160141659664049e-05 6.107507831859278369e+00 6.828401342574851041e-02
2.400000000000000000e+01 1.448358295022448488e+02 1.628705941368819854e+00 9.880996300618822836e-01 6.407509620701048320e-05 6.107507831859278369e+00 6.828401342574851041e-02
2.500000000000000000e+01 1.508750613370509370e+02 1.697047482713841315e+00 9.881284837656657549e-01 6.688827390501198055e-05 6.107507831859278369e+00 6.828401342574851041e-02
2.600000000000000000e+01 1.569610904502058588e+02 1.765950237816819035e+00 9.884498200435064552e-01 6.972438221097575814e-05 6.107507831859278369e+00 6.828401342574851041e-02
2.700000000000000000e+01 1.629712421025100184e+02 1.834034098102707455e+00 9.882872189269206187e-01 7.252894390189098227e-05 6.107507831859278369e+00 6.828401342574851041e-02
2.800000000000000000e+01 1.689713556895289344e+02 1.902039580844867794e+00 9.880775335475783239e-01 7.533112955345563791e-05 6.107507831859278369e+00 6.828401342574851041e-02
2.900000000000000000e+01 1.749133957392217269e+02 1.969425787426045904e+00 9.875544282297892273e-01 7.810947221142533752e-05 6.107507831859278369e+00 6.828401342574851041e-02
3.000000000000000000e+01 1.807884981012894059e+02 2.036092429195762055e+00 9.867008665314193072e-01 8.085989179636642824e-05 6.107507831859278369e+00 6.828401342574851041e-02
3.100000000000000000e+01 1.866698696214059794e+02 2.102863657368519767e+00 9.859354851832552447e-01 8.361505787640243317e-05 6.107507831859278369e+00 6.828401342574851041e-02
3.200000000000000000e+01 1.925602278392282187e+02 2.169770185850970812e+00 9.852639219856721420e-01 8.637621851513257098e-05 6.107507831859278369e+00 6.828401342574851041e-02
3.300000000000000000e+01 1.984167281790842026e+02 2.236329235114276059e+00 9.844650702328319181e-01 8.912416017248598807e-05 6.107507831859278369e+00 6.828401342574851041e-02
3.400000000000000000e+01 2.042406711873760230e+02 2.302555215289034951e+00 9.835564242749212926e-01 9.185942116797360033e-05 6.107507831859278369e+00 6.828401342574851041e-02
3.500000000000000000e+01 2.101001291826127044e+02 2.369215509732125913e+00 9.828658429999119761e-01 9.461261506735331266e-05 6.107507831859278369e+00 6.828401342574851041e-02
3.600000000000000000e+01 2.160132101541843213e+02 2.436514711441992720e+00 9.824575119538865309e-01 9.739197830128330227e-05 6.107507831859278369e+00 6.828401342574851041e-02
3.700000000000000000e+01 2.219721569574235218e+02 2.504365802625865722e+00 9.822742189606737950e-01 1.001941044859755187e-04 6.107507831859278369e+00 6.828401342574851041e-02
