# n msd err cf err var err
1.000000000000000000e+00 4.486565651253405021e-03 1.586240498119960725e-06 9.999999999999988898e-01 0.000000000000000000e+00 4.486565651253410225e-03 1.586240498119962631e-06
2.000000000000000000e+00 8.973529682787960773e-03 3.173415297957585448e-06 1.000044397019023812e+00 8.842543274675772414e-08 4.486565651253410225e-03 1.586240498119962631e-06
3.000000000000000000e+00 1.345888426203352244e-02 4.760815167427749814e-06 9.999396203547894491e-01 1.768987066742039942e-07 4.486565651253410225e-03 1.586240498119962631e-06
4.000000000000000000e+00 1.794312764669134599e-02 6.348616866874702616e-06 9.998253141397017707e-01 2.654173542371593659e-07 4.486565651253410225e-03 1.586240498119962631e-06
5.000000000000000000e+00 2.242722005557462941e-02 7.937160825609449190e-06 9.997500002840321587e-01 3.539960850612430293e-07 4.486565651253410225e-03 1.586240498119962631e-06
6.000000000000000000e+00 2.691095955330510825e-02 9.526376416509347981e-06 9.996866811249788265e-01 4.426333802614629432e-07 4.486565651253410225e-03 1.586240498119962631e-06
7.000000000000000000e+00 3.139393293813384084e-02 1.111611813596562476e-05 9.996170592840023517e-01 5.313227764724041785e-07 4.486565651253410225e-03 1.586240498119962631e-06
8.000000000000000000e+00 3.587628409881642166e-02 1.270643764175375394e-05 9.995475071448490789e-01 6.200666183118898465e-07 4.486565651253410225e-03 1.586240498119962631e-06
9.000000000000000000e+00 4.035956066591572799e-02 1.429788393726675652e-05 9.995163289973005849e-01 7.088921609370279122e-07 4.486565651253410225e-03 1.586240498119962631e-06
1.000000000000000000e+01 4.484420564897356049e-02 1.589061515362927705e-05 9.995218867787089012e-01 7.978084074760754108e-07 4.486565651253410225e-03 1.586240498119962631e-06
1.100000000000000000e+01 4.932592438325296424e-02 1.748311035747520807e-05 9.994671409030524423e-01 8.867391519564996228e-07 4.486565651253410225e-03 1.586240498119962631e-06
1.200000000000000000e+01 5.380839537624173413e-02 1.907667381336543671e-05 9.994354917702903407e-01 9.757497864218478223e-07 4.486565651253410225e-03 1.586240498119962631e-06
1.300000000000000000e+01 5.829116071911234764e-02 2.067114424686065742e-05 9.994137584232259952e-01 1.064832518107645568e-06 4.486565651253410225e-03 1.586240498119962631e-06
1.400000000000000000e+01 6.277107008217505668e-02 2.226540519851181278e-05 9.993496610842881323e-01 1.153929712849145525e-06 4.486565651253410225e-03 1.586240498119962631e-06
1.500000000000000000e+01 6.725048241929405812e-02 2.386029376460409193e-05 9.992867246614539622e-01 1.243084246498693012e-06 4.486565651253410225e-03 1.586240498119962631e-06
1.600000000000000000e+01 7.172926394646253478e-02 2.545576324539698470e-05 9.992228678079128068e-01 1.332293726975885760e-06 4.486565651253410225e-03 1.586240498119962631e-06
1.700000000000000000e+01 7.620821881968672940e-02 2.705209984095684992e-05 9.991687962719713045e-01 1.421573211207459748e-06 4.486565651253410225e-03 1.586240498119962631e-06
1.800000000000000000e+01 8.068596831590191254e-02 2.864881497514199559e-05 9.991058069273084374e-01 1.510897114704699777e-06 4.486565651253410225e-03 1.586240498119962631e-06
1.900000000000000000e+01 8.515998705106772593e-02 3.024501233688920329e-05 9.990056827504528725e-01 1.600217917319115248e-06 4.486565651253410225e-03 1.586240498119962631e-06
2.000000000000000000e+01 8.963154504718069682e-02 3.184114300916875227e-05 9.988881475760905682e-01 1.689559068214092504e-06 4.486565651253410225e-03 1.586240498119962631e-06
2.100000000000000000e+01 9.409965173146023210e-02 3.343685526326796567e-05 9.987451750504005021e-01 1.778901651349722945e-06 4.486565651253410225e-03 1.586240498119962631e-06
2.200000000000000000e+01 9.856814904109359454e-02 3.503351460677746012e-05 9.986191575525302788e-01 1.868318190249477979e-06 4.486565651253410225e-03 1.586240498119962631e-06
2.300000000000000000e+01 1.030367489677244119e-01 3.663101967398183330e-05 9.985050925353314843e-01 1.957803502226782397e-06 4.486565651253410225e-03 1.586240498119962631e-06
2.400000000000000000e+01 1.075018710212459483e-01 3.822809817754081827e-05 9.983682339817946394e-01 2.047289619668280625e-06 4.486565651253410225e-03 1.586240498119962631e-06
2.500000000000000000e+01 1.119683995415889644e-01 3.982648743239281653e-05 9.982548634749913719e-01 2.136869523750041229e-06 4.486565651253410225e-03 1.586240498119962631e-06
2.600000000000000000e+01 1.164354648448271551e-01 4.142587932289196320e-05 9.981548154021399055e-01 2.226526941233918300e-06 4.486565651253410225e-03 1.586240498119962631e-06
2.700000000000000000e+01 1.209020944894713262e-01 4.302592885331598771e-05 9.980585818934631925e-01 2.316243471148351665e-06 4.486565651253410225e-03 1.586240498119962631e-06
2.800000000000000000e+01 1.253678062084178646e-01 4.462646516355906834e-05 9.979619152680362371e-01 2.406009970550427718e-06 4.486565651253410225e-03 1.586240498119962631e-06
2.900000000000000000e+01 1.298329399588647737e-01 4.622760997752919682e-05 9.978674731674301857e-01 2.495833036251830390e-06 4.486565651253410225e-03 1.586240498119962631e-06
3.000000000000000000e+01 1.342958562220094854e-01 4.782878016291531231e-05 9.977628521903035841e-01 2.585681194700528692e-06 4.486565651253410225e-03 1.586240498119962631e-06
3.100000000000000000e+01 1.387588636217342297e-01 4.943079846361618122e-05 9.976656362186895333e-01 2.675598910949949906e-06 4.486565651253410225e-03 1.586240498119962631e-06
3.200000000000000000e+01 1.432220021069430527e-01 5.103368007224992929e-05 9.975754092869674183e-01 2.765587106645615991e-06 4.486565651253410225e-03 1.586240498119962631e-06
3.300000000000000000e+01 1.476830392819659665e-01 5.263663029705935271e-05 9.974764580464307029e-01 2.855602762239084249e-06 4.486565651253410225e-03 1.586240498119962631e-06
3.400000000000000000e+01 1.521458386136692598e-01 5.424102685549633346e-05 9.973948793180470451e-01 2.945720650237863969e-06 4.486565651253410225e-03 1.586240498119962631e-06
3.500000000000000000e+01 1.566079882342632512e-01 5.584601109831366107e-05 9.973138247292414604e-01 3.035894274818807482e-06 4.486565651253410225e-03 1.586240498119962631e-06
3.600000000000000000e+01 1.610704665241552702e-01 5.745193276479753942e-05 9.972393080709806013e-01 3.126142701408710143e-06 4.486565651253410225e-03 1.586240498119962631e-06
3.700000000000000000e+01 1.655327698489343358e-01 5.905861319914863306e-05 9.971677653520867324e-01 3.216456285851863749e-06 4.486565651253410225e-03 1.586240498119962631e-06
3.800000000000000000e+01 1.699950548742410472e-01 6.066610920543154755e-05 9.970998807045534651e-01 3.306838180197251367e-06 4.486565651253410225e-03 1.586240498119962631e-06
3.900000000000000000e+01 1.744591860844095232e-01 6.227508727051929817e-05 9.970460283921400713e-01 3.397324804766388892e-06 4.486565651253410225e-03 1.586240498119962631e-06
4.000000000000000000e+01 1.789233198341227959e-01 6.388489056727285375e-05 9.969948828461757673e-01 3.487880443358309324e-06 4.486565651253410225e-03 1.586240498119962631e-06
4.100000000000000000e+01 1.833879586558305186e-01 6.549569951993947309e-05 9.969489779195640500e-01 3.578515007883620997e-06 4.486565651253410225e-03 1.586240498119962631e-06
4.200000000000000000e+01 1.878514654999619560e-01 6.710693040614658063e-05 9.968992517084332983e-01 3.669196655843398113e-06 4.486565651253410225e-03 1.586240498119962631e-06
4.300000000000000000e+01 1.923143584881581991e-01 6.871876900508355833e-05 9.968486564630151259e-01 3.759935556085105222e-06 4.486565651253410225e-03 1.586240498119962631e-06
4.400000000000000000e+01 1.967774547695173570e-01 7.033150816361328150e-05 9.968013908090240793e-01 3.850747768829104533e-06 4.486565651253410225e-03 1.586240498119962631e-06
4.500000000000000000e+01 2.012385982140109664e-01 7.194437805793916271e-05 9.967465533354920026e-01 3.941591175848595247e-06 4.486565651253410225e-03 1.586240498119962631e-06
4.600000000000000000e+01 2.056999869146791671e-01 7.355816514449260691e-05 9.966952884601205653e-01 4.032508868681916069e-06 4.486565651253410225e-03 1.586240498119962631e-06
4.700000000000000000e+01 2.101616479592420816e-01 7.517288013640356864e-05 9.966474966025554716e-01 4.123501493751289221e-06 4.486565651253410225e-03 1.586240498119962631e-06
4.800000000000000000e+01 2.146221863482390968e-01 7.678802496080186892e-05 9.965964830298434940e-01 4.214541772181872758e-06 4.486565651253410225e-03 1.586240498119962631e-06
4.900000000000000000e+01 2.190797334177032596e-01 7.840293152306448076e-05 9.965339449472145894e-01 4.305593025123415577e-06 4.486565651253410225e-03 1.586240498119962631e-06
5.000000000000000000e+01 2.235366587244448366e-01 8.001844818179087938e-05 9.964711367234556638e-01 4.396701818444850911e-06 4.486565651253410225e-03 1.586240498119962631e-06
5.100000000000000000e+01 2.279894580735024323e-01 8.163332102531238089e-05 9.963927597056559948e-01 4.487799248685609925e-06 4.486565651253410225e-03 1.586240498119962631e-06
5.200000000000000000e+01 2.324407918841651655e-01 8.324850270814174267e-05 9.963111154503782041e-01 4.578937639559197769e-06 4.486565651253410225e-03 1.586240498119962631e-06
5.300000000000000000e+01 2.368889668921313196e-01 8.486338719400547226e-05 9.962192679961044961e-01 4.670083649362707828e-06 4.486565651253410225e-03 1.586240498119962631e-06
5.400000000000000000e+01 2.413350498400912425e-01 8.647835682672485962e-05 9.961221872196986959e-01 4.761258290529441911e-06 4.486565651253410225e-03 1.586240498119962631e-06
5.500000000000000000e+01 2.457787503974572796e-01 8.809330793392286584e-05 9.960189820096849722e-01 4.852455847479576660e-06 4.486565651253410225e-03 1.586240498119962631e-06
5.600000000000000000e+01 2.502235633534990455e-01 8.970949376821510824e-05 9.959238901983897829e-01 4.943745373908175960e-06 4.486565651253410225e-03 1.586240498119962631e-06
