step time ezz temp pe pxx pyy szz vol
0 0 0 1266 -6106.54554814351 16064.8005244032 16408.8187805735 -1.61383565083567 14788.7980023657
10 0.05 0 1081.66969683915 -6073.86879085604 21216.1196968161 21513.8277117268 -2.13251696108946 14788.8910974355
20 0.1 0 642.137569932662 -5995.92228860291 35888.759575849 36010.0429519408 -3.62593880001483 14789.2264053093
30 0.15 0 295.763007926399 -5934.48837356078 47415.7658312749 47331.0952287793 -4.82663953782895 14789.9511356054
40 0.2 0 295.663326795295 -5934.47751015724 43989.020547016 43694.4363415671 -4.51738377173136 14791.1788084741
50 0.25 0 483.93399075837 -5967.79842240566 33293.0264368998 32522.7889287391 -3.42206994001362 14792.8780894969
60 0.3 0 615.116168162371 -5990.88554805762 28345.8978061749 26551.2824729523 -2.85183287598013 14794.9405571428
70 0.35 0 628.390998635165 -5993.00608744592 30289.6545879342 27166.010638207 -2.97099459214383 14797.3052753908
80 0.4 0 602.801230181754 -5988.2248981832 33325.0630676499 29642.0172700006 -3.23717785400745 14799.979750585
90 0.45 0 626.924472969986 -5992.24804897904 32896.4159089554 30204.2460797035 -3.18671612511322 14802.988656402
100 0.5 0 702.164822369368 -6005.28880999866 29261.8888793611 28617.5282676506 -2.82940173019923 14806.3296332295
110 0.55 0 760.692708622129 -6015.30971349911 25805.3938103366 27147.5362645527 -2.51616144222535 14809.9724527035
120 0.6 0 737.27140727054 -6010.78195035012 25376.0669432925 27928.3440862054 -2.53709829765546 14813.8891483433
130 0.65 0 637.761045485207 -5992.80325425361 28478.4681872149 31072.31508204 -2.91216295525455 14818.0811952814
140 0.7 0 550.302968675922 -5977.02952025483 31858.0254772628 33269.8975127583 -3.28832048260518 14822.5809769751
150 0.75 0 559.713830679889 -5978.46307518464 31353.2966878158 31030.9944246067 -3.23526573884473 14827.4176221794
160 0.8 0 647.476341417801 -5993.74950795124 27433.0140677328 25736.2253162722 -2.78933345019694 14832.5787045533
170 0.85 0 719.064885303539 -6006.10616504419 24150.1629757609 22004.2510572457 -2.38261097589828 14838.0172299616
180 0.9 0 710.443993842562 -6004.22704923485 24067.8796178888 22270.1917291859 -2.31737382503949 14843.6940632257
190 0.95 0 642.685630624421 -5991.90711292605 26189.9953253026 25149.5455278604 -2.52052423072849 14849.6054713528
200 1 0 591.089227606143 -5982.51130866606 27369.8399486983 27206.7009153499 -2.66567814565129 14855.7730823923
210 1.05 0 605.657184109418 -5984.8680578682 25540.6718673546 26198.0659400533 -2.49772013103746 14862.2107199398
220 1.1 0 664.829333726741 -5995.10756837655 21952.3325976019 23135.5669809014 -2.11079021552244 14868.90159381
230 1.15 0 705.126245113113 -6001.96441143163 19426.9390381913 20559.7189522458 -1.81114586552355 14875.8084490852
240 1.2 0 689.638818037552 -5998.92632432678 19661.8209408779 19916.1420334498 -1.79095109237315 14882.901865643
250 1.25 0 639.421982968028 -5989.76032457048 21594.0723010191 20263.5396510458 -1.95709370255588 14890.1774824452
260 1.3 0 609.889250165881 -5984.29427858182 22090.2502319041 19571.4337624867 -2.0450760702457 14897.6460021534
270 1.35 0 627.23352787955 -5987.14191692349 19912.893980282 17404.6681148225 -1.92041298597128 14905.3076371668
280 1.4 0 661.327686500957 -5992.93134598953 17084.6388932334 15080.9820740814 -1.67844367106451 14913.1417316467
290 1.45 0 674.579223882195 -5995.00077274154 15684.2209862942 13857.620671986 -1.4874904811642 14921.1204848073
300 1.5 0 658.825818839941 -5991.92468392892 15677.1813113389 13685.0380156607 -1.43203107423789 14929.2259126605
310 1.55 0 633.546816904176 -5987.17124579012 15923.4730924639 14112.5718705306 -1.4556012271165 14937.4532381207
320 1.6 0 628.029323122294 -5985.92824776476 14949.3753211281 14193.0437891771 -1.41914537687692 14945.8031786153
330 1.65 0 654.471422631512 -5990.33751130017 12474.3626373106 12996.0160458485 -1.24834244454689 14954.2689186144
340 1.7 0 693.479989380473 -5996.94167935503 9779.07750889181 10759.7503149081 -1.01349539246357 14962.8296684012
350 1.75 0 712.54763404023 -5999.981000178 8245.12874385188 8809.10388787109 -0.835693693621654 14971.4581223592
360 1.8 0 694.256346103887 -5996.39038296298 8333.54110155155 7926.95108065867 -0.788636230211431 14980.1338942789
370 1.85 0 653.857487623656 -5988.89707540313 9399.76703311108 7715.16662291833 -0.832062861680536 14988.8504663666
380 1.9 0 623.795468750794 -5983.25625414481 9819.6081311777 7313.57931078212 -0.840795197809189 14997.6101029943
390 1.95 0 624.15646922492 -5983.01014746863 8452.54748276713 6101.66755229713 -0.729307471374536 15006.410946076
