# time dx dy dz
1.423000000000000056e-11 1.285116299999999878e+00 6.591980673999809140e-05 1.286614799999999947e+00
6.123999999999999739e-10 -1.285249814393999879e+00 8.285337326001576523e-05 -1.286615753667999851e+00
6.439000000000000202e-10 -1.287029185605999881e+00 6.665239476000978103e-05 -1.285016946332000032e+00
8.610000000000000253e-10 -1.289756600000000031e+00 1.211910630599978556e-04 1.280455467588999863e+00
9.551999999999999688e-10 -1.288862300000000349e+00 2.053006473599705908e-04 -1.283174767589000176e+00
1.095999999999999938e-09 -1.288920500000000136e+00 -7.086102361998592933e-05 1.281770745080000218e+00
1.141999999999999986e-09 -4.305900000000181804e-03 -1.289128246325679905e+00 -1.280433145079999946e+00
1.347000000000000001e-09 4.305900000000098538e-03 1.289128246325679905e+00 1.280433545079999735e+00
1.416999999999999966e-09 -1.289479299999999995e+00 6.415878868008112728e-05 -1.280949145079999685e+00
1.556000000000000003e-09 -1.294303900000000063e+00 -4.608109425799856627e-04 1.280558360360000147e+00
1.627999999999999962e-09 -1.284615800000000085e+00 1.288109291776000198e+00 3.747169149999982334e-03
1.650000000000000092e-09 -4.470800000000167002e-03 -1.281900565712000173e+00 -1.290347150614999938e+00
1.828999999999999991e-09 -1.289141499999999940e+00 -1.285585134288000031e+00 -2.173500000000029575e-03
1.880000000000000125e-09 1.288472399999999851e+00 1.285519400417999947e+00 2.094000000000081907e-03
1.980000000000000194e-09 5.963999999999865242e-04 -1.287651200417999631e+00 -1.286580900000000138e+00
1.985999999999999966e-09 -7.122999999999105741e-04 1.287631978609999672e+00 1.285546800000000101e+00
2.097000000000000100e-09 6.918999999999848882e-04 1.282232521390000102e+00 1.284659951300000102e+00
2.228000000000000164e-09 -1.289736400000000227e+00 3.136500000000124432e-03 1.286646448700000001e+00
2.411000000000000049e-09 1.279515299999999911e+00 1.289960800000000241e+00 5.502823860000121900e-03
2.512999999999999904e-09 3.267200000000126253e-03 -1.279535473020000147e+00 -1.289618903020000262e+00
2.524999999999999863e-09 1.288437300000000008e+00 -4.913537389999972360e-03 1.281187579160000034e+00
2.635999999999999996e-09 4.046799999999966743e-03 1.288455110410000160e+00 1.287531799999999782e+00
2.675999999999999858e-09 1.288455800000000151e+00 4.232499999999968926e-03 1.288491300000000006e+00
2.712000000000000147e-09 4.337700000000046727e-03 -1.287788712940000080e+00 1.288492200000000087e+00
2.821999999999999974e-09 -1.289277699999999971e+00 -4.290587059999955745e-03 1.286969200000000146e+00
2.993999999999999794e-09 -4.106000000000130379e-03 -1.290004799910000166e+00 1.287044699999999819e+00
3.068000000000000159e-09 1.287811299999999992e+00 -4.142570930999882155e-03 1.288535700000000173e+00
3.070999999999999838e-09 -1.287811299999999992e+00 4.142570930999882155e-03 -1.288535700000000173e+00
3.128999999999999845e-09 -1.289788600000000063e+00 1.279039299909999983e+00 4.455599999999892979e-03
3.251999999999999937e-09 -1.289960699999999960e+00 2.937400000000116394e-03 -1.287867299999999826e+00
3.378000000000000122e-09 -3.458800000000169725e-03 1.288132799999999634e+00 -1.289335300000000073e+00
3.483000000000000070e-09 -1.291520200000000118e+00 1.288896600000000170e+00 -3.689000000000192125e-03
3.572000000000000073e-09 -2.619899999999873025e-03 1.288340500000000333e+00 -1.288268700000000155e+00
3.963999999999999960e-09 -1.288316000000000017e+00 3.713599999999816180e-03 -1.289543099999999942e+00
4.002000000000000035e-09 -5.597399999999863596e-03 1.288490099999999750e+00 1.280486899999999650e+00
4.033999999999999925e-09 -1.289629899999999996e+00 1.288034499999999749e+00 2.755200000000193605e-03
4.072000000000000000e-09 -5.028000000000060199e-03 -1.281706000000000234e+00 -1.289305699999999888e+00
4.243999999999999820e-09 5.028000000000060199e-03 1.281706000000000234e+00 1.289305699999999888e+00
4.426000000000000226e-09 1.279018232739999927e+00 4.646400000000097327e-03 1.289579599999999715e+00
4.458000000000000115e-09 2.909399999999779177e-03 -1.288978800000000202e+00 1.288103000000000220e+00
4.674000000000000196e-09 1.377718900000000080e+00 2.057557899999999940e+00 8.867837189899985262e-02
4.701999999999999686e-09 1.286565399999999748e+00 1.285963200000000306e+00 -1.364999999998771710e-04
4.707000000000000393e-09 3.866699999999955589e-03 1.287575799999999937e+00 -1.289697399999999883e+00
4.718999999999999938e-09 8.504849999999986032e-02 1.375992000000000104e+00 2.055957600000000163e+00
4.734999999999999882e-09 -7.674999999997995925e-04 -1.283450000000000202e+00 1.289667199999999347e+00
4.836000000000000257e-09 2.064167599999999769e+00 8.070080000000057208e-02 -1.368905116449999904e+00
4.866999999999999840e-09 -1.389900000000089675e-03 1.284526299999999566e+00 -1.288856299999999955e+00
4.898000000000000250e-09 -8.442130000000003243e-02 -2.056396499999999961e+00 -1.377480499999999886e+00
4.997000000000000012e-09 2.061621300000000545e+00 8.461299999999982724e-02 1.372877100000000183e+00
5.020999999999999929e-09 -1.287713899999999967e+00 -1.285466700000000184e+00 1.243899999999583707e-03
5.057000000000000218e-09 -1.376827200000000140e+00 8.073560000000068460e-02 -2.061689599999999789e+00
5.063000000000000404e-09 -1.374857199999999668e+00 2.057483599999999857e+00 8.122170000000006329e-02
5.081999999999999615e-09 -2.063555900000000332e+00 8.692010000000016667e-02 1.373894500000000019e+00
5.098000000000000387e-09 -1.287874400000000197e+00 -1.631499999999954167e-03 1.284962600000000066e+00
5.117999999999999904e-09 -8.724425073000008357e-02 1.375294499999999864e+00 2.067273099999999975e+00
5.192999999999999748e-09 -5.379999999999551807e-04 -1.280389299999999952e+00 1.285368100000000346e+00
5.313000000000000161e-09 -1.289437655907999858e+00 -3.342800000000074531e-03 1.287650999999999879e+00
5.351999999999999716e-09 1.279089228639999742e+00 1.289001900000000145e+00 4.636799999999946173e-03
5.437000000000000147e-09 -7.917566455199998021e-02 -1.368094699999999886e+00 -2.061888000000000609e+00
5.529999999999999722e-09 -1.286038349730000085e+00 -1.859200000000098968e-03 -1.288463499999999762e+00
5.658000000000000107e-09 -3.461799999999959354e-03 -1.290774599999999772e+00 -1.289268499999999928e+00
5.718000000000000314e-09 2.063730000000000064e+00 -8.796869999999989975e-02 -1.376148300000000102e+00
5.739999999999999617e-09 -1.287738499999999897e+00 7.941999999996878640e-04 -1.285436799999999824e+00
5.751999999999999989e-09 -1.290240599999999738e+00 -1.289190899999999917e+00 -3.542000000000156135e-03
5.966000000000000284e-09 1.279944500000000041e+00 -3.673500000000069071e-03 -1.289826300000000092e+00
6.096999999999999935e-09 2.066878100000000273e+00 -1.376423200000000069e+00 -8.808509999999991624e-02
6.133999999999999704e-09 -2.066878000000000437e+00 1.376423200000000069e+00 8.808420000000005690e-02
6.165999999999999594e-09 -1.367785410519999800e+00 -8.534632421999999163e-02 2.055096700000000443e+00
6.241999999999999745e-09 -8.735669999999995383e-02 -2.059463399999999833e+00 1.376038200000000433e+00
6.419999999999999751e-09 8.575639999999995489e-02 -1.377039100000000182e+00 2.063040800000000008e+00
6.510000000000000060e-09 1.284284499999999607e+00 -1.173099999999910499e-03 1.287897899999999707e+00
6.592999999999999877e-09 2.064526099999999698e+00 8.469589999999993513e-02 -1.369001300000000310e+00
6.691000000000000159e-09 1.285961299999999863e+00 -1.330999999999971095e-03 1.285086599999999635e+00
6.821000000000000330e-09 1.287707799999999736e+00 -1.289815099999999770e+00 3.253800000000247467e-03
6.851999999999999913e-09 -2.055461399999999994e+00 -9.019470000000007204e-02 -1.378006000000000064e+00
6.856999999999999792e-09 1.286860799999999916e+00 1.305599999999577238e-03 -1.286794399999999561e+00
