# t dx dy dz
3.167999999999999813e-09 1.753273499999999929e+00 0.000000000000000000e+00 1.753273000000000081e+00
1.417999999999999860e-09 1.753273499999999929e+00 0.000000000000000000e+00 -1.753273000000000081e+00
3.339999999999999633e-09 0.000000000000000000e+00 1.753273000000000081e+00 -1.753273000000000081e+00
4.750000000000009447e-10 -1.753273499999999929e+00 0.000000000000000000e+00 1.753273000000000081e+00
1.099999999999923823e-11 -1.753273499999999929e+00 -1.753273000000000081e+00 0.000000000000000000e+00
1.090000000000000165e-09 0.000000000000000000e+00 1.753273000000000081e+00 1.753273000000000081e+00
1.028000000000001000e-09 1.753273499999999929e+00 1.753273499999999707e+00 0.000000000000000000e+00
5.899999999999989966e-10 0.000000000000000000e+00 -1.753273499999999929e+00 -1.753273000000000081e+00
5.000000000000011685e-10 1.753273499999999929e+00 0.000000000000000000e+00 -1.753273000000000081e+00
4.099999999999983774e-10 -1.753273499999999929e+00 0.000000000000000000e+00 -1.753273000000000081e+00
3.380000000000001149e-09 -1.753273499999999929e+00 1.753273499999999929e+00 0.000000000000000000e+00
1.999999999999984822e-10 1.753273499999999929e+00 -1.753273499999999929e+00 0.000000000000000000e+00
6.900000000000015464e-10 1.753273499999999929e+00 0.000000000000000000e+00 1.753273000000000081e+00
3.699999999999993427e-10 -1.753273499999999929e+00 1.753273499999999929e+00 0.000000000000000000e+00
6.000000000000186076e-11 0.000000000000000000e+00 -1.753273499999999929e+00 -1.753273000000000081e+00
5.799999999999992379e-10 -1.753273499999999929e+00 -1.753273000000000081e+00 0.000000000000000000e+00
1.169999999999999889e-09 0.000000000000000000e+00 1.753273000000000081e+00 -1.753274000000000221e+00
7.599999999999982027e-10 0.000000000000000000e+00 1.753273499999999929e+00 1.753274000000000221e+00
1.399999999999999301e-10 -1.753273000000000081e+00 0.000000000000000000e+00 -1.753274000000000221e+00
1.999999999999951734e-11 0.000000000000000000e+00 -1.753273499999999929e+00 -1.753273000000000081e+00
1.200000000000004128e-10 1.753273000000000081e+00 1.753273499999999929e+00 0.000000000000000000e+00
6.900000000000015464e-10 -1.753273000000000081e+00 1.753273499999999707e+00 0.000000000000000000e+00
2.499999999999989299e-10 -1.753273000000000081e+00 1.753273000000000081e+00 0.000000000000000000e+00
4.399999999999993078e-10 1.753273000000000081e+00 -1.753273000000000081e+00 0.000000000000000000e+00
4.000000000000234341e-11 0.000000000000000000e+00 -1.753273499999999707e+00 -1.753274900000000081e+00
7.500000000000000984e-10 1.753273000000000081e+00 -1.753273499999999929e+00 0.000000000000000000e+00
4.000000000000002731e-10 -1.753273000000000081e+00 -1.753273000000000081e+00 0.000000000000000000e+00
3.499999999999998253e-10 0.000000000000000000e+00 -1.753273000000000081e+00 1.753274900000000081e+00
8.099999999999986504e-10 -1.753273000000000081e+00 -1.753272999999999859e+00 0.000000000000000000e+00
3.300000000000003080e-10 0.000000000000000000e+00 -1.753273000000000081e+00 1.753273000000000081e+00
1.580000000000001575e-09 1.753273000000000081e+00 0.000000000000000000e+00 1.753274000000000221e+00
4.999999999999713900e-11 1.753273000000000081e+00 0.000000000000000000e+00 1.753273000000000081e+00
6.999999999999996507e-11 0.000000000000000000e+00 1.753273000000000081e+00 1.753273000000000081e+00
3.700000000000026514e-10 0.000000000000000000e+00 -1.753273000000000081e+00 -1.753273000000000081e+00
1.009999999999997133e-09 0.000000000000000000e+00 1.753273000000000081e+00 1.753273000000000081e+00
7.700000000000029245e-10 0.000000000000000000e+00 -1.753273000000000081e+00 -1.753273000000000081e+00
1.449999999999999749e-09 -1.753273000000000081e+00 1.753273000000000081e+00 0.000000000000000000e+00
7.199999999999991680e-10 0.000000000000000000e+00 1.753273000000000081e+00 1.753273000000000081e+00
