# bin_edges hist err
5.907837911587943396e-08 1.815263024939438310e+02 1.174196039335744324e+01
1.068000432514575467e-07 5.882024636528102590e+00 1.572037209317977302e+00
1.930697728883249708e-07 2.816816565999587851e+02 8.091094178418670069e+00
3.490254878959579243e-07 4.851935122271787009e+02 7.897943764975660308e+00
6.309573444801929638e-07 1.007364891755487861e+03 8.464055871929531349e+00
1.140624923851320228e-06 2.403123953033260477e+03 9.723033310232040094e+00
2.061986009502219260e-06 7.668458885753124150e+02 4.085039926671335309e+00
3.727593720314938057e-06 2.233633844716489421e+03 5.185335021031264979e+00
6.738627168030940877e-06 2.140625056818701069e+03 3.775458528343397013e+00
1.218187912010114744e-05 1.944734223107284379e+03 2.676443634504806379e+00
2.202201949987373474e-05 1.764564349293567147e+03 1.896161371601325918e+00
3.981071705534969458e-05 1.666062863503873132e+03 1.370347803728023894e+00
7.196856730011514085e-05 1.559418823342065025e+03 9.860412272575559411e-01
1.301025216910830151e-04 1.382146720058720575e+03 6.904294895412110833e-01
2.351952635070956471e-04 1.054757035738579589e+03 4.485873741330297371e-01
4.251786303382885782e-04 4.978077361343097209e+02 2.292082379322319396e-01
7.686246100397730154e-04 1.771305887769119352e+02 1.016891825764728446e-01
1.389495494373136101e-03 6.145569678942568714e+01 4.454896495681739260e-02
2.511886431509576835e-03 1.996748921355885642e+01 1.888629831806777626e-02
4.540909610972469757e-03 6.171149625832136110e+00 7.809023426803264611e-03
8.208914159638244779e-03 1.844980372860010043e+00 3.175690238657543490e-03
1.483981788967563172e-02 5.188402201009945092e-01 1.252528589982905994e-03
2.682695795279721809e-02 1.427987590236139415e-01 4.887216950357196367e-04
4.849693428528190769e-02 3.488444793640071984e-02 1.796568995031007636e-04
8.767123872968668463e-02 7.922385833794860083e-03 6.367728517327660165e-05
1.584893192461110933e-01 1.921534035029707349e-03 2.332432889115380881e-05
2.865120269663776198e-01 1.309283372129352188e-04 4.528251229006105755e-06
5.179474679231201861e-01 3.403819693157181920e-04 5.430321370286298549e-06
9.363292088239397737e-01 8.295426668800413763e-05 1.993839495544844295e-06
1.692666615037872635e+00 1.590559990641800980e-07 6.493433970597332439e-08
