step time ezz temp pe pxx pyy szz vol
0 0 0 1666 -6106.54554814351 21140.566907968 21593.2797158509 -2.12373633291895 14788.7980023657
10 0.05 0 1421.78042829925 -6063.25419633874 28155.0966523631 28542.916527335 -2.83073389814226 14788.8911643699
20 0.1 0 835.482852529142 -5959.27675415878 48834.1015752106 48991.3065955774 -4.93631084881606 14789.229612724
30 0.15 0 395.298977275902 -5881.20439985979 64193.7056824427 64174.4878375305 -6.53906744377477 14789.9698644536
40 0.2 0 425.021201968417 -5886.48589902885 59154.5868312115 58992.0759455545 -6.07807858141179 14791.2278680663
50 0.25 0 662.57244553151 -5928.51840697848 45632.7600083652 44905.2888628829 -4.69017575673622 14792.9694692559
60 0.3 0 795.613111892977 -5951.88469318574 40690.8889862987 38482.2163907955 -4.10501785916467 14795.0909160443
70 0.35 0 789.402511677425 -5950.49905503461 43814.3241511302 39600.0173210082 -4.33019049151651 14797.5425259385
80 0.4 0 766.340230412464 -5946.11634498944 46944.9035437492 41854.2211646208 -4.58945930323766 14800.3357719676
90 0.45 0 818.635630342028 -5955.07037012191 45239.8138386436 41503.2053196136 -4.38668683396334 14803.4884008409
100 0.5 0 921.206801008815 -5972.8675820839 40165.1500820025 39203.4560885821 -3.86290888515548 14806.9888324683
110 0.55 0 988.449837653507 -5984.32933780789 36223.0439039949 37823.798688318 -3.49685205133641 14810.8039146484
120 0.6 0 952.140538158438 -5977.41281542629 36400.2753314701 39494.1068677626 -3.60576108440213 14814.9096414994
130 0.65 0 835.270269040678 -5956.26574111047 40494.0137982804 43642.3841853066 -4.11908400957571 14819.3129209806
140 0.7 0 748.387511190921 -5940.51493997622 44062.6283641181 45806.9138971485 -4.53725805700091 14824.046488977
150 0.75 0 774.33516282118 -5944.79761225949 42778.9286315407 42557.3273202137 -4.41682267292832 14829.1336841133
160 0.8 0 872.145859693615 -5961.77318079755 38323.4339023264 36590.6884091251 -3.90077688867708 14834.5587806488
170 0.85 0 933.196189182615 -5972.17235507879 35526.26103858 33137.5731431025 -3.49218479588921 14840.280877686
180 0.9 0 902.370722883617 -5966.28412590748 36586.6045209725 34336.3108958696 -3.49176221493437 14846.2718177872
190 0.95 0 825.11255962024 -5952.22566697097 39279.7492487074 37647.7787720629 -3.74345699779175 14852.5351714071
200 1 0 786.916580404348 -5945.15553637526 39912.3207159803 39027.7111951438 -3.83840970305655 14859.0906058811
210 1.05 0 820.410969240497 -5950.80789313659 37173.018642533 37241.3900692612 -3.56788405574537 14865.9439269527
220 1.1 0 883.470107238292 -5961.6701899795 33175.9114426601 34140.8363551182 -3.13785922716927 14873.0750090798
230 1.15 0 911.622665661519 -5966.31376776872 30811.6280875369 32107.3152232677 -2.87946041731139 14880.452603156
240 1.2 0 883.098967490483 -5960.91829032651 31535.8420055839 32154.7172150675 -2.92937038040372 14888.0566701786
250 1.25 0 831.743643927954 -5951.51283075552 33537.6793226292 32508.1480797579 -3.11929102765364 14895.8880263796
260 1.3 0 816.722323821419 -5948.58022673002 33291.2293733857 31011.0995148987 -3.15338540071614 14903.9548657073
270 1.35 0 848.320559981573 -5953.9058010608 30392.8406568921 28023.1270894146 -2.96593669229644 14912.2514095561
280 1.4 0 877.430264180999 -5958.75735347688 27920.6830970991 25591.1380237602 -2.7224831940307 14920.7558039145
290 1.45 0 872.436408287066 -5957.54780698554 27523.2168395342 24784.368279934 -2.57951318810537 14929.4466306799
300 1.5 0 844.819910102083 -5952.33719408962 28112.8896385711 24986.3056100062 -2.5627982678067 14938.314295522
310 1.55 0 824.45070071166 -5948.42569490524 28001.3766255133 25237.4034636625 -2.5553961790239 14947.357742666
320 1.6 0 834.354078997499 -5949.87906626126 25911.416167895 24791.3887175894 -2.44641244954054 14956.5744428768
330 1.65 0 872.034743319498 -5956.23007874958 22414.5361833759 23225.2354758251 -2.22667075347618 14965.9520926489
340 1.7 0 910.545634384889 -5962.68946539015 19479.5770395331 20883.4683365237 -1.99708998259559 14975.468878195
350 1.75 0 921.848853184211 -5964.29862167856 18258.4127019501 19014.7121105846 -1.84617093805021 14985.1020467685
360 1.8 0 896.981653095526 -5959.4940979199 18775.4618793559 18173.982092442 -1.82561190664552 14994.8367639999
370 1.85 0 856.518868065475 -5951.94422176361 20027.5988969278 17669.2988229976 -1.87665642801154 15004.6688741377
380 1.9 0 830.353314164746 -5946.94709351195 20375.6569359026 16983.4729011287 -1.86716561234666 15014.5990099162
390 1.95 0 833.138875779222 -5947.07946859696 18748.9175082495 15697.3311702125 -1.7141783198729 15024.6231483
400 2 0 855.969718339382 -5950.7401046477 15846.4476087047 13998.9990748499 -1.49114021509853 15034.7268344667
410 2.05 0 876.426922042249 -5953.94798394942 13046.770990275 12913.2931237907 -1.2691907320873 15044.8891263912
420 2.1 0 881.939472852637 -5954.48553493593 11008.1678195862 12872.3629581179 -1.11891717403437 15055.0909098863
430 2.15 0 878.555078702704 -5953.43967803058 9477.10668203942 12917.4588383532 -1.05421752554437 15065.319618091
440 2.2 0 875.916863617606 -5952.52298627628 8240.01174688502 11840.4437896241 -1.00205019269715 15075.5665860386
450 2.25 0 875.626589647333 -5952.01529246086 7586.16319429252 9725.83228698159 -0.887549710865366 15085.8216637305
460 2.3 0 873.852078120826 -5951.23472384457 7668.29959125432 7149.90168654608 -0.700058717430722 15096.0718739991
470 2.35 0 868.037630691146 -5949.73055828262 8057.90189469155 4925.27519911054 -0.500867776342128 15106.3030984359
480 2.4 0 856.129559073667 -5947.14324267844 8134.4974290878 3885.46502639671 -0.381961827015916 15116.502931147
490 2.45 0 842.645002534095 -5944.2782342812 7675.15452996917 3727.17146495554 -0.323285049356196 15126.6634488908
500 2.5 0 841.428200367148 -5943.58766205311 6299.28729936464 3228.94189545877 -0.238244800552247 15136.7790226337
510 2.55 0 853.761153704979 -5945.28634563323 3837.6284418059 2534.491297568 -0.121914220909532 15146.8404144724
520 2.6 0 871.052575161135 -5947.84219954035 504.282030592462 2032.82719563304 0.0136294705148592 15156.8340279383
530 2.65 0 887.804618631881 -5950.28374403783 -2352.42555223124 1260.0992212906 0.161524389398906 15166.7439004164
540 2.7 0 886.185778077677 -5949.45608806516 -3347.53753361055 500.314207456823 0.222657736696142 15176.5549930985
550 2.75 0 863.174465629756 -5944.8404995796 -2666.33592713267 -33.6557672736458 0.166853839671457 15186.2597993784
560 2.8 0 852.495854816775 -5942.42488803502 -2116.40974524795 -1073.70870374646 0.179766080407407 15195.8586846527
570 2.85 0 878.459461487741 -5946.49707705076 -3496.03090003767 -3261.9038733253 0.431223784729823 15205.3482036102
580 2.9 0 918.426820568532 -5953.01704868962 -6116.679913498 -5609.58380604518 0.78189991139364 15214.7110213167
590 2.95 0 931.503318136956 -5954.74054906688 -7838.78703435401 -6907.33235519926 0.957279816225397 15223.9238398515
600 3 0 909.555772862756 -5950.25743170959 -8118.05179787473 -7223.02064956845 0.904550421474224 15232.973099173
610 3.05 0 874.533846580203 -5943.47991532194 -8200.90308036253 -7388.60035286106 0.815895134570476 15241.8578842008
620 3.1 0 845.048533908137 -5937.70458180379 -8836.98855674388 -7740.72334725506 0.804452442896638 15250.5799546288
630 3.15 0 824.591442343037 -5933.53945683784 -9463.30738604977 -7730.74015751443 0.853132074515097 15259.1377012321
640 3.2 0 817.498900824959 -5931.74513570423 -9933.86297418404 -7794.12817814283 0.942260754803578 15267.5284976965
650 3.25 0 832.440713275292 -5933.84847904365 -10744.8614661375 -8769.66928885316 1.07878245012581 15275.748591467
660 3.3 0 863.902421139806 -5938.85737719643 -12113.7000537912 -11161.2737996723 1.2620638766973 15283.7893665311
670 3.35 0 891.643672301628 -5943.1791611858 -13397.2200818033 -13645.2880229703 1.39906790012931 15291.6362330967
680 3.4 0 899.312519852126 -5943.92741305853 -14186.3696035062 -14704.0183026834 1.43070905153794 15299.2760053591
690 3.45 0 895.046386587368 -5942.56219298006 -14914.1236136153 -14383.4873417958 1.42870932122788 15306.7035311355
700 3.5 0 896.587411252194 -5942.2323166318 -16469.5014566806 -14208.3278540508 1.47708217085349 15313.9184748462
710 3.55 0 904.811289041538 -5943.08465599707 -18481.8825999654 -14785.1251360781 1.56889141095625 15320.9170112796
720 3.6 0 904.959951667864 -5942.50177330027 -19206.1680737258 -15278.7166174066 1.64637674690843 15327.6915466244
730 3.65 0 889.739401829606 -5939.20033917945 -18580.645817822 -15540.7462784789 1.71007451572323 15334.2382155454
740 3.7 0 868.695898835415 -5934.88072280752 -17354.3401080173 -15837.3224913278 1.7731266047484 15340.5580476719
750 3.75 0 856.780226148107 -5932.19054301864 -16118.9044183768 -16566.0644827363 1.83362656541764 15346.6539078644
760 3.8 0 866.606697148183 -5933.35576793414 -15896.2094111612 -18320.5529262274 1.89985895140544 15352.5272712485
770 3.85 0 892.938138773445 -5937.43337467447 -17053.9658231957 -20778.5075072702 1.98149518173324 15358.1738226939
780 3.9 0 917.15609421922 -5941.11779248155 -18608.3785071365 -22713.499279768 2.05542451551905 15363.5834057912
790 3.95 0 928.821120080809 -5942.56753228584 -19740.4022465386 -23143.5519276294 2.12589167167073 15368.7464311473
800 4 0 927.117448625465 -5941.64989102076 -20683.8431592682 -22022.474859162 2.20875535456588 15373.6586945846
810 4.05 0 914.925916295556 -5938.88257592804 -21524.6851270996 -20231.3506659953 2.26992291208965 15378.3208783764
820 4.1 0 901.565622382319 -5935.92167450882 -22129.6804300108 -19171.6480618863 2.29952601968352 15382.736447055
830 4.15 0 891.425447581726 -5933.54280054645 -22055.8987030146 -19662.3602637587 2.29855245574529 15386.9085195207
840 4.2 0 880.42192282069 -5931.01711829575 -21301.6606223342 -20884.9306487264 2.24496539475606 15390.8389629158
850 4.25 0 876.859131745905 -5929.81683288262 -20579.2232772728 -22216.866638111 2.19980847246263 15394.5305344767
860 4.3 0 887.836935402376 -5931.19435899187 -20469.8364396811 -23606.0401305002 2.26113840258283 15397.9850743229
870 4.35 0 903.026054434653 -5933.31063399233 -20780.1085521593 -24623.214439218 2.39503820267702 15401.1999137703
880 4.4 0 909.919090417955 -5933.95095213993 -21383.5666251361 -24138.3643055111 2.48699345669081 15404.1705125202
890 4.45 0 907.531300341078 -5932.94863177281 -22164.246905906 -22691.9635101809 2.48378597583432 15406.8966377576
900 4.5 0 904.784480675097 -5931.88988920465 -23357.1055886123 -21754.9145729001 2.44835236999013 15409.3825679229
910 4.55 0 903.860782186165 -5931.15990623671 -24477.3144636995 -21597.3256455009 2.45975123895466 15411.6312254452
920 4.6 0 899.432077667282 -5929.81227943341 -24720.7075541402 -21491.9108377482 2.4985120982987 15413.6426482605
930 4.65 0 895.734522171524 -5928.59996096098 -24313.8933903424 -21718.8816108101 2.51160648557374 15415.4180166581
940 4.7 0 901.840285617131 -5929.12895253533 -23798.1100043279 -22618.391881688 2.54633765194471 15416.959817617
950 4.75 0 914.165326925202 -5930.7588507812 -23282.1434777131 -23510.5544726167 2.61685457289966 15418.2686817987
960 4.8 0 919.528507539477 -5931.1522550438 -22624.9586896713 -23724.107310302 2.63953853579328 15419.3445260372
970 4.85 0 913.408492743246 -5929.51485757321 -22176.6736509274 -23396.9956012198 2.57116799152761 15420.1906639442
980 4.9 0 901.825723825517 -5926.91857238956 -22296.2244305362 -23143.2569363686 2.47091565558688 15420.813665314
990 4.95 0 894.056555854912 -5925.00841876911 -22775.8387553116 -23105.1389755915 2.38934238477189 15421.2193666769
1000 5 0 891.49910693036 -5924.02677792129 -23182.9777311504 -22795.2815908116 2.34435214423771 15421.4115792413
1010 5.05 0 897.260364912216 -5924.52062140703 -23335.5408417039 -22271.372927347 2.35021379889678 15421.393794119
1020 5.1 0 915.906542302377 -5927.29467995404 -23709.8712952245 -22485.3462466213 2.4412546181706 15421.1688012758
1030 5.15 0 940.945022330557 -5931.19378231844 -24223.189195753 -23312.2124858584 2.55168696937173 15420.7346545194
1040 5.2 0 953.373101382737 -5932.85175997423 -24012.2560755086 -23243.0163494359 2.57372170800684 15420.0873253548
1050 5.25 0 942.486808663351 -5930.38035838853 -23048.2406851302 -22031.2131997232 2.50817658285539 15419.2294312477
1060 5.3 0 923.280588827588 -5926.44898595165 -21914.1250910738 -20900.7089490776 2.39488169885918 15418.1712019018
1070 5.35 0 913.905712405531 -5924.27275816406 -21282.0202592779 -20705.4503499 2.29860511963874 15416.9244579369
1080 5.4 0 916.964142588791 -5924.30456517194 -21092.5512640716 -21157.1852808114 2.24670720094413 15415.496664274
1090 5.45 0 922.845425249756 -5924.83544949482 -20709.7562015859 -21506.141422027 2.23294594097755 15413.8909575055
1100 5.5 0 922.777867825821 -5924.31094651728 -20028.5367384834 -21420.3182799982 2.21512063178216 15412.1099903737
1110 5.55 0 920.820809584554 -5923.45306226322 -19397.7175144211 -20881.6160099976 2.19075307649297 15410.1584613239
1120 5.6 0 932.754538606803 -5925.05752719682 -19815.2054033632 -20716.8503552673 2.19596207085795 15408.0418366595
1130 5.65 0 964.857252620439 -5930.23056001986 -21353.4286173462 -21355.3809688282 2.23257506306097 15405.7608461696
1140 5.7 0 994.897105362277 -5935.02551524705 -22693.143189454 -22077.4960184173 2.25815223542028 15403.3102826346
1150 5.75 0 997.304268210347 -5934.91843438681 -22543.3345690226 -21770.3023376481 2.19633919046543 15400.6859211816
1160 5.8 0 972.435567892764 -5929.98749288659 -21284.7531024275 -20396.8546042472 2.06937594548507 15397.8926931075
1170 5.85 0 942.978565610729 -5924.2621800147 -19738.7808308127 -18484.8835653675 1.97820158926357 15394.9434406309
1180 5.9 0 927.57969662669 -5921.04260748433 -18185.1310324111 -16360.1397014531 1.97097373236806 15391.85265228
1190 5.95 0 923.761455581023 -5919.87714489888 -17076.1863291844 -14787.4010080925 1.99229837393896 15388.6328731029
1200 6 0 929.675348376557 -5920.43405818172 -16809.8886606735 -14512.9750225817 1.99689672054293 15385.2926197909
1210 6.05 0 943.615834455613 -5922.40921176075 -17057.0778987209 -15403.6951745105 1.94576859130669 15381.8348974631
1220 6.1 0 951.900708541072 -5923.37519635076 -17061.8823419786 -16427.5084969124 1.84831126127748 15378.2595003906
1230 6.15 0 950.798364996458 -5922.67498364891 -16280.6109283248 -16752.3833388778 1.70304236202197 15374.5679397299
1240 6.2 0 950.625173298699 -5922.13983445685 -15491.0481690635 -16523.8552713625 1.58461970240138 15370.7666933008
1250 6.25 0 962.121568577833 -5923.67263013024 -15618.8720372462 -16222.5878428777 1.55362460833732 15366.8629377894
1260 6.3 0 976.914908646425 -5925.78450783909 -15999.02128511 -15696.906428554 1.57581031566143 15362.859527223
1270 6.35 0 980.218518602563 -5925.85439655477 -15391.0986046236 -14380.4848785958 1.60888146955632 15358.7579409558
1280 6.4 0 977.244700627125 -5924.81292488905 -14089.2263648666 -12911.9879420291 1.63184818837889 15354.5637667668
1290 6.45 0 978.488675177652 -5924.52244136906 -13168.5373967729 -12386.365254263 1.6321214508487 15350.2850082805
1300 6.5 0 979.55278214122 -5924.20064178789 -12489.2171156314 -12672.7069704598 1.59657735146554 15345.9269718267
1310 6.55 0 973.710765901009 -5922.65643010603 -11382.5401883955 -12284.3659896935 1.50083086859161 15341.4933958272
1320 6.6 0 959.881570239288 -5919.69875096937 -10154.618035663 -10528.9737180304 1.32091470183901 15336.9925642086
1330 6.65 0 949.521735007024 -5917.35807085233 -9755.0732802631 -8702.32712492785 1.1308429101498 15332.4386221028
1340 6.7 0 957.627421340306 -5918.290201341 -10594.1965794999 -8329.5481086133 1.04160742599312 15327.8435318741
1350 6.75 0 979.362798757604 -5921.63083177173 -11468.3139127821 -9042.38148877346 1.03352060048235 15323.2095185929
1360 6.8 0 996.850644600245 -5924.2082935798 -11202.1514864579 -9720.90378816469 1.04349689188017 15318.5332957719
1370 6.85 0 999.216842138867 -5924.10136285771 -9104.37974654053 -9990.68435771935 1.02489060234312 15313.8142111671
1380 6.9 0 988.335891536761 -5921.64725650618 -6376.79814383512 -10028.185238716 0.958110027966506 15309.0584068145
1390 6.95 0 977.178941944017 -5919.15052731425 -4940.6046463908 -9428.14444304767 0.879060323892501 15304.2756841748
1400 7 0 971.955687680773 -5917.70838006263 -4527.25557168568 -7753.70074936412 0.815020874763783 15299.4748628859
1410 7.05 0 972.814508462335 -5917.34059375773 -4344.17671956552 -5689.33546034139 0.768307968019906 15294.6642228307
1420 7.1 0 988.496576491507 -5919.59506247652 -5079.44083590036 -4150.7329201254 0.710032622745851 15289.8515239458
1430 7.15 0 1014.79500662159 -5923.72145087725 -6542.70246547221 -3686.55378884143 0.67524090149638 15285.0406627243
1440 7.2 0 1030.44816446584 -5925.95102414141 -7208.77677773669 -3700.42773602572 0.649885554678599 15280.2302887382
1450 7.25 0 1024.99016744529 -5924.4381775488 -6447.50739228102 -3366.57025746374 0.538633052257227 15275.4198155903
1460 7.3 0 1003.97580109354 -5920.17422774387 -5187.26263265584 -2746.51689414293 0.346586027992888 15270.6153830509
1470 7.35 0 984.955104067273 -5916.27265982885 -3343.18090540324 -2127.35605223284 0.156319762942879 15265.8279332372
1480 7.4 0 982.618168770326 -5915.33101658426 -1516.12895541793 -2289.97900435753 0.106101313617846 15261.0692849661
1490 7.45 0 996.472138299601 -5917.25465874711 -258.912321836075 -2728.78054177915 0.147467090665337 15256.3456200769
1500 7.5 0 1010.67692348007 -5919.23081297345 481.526227858024 -2598.51126987637 0.130509456890982 15251.6583380338
1510 7.55 0 1015.90271782937 -5919.60790117511 847.696781108768 -1580.26652326866 0.0444481299231997 15247.0102164452
1520 7.6 0 1016.43917219833 -5919.15326928599 816.604702733349 -103.144417682198 -0.0515598973011066 15242.4070595393
1530 7.65 0 1011.49959464733 -5917.72727992863 1032.08430465091 1493.57820306409 -0.102663539329665 15237.855345323
1540 7.7 0 1008.22184736717 -5916.59672028139 2139.98526789357 2908.82615822431 -0.0839467572966081 15233.3613373414
1550 7.75 0 1014.72829182268 -5917.20026954956 3626.01832336896 3496.22695772536 -0.00322254303667144 15228.9308410182
1560 7.8 0 1024.3440309934 -5918.34967928418 4759.37786686608 3692.03876807756 0.010075031006005 15224.567105143
1570 7.85 0 1031.19363007229 -5919.00317153968 5554.8842601626 4182.46931589445 -0.0512138324088538 15220.2730511031
1580 7.9 0 1038.29652676874 -5919.69895107939 6107.43716131795 4575.36322661129 -0.119248325478346 15216.0531128875
1590 7.95 0 1045.86904461712 -5920.47547929501 6385.04335576129 4509.90815867889 -0.175905983739848 15211.9110350733
1600 8 0 1051.07620869732 -5920.83255213187 6231.65801189429 4375.719993343 -0.236410797434437 15207.848246495
1610 8.05 0 1046.11237092057 -5919.38827164155 6263.49728872357 5052.66057209724 -0.359578458571482 15203.8653078649
1620 8.1 0 1028.76232722039 -5915.75161171323 6872.89848442399 6658.26950451861 -0.540314808614127 15199.9670386172
1630 8.15 0 1017.67847218044 -5913.23193797853 7489.8876874501 8212.95863844736 -0.704831799806906 15196.163617509
1640 8.2 0 1025.25946934542 -5914.02138569273 7390.70755147183 8626.45769721278 -0.763307791672516 15192.464268466
1650 8.25 0 1043.97569913485 -5916.77683019986 6910.05892140481 8473.4974858336 -0.76217325793955 15188.8708385081
1660 8.3 0 1063.61744372354 -5919.68950242681 6352.20841291388 8389.7712075558 -0.736654865710088 15185.3804969383
1670 8.35 0 1067.2485744094 -5919.76020661448 6405.53862018878 9462.15001475878 -0.731558355283851 15181.9900304825
1680 8.4 0 1048.90519838102 -5915.93803256663 7661.75130099942 11762.0707855695 -0.793356923912034 15178.7017432144
1690 8.45 0 1031.24381010666 -5912.24715014641 9411.72693710991 13518.1579842771 -0.851472502427932 15175.5257417017
1700 8.5 0 1028.30226903087 -5911.17123551931 10901.7798845223 13507.8759032693 -0.8555534882754 15172.4719629531
1710 8.55 0 1033.47128104553 -5911.53025034658 12051.8665033847 12556.7380983354 -0.870462851266393 15169.5438392164
1720 8.6 0 1041.42600088141 -5912.37904105331 13096.721274446 11530.0718297064 -0.944513506043343 15166.7413826792
1730 8.65 0 1051.40356089956 -5913.58225570998 13594.3565120635 10698.6031963942 -1.06098744668526 15164.0652881738
1740 8.7 0 1062.74219933082 -5915.02351406272 13206.8599586024 10699.2774077972 -1.17235234402444 15161.5165399036
1750 8.75 0 1070.38108099541 -5915.8060104563 12314.3727448286 11779.9334183396 -1.241161925325 15159.095909627
1760 8.8 0 1073.29913837785 -5915.75128929346 12110.1488228865 13491.174117073 -1.21433549174158 15156.8046249375
1770 8.85 0 1077.15089401536 -5915.86439526967 12557.9185795233 14738.6942214184 -1.12842371404887 15154.6446330482
1780 8.9 0 1079.97442265871 -5915.79651182325 13431.4758846462 15238.3491245415 -1.08397436796845 15152.6171641121
1790 8.95 0 1078.05616351812 -5914.89043004486 14091.3410356541 15174.4373658737 -1.11397963510973 15150.7234229121
1800 9 0 1071.37449100635 -5913.14575825153 14764.2493280682 15293.729572199 -1.16119284832823 15148.9646821121
1810 9.05 0 1057.07003060753 -5910.05490256531 16057.519985672 16318.0314752751 -1.22598920041448 15147.3436139921
1820 9.1 0 1047.36305270978 -5907.7845738676 17142.3625423373 17141.3105513643 -1.30498154505947 15145.8668863983
1830 9.15 0 1061.52187609321 -5909.74720400986 16572.1586207183 16414.8890722519 -1.33715407282171 15144.5399588933
1840 9.2 0 1086.72094890402 -5913.65937703013 14883.5760771648 14590.0554810158 -1.34606475806136 15143.3587512214
1850 9.25 0 1090.1822311209 -5913.71154126157 14836.6079490081 14243.4310584783 -1.44336947877145 15142.3137019704
1860 9.3 0 1065.29903554356 -5908.74380403787 16053.7971685811 15866.4871041333 -1.61114635789426 15141.4051139482
