# t dx dy dz
1.486999999999999932e-09 1.769999499999999948e+00 -1.770000000000000018e+00 0.000000000000000000e+00
5.159999999999998725e-10 0.000000000000000000e+00 -1.770000100000000298e+00 -1.769998600000000089e+00
9.700000000000038882e-11 -1.769999499999999948e+00 -1.769998600000000089e+00 0.000000000000000000e+00
2.139999999999998814e-10 0.000000000000000000e+00 -1.770002400000000087e+00 -1.769999499999999948e+00
2.428000000000000301e-09 0.000000000000000000e+00 -1.770000500000000088e+00 1.769999499999999948e+00
1.394999999999999422e-09 1.769999499999999948e+00 -1.769998599999999200e+00 0.000000000000000000e+00
1.380000000000001438e-10 1.769998600000000089e+00 -1.770000500000000088e+00 0.000000000000000000e+00
1.989999999999998298e-10 1.770001399999999947e+00 1.770000500000000088e+00 0.000000000000000000e+00
3.730000000000002629e-10 -1.770001399999999947e+00 1.769998600000000977e+00 0.000000000000000000e+00
1.418999999999999339e-09 -1.769998600000000089e+00 -1.769998600000000977e+00 0.000000000000000000e+00
7.120000000000000228e-10 0.000000000000000000e+00 -1.770000500000000088e+00 1.769998600000000089e+00
6.610000000000000956e-10 0.000000000000000000e+00 -1.770001399999999947e+00 -1.769998600000000089e+00
3.111000000000000527e-09 0.000000000000000000e+00 -1.769998600000000977e+00 -1.769999499999999948e+00
4.199999999999997904e-10 0.000000000000000000e+00 -1.769999500000000836e+00 -1.770000500000000088e+00
2.400000000000008256e-10 0.000000000000000000e+00 -1.770000499999998311e+00 -1.770000500000000088e+00
1.529999999999999473e-09 1.769998600000000089e+00 1.770000500000001864e+00 0.000000000000000000e+00
5.599999999999997205e-10 0.000000000000000000e+00 1.769999500000000836e+00 1.770000500000000088e+00
2.549999999999999673e-09 -1.769998600000000089e+00 -1.769999500000000836e+00 0.000000000000000000e+00
4.800000000000016512e-10 1.769998600000000089e+00 -1.770000500000001864e+00 0.000000000000000000e+00
2.600000000000003429e-10 0.000000000000000000e+00 1.770000500000001864e+00 1.770000500000000088e+00
5.099999999999992728e-10 1.770001399999999947e+00 -1.770000500000001864e+00 0.000000000000000000e+00
1.349999999999998854e-09 1.770000500000000088e+00 0.000000000000000000e+00 1.769999499999999948e+00
2.600000000000003429e-10 1.769998599999999200e+00 -1.770000500000001864e+00 0.000000000000000000e+00
