# dx dy dz
-1.747000000000000108e+00 1.906999999999999911e-06 1.747000000000000108e+00
-1.745999999999999774e+00 0.000000000000000000e+00 -1.745365000000000055e+00
-1.000000000000333955e-03 1.748998093000000198e+00 1.746364999999999945e+00
-1.747999999999999776e+00 9.999999999998898659e-04 1.747000000000000108e+00
-1.748000000000000220e+00 1.749000000000000110e+00 0.000000000000000000e+00
-1.746000000000000441e+00 -1.746000000000000218e+00 0.000000000000000000e+00
-1.743999999999999773e+00 -1.748000999999999916e+00 0.000000000000000000e+00
1.743000000000000327e+00 1.500000000000025618e-05 1.746999999999999886e+00
-1.743000000000000327e+00 -1.749014000000000069e+00 1.000000000000333955e-03
-1.750000000000000000e+00 1.745300999999999991e+00 9.999999999994457767e-04
-1.750000000000000000e+00 2.309999999999998686e-04 1.748000000000000220e+00
0.000000000000000000e+00 -1.748532000000000197e+00 -1.745999999999999552e+00
-1.750000000000000000e+00 -9.999999999998898659e-04 1.745999999999999552e+00
0.000000000000000000e+00 -1.748999999999999888e+00 1.747000000000000774e+00
-1.739999999999998437e+00 -1.746999999999999886e+00 0.000000000000000000e+00
1.739999999999998437e+00 -1.746999999999999886e+00 9.999999999994457767e-04
0.000000000000000000e+00 1.747999999999999332e+00 -1.750000000000000000e+00
0.000000000000000000e+00 -1.746999999999999886e+00 -1.746999999999999886e+00
0.000000000000000000e+00 -1.747999999999999332e+00 -1.748000000000000220e+00
0.000000000000000000e+00 -1.742000000000000881e+00 -1.747000000000000108e+00
1.750000000000000000e+00 -9.999999999999786837e-03 -1.747391700000000103e+00
-1.750000000000000000e+00 0.000000000000000000e+00 -1.745608300000000002e+00
1.750000000000000000e+00 -1.740000000000000213e+00 -9.999999999998898659e-04
1.750000000000000000e+00 -1.750000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 -1.750000000000000000e+00 1.749006000000000061e+00
1.750000000000000000e+00 0.000000000000000000e+00 1.747993999999999826e+00
0.000000000000000000e+00 1.750000000000000000e+00 -1.746402999999999928e+00
0.000000000000000000e+00 1.750000000000000000e+00 -1.745597000000000065e+00
0.000000000000000000e+00 -1.750000000000000000e+00 1.745465000000000044e+00
1.743999999999999773e+00 0.000000000000000000e+00 1.746534999999999949e+00
2.000000000000667910e-03 -1.750000000000000000e+00 -1.747325999999999935e+00
1.746999999999999886e+00 0.000000000000000000e+00 -1.746674000000000060e+00
1.748999999999999666e+00 -1.750000000000000000e+00 -9.999999999998898659e-04
-1.746999999999999886e+00 0.000000000000000000e+00 -1.747999999999999998e+00
1.746000000000000441e+00 -1.750000000000000000e+00 -9.999999999998898659e-04
0.000000000000000000e+00 1.750000000000000000e+00 -1.749000000000000110e+00
1.748999999999999666e+00 1.750000000000000000e+00 0.000000000000000000e+00
-1.745999999999999552e+00 1.740000000000000213e+00 0.000000000000000000e+00
-1.748000000000000220e+00 0.000000000000000000e+00 -1.751000000000000334e+00
