# time Ni NiV
0.000000000000000000e+00 4.328749897467019636e-13 2.333395390803984131e-13
9.549000000000000509e-14 1.829429897709511366e-05 3.590908371099540750e-07
1.387999999999999942e-12 9.809225940700028374e-06 5.231122016897610781e-07
1.481999999999999946e-12 2.206429945225572088e-05 1.160086789916478802e-06
2.053999999999999932e-12 3.767201920044555593e-05 1.984414181863379087e-06
2.299000000000000200e-12 5.057020295871717333e-05 2.741248090885229335e-06
2.516999999999999877e-12 3.760663507639002123e-05 1.967156019046662415e-06
3.206999999999999966e-12 2.012032857785189840e-05 1.649239131601914729e-06
4.141999999999999920e-12 4.029787797459534639e-05 2.511204509590782120e-06
5.133999999999999732e-12 1.849635522547562525e-05 1.942505870990104695e-07
5.422999999999999814e-12 2.736843083526237664e-03 8.306651163148256602e-07
5.777000000000000123e-12 2.846928079463214092e-03 1.424650705643255777e-06
6.134000000000000318e-12 2.708423542290426707e-03 1.344261236211017273e-06
6.347000000000000319e-12 2.676112133936409294e-03 1.220808717750780347e-06
6.955000000000000152e-12 2.708390252055638270e-03 1.343671303751772580e-06
8.278000000000000068e-12 2.721635441416203095e-03 2.086773309915784206e-06
8.373999999999999659e-12 2.728929919513365353e-03 2.422341494042072594e-06
8.576000000000000616e-12 5.433687761666503718e-03 1.115803089627364542e-06
9.099999999999999595e-12 5.365624901234899470e-03 1.088113801660683784e-06
1.101999999999999949e-11 5.377883146080707395e-03 8.285787616890759445e-07
1.109000000000000061e-11 5.365609510716298595e-03 1.085862786933242642e-06
1.455999999999999935e-11 5.434689487899573533e-03 1.754066427281378355e-06
1.466999999999999949e-11 5.561085754291509795e-03 2.303330130621542044e-06
1.468999999999999981e-11 8.288489377309775016e-03 1.127622151841328606e-06
1.484999999999999913e-11 1.087098917377602586e-02 1.007059024573583262e-06
1.495999999999999926e-11 1.104674694959250497e-02 1.379398051127679736e-06
1.657000000000000068e-11 1.088999388606523913e-02 1.387935659759797185e-06
1.926999999999999847e-11 1.084398936184917742e-02 1.518091435458590494e-06
2.019000000000000020e-11 1.088999024584517798e-02 1.382922740627496445e-06
2.054999999999999948e-11 1.084398845788684188e-02 1.518091435458590494e-06
2.059999999999999866e-11 1.078998387230348070e-02 2.377152604833556968e-06
2.079000000000000007e-11 1.079350422104965838e-02 4.685943814479076126e-06
2.092000000000000052e-11 1.350982971999466903e-02 3.192903067390005910e-06
2.139999999999999848e-11 1.347180394758542774e-02 7.705508728803550790e-07
2.187000000000000112e-11 1.347539936172807012e-02 7.187934460063642346e-07
2.192999999999999885e-11 1.353684336653725000e-02 1.506046959503766118e-06
2.249000000000000131e-11 1.347539934965714947e-02 7.187934460063642346e-07
2.249000000000000131e-11 1.367140650018207511e-02 1.468028680272895407e-06
2.269999999999999981e-11 1.347539930908902943e-02 7.187741702321527877e-07
2.443999999999999845e-11 1.348527381160855888e-02 1.060906451137523084e-06
2.525000000000000005e-11 1.347663823949086549e-02 6.937508702837799737e-07
2.691999999999999919e-11 1.347010398088246443e-02 1.051189552635329762e-06
2.853999999999999916e-11 1.351073428765569434e-02 1.689769989166437087e-06
2.875999999999999943e-11 1.344541238987297799e-02 1.089744124429981764e-06
2.895000000000000084e-11 1.349431463919556137e-02 1.163386007505444582e-06
2.940999999999999848e-11 1.366430561818864076e-02 1.801497446499277302e-06
2.943000000000000203e-11 1.349431465869875384e-02 1.163354591347599110e-06
2.944999999999999911e-11 1.344393805897273024e-02 1.380874699789418615e-06
2.987999999999999789e-11 1.351779435194632242e-02 1.581499491607642140e-06
3.067999999999999771e-11 1.353713634847223887e-02 2.043605092628594219e-06
3.092999999999999685e-11 1.619547520345260630e-02 1.323118802320124562e-06
3.137999999999999917e-11 1.622516657862150755e-02 2.503280836313617940e-06
3.147000000000000222e-11 1.907002461169262503e-02 1.487879719452739527e-06
3.188999999999999922e-11 1.914086876465223575e-02 2.306112816941253656e-06
3.203999999999999999e-11 2.182873067484117705e-02 9.825399766761909293e-07
3.272999999999999968e-11 2.175391088740670151e-02 9.807085192244549160e-07
3.275000000000000323e-11 2.182166897963675259e-02 1.076955076590520992e-06
3.281000000000000095e-11 2.178963219440592514e-02 2.118003541580738832e-06
3.289999999999999754e-11 2.182166876888117293e-02 1.076955054496051751e-06
3.304999999999999832e-11 2.179135476624903880e-02 1.014359552340649971e-06
3.380999999999999750e-11 2.175439757438673433e-02 1.353888497813189279e-06
3.483999999999999937e-11 2.170974756511486956e-02 2.569002685427446059e-06
3.515999999999999801e-11 2.164664069902143967e-02 4.972546798644884266e-06
3.554000000000000083e-11 2.159177935284559494e-02 9.347691352609640379e-06
3.602000000000000202e-11 2.441987948111757137e-02 7.432437130261723009e-06
3.686999999999999779e-11 2.431604990330995392e-02 1.320738979182608062e-05
3.861999999999999821e-11 2.441983005782180985e-02 7.425305373171136852e-06
3.919000000000000244e-11 2.432706779210618009e-02 4.873885054399014598e-06
3.936000000000000031e-11 2.438907121335413819e-02 4.052669725012881194e-06
3.959999999999999767e-11 2.431244599171856341e-02 3.971185256233412710e-06
4.050999999999999763e-11 2.440685594310836731e-02 2.263228016687528782e-06
4.054000000000000295e-11 2.445002406266496425e-02 1.265954699576246390e-06
4.160999999999999900e-11 2.437855076059612311e-02 1.969538728501927410e-06
4.192999999999999764e-11 2.445005690828922634e-02 1.259108183828908430e-06
4.209000000000000019e-11 2.446823055003375866e-02 9.620362048602063195e-07
4.290000000000000178e-11 2.447778218267323419e-02 1.181105813249773524e-06
4.352000000000000197e-11 2.452039333367802762e-02 2.008377934709808433e-06
4.357999999999999969e-11 2.705665757979664257e-02 4.160632512991329047e-06
4.410000000000000152e-11 2.717164008338106979e-02 2.458074299353839826e-06
4.453000000000000029e-11 2.703404778076475348e-02 1.801903379151550854e-06
4.528999999999999947e-11 2.727765698450335119e-02 1.569855009668442142e-06
4.535999999999999897e-11 2.696718988521629168e-02 2.240142663599223525e-06
4.539999999999999961e-11 2.702745454292142246e-02 2.654841874622150401e-06
4.560000000000000280e-11 2.705956101697655491e-02 4.067342720008981055e-06
4.597999999999999916e-11 2.703694675980452752e-02 6.866192750578493611e-06
4.600000000000000271e-11 2.701808855421440614e-02 1.136294211765301611e-05
4.705000000000000167e-11 2.701952209246466508e-02 9.066544082569043470e-06
4.716999999999999712e-11 2.705776654986121257e-02 5.357731266844992537e-06
4.789000000000000213e-11 2.701952214303436975e-02 9.066544082569043470e-06
4.943999999999999936e-11 2.705532291065573802e-02 5.359774910502884897e-06
5.022000000000000210e-11 2.450380360604696717e-02 2.162680388342480479e-06
5.066999999999999796e-11 2.445345084247897358e-02 1.351419815320338204e-06
5.125999999999999928e-11 2.447463220659493524e-02 1.076279540497430341e-06
5.132999999999999878e-11 2.445345075882932734e-02 1.351401133629870930e-06
5.150999999999999842e-11 2.445679311405794115e-02 1.021867140356373369e-06
5.216999999999999924e-11 2.446052497928648956e-02 1.120344852021822279e-06
5.233000000000000179e-11 2.453864918714634621e-02 1.063280813367108963e-06
5.296999999999999906e-11 2.446052475357753803e-02 1.120406216174091949e-06
5.336999999999999897e-11 2.433990701804277651e-02 1.712375656592814752e-06
5.361000000000000280e-11 2.431398691903297743e-02 3.428147775414447746e-06
5.480000000000000076e-11 2.441499218223425541e-02 6.830315856523099155e-06
5.495000000000000153e-11 2.431808322515068704e-02 4.707765458850998659e-06
5.561000000000000235e-11 2.429879811112976157e-02 7.444733469514497365e-06
5.623000000000000254e-11 2.431907960859895981e-02 4.693165168914605932e-06
5.656000000000000295e-11 2.441611258130934811e-02 7.431139948779658629e-06
5.681999999999999740e-11 2.431250419241896832e-02 4.857524731327768404e-06
5.736000000000000277e-11 2.433767626025473349e-02 2.378910859923573707e-06
5.806999999999999954e-11 2.449926082845115330e-02 1.209116235306478243e-06
5.815000000000000082e-11 2.433767621846020732e-02 2.378910859923573707e-06
5.817999999999999968e-11 2.431258737396481059e-02 3.750311932029277261e-06
5.856999999999999782e-11 2.439505090894920555e-02 2.218739262255883092e-06
5.917000000000000092e-11 2.446079741907126667e-02 1.173204934695656673e-06
5.945999999999999423e-11 2.433965611630931405e-02 1.866338883428384100e-06
6.093000000000000311e-11 2.431881332850290359e-02 3.524255956932728305e-06
6.102999999999999501e-11 2.436588475563356351e-02 2.231908169274158791e-06
6.110000000000000097e-11 2.443657304709897019e-02 1.219013372469902867e-06
6.140000000000000252e-11 2.447427785540741071e-02 9.489874138409449133e-07
6.324000000000000599e-11 2.443657305353818046e-02 1.219025778102015393e-06
6.576000000000000091e-11 2.447424936136228038e-02 9.429358889140029301e-07
6.700999999999999659e-11 2.445643169524897367e-02 1.255386163949133847e-06
6.744999999999999714e-11 2.445958729018792022e-02 1.121377306029150025e-06
6.871999999999999637e-11 2.446148224507468591e-02 1.178977168339591427e-06
6.915999999999999692e-11 2.454021841497994530e-02 1.024229911440356390e-06
7.059999999999999402e-11 2.450163410146228432e-02 1.292868473455408987e-06
7.160000000000000349e-11 2.447540051907173483e-02 1.163190501152999872e-06
7.425999999999999740e-11 2.444082539680982394e-02 1.299909931444153756e-06
7.571999999999999805e-11 2.710906416926711984e-02 1.368180222286883201e-06
7.577999999999999577e-11 2.729230400748013444e-02 1.116775856118742506e-06
7.662999999999999801e-11 2.984523864599937515e-02 1.072920804289047459e-06
7.736000000000000479e-11 2.969895826155000834e-02 3.323659819878496915e-06
7.740999999999999428e-11 2.960495654929160350e-02 6.954039549062185807e-06
7.803999999999999624e-11 2.970593639549752585e-02 1.290270673537212838e-05
7.960000000000000171e-11 2.975110623283364411e-02 1.983780558731044189e-05
7.973000000000000540e-11 2.972254473149226958e-02 1.591175477926838687e-05
8.020000000000000481e-11 2.975110614782814494e-02 1.983769514067627320e-05
8.084999999999999739e-11 3.238085907830927368e-02 1.518222955332953228e-05
8.095999999999999753e-11 3.236986081643856983e-02 8.217903401879841574e-06
8.106999999999999767e-11 3.233542867617141686e-02 3.733270647357479074e-06
8.202000000000000473e-11 3.238029915014949828e-02 1.410611478092632388e-06
8.263000000000000314e-11 3.233542864745365258e-02 3.733240240814614839e-06
8.371000000000000096e-11 3.237309222586620683e-02 5.567908502017176358e-06
8.472000000000000574e-11 3.239060621451576166e-02 3.207679159218298715e-06
8.478999999999999878e-11 3.234434549765636407e-02 1.383457307769830765e-06
8.639999999999999374e-11 3.237608239991556641e-02 2.279233741719900104e-06
8.682999999999999897e-11 3.238593543148991782e-02 6.959787744586628188e-06
8.834999999999999734e-11 3.235105725354237016e-02 3.350545740768193504e-06
8.842000000000000331e-11 3.238593536784286492e-02 6.959656391889090180e-06
8.927000000000000554e-11 3.492160309569898591e-02 3.830397681615197647e-06
8.991999999999999813e-11 3.515953303388504730e-02 7.384852020336916068e-06
9.123999999999999977e-11 3.502439982962551879e-02 4.848976839752998759e-06
9.137000000000000346e-11 3.506961762994257464e-02 2.384302331547453349e-06
9.170999999999999918e-11 3.529422388306552999e-02 1.224502402571199121e-06
9.192000000000000415e-11 3.523425431624228887e-02 9.257143697191156349e-07
9.255000000000000611e-11 3.517844731323870738e-02 1.178434888704891866e-06
9.283999999999999942e-11 3.523179548663618599e-02 9.223624314599312003e-07
9.317999999999999514e-11 3.516558379342357710e-02 1.256677484577719913e-06
9.405000000000000093e-11 3.523236055168614544e-02 9.185503917103821991e-07
9.524999999999999420e-11 3.533707472420197226e-02 1.186894769761332904e-06
9.557999999999999461e-11 3.521921055004930551e-02 1.120209144687791404e-06
9.565000000000000057e-11 3.533707473907055086e-02 1.186887993446544104e-06
9.711000000000000122e-11 3.247994552676981839e-02 3.899502332460242327e-07
9.714000000000000008e-11 3.269319762075387908e-02 1.135054463903724048e-06
9.821000000000000259e-11 3.244387970083323358e-02 1.338308784286786993e-06
9.821999999999999790e-11 3.234385213901662393e-02 1.369572462830499537e-06
9.994000000000000592e-11 3.236346207445606193e-02 2.335349033029375311e-06
1.000999999999999955e-10 3.234189107181961731e-02 4.728513162836193271e-06
1.002000000000000004e-10 3.236118777150571307e-02 2.320497013607495548e-06
1.013000000000000017e-10 3.234189097511824817e-02 4.728513162836193271e-06
1.016999999999999952e-10 3.513802994792079859e-02 6.106106600763134423e-06
1.027000000000000047e-10 3.773166436580024236e-02 1.109149152848680275e-05
1.033999999999999997e-10 3.788833321657823772e-02 1.111057747200557135e-05
1.037000000000000012e-10 3.773445149722067654e-02 6.927486456552675608e-06
1.051000000000000041e-10 3.788833257817098010e-02 1.111062435135077996e-05
1.051999999999999960e-10 3.780397097483637059e-02 7.029447911887419302e-06
1.075000000000000036e-10 3.770748866547656702e-02 2.793943284190440050e-06
1.075000000000000036e-10 3.780397091939106946e-02 7.029447911887419302e-06
1.075999999999999955e-10 3.790284173757140634e-02 1.012424351604507007e-05
1.078999999999999970e-10 3.777405980449480283e-02 6.693989978555542283e-06
1.094000000000000048e-10 3.790284046890924491e-02 1.012424351604507007e-05
1.104000000000000013e-10 3.780592746775499752e-02 6.672417836701646267e-06
1.105000000000000062e-10 4.047733426775526611e-02 4.452972450782298650e-06
1.105999999999999981e-10 4.037493042344788424e-02 8.958000518448509250e-07
1.105999999999999981e-10 4.022130941117348785e-02 2.681261825513072492e-07
1.120000000000000010e-10 3.999363368898851967e-02 4.949408489956211238e-07
1.126000000000000041e-10 4.005368462139507341e-02 1.131780850592726869e-06
1.126999999999999960e-10 4.004805615148740450e-02 6.984235957758259523e-07
1.137000000000000054e-10 4.005367362348195154e-02 1.131780850592726869e-06
1.142000000000000037e-10 4.026211804430468444e-02 2.579263515509347931e-06
1.142999999999999956e-10 4.018716200641162667e-02 1.596357518871259709e-06
1.147999999999999939e-10 4.016449236882158047e-02 3.965034086552670815e-07
1.148999999999999987e-10 4.018716187334841344e-02 1.596325796357533293e-06
1.153999999999999970e-10 4.027165734826709809e-02 2.759456293991304430e-06
1.158999999999999953e-10 4.018736953701669556e-02 1.593187065845813255e-06
1.161999999999999968e-10 4.026327494111583971e-02 2.705742859541975225e-06
1.161999999999999968e-10 4.029698736888061295e-02 5.011305571164134418e-06
1.163999999999999935e-10 4.026287527542306288e-02 2.697947832207455639e-06
1.170000000000000096e-10 4.028418292407144607e-02 5.011480097378474981e-06
1.192000000000000123e-10 4.030479372056124110e-02 9.023822428791534019e-06
1.195000000000000009e-10 4.029261095855933561e-02 6.459301436003494703e-06
1.206000000000000023e-10 4.025747382997280771e-02 3.533830345317495279e-06
1.208000000000000119e-10 4.018692402490692261e-02 1.738775086407059072e-06
1.211000000000000006e-10 4.025747384356893194e-02 3.533830345317495279e-06
1.212000000000000054e-10 4.298603724865976417e-02 4.995277617306646115e-06
1.213000000000000102e-10 4.298211762323492918e-02 7.889230214041831899e-06
1.215999999999999988e-10 4.301191318907426203e-02 1.271017536021738366e-05
1.218000000000000085e-10 4.300582378494133967e-02 1.016198934654697954e-05
1.220999999999999971e-10 4.295176056993706831e-02 5.994769031906693472e-06
1.227000000000000002e-10 4.302492411962850066e-02 3.196707591276361796e-06
1.230999999999999937e-10 4.306365525825387591e-02 7.767026708929179503e-07
1.251000000000000126e-10 4.545076305975653125e-02 4.017993648126449254e-07
1.256000000000000109e-10 4.555343706001260123e-02 2.819315996932730821e-07
