# time Ni NiV
0.000000000000000000e+00 1.585023379508695111e-14 1.182941694177639268e-14
9.549000000000000509e-14 2.000594963549949534e-03 1.022851553635683410e-08
1.387999999999999942e-12 4.447637112464791764e-03 1.610009278450551254e-08
1.481999999999999946e-12 6.677542770858043049e-03 1.920999717435181628e-08
2.053999999999999932e-12 9.177667399413782026e-03 4.966723059307559635e-09
2.299000000000000200e-12 1.170571926483559948e-02 8.826970511566518540e-09
2.516999999999999877e-12 9.178181108470073735e-03 4.864897093619005017e-09
3.206999999999999966e-12 1.193692399009931709e-02 1.152297797546964257e-08
4.141999999999999920e-12 1.445901827322736491e-02 1.488401964265253672e-08
5.133999999999999732e-12 1.680831860877604611e-02 7.930223720424112424e-09
5.422999999999999814e-12 1.680484990011257493e-02 2.302478380686228121e-10
5.777000000000000123e-12 1.894400826586848177e-02 3.900467235763240029e-09
6.134000000000000318e-12 2.114596765813641505e-02 4.576046831846197101e-09
6.347000000000000319e-12 2.357639657903102398e-02 1.943948474374445926e-09
6.955000000000000152e-12 2.114587324184048767e-02 4.576602399199181670e-09
8.278000000000000068e-12 2.365420878616397715e-02 5.464913106660457524e-09
8.373999999999999659e-12 2.579657434200030922e-02 4.267919161620863164e-09
8.576000000000000616e-12 2.619923183672475189e-02 4.265501575842249972e-10
9.099999999999999595e-12 2.850842955416436897e-02 9.765681820369505271e-09
1.101999999999999949e-11 3.098096554210595308e-02 1.364464330383478901e-08
1.109000000000000061e-11 2.850827632885069227e-02 9.749209607980128138e-09
1.455999999999999935e-11 2.619968729374879540e-02 7.851885576773790492e-09
1.466999999999999949e-11 2.842974616427745502e-02 8.088313846452406966e-09
1.468999999999999981e-11 2.928058146237707063e-02 5.244314617295452298e-10
1.484999999999999913e-11 2.867507898869997920e-02 1.193773777363762969e-09
1.495999999999999926e-11 3.097304119072844322e-02 1.208799446359261183e-08
1.657000000000000068e-11 3.321908661041837046e-02 1.480863298944263521e-08
