# bin_edges hist err
5.907837911587943396e-08 7.243693022645765041e+02 3.682176099605809583e+01
1.068000432514575467e-07 4.866358199612381696e+01 7.098312974121695262e+00
1.930697728883249708e-07 8.127289939585616594e+02 2.157518635839569754e+01
3.490254878959579243e-07 2.180394958034191859e+03 2.628317549880930315e+01
6.309573444801929638e-07 3.718972981718718074e+03 2.552997170331740051e+01
1.140624923851320228e-06 7.713498426020721126e+03 2.734595475327673952e+01
2.061986009502219260e-06 2.121149889259475003e+03 1.066551041198345118e+01
3.727593720314938057e-06 9.744791412917935304e+03 1.700242273207219057e+01
6.738627168030940877e-06 9.022480636933585629e+03 1.216791274848132964e+01
1.218187912010114744e-05 6.755566557725102939e+03 7.830916037852095002e+00
2.202201949987373474e-05 6.353996307319057451e+03 5.648507756349893327e+00
3.981071705534969458e-05 4.806216370007919977e+03 3.653763903668711954e+00
7.196856730011514085e-05 2.914853748867638842e+03 2.116292914242611012e+00
1.301025216910830151e-04 1.176660054932031699e+03 1.000049437402527275e+00
2.351952635070956471e-04 4.976832950911979196e+02 4.837278232056030913e-01
4.251786303382885782e-04 2.140925489958983121e+02 2.359684196834617720e-01
7.686246100397730154e-04 8.256798580987670277e+01 1.089902187344333195e-01
1.389495494373136101e-03 2.754034613580688173e+01 4.681606932595596543e-02
2.511886431509576835e-03 7.748584774508538331e+00 1.846928216365410422e-02
4.540909610972469757e-03 2.156272943845503054e+00 7.246349221330266634e-03
8.208914159638244779e-03 5.684523796697967812e-01 2.767215675230762315e-03
1.483981788967563172e-02 1.511480936796274210e-01 1.061269964354243263e-03
2.682695795279721809e-02 4.200300858571704571e-02 4.160957760222216409e-04
4.849693428528190769e-02 9.800083343408044420e-03 1.494846378135195769e-04
8.767123872968668463e-02 2.618471491992224558e-03 5.746907082368028243e-05
1.584893192461110933e-01 5.288674631605292742e-04 1.920933128533854628e-05
2.865120269663776198e-01 7.024350511390306789e-05 5.206795016556121583e-06
5.179474679231201861e-01 5.764421024900708679e-05 3.508114918105741089e-06
9.363292088239397737e-01 2.361995511006865119e-06 5.281582525160703323e-07
