# time Ni NiV
0.000000000000000000e+00 1.430355848415562412e-14 1.392100061678017772e-14
2.673000000000000020e-12 2.026002926658866665e-03 4.255881908148222298e-08
3.137000000000000063e-12 1.265715366487446290e-09 1.658953483876267829e-14
3.334999999999999825e-12 2.026144835456102859e-03 4.710394264620603872e-08
4.659999999999999935e-12 5.293955565111364753e-09 1.438184401199495535e-14
5.666000000000000293e-12 2.026146111786653221e-03 4.710467527710756611e-08
6.213999999999999977e-12 4.412148245034681199e-03 2.964097389935958732e-08
6.453000000000000070e-12 6.689824324997308176e-03 1.280930765713028072e-08
6.634000000000000207e-12 7.075253298298581246e-03 1.185429832945194994e-08
6.965000000000000311e-12 9.215871720296630112e-03 6.451103568917723882e-10
7.346000000000000404e-12 1.151091842120420712e-02 1.976204532606283462e-08
7.418999999999999790e-12 1.422284317138731297e-02 3.764460862288466789e-08
8.330000000000000250e-12 1.622643063765701749e-02 4.880683597345134266e-08
8.598999999999999205e-12 1.869864576508511664e-02 4.594999434249341390e-08
8.786000000000000731e-12 1.622643280518992412e-02 4.880971589582363664e-08
9.644999999999999393e-12 1.869874487191137621e-02 4.594784867256634850e-08
9.708000000000000235e-12 1.622643277885714094e-02 4.881109114733738955e-08
1.100000000000000079e-11 1.887210405122954210e-02 1.875125799410030614e-08
1.237000000000000000e-11 2.099046961707077413e-02 1.254954450318241058e-08
1.252000000000000077e-11 2.345184173839928374e-02 2.598881383164016022e-08
1.272000000000000073e-11 2.099046817633676287e-02 1.253915867662721268e-08
1.275999999999999975e-11 1.887507457415967330e-02 3.429202695311286074e-08
1.515999999999999922e-11 1.623292610422535573e-02 4.291923135227451723e-08
1.652000000000000150e-11 1.870112886454455142e-02 4.372666416084454599e-08
1.724000000000000005e-11 2.110393471380056854e-02 6.028400211845989330e-08
1.743000000000000146e-11 2.350759648943046010e-02 1.926187527480205260e-08
1.779000000000000073e-11 2.604856410205406633e-02 3.595690468327899724e-08
1.810999999999999937e-11 2.614199805680659378e-02 1.836625009315322131e-09
1.830000000000000078e-11 2.834791981554533880e-02 1.619435818040677564e-08
1.832999999999999965e-11 3.068044399408117323e-02 1.854273027480205135e-08
1.846999999999999865e-11 2.834781836751094561e-02 1.535569287067225352e-08
1.854999999999999992e-11 3.057093363513809989e-02 7.412450669927031778e-09
