# time Ni NiV
0.000000000000000000e+00 3.121730029046682851e-13 9.608929501955996842e-14
2.673000000000000020e-12 1.580319089232031668e-05 4.622185174203667149e-07
3.137000000000000063e-12 2.554577839692759557e-10 9.608929501955996842e-14
3.334999999999999825e-12 1.579578633463204858e-05 4.647644865444754334e-07
4.659999999999999935e-12 9.641578184333800102e-10 9.608929501955996842e-14
5.666000000000000293e-12 1.579573935664395622e-05 4.647644865444754334e-07
6.213999999999999977e-12 3.295133030687130845e-05 1.426120417751741150e-06
6.453000000000000070e-12 4.365141004473822118e-05 3.124936346912293298e-06
6.634000000000000207e-12 2.712636207438230695e-03 1.407098116726778186e-06
6.965000000000000311e-12 2.650338226405861419e-03 1.551564685580716477e-06
7.346000000000000404e-12 2.664676422668692951e-03 2.107386254439538357e-06
7.418999999999999790e-12 2.650342116389070666e-03 2.578807477757635503e-06
8.330000000000000250e-12 2.695084175925781256e-03 3.405552718636480738e-06
8.598999999999999205e-12 2.673347191341067953e-03 2.878976479957947466e-06
8.786000000000000731e-12 2.695084419963366101e-03 3.405429985362144562e-06
9.644999999999999393e-12 2.673346464742002316e-03 2.878976479957947466e-06
9.708000000000000235e-12 2.695084429681740210e-03 3.405429985362144562e-06
1.100000000000000079e-11 2.829377197226251497e-03 3.952962144265968342e-06
1.237000000000000000e-11 2.727348858833117569e-03 3.537445973303726968e-06
1.252000000000000077e-11 2.830093471284964718e-03 3.067453852089229579e-06
1.272000000000000073e-11 2.727348917674413120e-03 3.537462316245188195e-06
1.275999999999999975e-11 2.830349668850412788e-03 3.061798101678521514e-06
1.515999999999999922e-11 2.695990154668648220e-03 2.676921892094790556e-06
1.652000000000000150e-11 2.672887082014971730e-03 2.468984824984729164e-06
1.724000000000000005e-11 2.646883649398625634e-03 2.204583106188192883e-06
1.743000000000000146e-11 2.653687387233548238e-03 1.994442748863229885e-06
1.779000000000000073e-11 2.650530168449314293e-03 2.028488318092306171e-06
1.810999999999999937e-11 5.409335505431297000e-03 1.382737998382710128e-06
1.830000000000000078e-11 5.530172911777891769e-03 2.683684779651342269e-06
1.832999999999999965e-11 5.407663811866696320e-03 3.076307531183028137e-06
1.846999999999999865e-11 5.529644448928968010e-03 2.666610662658809461e-06
1.854999999999999992e-11 5.447802040468231917e-03 4.053691245336904119e-06
2.030000000000000034e-11 5.406511846993975086e-03 4.620295550475386016e-06
2.305999999999999908e-11 5.427955538492559504e-03 5.062237377937243604e-06
