# bin_edges hist err
5.907837911587943396e-08 1.955573050471366514e+02 1.192333932500050686e+01
1.068000432514575467e-07 4.825698144472604589e+00 1.393059061369567919e+00
1.930697728883249708e-07 3.094305429533103506e+02 8.296589726343064797e+00
3.490254878959579243e-07 5.133782816475971913e+02 7.948136959586267203e+00
6.309573444801929638e-07 1.180387150872351413e+03 8.963701882668543064e+00
1.140624923851320228e-06 2.599233832772797541e+03 9.892963679800422128e+00
2.061986009502219260e-06 6.978070536259552910e+02 3.812413405322187643e+00
3.727593720314938057e-06 2.167453594187465114e+03 4.997304186135407278e+00
6.738627168030940877e-06 2.088517501356801858e+03 3.648450956509990739e+00
1.218187912010114744e-05 2.054575276658240909e+03 2.691404991970583360e+00
2.202201949987373474e-05 1.804652508565426160e+03 1.876045602439707638e+00
3.981071705534969458e-05 1.778074560572938481e+03 1.385001206624183023e+00
7.196856730011514085e-05 1.575542031486314272e+03 9.696583368457573071e-01
1.301025216910830151e-04 1.400846227235547076e+03 6.800291708624147669e-01
2.351952635070956471e-04 1.068572247952040243e+03 4.417360335914780611e-01
4.251786303382885782e-04 4.923851789312404321e+02 2.230190385636540151e-01
7.686246100397730154e-04 1.721011069739685411e+02 9.806405702987687489e-02
1.389495494373136101e-03 5.909912898114107804e+01 4.274025768220631599e-02
2.511886431509576835e-03 1.915295654300514983e+01 1.809643716506935396e-02
4.540909610972469757e-03 5.983214958126487737e+00 7.522653216972777224e-03
8.208914159638244779e-03 1.786552995843714520e+00 3.057315528618750455e-03
1.483981788967563172e-02 5.065957586328299067e-01 1.210853653621237445e-03
2.682695795279721809e-02 1.403828705145939715e-01 4.740744092278174871e-04
4.849693428528190769e-02 3.411938876057770548e-02 1.738275647140129253e-04
8.767123872968668463e-02 7.781806210319930361e-03 6.174286841509922313e-05
1.584893192461110933e-01 1.888245581396197663e-03 2.262061489198733698e-05
2.865120269663776198e-01 1.058308243518910784e-04 3.982995616815384411e-06
5.179474679231201861e-01 3.437076161552582790e-04 5.338593929067518174e-06
9.363292088239397737e-01 8.320684336269436679e-05 1.953621405103475088e-06
1.692666615037872635e+00 1.776138983791345598e-07 6.713174349998402995e-08
