# time Ni NiV
0.000000000000000000e+00 3.121730029046682851e-13 9.608929501955996842e-14
3.150999999999999902e-13 1.589017126978326300e-05 6.171158879917665445e-07
7.730000000000000384e-13 2.737473885560343621e-03 1.837805794311769594e-06
1.989000000000000108e-12 2.699630704621511484e-03 4.249522144888757367e-06
2.072000000000000057e-12 2.736819825909022740e-03 1.817872805789625841e-06
2.223999999999999813e-12 2.837086274234722986e-03 1.121162954396737141e-06
2.596999999999999940e-12 2.708456286787169244e-03 1.406893941828859190e-06
2.749000000000000100e-12 2.678385478461728277e-03 2.161324146182733050e-06
3.950999999999999623e-12 2.708456222848368376e-03 1.406872377892884843e-06
4.260999999999999716e-12 2.702166027709165461e-03 2.231071348212800457e-06
4.317000000000000285e-12 2.708456191397823950e-03 1.406889557075988121e-06
4.831999999999999606e-12 5.540302643989751703e-03 1.214932583267999253e-06
5.025000000000000096e-12 5.673252581284616951e-03 1.871771529053077386e-06
5.282000000000000313e-12 5.504287187024602471e-03 4.293787212875700845e-06
5.316000000000000370e-12 5.434937048546485336e-03 4.976170578449605613e-06
5.364999999999999859e-12 5.438526152754802681e-03 4.922164052922158529e-06
5.567999999999999701e-12 8.191404189123044702e-03 3.157979629642182889e-06
5.687999999999999997e-12 8.287444671592173948e-03 3.535003432177452335e-06
6.364999999999999637e-12 8.175515394666051094e-03 5.124818774623908548e-06
7.107000000000000312e-12 8.149375968093562281e-03 7.839846083082214155e-06
8.083999999999999885e-12 8.194537732492727933e-03 5.689419089603307904e-06
8.201000000000000295e-12 8.300508067914566177e-03 3.816895286598863185e-06
8.718999999999999502e-12 8.180641477788519467e-03 5.396732875584752866e-06
1.046000000000000026e-11 8.147386940014577847e-03 7.759369640455217285e-06
1.050999999999999944e-11 8.180640799576609223e-03 5.396648739955680181e-06
1.207000000000000007e-11 8.169423357033507235e-03 7.781450909302489510e-06
1.229000000000000034e-11 8.156124694047936149e-03 1.231542779065735271e-05
1.292000000000000069e-11 8.169430232664741734e-03 7.778189999135674514e-06
1.335999999999999962e-11 8.154755433046648530e-03 1.266208781932480350e-05
1.490000000000000154e-11 8.171431995661915595e-03 1.695368562846067491e-05
1.526999999999999936e-11 8.167256879758720209e-03 2.118829427351385248e-05
1.548000000000000109e-11 8.158195880083898149e-03 1.920001337737449752e-05
1.601000000000000145e-11 8.157706149670965537e-03 1.477117620393365593e-05
1.699000000000000091e-11 8.170714861271089965e-03 9.488827331268285655e-06
1.715000000000000023e-11 8.179593818934863259e-03 5.882889930607453632e-06
1.754000000000000160e-11 1.094768905092298461e-02 4.359373388502371595e-06
1.839000000000000060e-11 1.107633224174402360e-02 5.891379675506541058e-06
1.926999999999999847e-11 1.099238567663741138e-02 3.856598928641103971e-06
2.019999999999999875e-11 1.107579199938960209e-02 5.868290690475631130e-06
2.032999999999999920e-11 1.089932424753266987e-02 9.727226440099107091e-06
2.043999999999999934e-11 1.094958258904515404e-02 6.640061728439457889e-06
2.150999999999999862e-11 1.089850284768787043e-02 9.294581702134434959e-06
2.176000000000000098e-11 1.107132959157806559e-02 3.769080856052270039e-06
2.238000000000000117e-11 1.095953182425390450e-02 3.235637167727280092e-06
2.258999999999999967e-11 1.088942391293144796e-02 1.900799192377757962e-06
2.343999999999999867e-11 1.095946107733731731e-02 3.234989861974516393e-06
2.400999999999999968e-11 1.088942387403232272e-02 1.900878781013484854e-06
2.405000000000000031e-11 1.356185217079963930e-02 4.700886657443691368e-07
2.405999999999999886e-11 1.372123424685258233e-02 1.135216882052930654e-06
2.429999999999999945e-11 1.350670672862336504e-02 5.307085546978456310e-07
2.440999999999999959e-11 1.360487324341399726e-02 1.130183633212825521e-06
2.453000000000000150e-11 1.350983454969351821e-02 9.925303941268852783e-07
2.482000000000000127e-11 1.343278918274821813e-02 3.109612906562679398e-07
2.584000000000000137e-11 1.337241642226895920e-02 6.388993248778948241e-07
2.751000000000000051e-11 1.622273446108325398e-02 1.180670788827821707e-06
2.788000000000000156e-11 1.615565724710242568e-02 1.899365318178878274e-06
2.871999999999999879e-11 1.622273444109640153e-02 1.180659880553485553e-06
2.888000000000000134e-11 1.616912660239803318e-02 1.555705274936866781e-06
2.897000000000000116e-11 1.615892400062161893e-02 1.892942253117283969e-06
2.931000000000000012e-11 1.620010868413912855e-02 2.354561690549195012e-06
2.950000000000000153e-11 1.627014179271870850e-02 2.149308534636687717e-06
3.190000000000000099e-11 1.619134101845122464e-02 2.354423587360191838e-06
3.339000000000000050e-11 1.625803608515664217e-02 2.586350481970831226e-06
3.464999999999999796e-11 1.637458588267690779e-02 2.901316453999090542e-06
3.511000000000000206e-11 1.625803615382901551e-02 2.586321519957821408e-06
3.543000000000000069e-11 1.637449161131222797e-02 2.902486074102928312e-06
3.623000000000000052e-11 1.626198236660476859e-02 2.706322817380208001e-06
4.013000000000000127e-11 1.631174554016853392e-02 2.690407245775863572e-06
4.028000000000000204e-11 1.636362909441659366e-02 3.827813102766687953e-06
4.067000000000000018e-11 1.633500429609313284e-02 5.687464924400977347e-06
4.221000000000000210e-11 1.633199392215513648e-02 9.924148637710252077e-06
4.240999999999999882e-11 1.633500430847789620e-02 5.687464924400977347e-06
4.437999999999999952e-11 1.631944602253199844e-02 9.760668807962301027e-06
4.483999999999999715e-11 1.629490334908214808e-02 1.662072900711019543e-05
4.528999999999999947e-11 1.627906693720305997e-02 2.735767851636065670e-05
4.585000000000000194e-11 1.629490328877462174e-02 1.662065035497691028e-05
4.622999999999999830e-11 1.631253329060937396e-02 5.875395685518154638e-06
4.636000000000000198e-11 1.633334379207426051e-02 5.907134435048404787e-06
4.724999999999999839e-11 1.636411510168672007e-02 4.514035968747814398e-06
4.753000000000000285e-11 1.633334970695564381e-02 5.900593203907631276e-06
4.857000000000000004e-11 1.632327235203765575e-02 4.549356439829714586e-06
5.021000000000000032e-11 1.907409953563989069e-02 5.710943086016594694e-06
5.059000000000000314e-11 1.917825629115793226e-02 4.119295728676212086e-06
5.153000000000000197e-11 1.908731656729047155e-02 5.997861427364910837e-06
5.185000000000000060e-11 1.899958668854137209e-02 1.034334772153457385e-05
5.222000000000000165e-11 1.906995759477172342e-02 7.043834427722630762e-06
5.233000000000000179e-11 1.897916261498385979e-02 1.079622147903336861e-05
5.361999999999999811e-11 1.896601643589835087e-02 1.717836773882316462e-05
5.407000000000000043e-11 1.897915140590107977e-02 1.079622147903336861e-05
5.463999999999999821e-11 1.896607500309343067e-02 1.717200611089649502e-05
5.521999999999999775e-11 1.907706438467418608e-02 1.485739502715084228e-05
5.531000000000000080e-11 1.896729895594900794e-02 1.876450243322180269e-05
5.536000000000000322e-11 1.895717616822965856e-02 2.860637999865352224e-05
5.575000000000000135e-11 2.155490984448085040e-02 4.100894269037160959e-05
5.735000000000000100e-11 2.169068426249943018e-02 2.553422252120933413e-05
5.779999999999999686e-11 2.155725743717609721e-02 4.412417058551279677e-05
5.782000000000000041e-11 2.415594744961230625e-02 2.659515148909228892e-05
5.786000000000000105e-11 2.426921105080353386e-02 3.515171651982916941e-05
5.876999999999999454e-11 2.414994546285676932e-02 3.845363985588253804e-05
5.898999999999999482e-11 2.425860372688661004e-02 3.121005881066969375e-05
6.215999999999999524e-11 2.416835605078106533e-02 3.768062833279442329e-05
6.372999999999999603e-11 2.426241188846211747e-02 3.439804203424695817e-05
6.465999999999999954e-11 2.416836673370014246e-02 3.768062833279442329e-05
6.506000000000000591e-11 2.678855456489928274e-02 1.972298255821833241e-05
6.529000000000000150e-11 2.662077680909087987e-02 2.184181427486389540e-05
6.741999999999999828e-11 2.666792201417382893e-02 1.716519992681438442e-05
6.777000000000000224e-11 2.675417279762035833e-02 1.134228482439429026e-05
6.799000000000000251e-11 2.669826288147207627e-02 1.610558419048075562e-05
6.843999999999999837e-11 2.660225703973680134e-02 2.307362989271897178e-05
6.849000000000000079e-11 2.674471158901582657e-02 2.849820271781733911e-05
6.865000000000000333e-11 2.688206340353310395e-02 2.995069410405773463e-05
6.957999999999999392e-11 2.947189013891811371e-02 2.743308212874542409e-05
7.020000000000000057e-11 2.952465512438354200e-02 3.742499453331759706e-05
7.061000000000000225e-11 2.938513761487740114e-02 3.498088345214107382e-05
7.262000000000000358e-11 2.937873359070242163e-02 3.286154225043279753e-05
7.376999999999999444e-11 2.937784764713300550e-02 3.225633049976347951e-05
7.449000000000000592e-11 2.937495265810768572e-02 3.314243687980695065e-05
7.491000000000000291e-11 2.938065740588204078e-02 3.362289010172728025e-05
7.853999999999999451e-11 2.952367200759682675e-02 3.503977392083957204e-05
7.932000000000000371e-11 2.938559505970111951e-02 3.597580331235983536e-05
7.963000000000000057e-11 2.950535685957027254e-02 3.597516282121168669e-05
8.013999999999999416e-11 2.938559490162066107e-02 3.597562236384356673e-05
8.021000000000000012e-11 2.936458324796805894e-02 3.385409377519811504e-05
8.048000000000000281e-11 2.939508214476138290e-02 3.416088052055567037e-05
8.114000000000000363e-11 3.208511351087763724e-02 5.752844797044555776e-05
8.114000000000000363e-11 3.206526348721185082e-02 4.349754254662980863e-05
8.228999999999999449e-11 3.210938671914514986e-02 5.975732587520505266e-05
8.327000000000000041e-11 3.212985430170427203e-02 5.388121087159096918e-05
8.363999999999999500e-11 3.205341660038724810e-02 4.063828199256660584e-05
8.392000000000000592e-11 3.201598296154741646e-02 3.361729031482753701e-05
8.505000000000000616e-11 3.456855348094602098e-02 7.489217624903473584e-05
8.517999999999999692e-11 3.465242118282309963e-02 4.450230190689956073e-05
8.600999999999999560e-11 3.458300646056384348e-02 6.336838960231302423e-05
8.644000000000000084e-11 3.458591479914290001e-02 1.054058131975159557e-04
8.696000000000000266e-11 3.466132598242956109e-02 2.877844491714322273e-02
8.696999999999999797e-11 3.546271346082058989e-02 1.011650757204333173e-01
8.696999999999999797e-11 3.525728442889455860e-02 9.731948806332109403e-02
8.698000000000000621e-11 3.866174855075982936e-02 1.846416732211719758e-01
9.783999999999999508e-11 3.525728422013421626e-02 9.731948409571333780e-02
9.805000000000000004e-11 3.529034100338111074e-02 9.773479038215074355e-02
9.805999999999999535e-11 3.525695571287649349e-02 9.708081314565467079e-02
9.810000000000000245e-11 3.530311529967345568e-02 9.779316164546610068e-02
9.810999999999999776e-11 3.540750150985334799e-02 9.909684321864714596e-02
9.838000000000000045e-11 3.949085519834831526e-02 2.134691975076648818e-01
