step time ezz temp pe pxx pyy szz vol
0 0 0 2200 -6106.54554814351 27916.7150300271 28514.5350644462 -2.80445374350014 14788.7980023657
10 0.05 0 1874.64264263536 -6048.87491391701 37590.506618889 38097.3276089657 -3.78046245897393 14788.8912539351
20 0.1 0 1089.12183075354 -5909.55922440951 66610.3812707633 66829.9332318432 -6.73677645139301 14789.2334801932
30 0.15 0 535.914000066722 -5811.44160323043 86566.9131399622 86730.3187543296 -8.82282466002092 14789.9896318939
40 0.2 0 614.460180039337 -5825.38527859375 79494.7233313139 79658.2779201184 -8.16853954642159 14791.2753365195
50 0.25 0 906.107637995669 -5876.97152987435 63040.676247149 62516.2986209494 -6.47736634149394 14793.0550769546
60 0.3 0 1025.79574393405 -5897.90787198653 58824.527307424 56090.4952759944 -5.95084408032547 14795.2335694667
70 0.35 0 991.353114103164 -5891.45856645448 63412.1966734153 57632.5500426078 -6.30715949881346 14797.7737486302
80 0.4 0 978.126619522622 -5888.76387486186 66324.9147381519 59128.1282376883 -6.51086449728363 14800.6894856851
90 0.45 0 1065.82918017684 -5903.91687344524 62891.2021204303 57477.8623451003 -6.09418643438636 14803.9908458974
100 0.5 0 1194.38228379814 -5926.21148561445 56205.541325836 54525.9314142849 -5.37562802030467 14807.658712387
110 0.55 0 1266.64321936955 -5938.43912772712 51842.6654814178 53551.8559613378 -4.96251107001075 14811.6592808487
120 0.6 0 1219.75318730616 -5929.52345571576 52708.499778763 56085.5423041843 -5.16585600211903 14815.9729182898
130 0.65 0 1100.25569103254 -5907.79681523228 57383.2047350719 60540.5656728341 -5.77109241974283 14820.6091141197
140 0.7 0 1031.53461168804 -5895.15386869583 60374.5497103005 62001.2687611689 -6.15101694291665 14825.595599667
150 0.75 0 1076.47879171857 -5902.68139984761 57984.0015949978 57896.2024079004 -5.94706659123556 14830.9466361866
160 0.8 0 1170.84686308873 -5918.92099571334 53440.6836455892 52054.5433278681 -5.4346032740068 14836.6448401858
170 0.85 0 1208.03059231827 -5924.98080208999 51802.3588885537 49572.1595533332 -5.08539599191365 14842.6589314965
180 0.9 0 1154.14286943318 -5914.92177479793 54365.6816523214 51779.4552516902 -5.14561516042379 14848.9725715833
190 0.95 0 1075.76481654089 -5900.59976649275 57382.8256325737 55016.5116882007 -5.39996393259868 14855.5939979134
200 1 0 1056.67418572512 -5896.8515718768 57326.1892007131 55240.2568627541 -5.41926036285399 14862.5382307843
